고객번호,성별,연령대,거주지역,1번품목구매비율(%),2번품목구매비율(%),3번품목구매비율(%),4번품목구매비율(%),경쟁사이용횟수,멤버쉽보유,온라인이용횟수,1기구매비율(%),2기구매비율(%),3기구매비율(%),4기구매비율(%),5기구매비율(%),6기구매비율(%),7기구매비율(%),8기구매비율(%),분기증감확인
199,0,5,1,3.03,23.93,54.91,18.13,0.0,1.0,0.0,11.2,19.57,13.74,13.5,13.05,9.31,10.1,9.53,1
200,0,5,0,3.29,96.71,0.0,0.0,0.0,0.0,0.0,7.08,8.62,10.85,11.34,10.45,16.51,5.59,29.56,0
201,0,5,1,3.8,20.29,72.11,3.81,5.0,0.0,0.0,10.16,11.83,13.92,14.76,9.36,7.42,18.03,14.52,0
202,0,5,1,0.9,24.04,69.47,5.59,0.0,0.0,0.0,9.82,13.32,11.86,9.02,10.97,8.88,15.26,20.86,1
203,0,5,0,20.55,55.81,0.0,23.64,0.0,0.0,0.0,12.6,12.68,13.36,9.82,14.25,14.02,12.94,10.33,0
204,0,5,0,4.31,37.13,49.32,9.24,0.0,1.0,0.0,12.69,11.49,16.1,17.73,9.57,10.36,10.26,11.8,0
205,0,5,0,4.0,92.29,0.0,3.71,0.0,1.0,4.0,16.27,13.78,12.43,15.86,18.25,6.79,8.5,8.11,0
206,1,5,0,5.51,36.93,29.7,27.86,4.0,0.0,8.0,11.18,8.02,15.29,11.6,14.87,10.47,14.31,14.27,1
207,0,5,1,14.61,44.63,0.0,40.77,5.0,1.0,0.0,12.95,12.56,14.01,10.26,12.49,13.72,11.8,12.19,0
208,0,5,0,0.66,9.21,82.61,7.53,0.0,0.0,0.0,30.68,14.93,18.39,14.75,9.12,6.61,5.19,0.33,0
209,0,5,1,1.84,20.37,74.98,2.81,8.0,0.0,0.0,24.88,10.11,11.32,16.5,5.38,17.06,9.34,5.41,0
210,0,5,0,14.97,66.29,0.0,18.74,0.0,0.0,5.0,12.88,16.13,15.24,12.51,9.76,10.49,13.74,9.26,1
211,0,5,2,2.12,23.18,73.16,1.55,0.0,0.0,0.0,7.65,4.96,14.71,5.81,20.07,8.23,21.13,17.44,1
212,0,5,1,1.51,21.22,76.34,0.93,0.0,1.0,0.0,14.34,11.99,12.35,13.86,8.47,20.23,11.99,6.77,0
213,0,5,1,3.29,88.22,0.0,8.49,0.0,1.0,0.0,12.1,10.19,8.26,13.2,10.46,15.49,17.31,13.0,1
214,0,5,1,1.66,17.88,78.64,1.82,13.0,0.0,0.0,11.01,10.78,7.91,5.08,8.84,29.27,13.16,13.94,1
215,0,5,0,8.29,33.58,47.01,11.12,4.0,1.0,7.0,11.74,11.8,11.19,12.18,11.67,17.78,15.05,8.6,1
216,0,5,0,9.06,77.35,0.0,13.58,1.0,0.0,0.0,16.07,9.91,14.84,9.01,14.25,11.85,14.6,9.48,0
217,0,5,0,21.01,55.62,0.0,23.37,4.0,0.0,0.0,10.56,10.81,10.3,10.48,12.12,14.02,10.83,20.88,1
218,0,5,1,2.57,30.04,65.42,1.97,10.0,0.0,0.0,14.36,11.09,15.23,12.02,8.74,9.46,16.75,12.35,1
219,0,5,1,2.17,38.7,55.09,4.03,5.0,0.0,0.0,19.08,26.27,7.11,8.91,5.19,8.53,15.52,9.38,0
220,1,5,0,11.75,52.38,0.0,35.87,0.0,1.0,17.0,9.9,10.74,12.14,11.26,11.16,15.75,18.8,10.24,0
221,0,5,0,11.27,58.21,7.55,22.96,0.0,0.0,41.0,13.76,12.22,11.55,16.4,14.44,11.04,12.76,7.84,0
222,0,5,1,1.4,22.35,73.68,2.57,0.0,1.0,0.0,20.59,12.79,8.04,6.26,12.52,5.06,27.7,7.04,0
223,1,5,0,2.64,38.6,57.71,1.05,0.0,0.0,0.0,3.67,5.94,2.56,19.33,11.51,31.59,18.67,6.75,1
224,1,5,0,0.82,21.14,76.04,2.01,0.0,0.0,0.0,14.11,7.0,24.52,7.32,12.96,11.41,8.17,14.52,0
225,0,5,1,6.69,49.49,39.16,4.66,3.0,0.0,6.0,9.45,7.38,12.48,11.65,12.81,20.52,13.99,11.73,1
226,1,5,0,9.06,71.65,0.0,19.3,0.0,0.0,0.0,10.07,13.44,9.36,11.47,11.17,19.19,15.77,9.51,0
227,0,5,1,5.6,35.42,0.0,58.97,0.0,0.0,0.0,12.67,13.57,15.53,13.04,13.1,10.62,11.77,9.69,0
228,0,5,1,14.14,47.86,0.0,38.0,0.0,1.0,0.0,14.72,10.04,16.41,10.69,13.54,10.52,13.07,11.01,1
229,0,5,0,2.19,48.57,41.55,7.69,1.0,0.0,0.0,9.93,14.41,5.47,13.76,11.66,15.17,20.06,9.54,0
230,0,5,1,4.31,33.77,53.89,8.02,0.0,0.0,0.0,14.26,19.55,10.11,9.21,12.83,12.76,13.36,7.93,0
231,0,5,1,3.9,91.63,0.0,4.46,1.0,0.0,0.0,11.74,15.3,25.56,11.47,9.35,9.74,9.89,6.95,0
232,0,5,1,7.97,50.56,0.0,41.47,4.0,1.0,0.0,7.27,17.91,11.48,11.38,12.01,16.68,14.86,8.4,1
233,0,5,1,0.3,10.02,87.61,2.06,0.0,0.0,0.0,7.57,6.15,27.71,6.86,8.18,22.29,10.99,10.25,1
234,1,5,0,4.04,88.95,0.0,7.02,0.0,0.0,0.0,7.59,7.64,10.47,5.53,7.03,8.66,47.5,5.58,1
235,0,5,1,5.74,37.34,50.47,6.44,0.0,0.0,0.0,11.2,7.86,19.3,8.72,15.79,17.1,8.96,11.08,0
236,0,5,0,5.83,88.97,0.0,5.19,0.0,0.0,0.0,10.03,11.46,13.46,11.41,11.98,11.05,14.69,15.92,1
237,0,5,1,3.48,29.98,60.38,6.15,0.0,0.0,0.0,14.1,10.9,11.13,7.91,14.14,7.85,12.77,21.18,1
238,0,5,0,3.8,54.07,40.3,1.83,0.0,0.0,0.0,7.5,14.37,13.6,26.22,7.21,14.41,10.26,6.43,1
239,0,5,0,3.83,71.05,23.69,1.43,0.0,0.0,0.0,22.03,11.06,8.49,13.06,7.27,11.06,9.25,17.78,0
240,1,5,0,0.85,8.39,89.34,1.42,31.0,0.0,0.0,13.29,30.0,8.05,10.03,8.02,8.12,12.73,9.77,0
241,1,5,0,1.44,24.96,69.2,4.4,0.0,0.0,1.0,10.09,6.63,13.32,15.44,19.39,12.06,10.72,12.34,1
242,1,5,0,6.91,23.57,54.07,15.45,0.0,1.0,42.0,9.78,13.74,12.47,11.74,12.83,11.97,13.84,13.62,1
243,1,5,0,15.39,63.95,0.0,20.66,0.0,0.0,0.0,11.28,10.22,9.07,13.41,12.13,12.23,18.44,13.23,1
245,0,5,1,6.8,82.52,0.0,10.68,0.0,0.0,0.0,12.63,13.57,14.06,17.49,11.61,9.65,12.1,8.9,0
246,1,5,0,0.65,4.91,93.71,0.73,0.0,0.0,0.0,6.46,10.8,36.94,7.28,7.88,8.1,13.92,8.63,1
247,0,5,1,7.0,81.27,0.0,11.72,0.0,0.0,0.0,11.09,12.37,14.51,13.02,16.19,11.31,13.29,8.22,0
248,1,5,0,5.13,79.91,0.0,14.96,0.0,0.0,12.0,14.59,16.76,11.01,5.19,12.77,9.23,12.25,18.19,1
249,0,5,1,0.83,20.87,77.35,0.95,6.0,0.0,0.0,40.94,8.62,6.5,6.39,5.92,9.27,10.63,11.72,0
250,0,5,1,1.85,18.96,77.64,1.55,3.0,0.0,0.0,9.72,16.1,17.25,12.29,9.56,11.33,16.79,6.96,0
251,0,5,0,10.11,57.14,25.31,7.44,5.0,0.0,0.0,12.32,11.32,21.04,10.19,17.19,8.5,11.71,7.73,0
252,0,5,1,5.21,81.39,0.0,13.4,2.0,0.0,0.0,12.03,8.68,10.52,11.28,17.86,14.84,7.68,17.11,1
253,1,5,0,5.22,42.68,36.61,15.48,0.0,0.0,0.0,27.94,10.14,8.5,10.02,6.73,7.96,18.09,10.6,0
254,0,5,2,0.78,11.65,85.79,1.79,5.0,0.0,0.0,8.89,7.0,9.95,11.21,24.41,19.94,11.44,7.15,0
255,0,5,1,5.2,31.66,59.23,3.91,0.0,0.0,93.0,24.91,12.65,7.67,15.82,9.33,13.38,9.64,6.61,0
256,0,5,1,1.48,30.55,64.48,3.5,1.0,0.0,0.0,12.55,16.5,28.5,9.93,6.74,5.8,6.21,13.79,1
257,0,5,1,1.73,12.49,78.08,7.7,0.0,1.0,0.0,13.25,10.81,12.76,13.49,13.65,13.22,11.66,11.16,0
258,0,5,2,0.3,23.26,76.06,0.39,4.0,0.0,0.0,8.29,11.02,5.79,9.35,10.88,14.57,14.86,25.23,1
259,1,5,0,1.8,71.61,25.0,1.59,0.0,0.0,0.0,10.83,31.56,7.25,14.45,6.28,15.47,6.44,7.72,0
260,0,5,1,11.2,58.65,0.0,30.16,0.0,0.0,23.0,13.28,13.75,13.89,11.24,11.1,9.56,12.82,14.37,0
261,1,5,1,2.54,18.04,76.19,3.23,0.0,0.0,0.0,19.69,18.28,8.48,11.41,11.24,15.02,10.64,5.24,0
262,0,5,1,9.76,69.77,0.0,20.47,4.0,0.0,0.0,14.68,13.43,12.83,8.31,12.21,17.07,14.39,7.08,0
263,0,5,0,14.78,60.68,0.0,24.54,0.0,0.0,0.0,11.27,9.93,14.26,11.16,11.01,14.44,14.55,13.38,0
264,0,5,0,2.77,91.03,0.0,6.2,0.0,1.0,0.0,9.26,8.78,15.52,19.11,15.52,9.31,12.57,9.94,0
265,0,5,1,1.86,29.69,65.17,3.28,0.0,1.0,0.0,14.56,13.32,9.96,8.21,13.09,10.42,10.6,19.83,0
266,0,5,1,3.09,32.98,53.92,10.01,0.0,0.0,0.0,13.8,14.36,22.09,13.83,11.84,9.04,8.46,6.59,1
267,0,5,0,6.17,39.84,51.2,2.8,0.0,1.0,0.0,12.07,11.91,9.68,22.64,11.64,8.23,9.15,14.68,1
268,0,5,1,1.19,10.45,86.71,1.65,7.0,0.0,0.0,13.28,21.22,10.48,14.24,15.62,8.9,6.5,9.77,0
269,0,5,1,1.79,45.42,45.02,7.77,0.0,0.0,0.0,15.75,14.15,17.06,10.41,13.69,9.46,11.1,8.4,0
270,0,5,0,17.38,68.72,0.0,13.9,0.0,0.0,0.0,12.21,12.26,15.16,9.53,12.94,11.85,14.39,11.66,0
271,0,5,0,0.53,7.78,91.15,0.54,6.0,0.0,0.0,4.98,7.64,12.12,13.59,12.41,6.58,8.79,33.9,1
272,0,5,0,1.66,17.3,76.33,4.71,1.0,0.0,27.0,12.36,12.74,12.96,9.94,10.63,9.0,15.81,16.56,0
273,1,5,1,5.86,28.13,60.91,5.11,7.0,0.0,0.0,23.73,17.84,10.24,9.28,9.66,8.15,11.7,9.4,1
274,0,5,0,18.81,57.13,0.0,24.06,0.0,0.0,0.0,11.74,11.06,15.39,10.45,11.79,13.38,16.66,9.53,1
275,1,5,1,3.67,27.5,65.4,3.44,4.0,0.0,0.0,13.66,14.48,17.1,12.17,8.05,11.31,14.24,9.0,0
276,1,5,1,0.76,26.13,0.0,73.12,0.0,0.0,0.0,11.08,10.56,13.7,9.86,23.43,15.68,8.25,7.44,0
277,0,5,1,0.59,7.42,89.95,2.03,5.0,0.0,0.0,10.01,13.77,11.17,13.48,10.2,20.67,9.1,11.6,1
278,1,5,0,6.13,72.8,0.0,21.07,0.0,0.0,0.0,16.46,13.82,14.5,9.63,13.34,11.7,12.04,8.5,0
279,0,5,0,1.56,7.04,88.91,2.49,0.0,1.0,0.0,5.5,14.35,16.06,4.11,22.72,15.73,5.92,15.6,1
280,1,5,1,2.88,34.15,60.67,2.3,0.0,0.0,0.0,10.28,8.34,12.98,23.26,9.35,13.64,11.05,11.11,0
281,1,5,1,0.71,6.02,92.63,0.64,0.0,0.0,0.0,14.61,6.1,10.2,10.39,9.88,10.46,31.44,6.92,0
282,0,5,0,1.84,18.7,74.53,4.93,10.0,0.0,0.0,14.82,7.06,10.53,20.91,11.22,10.6,12.78,12.07,1
283,0,5,0,1.47,59.61,37.05,1.88,0.0,0.0,0.0,22.36,16.88,6.76,12.12,12.06,5.87,16.93,7.03,0
284,1,5,0,6.89,6.45,80.68,5.98,0.0,1.0,0.0,15.54,10.68,16.48,8.72,11.33,10.67,13.53,13.04,0
285,0,5,1,12.93,57.57,0.0,29.49,1.0,0.0,0.0,9.44,9.32,12.9,10.24,19.7,10.8,16.81,10.78,1
286,0,5,0,1.97,24.81,70.56,2.66,0.0,0.0,0.0,11.13,15.32,8.46,17.73,14.59,15.41,11.23,6.13,0
287,0,5,0,6.55,49.5,0.0,43.95,0.0,0.0,27.0,10.19,16.89,14.43,9.0,11.1,10.53,17.14,10.72,1
288,0,5,1,1.52,13.31,80.06,5.11,0.0,0.0,0.0,16.91,15.87,11.95,9.09,10.91,13.79,11.71,9.77,0
289,1,5,0,12.58,70.22,0.0,17.21,3.0,0.0,0.0,17.15,16.88,11.0,7.88,15.31,9.82,12.4,9.57,1
290,0,5,1,12.8,48.1,17.59,21.52,0.0,0.0,8.0,13.1,12.16,14.63,11.34,11.88,11.46,14.07,11.36,1
291,1,5,1,14.0,71.98,0.0,14.02,0.0,0.0,0.0,12.8,11.14,14.15,11.24,10.66,13.91,13.58,12.53,1
292,0,5,1,4.13,37.65,53.32,4.9,1.0,0.0,0.0,10.73,8.0,13.93,13.41,15.0,13.17,9.34,16.42,1
293,0,5,1,1.85,23.29,72.72,2.14,0.0,0.0,0.0,8.99,6.51,13.78,10.42,15.15,10.75,13.64,20.77,1
294,0,5,1,1.82,16.12,76.56,5.51,2.0,1.0,0.0,9.41,17.38,9.8,12.72,13.36,8.96,17.91,10.46,1
295,1,5,2,4.95,30.0,59.74,5.3,0.0,0.0,0.0,7.48,11.11,21.95,7.34,26.02,9.96,9.56,6.58,1
296,0,5,0,2.55,26.73,17.44,53.28,3.0,0.0,0.0,26.28,11.77,7.87,7.25,9.6,17.24,6.76,13.24,0
297,0,5,1,5.26,78.17,7.4,9.17,0.0,0.0,0.0,6.99,10.64,22.39,10.71,4.44,8.58,11.21,25.04,1
298,0,5,0,1.44,13.88,82.52,2.16,0.0,1.0,12.0,2.53,5.4,9.0,12.56,25.47,16.25,8.18,20.61,1
299,0,5,0,1.94,10.53,86.62,0.91,0.0,0.0,0.0,25.58,15.22,21.39,7.0,9.08,5.77,8.26,7.69,0
300,0,5,0,15.63,58.98,0.0,25.39,0.0,1.0,32.0,15.1,10.58,11.17,13.18,14.11,11.46,13.81,10.59,0
301,0,5,1,1.51,29.41,64.99,4.09,16.0,0.0,0.0,10.34,6.86,3.94,13.47,22.72,8.21,13.61,20.85,0
302,0,5,1,3.33,35.54,57.92,3.21,1.0,0.0,0.0,14.85,12.17,13.05,14.48,9.2,12.14,13.48,10.64,0
303,0,5,1,1.89,93.06,0.0,5.05,3.0,0.0,0.0,31.69,6.8,7.0,6.47,29.96,6.97,6.89,4.22,0
304,0,5,0,1.13,56.96,40.74,1.16,0.0,0.0,2.0,5.34,5.43,6.99,14.86,6.62,44.6,6.21,9.96,1
305,0,5,0,1.36,19.66,66.36,12.62,0.0,0.0,0.0,7.69,6.55,15.93,9.72,20.67,14.03,11.45,13.96,0
306,1,5,0,11.34,28.05,54.46,6.15,1.0,0.0,0.0,6.79,7.03,15.69,9.8,20.34,9.55,16.63,14.18,1
307,1,5,1,2.02,11.76,84.18,2.05,0.0,0.0,0.0,21.28,15.22,15.43,12.14,13.93,10.03,8.66,3.31,0
308,0,5,0,1.39,8.44,86.56,3.61,8.0,0.0,0.0,11.81,15.44,13.45,26.79,9.01,6.77,9.28,7.46,0
309,0,5,1,6.47,74.8,8.85,9.88,0.0,0.0,0.0,9.58,17.77,17.75,10.06,10.23,10.0,12.33,12.28,0
310,0,5,1,5.61,82.23,0.0,12.16,1.0,1.0,0.0,22.77,17.75,10.07,8.86,11.59,6.99,15.37,6.61,0
311,0,5,0,5.82,45.34,26.01,22.82,1.0,1.0,1.0,9.74,13.42,10.34,11.6,11.33,14.54,13.41,15.62,0
312,0,5,0,4.33,10.34,0.0,85.33,1.0,1.0,0.0,9.2,11.72,20.87,15.43,16.26,12.46,9.11,4.95,0
313,1,5,1,2.37,56.57,20.97,20.09,3.0,1.0,0.0,16.08,10.79,7.72,6.19,11.56,12.18,12.87,22.61,0
314,0,5,1,3.71,50.89,41.16,4.25,20.0,0.0,0.0,23.26,6.67,6.11,13.35,3.61,6.79,4.02,36.2,1
315,1,5,0,0.64,15.03,82.95,1.38,0.0,0.0,0.0,5.5,9.15,8.81,21.48,7.29,15.87,13.02,18.89,1
316,0,5,1,1.47,55.71,40.7,2.13,0.0,0.0,0.0,7.95,1.87,3.09,6.23,3.78,2.16,12.74,62.17,1
317,0,5,1,0.49,11.97,86.16,1.37,6.0,0.0,0.0,7.73,15.12,16.35,8.16,6.7,5.75,22.7,17.49,1
318,0,5,2,8.02,23.56,64.19,4.23,0.0,0.0,0.0,11.9,10.54,20.52,19.05,9.4,11.28,12.21,5.09,0
319,0,5,1,2.44,37.21,53.98,6.37,0.0,0.0,0.0,14.09,11.07,12.17,6.76,19.94,9.32,15.52,11.12,0
320,0,5,0,6.91,34.52,48.62,9.95,3.0,0.0,0.0,19.2,9.75,14.32,7.3,11.81,16.38,13.83,7.4,0
321,0,5,1,1.11,16.99,79.65,2.25,1.0,0.0,0.0,30.91,11.76,12.62,8.31,10.57,7.45,9.45,8.93,0
322,1,5,1,13.91,58.52,0.0,27.57,1.0,1.0,0.0,11.12,9.32,14.12,9.64,15.76,7.85,23.23,8.95,0
323,0,5,0,1.23,15.86,80.84,2.07,0.0,0.0,0.0,11.25,13.89,11.44,15.28,10.64,18.98,5.56,12.96,1
324,0,5,0,1.06,14.18,82.89,1.87,1.0,1.0,0.0,8.85,6.49,26.17,8.68,10.64,8.52,21.81,8.83,0
325,0,5,1,2.19,28.39,67.45,1.96,20.0,1.0,19.0,21.6,16.81,15.64,11.82,7.19,11.99,9.48,5.47,0
326,1,5,1,2.98,43.78,46.49,6.76,1.0,1.0,1.0,14.1,19.19,9.21,12.32,20.45,8.27,8.46,8.0,0
327,0,5,1,1.21,5.8,91.71,1.27,0.0,0.0,0.0,10.63,17.81,6.96,7.96,33.69,6.79,7.91,8.25,0
328,0,5,1,2.75,11.68,80.75,4.82,1.0,0.0,0.0,9.51,6.03,10.6,23.82,14.54,10.05,7.91,17.53,1
329,0,5,1,0.66,18.6,79.91,0.83,0.0,1.0,0.0,13.83,19.35,19.49,8.02,6.32,7.24,11.15,14.6,0
330,1,5,1,10.38,16.79,57.27,15.55,0.0,0.0,0.0,12.43,8.41,15.62,17.77,13.13,12.22,11.57,8.84,1
331,0,5,1,5.42,34.83,54.06,5.68,1.0,1.0,0.0,13.89,13.56,11.61,9.13,13.83,10.02,11.69,16.26,0
332,0,5,1,2.74,23.76,65.87,7.63,4.0,0.0,0.0,18.91,12.3,10.41,9.76,16.3,12.2,11.84,8.28,0
333,0,5,1,6.38,70.67,16.36,6.59,0.0,1.0,38.0,9.59,12.09,15.31,9.6,12.19,17.6,11.68,11.95,1
334,0,5,1,2.8,24.83,70.34,2.03,0.0,0.0,0.0,6.11,9.53,11.41,9.36,22.88,12.35,12.47,15.89,1
335,0,5,1,1.58,25.78,69.63,3.02,0.0,0.0,0.0,8.8,12.76,16.08,15.0,15.19,12.74,5.88,13.55,1
336,0,5,1,6.49,56.43,0.0,37.08,1.0,0.0,53.0,16.44,11.91,9.16,8.53,8.5,16.3,19.08,10.07,0
337,1,5,0,2.54,48.73,44.59,4.14,0.0,0.0,0.0,8.15,14.44,15.47,20.6,10.46,6.95,11.21,12.72,1
338,0,5,0,10.39,67.46,0.0,22.15,0.0,0.0,0.0,13.6,13.22,14.7,8.22,17.22,11.26,13.15,8.62,0
339,0,5,1,5.21,54.71,0.0,40.07,0.0,1.0,0.0,11.42,13.51,16.95,10.82,12.14,12.13,13.44,9.59,0
340,0,5,0,5.95,59.44,30.74,3.87,0.0,0.0,0.0,19.37,9.26,21.15,11.3,14.43,8.77,8.0,7.72,0
341,0,5,1,13.7,31.56,52.83,1.91,0.0,0.0,0.0,4.75,12.98,12.38,15.84,17.6,12.29,12.08,12.1,1
342,0,5,0,25.5,56.48,0.0,18.02,0.0,0.0,0.0,12.35,12.86,14.14,11.25,11.39,12.67,14.4,10.94,0
343,0,5,1,1.3,25.88,71.12,1.7,0.0,0.0,0.0,17.98,10.09,15.39,9.97,9.04,18.03,9.44,10.06,0
344,0,5,1,3.28,38.03,51.01,7.69,5.0,0.0,1.0,15.71,8.71,7.67,14.31,14.22,13.54,15.67,10.18,0
345,0,5,0,1.59,21.98,74.67,1.76,0.0,0.0,0.0,8.75,10.57,32.87,16.46,8.5,7.07,5.58,10.2,1
346,0,5,1,6.49,49.69,30.67,13.15,0.0,0.0,0.0,9.09,12.0,11.68,11.37,6.92,15.18,13.93,19.82,1
347,0,5,1,4.2,21.49,64.81,9.5,7.0,0.0,0.0,16.7,12.87,12.57,8.08,13.6,14.38,11.28,10.53,0
348,1,5,1,9.61,77.13,0.0,13.26,0.0,0.0,0.0,14.58,12.08,13.33,10.43,10.04,13.89,14.18,11.47,0
349,0,5,1,11.84,19.76,61.84,6.56,23.0,0.0,0.0,14.18,7.42,24.88,5.91,17.65,5.35,18.13,6.48,0
350,0,5,1,3.03,36.56,57.02,3.39,0.0,0.0,0.0,14.8,11.86,9.37,10.44,7.5,10.4,17.65,17.97,1
351,0,5,0,6.21,45.19,39.71,8.89,1.0,1.0,0.0,13.68,17.69,9.84,11.73,19.04,13.2,12.71,2.1,0
352,0,5,1,1.08,33.97,64.27,0.69,1.0,0.0,0.0,7.29,12.52,5.88,5.54,22.08,16.27,12.19,18.22,1
353,0,5,0,15.42,64.36,0.0,20.22,0.0,0.0,25.0,12.44,13.48,18.63,7.07,11.23,10.4,13.96,12.8,1
354,0,5,1,11.82,79.52,0.0,8.67,0.0,1.0,0.0,11.57,10.61,14.51,8.17,12.5,18.87,11.98,11.77,1
355,0,5,0,0.58,31.73,65.01,2.68,0.0,0.0,0.0,2.67,8.43,30.17,32.66,17.47,2.21,2.67,3.72,1
356,0,5,1,6.38,70.0,10.68,12.95,15.0,0.0,0.0,8.86,7.81,9.63,21.41,9.97,9.9,19.45,12.98,1
357,0,5,0,5.77,49.93,0.0,44.3,0.0,0.0,1.0,8.75,11.77,13.55,13.7,16.47,15.84,10.63,9.28,0
358,0,5,0,5.69,49.48,38.93,5.91,0.0,0.0,0.0,7.74,12.53,10.64,18.91,12.99,9.63,13.24,14.31,1
359,0,5,1,1.55,25.77,70.63,2.06,5.0,1.0,0.0,12.54,9.98,12.6,17.9,15.82,11.56,11.66,7.93,0
360,1,5,1,2.22,17.82,70.69,9.27,1.0,0.0,0.0,12.42,12.63,13.53,8.99,8.58,16.33,18.79,8.72,0
361,0,5,0,0.98,24.02,68.49,6.51,1.0,1.0,0.0,13.89,14.73,7.46,9.61,7.35,8.38,15.34,23.24,1
362,0,5,1,5.94,58.63,21.13,14.3,0.0,1.0,0.0,11.19,10.43,12.55,6.99,14.81,14.09,19.64,10.32,0
363,0,5,0,1.96,49.75,43.74,4.55,0.0,0.0,0.0,19.68,11.95,30.21,3.29,11.81,13.19,7.09,2.77,0
364,0,5,1,3.66,32.51,49.77,14.06,0.0,1.0,0.0,8.32,20.14,17.76,7.79,13.81,11.37,11.43,9.38,1
365,1,5,1,3.63,47.73,41.7,6.94,6.0,0.0,0.0,31.58,21.85,11.65,9.34,5.86,8.13,5.66,5.93,0
366,1,5,3,8.17,48.62,0.0,43.21,0.0,1.0,0.0,9.57,13.8,9.85,11.78,13.13,14.16,16.45,11.26,1
367,0,5,1,0.91,29.23,68.41,1.45,19.0,0.0,0.0,9.46,7.45,7.49,24.72,12.01,15.13,13.92,9.82,0
368,0,5,1,0.46,8.07,90.34,1.13,1.0,0.0,0.0,8.77,15.35,16.55,7.88,9.3,6.41,21.1,14.64,1
369,1,5,0,14.28,38.44,10.54,36.73,2.0,0.0,0.0,17.16,10.44,11.06,10.96,10.67,18.21,9.94,11.55,0
370,0,5,1,10.61,64.74,0.0,24.65,6.0,1.0,16.0,19.37,11.38,12.83,11.6,8.23,14.19,12.31,10.08,0
371,0,5,0,14.43,71.28,0.0,14.29,3.0,1.0,0.0,14.2,17.79,13.73,9.93,11.64,10.92,12.76,9.05,0
372,0,5,0,12.6,72.7,0.0,14.7,0.0,0.0,0.0,11.16,15.1,14.03,11.91,11.66,11.19,13.93,11.02,0
373,0,5,1,1.46,10.71,86.42,1.42,10.0,0.0,0.0,1.43,9.16,4.73,11.82,12.95,17.81,17.83,24.26,1
374,0,5,1,4.15,13.84,79.89,2.12,19.0,0.0,0.0,15.45,18.0,12.55,10.5,9.98,12.2,12.53,8.78,0
375,0,5,0,1.58,62.47,32.31,3.64,6.0,0.0,0.0,22.36,14.04,7.57,10.65,14.23,14.11,6.92,10.11,0
376,0,5,1,7.21,82.02,0.0,10.77,0.0,0.0,4.0,11.25,14.26,15.6,11.73,12.06,14.05,12.12,8.95,1
377,0,5,1,1.96,23.73,72.24,2.07,2.0,0.0,1.0,11.45,17.51,10.05,16.32,15.21,8.07,12.56,8.82,0
378,0,5,1,2.7,23.64,68.15,5.51,0.0,0.0,0.0,10.87,19.91,6.17,9.03,4.86,11.7,17.98,19.48,1
379,0,5,1,1.55,12.59,80.67,5.19,0.0,0.0,0.0,8.82,13.38,15.25,7.43,18.1,12.34,9.24,15.42,1
380,0,5,0,3.73,60.74,31.35,4.18,2.0,0.0,0.0,9.77,21.65,15.91,12.24,10.21,10.55,10.48,9.19,1
381,0,5,1,3.29,29.78,65.1,1.84,0.0,0.0,0.0,4.48,9.76,17.99,19.15,18.85,13.74,9.63,6.41,1
382,1,5,1,0.71,24.96,73.1,1.24,0.0,0.0,0.0,16.94,20.05,9.24,16.18,2.71,23.08,4.2,7.61,0
383,1,5,2,3.2,21.35,72.57,2.88,2.0,0.0,0.0,10.46,9.16,16.87,14.6,17.53,9.03,10.27,12.08,1
384,0,5,0,14.95,60.48,0.0,24.57,0.0,0.0,0.0,12.37,13.75,14.76,10.62,10.43,12.97,14.53,10.57,0
385,0,5,1,9.22,72.67,0.0,18.11,0.0,0.0,10.0,7.92,20.91,20.17,8.71,9.72,9.0,12.04,11.53,1
386,0,5,1,2.74,23.65,70.87,2.73,0.0,0.0,9.0,12.89,4.97,12.41,10.02,7.75,15.02,10.43,26.52,1
387,0,5,1,1.67,20.0,75.62,2.71,0.0,0.0,16.0,9.2,12.27,17.28,11.27,10.87,11.31,16.67,11.13,1
388,0,5,1,0.5,17.09,81.37,1.03,0.0,0.0,0.0,7.73,16.87,4.5,16.7,9.73,10.24,8.48,25.74,1
389,1,5,0,6.72,82.52,0.0,10.75,5.0,0.0,0.0,12.35,15.07,13.51,10.07,13.28,11.76,11.83,12.14,0
390,0,5,1,12.05,76.8,0.0,11.15,0.0,0.0,0.0,10.96,15.35,14.91,12.1,13.2,12.73,11.17,9.59,1
391,0,5,1,1.57,23.09,74.14,1.2,0.0,0.0,0.0,8.5,17.56,16.05,10.69,4.13,14.49,13.92,14.67,1
392,0,5,1,4.26,92.54,0.0,3.2,0.0,0.0,0.0,6.5,7.02,8.76,18.79,6.95,12.67,18.56,20.76,1
393,0,5,0,1.05,9.35,87.04,2.57,1.0,0.0,0.0,14.64,13.99,3.28,12.88,16.42,28.17,4.53,6.08,0
394,0,5,1,3.0,38.83,51.75,6.42,3.0,0.0,0.0,13.2,15.5,11.75,10.68,14.51,11.64,10.16,12.56,0
395,0,5,1,0.86,9.79,84.56,4.8,0.0,1.0,1.0,9.03,9.57,9.71,10.64,22.55,10.19,19.61,8.69,0
396,0,5,1,11.79,72.29,0.0,15.93,0.0,0.0,0.0,9.98,14.1,9.79,10.45,11.48,14.34,11.25,18.61,1
