고객번호,성별,연령대,거주지역,경쟁사이용횟수,멤버쉽보유,온라인이용횟수,1번품목구매비율(%),2번품목구매비율(%),3번품목구매비율(%),4번품목구매비율(%),편의품구매횟수,선매품구매횟수,전문품구매횟수,기타구매횟수,편의품구매등급,선매품구매등급,전문품구매등급,기타구매등급,1기구매비율(%),2기구매비율(%),3기구매비율(%),4기구매비율(%),5기구매비율(%),6기구매비율(%),7기구매비율(%),8기구매비율(%),1기구매등급,2기구매등급,3기구매등급,4기구매등급,5기구매등급,6기구매등급,7기구매등급,8기구매등급,1기구매횟수,2기구매횟수,3기구매횟수,4기구매횟수,5기구매횟수,6기구매횟수,7기구매횟수,8기구매횟수,A제휴사구매비율(%),B제휴사구매비율(%),C제휴사구매비율(%),D번제휴사구매비율(%),A_구매횟수,B_구매횟수,C_구매횟수,D_구매횟수,A_총구매액,B_총구매액,C_총구매액,D_총구매액,분기증감확인
94,0,5,0,0,1,14,4.67,16.04,75.08,4.21,945,161,17,43,1,3,1,2,1.92,3.52,11.36,10.83,7.2,6.42,21.42,37.34,10,10,2,2,3,3,1,1,14,28,166,236,172,178,184,188,76.99,12,11.01,0,1048,85,33,0,2,7,4,8,1
95,1,5,0,0,0,0,6.59,26.96,60.5,5.95,1152,112,1,29,9,7,5,8,10.79,12.1,11.86,17.94,13.53,9.25,14.23,10.31,9,9,10,8,9,10,9,9,174,176,120,140,154,185,184,161,60.62,17.64,16.54,5.21,122,1139,31,2,6,4,5,2,0
96,0,5,1,1,1,0,2.91,21.69,70.95,4.45,643,91,1,18,2,4,3,5,14.2,24.4,14.09,8.26,11.46,9.17,11.97,6.45,3,1,2,5,4,7,4,5,85,125,131,93,83,57,89,90,79.78,20.22,0,0,741,12,0,0,3,9,10,8,0
97,1,5,0,0,0,0,1.81,62.14,31.62,4.43,1041,544,10,38,1,1,1,1,14.46,10.15,21.6,7.88,14.16,11.73,10.39,9.64,1,1,1,1,1,1,1,1,205,219,160,217,226,275,213,118,98.56,1.02,0.42,0,704,73,856,0,1,7,2,8,0
98,0,5,0,0,1,0,3.01,22.28,72.7,2.01,681,57,4,50,3,5,3,5,7.64,7.51,11.54,13.3,25.42,12.48,13.74,8.36,5,5,4,4,3,5,5,5,118,121,129,99,62,83,79,101,66.45,29.69,0,3.86,673,117,0,2,4,6,10,2,0
99,0,5,0,0,1,0,1.33,20.73,74.67,3.27,630,451,116,121,3,1,1,1,9.89,6.65,16.72,15.45,9.05,14.77,10.31,17.16,1,1,1,1,1,1,1,1,123,194,195,139,158,204,173,132,91.08,6.63,2.3,0,986,313,19,0,1,4,5,8,1
100,0,5,1,0,1,0,4.36,59.1,27.95,8.59,505,154,4,28,9,3,4,5,6.12,26.05,16.62,21.87,8.46,7.29,8.8,4.79,8,2,2,2,7,9,5,10,66,90,134,158,77,56,103,7,56.4,33.86,9.75,0,572,113,6,0,4,5,7,8,0
101,0,5,1,5,1,0,5.12,87.11,0,7.77,806,11,0,39,9,9,7,6,18.05,11,11.9,11.02,13.9,10.56,13.9,9.68,7,10,10,10,9,10,9,9,126,66,80,102,116,105,125,136,52.56,33.96,13.49,0,487,358,11,0,6,6,7,8,0
102,0,5,1,13,0,0,0.47,15.79,82.43,1.31,2519,151,32,12,1,2,1,7,31.94,12.16,8.53,14.02,4.55,12.12,7.69,8.99,1,1,1,1,2,1,2,2,343,337,359,361,410,299,296,309,91.52,5.04,3.44,0,735,877,1102,0,1,4,2,8,0
103,0,5,1,0,0,0,7.42,61.34,0,31.24,887,11,0,5,9,10,7,9,11.88,10.77,17.18,9.52,14.89,11.96,14.19,9.62,10,10,9,10,10,10,10,10,138,104,136,80,102,108,140,95,69.83,19.96,10.21,0,16,67,820,0,8,7,3,8,0
104,0,5,0,0,0,0,7.53,82.42,0,10.05,2456,28,0,14,2,8,7,9,11.87,10.59,13.62,22.69,10.55,9.8,11.38,9.5,6,6,5,5,7,6,5,7,279,359,343,195,279,380,412,251,90.36,5.49,4.16,0,19,2465,14,0,7,2,6,8,0
105,1,5,0,0,0,0,6.07,49.42,8.64,35.86,2293,59,1,22,1,6,6,4,8.88,10.67,17.71,9.28,15.3,9.92,17.25,11,5,4,3,5,4,6,3,5,320,377,310,348,228,254,287,251,88.08,7.18,4.74,0,39,2330,6,0,6,1,7,8,0
106,0,5,0,0,0,0,1.51,32.74,60.78,4.96,502,254,2,29,9,1,3,3,20.68,11.04,7.41,9.54,5.04,17.08,14.22,14.98,1,1,3,2,4,2,2,1,64,134,75,131,91,87,92,113,88.64,5.98,5.38,0,705,47,35,0,2,8,5,8,1
107,0,5,1,2,0,0,2.75,91.97,0,5.28,570,244,0,27,6,1,7,4,6.2,8.66,15.18,12.55,17.8,11.83,7.73,20.05,2,1,1,1,1,1,2,1,102,112,80,128,88,129,96,106,95.82,1.52,2.66,0,653,4,184,0,1,10,3,8,1
108,0,5,2,0,0,0,8.54,46.05,31.97,13.44,806,151,2,46,7,5,5,5,17.48,14.09,11.11,9.81,9.96,13.18,12.82,11.56,5,8,7,6,8,5,6,5,97,77,127,136,101,164,153,150,45.52,47.61,6.87,0,950,54,1,0,4,7,9,8,0
109,0,5,0,0,0,0,5.41,29.59,0,65,1445,14,0,2,6,10,7,8,18.18,14.43,16.33,11.99,8.39,10.17,12.57,7.94,6,8,8,9,10,10,10,9,218,184,197,185,174,167,162,174,32.93,58.5,8.57,0,6,9,1446,0,9,8,2,8,0
110,1,5,1,2,0,0,5.64,80.01,0,14.35,1225,137,0,60,4,4,7,3,6.87,13.34,17.64,12.26,13.46,12.37,12.97,11.08,5,4,2,3,4,4,4,6,210,165,233,208,168,167,177,94,51.21,19.79,10.73,18.27,931,332,158,1,4,5,3,2,0
111,0,5,1,0,0,0,12.53,69.33,0,18.13,1558,9,0,2,9,10,7,10,11.52,9.26,21.65,9.08,14.53,12.62,11.73,9.62,10,10,9,10,10,10,10,10,195,180,175,183,171,240,209,216,54.71,34.3,11,0,6,211,1352,0,10,6,3,8,0
112,0,5,0,6,1,17,5.27,88.83,0,5.9,625,255,0,43,3,1,7,4,25.05,8.16,6.57,6.42,8.82,7.58,10.58,26.81,1,3,2,2,2,2,1,1,55,72,132,112,112,141,194,105,89.71,5.35,4.94,0,679,227,17,0,1,6,5,8,1
113,0,5,1,9,0,0,1.77,21.56,74.63,2.03,1187,332,28,119,1,1,1,2,13.25,11.39,9.26,17.69,12.03,15.68,7.41,13.3,1,1,1,1,1,1,2,2,184,237,234,239,209,204,224,135,81.63,12.31,6.07,0,922,732,12,0,1,3,6,8,0
114,0,5,0,2,0,0,2.52,36.72,56.43,4.33,686,105,2,20,7,4,3,7,4.46,16.72,27.43,15.1,10.39,13.11,6.41,6.38,6,3,3,4,4,3,8,6,147,107,72,72,104,131,87,93,62.82,12.99,7.61,16.59,495,71,245,2,4,7,3,2,0
115,0,5,1,10,0,0,1.52,22.77,74.21,1.5,464,88,23,19,4,3,1,6,3.19,8.93,11.09,15.6,21.66,9.9,7.83,21.8,5,2,2,2,1,1,4,2,69,105,88,58,71,113,45,45,87.35,0,4.47,8.18,553,0,40,1,2,10,5,2,1
116,0,5,1,0,0,0,7.07,92.93,0,0,1722,32,0,0,8,8,7,10,17.35,11.72,12.95,9.21,11.55,14.87,12.27,10.09,9,8,9,10,9,8,10,8,145,288,235,214,214,239,172,247,80.66,14.05,5.29,0,28,28,1698,0,7,8,2,8,0
117,0,5,1,2,1,0,1.38,31.76,65.51,1.34,1171,52,5,92,1,3,2,2,15.75,4.16,29.09,13.32,7.19,7.15,13.5,9.84,2,7,1,2,3,3,4,3,142,130,173,164,183,256,101,171,78.26,9.43,6.03,6.28,749,232,335,4,3,6,3,2,0
118,0,5,1,2,0,0,4.66,61.08,29.28,4.98,310,330,47,25,8,1,2,5,10.82,10.44,8.5,16.63,11.53,15.91,15.17,11.01,2,2,1,1,1,1,1,1,63,75,113,125,97,69,76,94,90.22,1.21,8.57,0,701,8,3,0,1,10,7,8,1
119,1,5,1,3,0,0,1.38,18.78,77.79,2.05,657,248,18,57,6,2,1,3,7.15,16.2,7.95,15.36,13.52,15.35,14.82,9.65,3,1,2,2,1,2,2,5,93,176,143,119,177,113,117,42,85.08,10.26,4.66,0,739,27,214,0,2,8,3,8,0
120,0,5,1,0,0,0,1.42,56.01,39.6,2.97,449,660,9,51,10,1,2,4,16.64,14.52,8.41,10.69,12.17,10.54,10.4,16.64,1,1,1,1,1,1,1,1,112,177,189,144,130,146,179,92,93.18,3.91,2.91,0,1012,154,3,0,1,6,8,8,0
121,0,5,1,4,0,0,3.33,23.14,70.61,2.92,629,76,2,199,5,5,3,1,17.23,13.92,6.7,8.94,21.29,7.61,9.62,14.68,4,7,10,5,3,8,5,3,92,69,76,144,125,111,155,134,68.82,20.64,0,10.54,613,291,0,2,4,6,10,2,1
122,0,5,1,0,0,27,4.61,46.46,34.54,14.39,949,202,2,63,3,3,4,1,19,10.47,7.23,8.8,14.13,18.23,14,8.13,4,3,3,4,2,2,2,3,58,135,194,122,171,167,175,194,78.35,16.56,5.09,0,655,552,9,0,3,4,7,8,1
123,0,5,1,0,0,10,11.63,54.1,0,34.28,1642,34,0,10,5,9,7,8,11.52,11.56,15.47,11.81,14.24,12.48,13.83,9.1,6,9,7,8,7,8,8,8,272,158,203,196,215,231,195,216,83.83,8.44,7.73,0,10,1675,1,0,8,3,9,8,0
124,0,5,1,0,0,0,1.92,31.97,63.43,2.68,435,200,6,42,10,3,2,5,21.23,11.34,9.6,11.66,6.76,19.36,6.18,13.87,2,4,3,4,6,2,7,2,77,70,98,72,64,113,70,119,87.7,6.66,3.84,1.79,661,13,5,4,3,9,8,2,0
125,0,5,1,0,1,0,2.22,16.36,77.9,3.52,690,58,4,98,7,6,3,2,18.59,8.61,12.72,8.73,9.49,21.94,10.69,9.22,4,6,6,8,7,4,10,5,112,150,103,95,119,90,41,140,52.83,23.67,23.49,0,689,159,2,0,4,6,8,8,0
126,0,5,1,0,0,0,1.2,50.14,45.23,3.43,1423,106,6,13,5,3,3,7,11.46,3.55,3.89,25.84,24.45,8.49,6.54,15.78,3,9,9,2,2,3,5,2,173,132,158,189,196,312,216,172,94.99,3.13,1.88,0,165,1366,17,0,3,4,6,8,1
127,0,5,1,1,0,0,8.11,50.05,32.7,9.14,402,57,1,202,10,7,5,2,17.49,13.36,20.52,9.22,11.73,6.95,7.9,12.83,9,9,8,10,8,10,10,8,57,79,83,48,120,81,105,89,33.49,14.41,7.46,44.64,519,140,2,1,5,7,9,2,1
128,0,5,1,0,0,0,13.61,65.35,0,21.05,742,44,0,11,7,8,7,8,13.78,10.79,34.46,8.57,7.16,7.23,12.54,5.44,8,9,4,10,10,9,8,10,94,104,93,99,71,176,126,34,80.93,14.24,4.83,0,1,777,19,0,10,3,6,8,0
129,0,5,0,0,0,8,24.53,53.39,0,22.08,973,30,0,3,7,10,7,10,9.96,15.44,13.86,11.42,11.64,14.79,13.19,9.69,10,9,10,9,10,9,8,9,97,122,107,128,115,115,179,143,62.72,22.63,14.64,0,10,896,100,0,9,4,4,8,1
130,0,5,1,3,0,0,2.59,20.17,67.93,9.31,772,271,5,8,3,3,2,6,18.35,17.68,12.06,9.24,14.06,10.71,7.58,10.29,1,2,2,3,2,3,7,5,147,147,164,182,140,137,74,65,82.82,7.16,10.02,0,838,16,202,0,3,9,3,8,0
131,0,5,1,0,1,0,5.11,42.93,37.64,14.32,1979,194,13,34,1,4,3,4,7.53,17.89,11.86,11.17,12.03,17.13,12.86,9.52,4,2,2,5,4,3,3,4,322,293,408,150,235,246,333,233,38.75,51.76,9.49,0,1092,5,1123,0,3,9,2,8,0
132,0,5,0,11,0,0,6.27,89.47,0,4.26,1758,53,0,28,6,6,7,9,9.92,6.81,8.23,7.72,9.36,30.1,9.44,18.42,7,8,7,5,5,8,10,8,219,289,305,389,405,76,74,82,89.4,5.92,4.68,0,42,1654,143,0,6,4,4,8,0
133,1,5,0,0,0,0,4.47,49.72,41.05,4.76,1050,64,2,106,2,5,4,2,7.46,7.66,13.09,9.34,15.43,12.36,12.41,22.26,5,5,4,6,4,4,4,3,162,177,168,118,140,159,183,115,53.51,32.21,14.28,0,1039,173,10,0,4,6,6,8,1
134,0,5,0,1,0,0,3.98,36.54,55.15,4.33,410,270,92,13,4,1,1,7,20.58,14.99,10.86,4.33,9.3,15.21,12.43,12.29,1,2,2,2,1,1,1,1,63,53,66,144,135,117,112,95,94.95,3.66,1.39,0,637,127,21,0,1,7,6,8,0
135,0,5,0,0,0,0,4.28,75.56,0,20.17,642,58,0,6,9,5,7,7,4.95,24.95,24.69,5.97,6.78,10.28,16.77,5.62,10,3,4,9,9,8,6,10,79,121,81,105,91,92,85,52,50.57,25.46,15.7,8.26,676,20,9,1,5,8,6,2,0
136,0,5,0,10,1,0,6.09,82.35,0,11.55,330,159,0,50,10,3,7,3,2.45,6.94,19.83,11,5.18,16.22,9.22,29.17,10,4,3,3,10,4,8,1,16,125,73,91,36,59,40,99,76.4,17.42,6.18,0,524,13,2,0,3,9,9,8,1
137,0,5,1,0,0,0,0.76,11.15,85.64,2.45,859,199,54,27,5,3,1,4,9.7,9.99,8.83,7.57,11.35,6.5,14.28,31.78,1,1,2,2,1,2,1,1,125,136,118,139,146,197,166,112,85.05,12.48,2.47,0,570,19,550,0,1,7,3,8,1
138,1,5,1,1,1,4,1.33,15.44,80.53,2.7,664,241,7,73,6,3,2,2,10.62,15.97,20.15,20.78,9.46,9.14,4.87,9.01,2,3,3,2,2,2,4,2,114,70,63,94,147,188,157,152,84.67,7.11,8.21,0,449,535,1,0,3,5,9,8,1
139,1,5,1,6,0,0,2.03,31.35,62.52,4.1,1033,197,15,125,4,3,2,1,11.27,16.89,24.14,17.93,5.73,8.22,8.15,7.66,3,2,1,1,5,4,2,3,136,144,140,194,152,162,255,187,79.16,11.1,3.63,6.11,491,496,380,3,3,4,3,2,0
140,0,5,2,0,0,0,1.93,7.22,87.21,3.63,703,151,65,35,1,2,1,1,16.22,8.04,13.26,11.68,8.25,11.83,25.26,5.45,1,1,1,1,1,1,1,1,137,118,147,124,120,102,103,103,95.68,2.27,2.05,0,885,13,56,0,1,9,4,8,0
141,0,5,0,0,0,0,23.81,46.37,0,29.81,1335,15,0,1,8,10,7,10,11.62,12.67,14.01,11.21,11.52,11.55,17.59,9.83,10,10,10,10,10,10,9,9,154,159,129,133,157,217,207,195,64.97,21.53,13.5,0,1,18,1332,0,10,9,2,8,1
143,0,5,1,0,0,0,12.07,37.17,0,50.76,1567,37,0,12,7,10,7,8,12.24,12.31,13.28,10.39,11.53,15.94,15.01,9.3,9,10,9,10,10,8,9,9,160,164,195,196,178,242,233,248,58.96,22.42,0,18.62,21,1594,0,1,9,4,10,2,1
144,0,5,1,0,0,0,1.36,29.43,58.14,11.07,5898,50,2,5,1,4,3,6,7.9,11.82,11.58,8.09,8.6,10.67,35.34,6,1,1,1,2,2,6,2,8,1015,1050,1329,1046,974,183,225,133,92.33,3.99,3.68,0,69,575,5311,0,4,4,1,8,0
145,0,5,1,0,0,0,1.92,38.36,55.26,4.47,639,174,43,32,1,1,1,2,3.76,6.32,20.53,20.46,8.23,8.93,17.16,14.61,2,2,1,1,2,1,1,1,117,105,96,147,75,122,134,92,90.54,5.43,4.03,0,807,60,21,0,1,7,5,8,1
146,0,5,1,0,0,0,4.55,18.51,72.91,4.04,102,211,105,76,10,3,1,1,14.68,9.73,10.07,12.65,17.06,12.34,8.82,14.64,1,1,2,1,1,1,2,1,65,83,58,61,70,63,48,46,100,0,0,0,494,0,0,0,1,10,10,8,0
147,1,5,1,1,0,0,0.77,13.27,84.17,1.79,1478,201,30,92,1,2,1,1,15.96,10.53,8.81,17.15,22,10.25,5.12,10.17,1,1,2,1,1,1,2,1,184,235,233,206,194,244,276,229,87,9.55,3.45,0,763,1023,15,0,1,2,6,8,0
148,0,5,2,10,0,0,5.67,94.33,0,0,1441,2,0,0,9,10,7,10,10.44,12.15,15.53,9.23,13,16.67,12.49,10.48,10,10,10,10,10,9,10,9,163,127,180,218,169,184,195,207,87.6,7.14,5.26,0,2,3,1438,0,9,10,2,8,1
149,0,5,1,13,0,0,2.45,25.61,68.9,3.04,704,88,4,40,4,4,3,5,12.78,11.29,19.06,15.7,7.95,13.24,10.41,9.58,4,5,2,3,6,3,7,3,73,75,117,96,102,154,67,152,78.54,12.67,8.79,0,619,194,23,0,4,6,5,8,1
150,0,5,1,0,0,0,2.24,66.08,27.82,3.86,1547,97,3,61,6,4,4,5,12.37,28.76,6.9,12.09,7.46,14.55,8.58,9.28,4,2,5,4,6,3,8,10,221,228,300,244,223,279,163,50,96.31,2.65,1.05,0,56,1646,6,0,5,2,8,8,0
151,1,5,1,0,0,0,0.11,2.02,97.51,0.36,1103,235,1,51,2,2,1,1,8.22,25.55,11.24,9.76,5.64,9.13,20.44,10.02,2,1,2,2,3,2,1,2,187,223,175,141,159,165,164,176,86.09,10.18,3.73,0,1141,244,5,0,1,6,8,8,1
152,0,5,1,1,0,0,4.72,46.76,41.26,7.26,625,227,5,57,7,3,3,4,9.41,5.17,6.49,7.26,14.19,28.35,18.23,10.89,3,4,3,4,3,3,3,4,145,167,176,113,95,60,81,77,87.95,4.96,7.1,0,458,2,454,0,3,10,3,8,0
153,0,5,1,0,0,0,4.55,87.97,0,7.48,1017,45,0,14,8,6,7,8,8.65,7.75,9.14,38.02,8.69,12.14,6.99,8.62,8,10,9,4,9,8,10,9,166,122,130,113,136,152,156,101,33.92,15.78,40.28,10.02,880,193,2,1,5,7,7,2,0
154,1,5,1,12,0,0,0.42,11.68,86.9,1.01,454,41,23,259,9,4,1,1,44.71,10.32,3.37,3.09,3.44,2.76,25.25,7.08,1,2,6,7,9,6,1,2,78,120,86,64,44,97,126,162,95.17,3.46,1.37,0,438,334,5,0,2,6,8,8,0
155,1,5,0,12,0,0,4.4,29.48,61.46,4.66,671,268,3,29,2,2,3,5,9.18,12.5,23.2,8.03,9.51,10.71,19.98,6.88,3,2,1,3,2,3,1,3,105,108,112,130,145,115,117,139,69.88,8.96,21.16,0,932,38,1,0,2,8,8,8,0
156,0,5,0,0,0,0,5.69,53.57,36.72,4.01,904,375,10,7,1,1,2,8,9.61,6.01,9.44,8.05,23.16,19.38,7.82,16.53,1,1,1,1,1,1,2,1,168,206,184,155,166,177,130,110,92.48,5.19,2.33,0,1279,3,14,0,1,10,7,8,1
157,0,5,1,6,0,0,1.51,15.18,78.81,4.5,857,96,1,32,8,5,4,5,11.39,7.39,16.69,10.35,10.86,9.31,15.97,18.05,7,8,6,7,8,8,5,4,115,149,114,118,108,143,130,109,34.71,51,8.22,6.07,629,1,355,1,5,10,3,2,1
158,1,5,1,0,1,0,18.12,62.78,0,19.1,1129,29,0,10,4,9,7,9,12.03,11.65,15.45,8.26,10.41,21.27,10.5,10.44,9,9,7,6,9,5,8,6,82,92,136,239,119,153,154,193,46.79,15.75,18.05,19.41,530,623,8,7,5,5,7,1,1
159,0,5,1,1,0,0,0.46,5.2,93.71,0.63,169,422,5,44,10,1,1,3,8.74,12.07,8.43,11.81,20.38,15.44,6.89,16.25,2,1,2,1,1,1,2,1,56,80,59,91,92,88,63,111,94.63,2.71,2.67,0,522,110,8,0,1,7,6,8,1
160,0,5,0,0,0,0,3.97,26.87,62.77,6.39,1215,91,2,40,2,5,4,5,13.95,11.35,15.66,9.84,9.56,15.55,10.83,13.26,4,5,5,6,4,4,5,5,155,175,120,146,253,186,182,131,60.96,20,19.03,0,720,627,1,0,4,5,9,8,0
161,0,5,0,3,1,0,1.75,28.06,65.77,4.42,234,391,46,66,9,1,1,1,15.74,9.66,14.12,17.55,14.49,8.45,9.66,10.33,1,2,1,1,1,1,2,1,170,49,55,127,71,110,56,99,91.22,7.71,1.07,0,662,71,4,0,1,6,8,8,0
162,0,5,0,1,0,0,1.31,21.98,75.65,1.05,726,309,4,6,6,1,2,9,5.86,15.8,7.59,15.3,20.13,13.12,10.96,11.24,3,1,2,1,1,2,2,2,126,123,152,164,130,133,111,106,89.23,6.3,4.47,0,592,387,66,0,2,5,4,7,1
163,0,5,0,5,0,0,4.65,79.11,0,16.24,1509,24,0,10,5,7,7,8,12.99,13.8,10.6,8.53,13.47,11.41,21.44,7.76,8,6,8,8,8,8,6,8,156,215,235,215,156,187,176,203,61.36,11.66,7.92,19.07,93,12,1433,5,6,9,2,1,0
164,1,5,1,0,0,0,0.45,8.51,88.69,2.35,613,96,32,210,7,3,1,1,55.19,8.46,5.75,7.82,5.06,8.74,6.62,2.35,1,2,2,2,2,1,1,2,41,69,86,85,115,117,264,174,93.47,3.36,3.17,0,477,424,50,0,1,5,4,7,0
165,1,5,0,0,0,0,2.57,27.84,61,8.59,236,258,3,17,10,2,3,5,9.33,10.5,14.47,17.82,14.83,4.73,6.31,22.01,7,2,2,2,2,8,7,2,24,100,76,67,90,49,50,58,87.14,4.93,7.93,0,415,98,1,0,3,7,9,7,1
166,1,5,0,32,1,0,8.21,64.93,19.19,7.67,775,210,1,40,4,3,5,6,36.61,8.98,8.84,8,5.52,9.26,11.34,11.44,4,2,3,3,4,4,3,3,21,181,125,194,166,112,110,117,79.57,16.56,3.87,0,634,390,2,0,3,5,9,7,1
167,0,5,0,0,0,0,0.86,16.8,81.1,1.24,814,122,4,6,4,3,2,9,10.15,9.75,7.97,31.77,7.49,12.26,16.01,4.6,3,4,5,1,4,3,2,4,121,101,81,116,130,98,133,166,78.15,12.12,0,9.74,930,8,0,8,3,9,10,1,0
168,0,5,2,0,0,0,1.83,33.53,58.7,5.94,876,245,5,26,2,1,2,3,13.77,10.44,11.74,10.27,9.4,20.59,10.24,13.55,2,1,2,1,2,1,2,1,90,202,135,178,110,154,125,158,71.59,24.68,3.73,0,860,11,281,0,1,8,3,7,1
169,0,5,0,0,0,0,2.93,38.15,53.63,5.29,917,46,2,29,9,7,4,7,23.98,12.43,8.77,6.31,10.55,11.99,15.41,10.56,6,9,10,10,10,9,6,8,115,104,115,29,119,141,231,140,82.45,11.98,5.58,0,46,874,74,0,6,4,5,7,0
170,0,5,1,0,0,0,16.5,74.13,0,9.38,1793,51,0,77,3,8,7,7,12.53,12.68,14.99,9.46,13.32,12.59,14.31,10.13,8,6,5,8,7,6,5,5,153,261,258,199,193,268,283,306,82.45,8.67,8.88,0,13,1900,8,0,8,2,6,7,1
171,0,5,1,1,0,0,6.74,65.37,23.93,3.95,571,106,3,111,5,4,4,3,9.4,7.31,18.13,29.04,5.58,8.86,13.85,7.82,5,6,3,2,8,4,2,5,70,80,80,78,87,147,152,97,79.83,12.45,7.72,0,660,115,16,0,3,7,6,7,1
172,0,5,1,0,1,0,9.55,66.9,0,23.55,1308,51,0,84,2,6,7,1,12.65,14.43,11.93,11.32,10.38,14.65,15.17,9.46,5,3,5,5,5,4,3,5,133,216,189,176,198,161,212,158,35.5,16.55,47.95,0,905,537,1,0,4,5,7,7,0
173,0,5,0,9,0,0,3.67,57.91,24.52,13.9,2024,35,1,17,5,7,5,7,10.75,12.83,17.97,10.03,8.74,21.08,10.02,8.59,8,7,6,8,9,5,9,7,222,234,251,243,257,285,280,305,83.69,9.99,6.33,0,46,90,1941,0,6,7,2,7,1
175,0,5,1,0,0,0,17.74,68.7,0,13.56,4330,359,0,130,1,5,7,5,11.52,10.64,13.49,8.36,12.83,14.74,15.53,12.89,3,4,3,4,3,3,2,3,531,557,568,594,669,694,655,551,90.03,5.13,4.84,0,71,4746,2,0,5,1,8,7,1
176,0,5,1,11,0,0,7.87,69.04,0,23.1,1323,14,0,2,7,9,7,9,15.55,11.98,17.41,10.42,10.54,14.03,11.24,8.83,9,9,7,9,9,8,10,9,118,159,200,167,177,204,162,152,63.31,25,11.69,0,50,23,1266,0,7,8,2,7,0
177,0,5,0,0,0,0,5.12,64.33,17.66,12.88,254,369,2,31,9,1,4,2,9.8,14.14,8.53,15.08,13.73,9.71,10.61,18.4,1,1,2,1,1,2,2,1,95,116,75,69,88,85,67,61,89.26,7.72,3.01,0,549,102,5,0,1,6,7,7,1
178,0,5,1,0,0,0,5.43,85.98,0,8.59,1887,57,0,25,2,5,7,7,18.28,12.32,13.1,18.71,10.65,7.98,10.36,8.6,4,6,6,4,5,6,5,5,185,176,169,212,273,330,320,304,81.29,10.31,8.41,0,118,1787,64,0,5,2,4,7,0
179,0,5,0,14,0,0,7.62,53.34,27.94,11.1,1140,263,6,44,1,3,4,4,16.48,8.81,14.81,10.05,14.6,10.88,13.61,10.77,2,3,2,3,2,2,2,3,144,206,158,179,206,231,154,175,74.13,15.67,0,10.2,1170,281,0,2,2,6,10,2,0
180,0,5,0,1,0,0,3.73,24.45,68.62,3.2,504,115,23,70,2,3,1,2,7.11,8.45,6.51,14.12,29.58,11.76,8.87,13.59,3,2,4,2,1,2,3,2,97,113,83,71,77,95,85,91,47.86,44.35,7.79,0,705,2,5,0,2,9,6,7,1
181,0,5,1,3,0,0,0.56,8.16,90.04,1.24,561,254,3,105,7,2,2,1,12.87,7.15,9.39,17.91,8.72,14.18,12.25,17.53,2,3,3,1,3,1,1,1,80,100,81,122,112,144,161,123,85.21,8.45,6.33,0,770,129,24,0,2,7,5,7,1
182,0,5,1,0,0,0,0.79,24.44,72.52,2.25,1339,140,3,62,1,1,2,1,10.86,14.84,14.47,9.17,11.14,17.39,13.75,8.37,2,2,1,2,2,1,1,2,123,146,201,245,176,198,238,217,79.79,8.62,0,11.58,1145,396,0,3,1,5,10,1,1
183,0,5,0,2,0,0,14.48,70.24,0,15.28,2236,56,0,31,3,8,7,8,15.42,12.38,15.49,11.71,11.6,11.87,10.94,10.59,6,7,6,6,5,7,9,7,246,270,278,320,401,310,254,244,64.78,10.89,24.32,0,7,2313,3,0,9,2,7,7,0
184,0,5,0,0,0,0,1.54,13.82,82.99,1.65,362,190,4,59,8,3,2,4,20.51,26.2,8.62,12.44,5.19,12.51,3.48,11.06,2,1,4,3,9,4,10,3,64,122,81,106,50,61,63,68,87.36,8.05,4.59,0,468,129,18,0,3,7,6,7,0
185,0,5,0,0,1,0,10.49,35.52,38.79,15.19,1349,56,1,13,5,8,5,8,8.79,12.07,13.03,11.85,14.63,14.14,16.42,9.08,10,9,6,6,6,6,7,10,4,135,254,283,247,261,183,52,80.13,14.32,5.55,0,6,1385,28,0,9,3,6,7,1
186,0,5,0,0,0,0,0.95,10.97,86.95,1.13,1218,184,3,34,1,2,2,4,29.85,12.32,11.11,11.41,14.35,7.45,6.2,7.3,1,1,2,2,1,2,2,3,160,223,141,135,169,272,231,108,89.96,6.82,3.22,0,813,564,62,0,2,5,5,7,0
187,0,5,1,0,1,0,2.6,19.95,74.83,2.62,490,128,2,11,8,4,3,8,24.99,11.48,15.04,8.26,9.91,9.5,10.12,10.7,2,6,8,6,7,6,4,6,102,70,39,82,63,90,121,64,77.07,14.45,8.48,0,476,100,55,0,4,7,5,7,0
188,0,5,1,11,0,0,7.33,65.51,0,27.16,3166,20,0,2,2,9,7,9,12.94,13.31,16.42,10.8,10.08,12.3,12.12,12.04,6,7,5,7,6,7,5,5,351,282,392,317,542,361,523,420,59.71,27.48,12.81,0,41,187,2960,0,8,6,1,7,1
189,0,5,0,2,0,0,3.96,70.57,22.57,2.91,1083,211,30,68,1,1,2,4,7.99,10.33,33.94,15.11,11.25,7.29,7.71,6.38,2,2,1,1,1,2,2,2,122,124,160,181,197,213,199,196,75.17,8.38,0,16.45,1325,13,0,54,1,9,10,1,1
190,1,5,0,0,1,0,1.38,16.34,80.14,2.13,1005,168,4,34,2,3,2,4,20.4,12.97,8.72,8.9,15.58,13.7,8.03,11.7,2,3,3,3,2,2,5,2,106,107,139,151,191,207,108,202,77.33,22.67,0,0,1201,10,0,0,2,9,10,7,1
