고객번호,A제휴사(%),B제휴사(%),C제휴사(%),D제휴사(%),편의품(%),선매품(%),전문품(%),기타(%)
413,88.88,7.29,3.83,0.0,0.45,13.76,85.08,0.71
414,89.01,5.63,5.36,0.0,2.47,36.5,55.89,5.14
415,83.96,11.76,4.28,0.0,9.86,23.0,56.28,10.86
416,88.44,7.72,3.84,0.0,2.78,20.42,75.04,1.77
417,75.39,14.89,7.29,2.43,7.13,34.42,50.92,7.54
418,53.56,15.49,0.0,30.95,16.37,53.67,0.0,29.96
419,57.68,0.0,0.0,42.32,3.08,23.67,71.69,1.56
420,74.66,14.62,10.72,0.0,9.86,74.14,0.0,16.01
421,77.45,18.12,4.43,0.0,5.6,37.4,45.5,11.49
422,53.68,26.47,19.85,0.0,8.11,61.44,20.95,9.5
423,90.01,6.68,3.31,0.0,4.25,88.79,0.0,6.96
424,77.59,17.22,5.2,0.0,5.1,21.57,0.0,73.33
425,70.98,8.83,20.19,0.0,12.08,76.97,0.0,10.95
426,78.1,13.55,8.35,0.0,3.42,25.7,57.57,13.31
427,83.47,13.67,2.86,0.0,0.71,7.34,90.79,1.16
428,76.21,2.96,0.0,20.83,1.39,32.06,62.07,4.47
429,84.09,10.1,5.81,0.0,3.71,90.15,0.0,6.14
430,90.78,2.48,6.75,0.0,4.19,38.03,55.51,2.27
431,42.4,23.35,34.25,0.0,18.62,58.77,0.0,22.61
432,92.1,7.9,0.0,0.0,1.7,6.9,90.31,1.09
433,78.84,5.6,0.0,15.55,1.87,22.61,73.7,1.82
434,22.6,74.22,3.18,0.0,4.49,33.21,49.39,12.91
435,95.64,0.0,4.36,0.0,4.15,57.0,35.24,3.62
436,88.26,8.59,3.15,0.0,1.51,30.09,65.76,2.64
437,84.99,13.93,1.08,0.0,1.51,98.49,0.0,0.0
438,93.59,3.61,2.8,0.0,0.56,13.7,83.39,2.35
439,70.75,14.87,14.39,0.0,7.88,53.07,0.0,39.05
440,75.67,5.13,0.0,19.2,0.88,21.01,76.97,1.14
441,86.48,8.81,4.72,0.0,0.89,7.28,89.33,2.5
442,85.89,8.73,5.38,0.0,21.77,57.06,0.0,21.17
443,97.01,0.0,2.99,0.0,1.25,28.06,68.69,2.0
444,92.02,5.96,2.02,0.0,2.57,54.35,35.16,7.93
445,85.3,11.84,2.87,0.0,3.32,58.69,0.0,37.99
446,92.13,4.56,3.32,0.0,0.75,8.47,88.19,2.6
447,73.29,22.84,3.86,0.0,7.52,52.19,23.7,16.6
448,83.82,8.37,7.81,0.0,5.2,36.71,51.94,6.15
449,93.87,6.13,0.0,0.0,0.61,7.6,89.85,1.95
450,94.79,2.8,2.42,0.0,1.68,69.63,22.72,5.96
451,77.68,17.53,4.79,0.0,8.62,37.51,39.69,14.18
452,71.47,24.54,3.99,0.0,2.68,39.86,29.1,28.36
453,93.73,4.44,1.82,0.0,3.92,65.08,26.14,4.86
454,81.17,10.38,8.45,0.0,9.57,60.45,0.0,29.98
455,92.99,4.48,2.53,0.0,0.69,10.7,87.17,1.44
456,81.13,12.94,5.92,0.0,2.52,87.09,0.0,10.39
457,76.07,14.07,9.86,0.0,2.24,25.28,70.33,2.15
458,46.68,20.83,32.5,0.0,7.56,50.45,0.0,41.98
459,62.18,17.91,0.0,19.91,5.5,42.07,44.39,8.04
461,67.05,21.56,11.4,0.0,5.25,19.98,69.83,4.94
462,71.84,24.2,3.96,0.0,1.3,11.95,81.98,4.78
463,100.0,0.0,0.0,0.0,5.69,29.72,58.97,5.62
464,87.55,7.25,5.2,0.0,0.78,6.41,91.58,1.22
465,83.39,11.99,4.62,0.0,7.96,82.55,0.0,9.49
466,92.62,2.61,4.77,0.0,0.63,6.55,91.85,0.97
467,62.29,8.57,10.43,18.7,1.29,13.62,79.07,6.02
468,76.04,12.1,11.86,0.0,8.52,84.23,0.0,7.24
469,72.51,16.59,0.0,10.9,2.04,18.47,75.78,3.7
470,73.05,15.34,11.61,0.0,10.74,89.26,0.0,0.0
471,88.86,8.33,2.81,0.0,3.09,26.11,68.86,1.94
472,74.75,8.97,16.28,0.0,11.83,65.43,0.0,22.74
473,89.89,10.11,0.0,0.0,7.78,55.09,26.74,10.39
474,92.5,3.45,4.05,0.0,1.78,49.47,42.26,6.48
475,94.26,4.21,1.54,0.0,0.58,11.34,86.32,1.77
476,97.05,0.0,2.95,0.0,5.27,94.73,0.0,0.0
477,95.16,2.81,2.03,0.0,1.01,7.6,90.51,0.89
478,96.99,1.95,1.07,0.0,0.94,32.03,60.99,6.03
479,67.61,18.72,13.67,0.0,6.16,67.32,10.64,15.88
480,95.08,4.92,0.0,0.0,6.19,83.1,0.0,10.71
481,92.42,7.58,0.0,0.0,2.64,45.51,42.44,9.42
482,36.11,7.16,56.73,0.0,10.87,49.13,0.0,40.0
483,32.06,12.27,55.67,0.0,3.03,32.27,8.05,56.65
484,88.44,5.25,6.31,0.0,4.7,30.92,61.83,2.56
485,96.63,3.37,0.0,0.0,1.74,49.42,46.4,2.44
486,66.42,32.42,1.16,0.0,3.69,38.41,54.67,3.23
487,0.0,78.17,0.0,21.83,16.64,65.99,0.0,17.38
488,91.52,0.0,5.62,2.86,6.45,93.55,0.0,0.0
489,78.53,13.83,7.63,0.0,5.1,62.92,20.27,11.71
490,72.0,28.0,0.0,0.0,2.74,27.86,62.51,6.89
491,45.0,49.8,5.19,0.0,3.11,79.63,0.0,17.25
492,93.95,0.0,6.05,0.0,6.38,36.94,48.15,8.54
493,86.6,9.47,3.92,0.0,5.13,59.11,24.84,10.92
494,83.15,9.86,6.99,0.0,4.96,85.56,0.0,9.48
495,93.98,0.0,6.02,0.0,1.65,30.68,67.67,0.0
496,54.71,28.64,0.0,16.65,6.68,89.48,0.0,3.84
497,72.89,17.18,9.93,0.0,3.13,12.28,69.87,14.72
498,88.87,7.81,3.32,0.0,5.87,64.36,24.04,5.74
499,0.0,26.07,73.93,0.0,24.1,65.33,0.0,10.57
500,50.57,17.46,11.58,20.39,8.61,73.38,0.0,18.01
501,85.72,11.21,3.07,0.0,7.98,10.96,80.04,1.02
502,60.71,32.49,6.81,0.0,0.87,9.48,77.02,12.62
503,68.71,18.57,3.48,9.24,0.6,15.39,81.74,2.28
504,79.66,3.65,3.74,12.95,6.32,51.35,36.48,5.85
505,97.43,1.36,1.21,0.0,0.38,21.29,76.73,1.61
506,94.52,3.47,2.01,0.0,2.84,82.65,0.0,14.51
507,63.37,26.8,9.83,0.0,9.41,59.41,0.0,31.18
508,94.64,3.37,1.98,0.0,12.97,31.32,52.82,2.9
509,42.62,0.0,57.38,0.0,7.0,60.31,26.98,5.71
510,89.08,7.06,3.86,0.0,1.78,21.52,74.93,1.76
511,62.43,17.31,20.26,0.0,14.56,59.64,0.0,25.8
512,0.0,48.4,51.6,0.0,11.83,46.96,0.0,41.21
513,86.56,0.0,13.44,0.0,2.52,27.94,66.47,3.07
514,72.99,7.58,19.43,0.0,2.1,25.2,69.02,3.68
515,67.48,27.81,4.72,0.0,3.99,38.2,55.74,2.07
516,64.26,23.66,12.08,0.0,12.14,54.42,0.0,33.44
517,73.1,19.76,7.14,0.0,2.75,93.6,0.0,3.65
518,93.93,3.63,2.43,0.0,1.75,25.07,70.22,2.97
519,87.78,12.22,0.0,0.0,4.37,59.18,25.82,10.63
520,71.78,28.22,0.0,0.0,3.6,21.56,70.26,4.59
521,95.15,3.75,1.1,0.0,2.79,31.67,61.18,4.35
522,73.9,15.59,10.51,0.0,2.16,16.77,78.51,2.56
523,83.67,9.14,7.19,0.0,12.79,87.21,0.0,0.0
524,74.91,17.01,8.08,0.0,4.45,36.86,39.38,19.31
525,50.96,11.11,9.05,28.88,0.67,7.29,91.48,0.56
526,80.44,13.85,5.71,0.0,1.25,25.77,70.11,2.86
527,88.3,10.83,0.87,0.0,1.18,98.82,0.0,0.0
528,44.6,55.4,0.0,0.0,25.67,40.42,0.0,33.91
529,96.96,2.0,1.04,0.0,1.45,85.2,12.72,0.64
530,63.0,20.44,16.56,0.0,11.93,75.4,0.0,12.67
531,75.38,17.98,6.64,0.0,1.36,19.32,76.33,2.98
532,81.32,18.68,0.0,0.0,1.75,19.17,77.89,1.19
533,34.7,44.83,20.47,0.0,6.75,14.24,0.0,79.01
534,75.03,0.0,24.97,0.0,23.27,59.25,0.0,17.48
535,94.55,3.54,1.91,0.0,0.95,11.61,86.13,1.31
536,54.69,22.69,22.62,0.0,9.18,72.42,0.0,18.4
537,49.92,24.65,25.43,0.0,11.62,60.34,0.0,28.03
538,78.05,13.84,8.11,0.0,1.89,24.07,67.82,6.22
539,80.66,13.18,6.16,0.0,1.22,13.86,80.92,4.0
540,49.56,26.17,24.27,0.0,16.19,63.93,0.0,19.89
541,54.21,25.65,20.13,0.0,15.05,45.86,0.0,39.09
542,71.67,17.66,10.67,0.0,3.0,20.16,70.3,6.53
543,67.98,15.48,16.54,0.0,10.78,63.48,0.0,25.73
544,87.17,8.16,4.67,0.0,1.18,9.35,86.96,2.51
545,76.27,10.28,0.0,13.45,3.4,27.47,58.18,10.96
546,97.3,2.7,0.0,0.0,0.6,15.42,83.61,0.38
547,62.98,34.5,2.52,0.0,8.06,23.42,63.46,5.05
548,82.97,8.56,2.56,5.91,5.92,68.53,7.59,17.96
549,62.62,30.42,6.96,0.0,4.28,52.64,38.0,5.09
550,76.15,10.87,5.77,7.21,0.94,6.88,91.32,0.86
551,86.91,5.79,7.3,0.0,0.7,6.12,91.18,2.0
552,72.68,17.39,9.93,0.0,5.85,44.5,39.95,9.69
553,69.69,6.89,0.0,23.42,2.6,49.82,43.73,3.86
554,65.63,28.54,1.88,3.95,0.89,12.16,84.5,2.45
555,86.54,8.47,4.99,0.0,2.05,16.8,73.85,7.31
556,81.16,10.49,8.35,0.0,10.97,79.66,0.0,9.37
557,87.69,7.08,5.24,0.0,9.24,83.28,0.0,7.48
558,46.24,32.49,0.0,21.27,1.41,9.05,86.37,3.17
559,88.31,11.69,0.0,0.0,3.79,57.68,34.4,4.14
560,95.46,2.71,1.84,0.0,32.98,38.94,19.82,8.27
561,91.91,4.23,3.86,0.0,0.38,10.68,87.62,1.32
562,98.17,0.7,1.13,0.0,0.67,90.08,1.55,7.7
563,83.17,8.27,8.56,0.0,5.02,68.65,0.0,26.32
564,80.45,15.22,4.32,0.0,1.42,47.37,48.54,2.68
565,94.13,2.86,3.01,0.0,5.97,59.56,31.42,3.05
566,93.35,6.65,0.0,0.0,2.79,46.38,47.78,3.04
567,86.71,8.86,4.42,0.0,1.47,28.84,68.22,1.47
568,61.02,25.43,13.55,0.0,18.47,66.15,0.0,15.38
569,63.72,20.42,0.0,15.86,4.53,44.02,22.66,28.79
570,0.0,71.99,28.01,0.0,29.59,70.41,0.0,0.0
571,86.27,11.28,2.45,0.0,12.56,53.79,23.84,9.81
572,84.22,8.3,7.48,0.0,2.3,16.19,79.96,1.54
573,91.36,5.94,2.7,0.0,5.43,73.62,0.0,20.95
574,88.64,7.43,3.93,0.0,0.97,12.69,84.67,1.67
575,84.49,11.83,3.68,0.0,6.04,86.33,0.0,7.63
576,80.23,14.1,5.67,0.0,5.39,56.33,22.55,15.73
577,90.69,6.03,3.28,0.0,1.57,24.56,73.08,0.79
578,91.95,4.4,3.65,0.0,1.58,33.41,61.18,3.84
579,93.8,4.42,1.78,0.0,11.35,63.9,0.0,24.75
580,58.28,31.19,10.53,0.0,18.0,65.57,0.0,16.42
581,51.07,35.56,13.37,0.0,43.14,56.86,0.0,0.0
582,69.34,22.38,0.0,8.28,15.27,72.1,0.0,12.63
583,67.73,15.29,16.98,0.0,7.49,28.75,33.93,29.83
584,78.02,12.32,9.66,0.0,0.81,9.03,87.59,2.56
585,93.66,3.85,2.49,0.0,0.69,26.13,71.69,1.49
586,85.1,7.54,7.36,0.0,4.21,66.16,20.51,9.12
587,90.93,9.07,0.0,0.0,2.3,34.09,60.16,3.45
588,91.23,4.51,4.26,0.0,0.67,18.18,79.47,1.67
589,80.25,12.39,7.36,0.0,5.92,53.51,8.43,32.15
590,76.38,0.0,23.62,0.0,1.02,12.64,79.9,6.44
591,86.71,9.44,3.86,0.0,5.03,94.97,0.0,0.0
592,43.19,50.69,6.12,0.0,3.99,20.46,57.1,18.45
593,92.77,7.23,0.0,0.0,10.15,76.4,0.0,13.45
594,96.21,2.51,1.28,0.0,0.92,30.76,66.74,1.58
595,54.7,42.05,3.26,0.0,3.24,42.51,32.24,22.01
596,83.7,16.3,0.0,0.0,3.97,22.5,68.0,5.53
597,82.96,7.06,9.97,0.0,2.73,23.23,67.97,6.06
598,35.8,45.02,11.35,7.84,7.36,76.15,6.58,9.92
599,76.46,17.24,6.29,0.0,6.73,87.48,0.0,5.79
600,77.16,12.91,9.93,0.0,3.12,22.97,67.72,6.19
601,100.0,0.0,0.0,0.0,6.39,42.0,40.38,11.24
602,86.31,2.84,2.03,8.82,1.35,14.52,81.11,3.03
603,81.4,5.56,2.78,10.26,1.28,18.57,77.71,2.45
604,84.63,7.85,7.52,0.0,0.89,7.48,91.2,0.43
605,0.0,65.43,34.57,0.0,38.13,61.87,0.0,0.0
606,84.74,10.2,5.06,0.0,2.03,13.73,82.58,1.65
607,64.42,22.41,13.16,0.0,7.68,67.66,13.47,11.19
608,92.82,5.01,2.17,0.0,0.84,13.2,84.86,1.1
609,77.67,13.09,9.23,0.0,20.92,72.01,0.0,7.07
610,100.0,0.0,0.0,0.0,0.23,1.35,98.26,0.16
611,88.87,6.64,4.48,0.0,7.35,29.7,56.84,6.11
612,75.85,10.58,4.39,9.18,6.63,73.28,0.0,20.1
613,90.99,4.88,4.13,0.0,0.48,12.81,81.7,5.01
614,95.55,0.0,4.45,0.0,5.0,22.85,69.83,2.32
615,75.85,17.95,6.2,0.0,6.2,51.58,28.41,13.8
616,85.18,14.82,0.0,0.0,15.74,61.94,0.0,22.33
617,94.67,3.3,2.03,0.0,0.79,28.8,68.57,1.84
618,66.34,10.83,9.08,13.74,5.57,54.33,25.89,14.21
619,94.14,4.03,1.84,0.0,4.37,79.59,0.0,16.04
620,93.54,6.46,0.0,0.0,1.62,30.11,66.91,1.35
621,66.04,15.51,18.45,0.0,11.57,54.6,17.1,16.73
622,76.53,21.21,2.27,0.0,3.57,26.99,59.87,9.57
623,19.24,2.91,1.7,76.14,5.09,39.49,46.32,9.1
624,89.37,6.15,4.48,0.0,26.53,54.05,0.0,19.41
625,48.88,16.4,25.81,8.9,10.58,61.67,9.68,18.07
626,34.73,29.6,35.67,0.0,19.69,54.35,0.0,25.96
627,86.7,4.75,8.54,0.0,4.89,67.76,18.16,9.18
628,90.07,7.07,2.86,0.0,0.48,16.99,81.37,1.16
629,75.7,10.8,13.5,0.0,1.5,8.81,81.32,8.38
630,79.41,14.98,5.6,0.0,4.54,40.99,48.53,5.95
631,81.39,16.76,1.85,0.0,10.64,43.96,28.95,16.45
632,59.31,24.52,16.18,0.0,13.43,67.76,0.0,18.81
633,90.98,4.08,0.0,4.94,4.4,27.27,58.6,9.74
634,40.21,59.79,0.0,0.0,2.03,31.53,62.29,4.15
635,95.97,2.4,1.62,0.0,0.6,29.25,69.37,0.79
636,71.66,18.99,9.34,0.0,0.87,13.46,84.62,1.04
637,90.6,9.4,0.0,0.0,7.94,71.37,0.0,20.69
638,88.44,4.9,0.0,6.66,1.71,33.3,61.02,3.98
639,53.49,42.19,4.33,0.0,1.63,19.29,76.01,3.07
640,95.18,2.89,1.93,0.0,0.75,25.16,71.23,2.86
641,94.45,5.55,0.0,0.0,2.41,33.01,62.22,2.37
642,81.64,9.39,8.97,0.0,3.25,40.29,48.06,8.4
643,82.88,11.44,5.67,0.0,1.47,17.11,79.52,1.9
644,65.77,20.21,14.02,0.0,7.66,57.05,21.87,13.42
645,73.62,24.6,1.78,0.0,1.25,25.19,71.5,2.05
646,93.04,4.55,2.42,0.0,6.91,85.39,0.0,7.71
647,88.07,5.72,6.2,0.0,5.12,94.88,0.0,0.0
648,83.46,5.35,11.19,0.0,4.37,40.24,49.24,6.14
649,58.11,34.45,0.0,7.44,7.83,78.01,0.0,14.16
650,73.65,18.12,8.23,0.0,9.32,66.73,0.0,23.95
651,79.44,16.38,0.0,4.19,5.68,37.52,46.57,10.22
652,72.15,23.42,4.43,0.0,15.15,71.78,0.0,13.07
653,85.32,10.07,4.6,0.0,8.31,30.19,31.34,30.16
654,79.24,11.87,8.89,0.0,3.48,25.85,66.45,4.21
655,78.84,10.75,10.42,0.0,11.95,32.85,28.05,27.15
656,86.36,13.64,0.0,0.0,5.84,19.54,72.31,2.3
657,85.47,7.07,7.46,0.0,0.91,10.01,87.35,1.73
658,61.56,20.2,8.51,9.73,5.49,29.31,58.74,6.46
659,64.63,35.37,0.0,0.0,18.13,61.08,0.0,20.78
660,0.0,0.0,100.0,0.0,28.61,71.39,0.0,0.0
661,90.58,7.23,2.2,0.0,3.05,36.45,58.23,2.27
662,86.58,9.77,3.65,0.0,9.83,63.33,0.0,26.84
663,37.83,16.98,45.19,0.0,43.25,56.75,0.0,0.0
664,87.23,10.83,1.94,0.0,0.59,17.33,80.63,1.46
665,90.05,8.15,1.81,0.0,2.89,40.56,53.63,2.93
666,96.37,2.17,1.47,0.0,1.7,96.25,0.0,2.05
667,88.88,7.21,3.91,0.0,2.73,94.9,0.0,2.37
668,70.76,7.34,21.9,0.0,32.01,67.99,0.0,0.0
669,83.5,9.26,7.24,0.0,2.41,38.33,57.52,1.74
670,96.09,2.87,1.04,0.0,0.79,73.5,21.88,3.83
671,88.75,6.75,4.5,0.0,5.29,72.3,0.0,22.41
672,79.66,6.82,13.52,0.0,5.22,53.55,35.58,5.65
673,72.06,27.94,0.0,0.0,14.36,61.54,0.0,24.1
674,92.17,4.58,3.25,0.0,0.95,5.28,92.85,0.92
675,59.78,17.71,22.51,0.0,11.04,58.03,0.0,30.94
676,87.19,11.71,1.11,0.0,3.6,64.85,27.94,3.62
677,92.91,4.37,2.72,0.0,0.21,3.7,95.48,0.61
678,92.82,7.18,0.0,0.0,20.39,27.89,0.0,51.72
679,82.76,12.68,4.56,0.0,7.4,84.02,0.0,8.58
680,74.58,18.45,6.97,0.0,5.77,52.15,35.43,6.65
681,76.74,15.49,7.77,0.0,1.12,16.76,79.87,2.26
682,76.96,23.04,0.0,0.0,14.32,68.19,0.0,17.48
683,84.1,9.92,5.98,0.0,5.72,48.48,6.5,39.31
684,100.0,0.0,0.0,0.0,5.31,90.22,0.0,4.47
685,54.59,26.07,19.34,0.0,19.08,80.92,0.0,0.0
686,91.14,0.0,8.86,0.0,0.8,9.35,88.23,1.62
687,87.07,0.0,12.93,0.0,5.33,36.74,44.16,13.77
688,78.45,16.16,5.39,0.0,14.01,67.79,0.0,18.2
689,91.56,6.12,2.32,0.0,1.0,15.43,81.87,1.7
690,82.22,11.55,6.23,0.0,5.02,77.05,5.37,12.56
691,79.43,6.82,10.46,3.28,1.1,21.72,72.31,4.87
692,86.93,4.91,5.57,2.6,0.68,7.49,88.93,2.9
693,92.04,5.26,2.7,0.0,0.53,20.61,76.6,2.27
694,86.81,7.93,5.26,0.0,1.71,27.77,67.59,2.93
695,76.45,19.0,4.55,0.0,4.22,46.64,0.0,49.14
696,41.23,11.76,4.02,42.98,0.72,12.13,85.56,1.59
697,75.44,21.81,2.75,0.0,2.61,41.16,50.21,6.01
698,93.85,6.15,0.0,0.0,1.39,12.98,83.64,1.98
699,78.38,12.96,8.66,0.0,4.99,85.18,0.0,9.83
700,93.46,2.3,4.24,0.0,2.55,62.14,35.31,0.0
701,92.12,0.0,7.88,0.0,5.49,30.67,47.85,15.98
702,74.9,14.67,0.0,10.42,7.16,32.9,49.61,10.32
703,84.45,11.02,0.0,4.53,6.8,50.86,33.45,8.89
704,67.58,8.66,0.0,23.76,5.15,59.92,24.47,10.45
705,68.98,19.86,11.16,0.0,11.86,73.94,0.0,14.2
706,93.06,6.94,0.0,0.0,3.96,44.48,44.84,6.73
707,89.34,0.0,10.66,0.0,2.35,35.94,54.61,7.11
708,88.73,7.47,3.8,0.0,1.68,34.41,55.59,8.32
709,83.21,10.71,6.08,0.0,2.25,91.59,0.0,6.16
710,83.58,12.91,3.51,0.0,12.17,80.66,0.0,7.17
711,100.0,0.0,0.0,0.0,9.26,28.59,56.81,5.34
712,84.18,10.94,4.88,0.0,1.98,31.8,62.34,3.88
713,94.98,5.02,0.0,0.0,1.54,15.88,77.49,5.09
714,89.97,7.59,2.43,0.0,7.38,85.02,0.0,7.6
715,90.78,7.86,1.36,0.0,1.14,18.28,79.25,1.33
716,82.79,8.04,9.17,0.0,0.96,17.65,77.15,4.24
717,97.86,0.0,2.14,0.0,3.69,47.55,42.0,6.77
718,80.19,13.5,6.32,0.0,5.67,54.02,26.23,14.07
719,60.09,31.26,8.65,0.0,14.75,67.36,0.0,17.9
720,81.31,7.88,10.81,0.0,14.08,40.57,6.74,38.61
721,38.65,46.58,14.77,0.0,3.71,26.61,62.72,6.96
722,0.0,75.49,24.51,0.0,22.08,61.78,0.0,16.14
723,75.13,14.65,10.22,0.0,6.61,39.12,29.35,24.92
724,52.41,25.86,21.73,0.0,23.99,62.96,0.0,13.04
725,74.22,16.04,9.74,0.0,7.19,80.18,0.0,12.62
726,93.3,6.7,0.0,0.0,9.31,85.03,0.0,5.66
727,84.6,8.24,7.16,0.0,0.54,7.12,91.15,1.19
728,87.79,6.55,3.54,2.12,2.86,19.29,76.67,1.18
729,80.8,12.58,6.61,0.0,1.23,22.82,63.91,12.03
730,93.86,6.14,0.0,0.0,0.32,4.97,94.15,0.56
731,94.32,3.82,1.86,0.0,1.43,20.31,76.13,2.14
732,90.25,6.1,3.65,0.0,7.53,34.54,45.75,12.18
733,86.4,13.6,0.0,0.0,0.52,4.87,92.3,2.31
734,79.34,12.46,8.2,0.0,14.35,76.36,0.0,9.29
735,88.62,7.33,4.04,0.0,0.49,5.32,93.43,0.76
736,95.0,0.0,5.0,0.0,0.79,18.69,79.27,1.25
737,72.46,16.87,10.67,0.0,8.42,60.94,0.0,30.64
738,90.96,7.15,1.89,0.0,0.89,2.96,95.16,0.99
739,65.42,16.72,17.86,0.0,19.65,63.16,0.0,17.18
740,82.34,6.93,10.73,0.0,13.61,59.18,0.0,27.22
741,81.64,9.85,8.51,0.0,10.76,50.31,34.42,4.51
742,79.16,18.0,2.84,0.0,1.7,17.23,79.85,1.22
743,87.2,5.69,7.11,0.0,5.27,54.66,0.0,40.08
744,57.99,19.23,22.78,0.0,14.3,61.51,0.0,24.19
745,63.2,19.9,16.9,0.0,6.46,93.54,0.0,0.0
746,88.64,6.48,4.88,0.0,3.89,31.15,56.54,8.43
747,95.17,3.64,1.19,0.0,2.01,45.13,48.31,4.55
748,71.16,28.84,0.0,0.0,5.53,25.41,61.68,7.38
749,94.84,3.68,1.48,0.0,2.77,73.65,16.3,7.27
750,73.45,26.55,0.0,0.0,15.6,61.08,0.0,23.32
751,0.0,0.0,100.0,0.0,36.32,63.68,0.0,0.0
752,100.0,0.0,0.0,0.0,3.68,25.68,44.75,25.89
753,53.35,18.34,28.31,0.0,9.7,73.41,0.0,16.89
754,90.28,6.34,3.38,0.0,3.77,27.41,64.47,4.35
755,90.07,6.81,3.12,0.0,0.92,14.67,80.84,3.56
756,89.71,7.36,2.92,0.0,0.92,18.9,72.59,7.59
757,48.04,49.48,2.48,0.0,1.45,16.91,78.52,3.12
758,94.3,5.7,0.0,0.0,3.49,35.85,52.16,8.49
759,70.51,16.55,12.94,0.0,4.64,85.65,0.0,9.71
760,70.39,9.32,8.73,11.56,9.16,79.57,0.0,11.27
761,97.71,1.13,1.15,0.0,0.92,94.5,0.0,4.59
762,84.59,10.11,5.29,0.0,5.56,71.49,0.0,22.94
763,75.55,23.37,1.08,0.0,9.02,72.65,0.0,18.34
764,73.22,13.62,13.15,0.0,6.72,50.04,32.35,10.88
765,91.41,8.59,0.0,0.0,7.43,40.1,48.68,3.79
766,92.64,4.75,2.61,0.0,2.88,42.29,38.96,15.86
767,87.93,6.82,5.25,0.0,1.69,28.21,70.11,0.0
768,19.99,69.42,10.59,0.0,14.38,70.82,0.0,14.8
769,85.89,7.42,6.68,0.0,0.79,12.07,85.49,1.66
770,79.21,5.43,0.0,15.36,0.85,12.8,83.35,3.0
771,70.4,8.61,20.99,0.0,3.4,51.26,43.67,1.67
772,85.66,4.07,2.29,7.98,0.76,8.6,88.83,1.81
773,58.19,9.96,6.75,25.1,1.84,28.06,67.09,3.02
774,86.3,13.7,0.0,0.0,6.27,75.6,0.0,18.13
775,79.81,9.1,11.08,0.0,1.46,18.06,76.86,3.63
776,86.84,6.17,7.0,0.0,7.14,77.22,8.43,7.21
777,74.07,18.21,7.72,0.0,8.3,53.48,32.34,5.88
778,86.59,9.07,4.34,0.0,8.66,60.9,0.0,30.44
779,83.92,3.72,2.33,10.02,1.12,34.95,61.09,2.84
780,91.79,4.76,3.45,0.0,1.57,16.66,78.37,3.41
781,90.43,5.69,3.88,0.0,3.61,33.96,24.05,38.38
782,89.74,8.61,1.65,0.0,11.22,88.78,0.0,0.0
783,85.4,14.6,0.0,0.0,3.02,28.34,65.36,3.29
784,32.12,67.88,0.0,0.0,1.56,15.04,82.0,1.4
785,84.27,7.25,8.48,0.0,8.7,79.47,0.0,11.82
786,86.9,13.1,0.0,0.0,1.04,10.87,85.64,2.46
787,57.64,20.0,0.0,22.36,5.2,43.25,41.4,10.15
788,72.74,18.28,6.33,2.65,6.34,80.59,0.0,13.06
789,83.79,13.46,2.75,0.0,1.76,38.06,58.65,1.53
790,77.06,12.76,10.18,0.0,22.71,50.98,0.0,26.31
791,84.51,11.82,3.67,0.0,1.36,25.99,68.91,3.75
792,82.67,17.33,0.0,0.0,6.93,19.43,70.08,3.56
793,0.0,48.14,51.86,0.0,23.75,58.6,0.0,17.65
794,79.93,13.61,0.0,6.45,4.86,74.64,0.0,20.5
795,75.6,15.68,8.72,0.0,1.33,15.16,76.31,7.2
796,85.08,5.52,9.4,0.0,1.81,31.55,62.37,4.27
797,80.79,5.42,13.79,0.0,3.11,30.56,59.82,6.52
798,88.28,7.63,4.08,0.0,1.77,68.95,0.0,29.28
799,66.89,18.97,10.3,3.84,6.48,53.16,36.46,3.9
800,80.29,14.87,4.84,0.0,2.2,20.24,75.5,2.05
801,78.36,15.74,5.9,0.0,3.68,58.59,28.52,9.21
802,78.69,9.74,11.57,0.0,3.0,57.79,28.56,10.65
803,75.76,8.71,15.53,0.0,1.63,9.14,86.41,2.82
804,43.8,50.39,5.81,0.0,13.89,86.11,0.0,0.0
805,94.09,3.35,2.55,0.0,2.54,86.65,0.0,10.81
806,45.4,34.94,6.42,13.23,2.41,18.54,75.16,3.89
807,79.5,11.08,9.41,0.0,2.56,29.37,62.97,5.1
808,62.65,10.14,8.53,18.67,0.69,6.82,91.9,0.58
809,68.18,12.5,19.32,0.0,3.34,27.36,63.17,6.13
810,93.19,3.95,2.86,0.0,4.24,34.93,59.18,1.65
811,89.15,5.65,5.2,0.0,1.51,17.66,77.88,2.94
812,86.95,11.57,1.48,0.0,11.34,81.82,0.0,6.84
813,84.61,12.62,2.77,0.0,5.45,41.16,0.0,53.39
814,90.55,6.79,2.66,0.0,2.64,33.29,60.53,3.54
815,47.97,9.06,42.97,0.0,22.69,62.84,0.0,14.47
816,76.76,5.73,17.5,0.0,8.65,88.76,0.0,2.59
817,93.56,4.67,1.77,0.0,2.94,38.92,53.92,4.22
818,91.39,8.61,0.0,0.0,4.07,38.2,45.78,11.95
819,94.4,3.85,1.76,0.0,2.28,58.93,34.07,4.72
820,64.96,30.01,0.0,5.04,19.11,62.55,0.0,18.34
821,69.81,19.47,10.72,0.0,24.38,75.62,0.0,0.0
822,84.48,10.26,5.26,0.0,2.76,24.11,68.29,4.84
