고객번호,1기구매횟수,2기구매횟수,3기구매횟수,4기구매횟수,5기구매횟수,6기구매횟수,1기구매등급,2기구매등급,3기구매등급,4기구매등급,5기구매등급,6기구매등급,A객단가등급,B객단가등급,변동률
317,201.0,226.0,194.0,203.0,165.0,201.0,4,2,2,4,6,6,8,2,5
318,105.0,104.0,96.0,80.0,51.0,103.0,3,4,3,3,8,4,7,3,4
319,91.0,91.0,72.0,82.0,47.0,75.0,1,2,2,3,2,3,3,3,3
320,111.0,121.0,108.0,157.0,155.0,165.0,3,6,5,6,4,3,8,2,5
321,163.0,218.0,265.0,263.0,252.0,184.0,1,2,1,2,1,3,3,1,3
322,238.0,257.0,244.0,197.0,210.0,276.0,4,4,3,5,3,5,8,7,5
323,146.0,222.0,175.0,134.0,120.0,142.0,2,1,2,2,2,1,2,4,0
324,204.0,253.0,142.0,218.0,258.0,155.0,2,2,1,2,1,2,3,9,6
325,85.0,132.0,119.0,69.0,67.0,79.0,2,2,2,4,6,4,4,1,2
326,138.0,120.0,107.0,97.0,224.0,192.0,2,2,5,4,1,3,5,9,7
327,90.0,43.0,79.0,99.0,57.0,87.0,1,2,2,2,1,2,1,2,3
328,42.0,76.0,97.0,38.0,77.0,49.0,3,3,2,2,1,3,3,3,2
329,204.0,194.0,194.0,164.0,226.0,201.0,1,1,1,3,3,3,3,8,3
330,21.0,43.0,22.0,8.0,330.0,381.0,10,10,10,10,6,6,10,5,9
331,168.0,155.0,161.0,175.0,154.0,205.0,6,7,8,8,8,8,8,4,6
332,169.0,182.0,244.0,278.0,209.0,253.0,2,3,3,3,2,2,6,4,3
333,280.0,366.0,354.0,433.0,342.0,400.0,4,3,3,3,3,2,9,4,3
334,54.0,100.0,59.0,57.0,31.0,96.0,6,3,4,4,4,3,6,9,5
335,83.0,117.0,159.0,85.0,156.0,153.0,2,1,1,1,1,1,2,4,1
336,169.0,135.0,154.0,115.0,155.0,126.0,4,6,8,8,8,6,5,1,4
337,93.0,102.0,128.0,145.0,219.0,215.0,2,1,1,1,1,1,1,8,1
338,163.0,172.0,159.0,128.0,164.0,233.0,5,5,6,9,5,5,3,6,5
339,320.0,325.0,320.0,246.0,330.0,373.0,4,3,3,5,4,4,1,4,2
340,38.0,75.0,49.0,58.0,76.0,66.0,3,3,2,3,2,4,4,8,5
341,58.0,37.0,64.0,103.0,84.0,112.0,3,2,1,1,1,1,1,4,1
342,220.0,180.0,198.0,213.0,267.0,198.0,7,8,8,8,7,8,4,1,0
343,99.0,119.0,89.0,80.0,113.0,155.0,2,3,3,4,3,1,6,7,4
344,183.0,181.0,157.0,147.0,42.0,80.0,2,3,4,3,7,5,2,2,2
345,65.0,105.0,45.0,105.0,66.0,65.0,2,1,1,1,2,3,10,4,1
346,68.0,76.0,84.0,95.0,76.0,69.0,9,8,9,7,10,8,8,5,3
347,154.0,213.0,227.0,207.0,160.0,170.0,4,4,4,6,5,5,1,4,2
348,214.0,291.0,391.0,340.0,307.0,322.0,7,7,5,6,7,6,3,3,3
349,253.0,286.0,206.0,222.0,166.0,215.0,1,2,1,3,1,3,10,7,12
350,96.0,153.0,178.0,162.0,135.0,230.0,8,7,8,7,10,6,6,3,7
351,197.0,199.0,179.0,150.0,156.0,119.0,2,1,3,3,2,3,1,8,6
352,89.0,95.0,107.0,120.0,58.0,83.0,1,1,1,1,1,1,1,5,0
353,74.0,148.0,133.0,149.0,238.0,225.0,9,7,6,9,5,7,1,8,7
354,123.0,207.0,155.0,169.0,120.0,154.0,8,7,7,9,9,6,4,5,6
355,79.0,133.0,83.0,204.0,155.0,105.0,8,2,1,1,1,9,5,10,8
356,66.0,53.0,101.0,116.0,103.0,103.0,3,5,2,1,2,2,3,4,4
357,187.0,243.0,164.0,145.0,159.0,184.0,8,6,8,8,7,7,5,4,3
358,41.0,66.0,39.0,67.0,73.0,111.0,4,2,4,1,2,2,2,10,2
359,242.0,241.0,229.0,196.0,262.0,221.0,3,4,3,3,2,4,2,4,3
360,348.0,229.0,324.0,386.0,208.0,337.0,3,5,3,4,7,3,1,2,3
361,180.0,111.0,165.0,152.0,141.0,152.0,1,1,2,2,2,2,1,8,4
362,199.0,185.0,126.0,185.0,202.0,269.0,5,7,8,8,5,4,6,9,5
363,178.0,194.0,97.0,60.0,146.0,105.0,1,1,1,4,1,1,1,3,4
364,20.0,177.0,213.0,172.0,179.0,190.0,10,4,4,7,5,6,1,3,9
365,252.0,265.0,318.0,248.0,164.0,184.0,1,1,1,2,3,2,3,4,4
366,76.0,89.0,111.0,102.0,88.0,76.0,10,9,9,8,9,9,5,10,6
367,448.0,384.0,206.0,239.0,200.0,214.0,1,1,2,1,1,1,3,5,3
368,148.0,229.0,209.0,178.0,238.0,280.0,3,2,1,3,2,3,2,4,2
369,66.0,101.0,46.0,74.0,99.0,82.0,2,2,3,2,2,1,4,8,2
370,158.0,201.0,165.0,197.0,216.0,233.0,6,8,9,7,9,6,9,8,7
371,177.0,96.0,179.0,192.0,189.0,289.0,5,7,6,6,6,5,1,8,1
372,193.0,248.0,197.0,254.0,207.0,247.0,8,6,8,6,8,8,4,5,2
373,124.0,90.0,65.0,143.0,200.0,218.0,8,3,6,1,1,1,1,8,7
374,72.0,95.0,67.0,109.0,118.0,96.0,2,1,3,2,2,2,10,1,2
375,72.0,103.0,92.0,80.0,112.0,106.0,1,1,1,1,1,1,4,5,0
376,138.0,125.0,189.0,131.0,197.0,171.0,10,10,10,10,10,10,3,2,0
377,121.0,120.0,143.0,140.0,92.0,188.0,2,1,2,1,2,2,7,9,4
378,101.0,82.0,166.0,127.0,192.0,125.0,2,1,2,2,2,2,5,5,6
379,63.0,50.0,41.0,76.0,84.0,90.0,5,5,6,5,3,4,6,1,6
380,118.0,194.0,180.0,191.0,175.0,212.0,10,7,9,9,10,10,2,8,6
381,76.0,93.0,87.0,59.0,75.0,83.0,8,4,3,3,3,3,2,1,3
382,81.0,67.0,79.0,78.0,136.0,138.0,1,1,2,2,4,1,8,3,8
383,43.0,72.0,35.0,69.0,39.0,102.0,3,2,2,1,2,2,5,5,0
384,137.0,136.0,91.0,195.0,249.0,331.0,9,9,10,9,8,6,6,1,2
385,193.0,173.0,222.0,187.0,177.0,210.0,9,6,5,9,9,9,2,8,7
386,156.0,212.0,206.0,115.0,55.0,72.0,2,4,2,3,8,4,1,6,7
387,179.0,229.0,246.0,281.0,249.0,213.0,2,1,1,1,1,1,4,4,1
388,150.0,112.0,122.0,121.0,129.0,100.0,1,1,1,1,1,1,4,10,2
389,465.0,389.0,407.0,273.0,475.0,484.0,5,5,5,8,5,5,1,1,2
390,155.0,145.0,171.0,206.0,159.0,187.0,8,7,7,6,8,7,10,2,2
391,292.0,347.0,255.0,26.0,38.0,77.0,1,1,1,6,9,2,1,3,6
392,137.0,73.0,55.0,73.0,62.0,127.0,9,10,10,8,10,8,10,3,11
393,50.0,86.0,38.0,100.0,71.0,81.0,2,1,8,1,1,1,4,3,4
394,228.0,214.0,171.0,165.0,240.0,306.0,5,5,8,8,5,5,10,2,3
395,273.0,232.0,219.0,214.0,262.0,289.0,6,7,8,7,3,7,5,10,8
396,160.0,203.0,177.0,276.0,160.0,179.0,7,5,8,5,7,6,2,8,4
397,204.0,152.0,159.0,160.0,242.0,272.0,5,5,5,4,6,6,1,3,5
398,199.0,254.0,108.0,88.0,117.0,106.0,1,2,2,1,4,1,3,3,8
399,53.0,80.0,53.0,74.0,59.0,63.0,1,1,1,1,1,1,1,7,0
400,155.0,179.0,159.0,205.0,205.0,175.0,1,1,2,1,1,1,6,10,4
401,85.0,62.0,61.0,73.0,97.0,68.0,1,1,2,1,1,2,9,6,0
402,110.0,94.0,78.0,98.0,89.0,99.0,3,4,4,4,2,4,5,10,2
403,152.0,140.0,142.0,167.0,158.0,202.0,9,10,10,9,8,9,8,2,4
404,122.0,118.0,164.0,142.0,114.0,169.0,2,2,3,3,3,3,9,8,2
405,162.0,147.0,155.0,73.0,78.0,52.0,3,3,3,5,5,5,1,3,3
406,163.0,151.0,139.0,179.0,214.0,221.0,9,9,9,9,9,9,1,1,2
407,95.0,118.0,94.0,72.0,43.0,74.0,1,1,1,1,2,1,2,2,0
408,77.0,77.0,64.0,87.0,49.0,117.0,1,1,1,1,1,1,2,1,0
409,94.0,126.0,82.0,103.0,105.0,113.0,1,1,2,1,2,1,5,7,2
410,69.0,79.0,78.0,85.0,80.0,108.0,10,10,9,9,9,9,5,9,7
411,212.0,120.0,110.0,157.0,112.0,134.0,1,2,3,2,2,3,4,7,1
412,121.0,187.0,168.0,223.0,213.0,257.0,1,2,3,2,3,2,2,7,2
413,149.0,155.0,166.0,180.0,189.0,122.0,2,3,1,3,2,2,9,6,9
414,96.0,161.0,63.0,101.0,106.0,126.0,1,2,3,1,2,1,1,3,6
415,128.0,280.0,359.0,215.0,420.0,438.0,10,9,7,10,6,7,5,3,1
416,87.0,95.0,92.0,84.0,97.0,84.0,1,1,1,1,1,2,7,8,1
417,76.0,103.0,76.0,107.0,68.0,58.0,2,3,5,2,3,3,5,3,3
418,108.0,170.0,199.0,276.0,213.0,175.0,6,6,4,4,5,7,6,2,3
419,83.0,147.0,80.0,80.0,87.0,57.0,4,1,2,2,2,4,7,5,3
420,104.0,137.0,175.0,135.0,108.0,157.0,7,3,3,4,4,3,8,8,4
421,400.0,475.0,389.0,416.0,527.0,503.0,1,1,1,2,1,1,6,5,0
422,71.0,116.0,101.0,73.0,62.0,75.0,8,4,6,6,9,4,8,1,1
423,137.0,117.0,122.0,80.0,82.0,102.0,2,3,2,2,5,4,4,9,3
424,192.0,180.0,203.0,174.0,170.0,234.0,10,10,10,10,10,10,5,8,0
425,104.0,118.0,117.0,147.0,120.0,191.0,6,4,7,7,8,5,7,3,4
426,60.0,138.0,107.0,142.0,115.0,106.0,8,2,2,3,2,2,4,3,4
427,78.0,46.0,87.0,92.0,80.0,65.0,5,10,4,5,3,5,5,2,8
428,209.0,174.0,210.0,170.0,164.0,194.0,1,1,1,1,2,1,4,7,4
429,111.0,175.0,177.0,74.0,137.0,180.0,2,1,2,7,2,2,9,9,3
430,111.0,156.0,84.0,106.0,82.0,96.0,1,2,2,1,3,3,5,8,3
431,60.0,59.0,73.0,92.0,86.0,105.0,6,8,6,5,7,5,2,9,2
432,124.0,145.0,127.0,124.0,133.0,137.0,3,1,4,3,3,3,8,1,6
433,118.0,104.0,107.0,151.0,74.0,146.0,1,2,2,2,4,1,7,8,1
434,266.0,243.0,324.0,285.0,256.0,304.0,2,3,2,3,3,3,2,5,4
435,91.0,132.0,87.0,46.0,76.0,93.0,2,3,5,10,7,4,1,7,3
436,45.0,77.0,77.0,80.0,131.0,168.0,2,1,2,1,2,2,1,9,1
437,22.0,4.0,207.0,191.0,188.0,240.0,10,10,10,10,10,8,9,5,4
438,131.0,148.0,93.0,86.0,64.0,115.0,1,1,1,2,2,2,3,5,2
439,109.0,251.0,229.0,124.0,298.0,336.0,10,8,9,10,7,8,5,9,1
440,87.0,88.0,148.0,117.0,114.0,86.0,1,1,2,1,2,3,4,2,3
441,116.0,104.0,106.0,137.0,61.0,109.0,5,2,3,4,4,4,1,9,5
442,446.0,458.0,465.0,551.0,513.0,623.0,3,4,3,4,3,3,1,6,2
443,72.0,90.0,58.0,87.0,69.0,58.0,3,1,1,1,1,2,4,9,1
444,99.0,138.0,178.0,157.0,122.0,193.0,2,2,1,2,2,1,2,3,6
445,86.0,109.0,62.0,78.0,76.0,87.0,9,8,10,9,9,9,8,2,2
446,308.0,276.0,284.0,340.0,262.0,318.0,4,7,6,6,5,5,2,4,3
447,165.0,123.0,128.0,78.0,62.0,95.0,5,5,4,7,5,3,2,8,2
448,57.0,139.0,87.0,92.0,87.0,46.0,3,1,1,2,1,5,1,6,2
449,185.0,215.0,203.0,192.0,230.0,236.0,4,3,2,1,5,2,8,5,10
450,171.0,227.0,111.0,158.0,168.0,142.0,2,1,1,1,1,1,3,9,3
451,166.0,171.0,254.0,235.0,226.0,208.0,4,3,3,4,6,3,3,9,6
452,54.0,150.0,337.0,345.0,379.0,475.0,10,10,5,5,6,5,6,10,6
453,73.0,167.0,133.0,116.0,93.0,123.0,5,1,3,3,4,4,1,6,6
454,148.0,147.0,143.0,189.0,154.0,148.0,6,8,6,6,6,7,4,1,3
455,114.0,154.0,173.0,182.0,97.0,99.0,1,1,1,1,2,1,4,7,2
456,368.0,264.0,389.0,373.0,313.0,405.0,5,5,5,3,4,3,10,2,8
457,722.0,766.0,587.0,502.0,504.0,802.0,1,1,1,1,1,1,9,4,5
458,213.0,192.0,143.0,199.0,210.0,214.0,7,8,8,7,8,7,5,1,3
459,218.0,211.0,234.0,217.0,203.0,225.0,3,4,2,4,4,3,10,8,3
461,44.0,65.0,104.0,125.0,75.0,156.0,10,8,7,9,10,7,3,8,6
462,99.0,84.0,116.0,125.0,117.0,190.0,2,2,1,1,3,1,6,6,4
463,125.0,131.0,159.0,133.0,74.0,95.0,2,2,1,2,3,3,5,8,3
464,151.0,378.0,285.0,192.0,234.0,257.0,4,4,4,7,6,3,5,9,7
465,254.0,217.0,167.0,214.0,215.0,192.0,4,4,8,5,4,6,1,5,5
466,151.0,119.0,186.0,123.0,123.0,81.0,1,1,1,1,1,1,7,7,1
467,197.0,178.0,169.0,200.0,266.0,213.0,3,4,7,5,5,7,6,1,3
468,141.0,162.0,174.0,214.0,236.0,287.0,2,2,2,3,2,2,8,1,4
469,111.0,80.0,102.0,133.0,47.0,146.0,5,2,3,3,10,4,9,1,6
470,175.0,262.0,162.0,153.0,137.0,231.0,9,7,9,10,10,9,2,6,3
471,26.0,95.0,162.0,102.0,117.0,93.0,4,1,1,1,1,1,7,8,0
472,129.0,132.0,113.0,186.0,181.0,234.0,9,10,10,9,9,9,5,8,4
473,190.0,169.0,184.0,207.0,159.0,196.0,6,8,8,6,7,8,2,2,3
474,288.0,344.0,364.0,359.0,253.0,344.0,1,1,2,1,2,1,1,4,5
475,159.0,146.0,176.0,164.0,157.0,148.0,2,4,4,5,5,5,1,4,3
476,310.0,290.0,296.0,357.0,318.0,412.0,7,7,7,6,7,5,1,8,1
477,74.0,75.0,97.0,124.0,131.0,86.0,2,1,1,1,1,1,1,7,0
478,103.0,166.0,105.0,145.0,198.0,96.0,1,1,1,1,1,1,9,7,0
479,137.0,212.0,161.0,150.0,174.0,221.0,9,5,9,10,8,9,2,1,12
480,163.0,152.0,89.0,139.0,139.0,142.0,1,1,2,1,1,1,3,9,3
481,131.0,136.0,149.0,132.0,124.0,110.0,2,2,1,2,2,2,9,2,2
482,109.0,166.0,117.0,171.0,140.0,138.0,10,9,9,7,9,8,10,8,4
483,59.0,78.0,66.0,64.0,69.0,84.0,9,8,10,10,7,10,6,3,5
484,107.0,95.0,95.0,97.0,66.0,78.0,2,3,3,3,5,3,1,1,4
485,79.0,51.0,73.0,79.0,125.0,86.0,1,1,1,1,1,1,2,4,0
486,75.0,189.0,130.0,174.0,122.0,125.0,1,1,1,1,1,1,4,2,0
487,152.0,221.0,254.0,219.0,223.0,284.0,9,7,7,8,8,6,5,5,3
488,279.0,348.0,391.0,390.0,280.0,337.0,7,7,6,6,8,7,9,8,0
489,115.0,119.0,167.0,227.0,149.0,259.0,1,2,3,1,2,2,7,4,5
490,89.0,146.0,96.0,105.0,157.0,162.0,5,4,5,4,4,3,5,2,1
491,245.0,244.0,293.0,220.0,171.0,171.0,6,5,5,5,9,8,6,1,8
492,113.0,177.0,186.0,110.0,70.0,61.0,2,1,1,2,2,5,6,6,2
493,228.0,264.0,247.0,300.0,277.0,285.0,7,7,8,5,6,6,6,7,4
494,91.0,131.0,102.0,168.0,80.0,134.0,3,2,4,3,5,3,10,4,4
495,130.0,144.0,150.0,144.0,167.0,198.0,8,10,10,10,10,9,9,2,5
496,219.0,193.0,221.0,184.0,169.0,225.0,4,8,3,7,5,3,5,1,9
497,222.0,241.0,287.0,247.0,309.0,295.0,7,7,7,8,6,6,9,6,2
498,145.0,51.0,128.0,118.0,169.0,240.0,6,10,5,9,6,7,1,4,8
499,93.0,57.0,43.0,96.0,153.0,141.0,8,10,10,10,8,9,5,10,4
500,277.0,383.0,203.0,237.0,219.0,299.0,5,5,5,7,4,5,3,9,12
501,24.0,73.0,39.0,92.0,61.0,72.0,2,1,2,1,1,1,2,3,0
502,224.0,259.0,262.0,308.0,332.0,342.0,1,2,2,2,1,2,1,7,2
503,517.0,427.0,452.0,616.0,629.0,517.0,2,2,2,1,1,1,2,7,4
504,83.0,112.0,110.0,66.0,140.0,152.0,1,1,1,2,1,1,8,7,1
505,224.0,231.0,152.0,241.0,256.0,244.0,1,1,1,1,1,1,1,7,1
506,99.0,93.0,56.0,121.0,162.0,170.0,3,3,9,4,1,5,6,8,6
507,169.0,168.0,142.0,159.0,143.0,111.0,3,2,3,3,4,4,2,4,3
508,214.0,119.0,150.0,74.0,113.0,130.0,1,1,1,1,1,2,9,5,1
509,118.0,102.0,129.0,132.0,114.0,102.0,3,3,1,3,3,3,3,6,3
510,134.0,175.0,138.0,157.0,154.0,134.0,1,1,2,2,2,3,5,1,3
511,134.0,203.0,202.0,246.0,208.0,161.0,9,8,8,8,9,8,3,6,4
512,104.0,106.0,122.0,119.0,247.0,160.0,9,10,9,10,8,9,10,1,6
513,60.0,63.0,52.0,90.0,71.0,79.0,3,2,4,1,4,3,5,5,4
514,184.0,216.0,167.0,142.0,163.0,186.0,6,7,7,6,7,7,2,8,6
515,85.0,118.0,129.0,129.0,92.0,101.0,2,1,3,1,2,1,4,7,5
516,238.0,286.0,272.0,265.0,284.0,267.0,8,7,8,9,7,9,4,8,5
517,81.0,122.0,97.0,153.0,149.0,139.0,4,3,6,1,2,2,1,1,5
518,145.0,196.0,229.0,146.0,176.0,178.0,1,1,1,2,2,2,5,4,1
519,27.0,22.0,9.0,139.0,164.0,193.0,10,6,10,2,2,3,4,6,11
520,46.0,99.0,102.0,136.0,96.0,83.0,1,1,2,2,3,3,9,8,3
521,225.0,206.0,194.0,355.0,308.0,349.0,1,1,1,1,1,1,7,2,6
522,96.0,168.0,225.0,257.0,177.0,174.0,8,4,4,3,2,3,4,3,3
523,363.0,384.0,329.0,142.0,364.0,342.0,5,5,5,9,5,5,1,9,2
524,299.0,296.0,284.0,281.0,285.0,288.0,5,4,5,6,4,6,10,9,7
525,101.0,142.0,103.0,143.0,184.0,182.0,2,4,3,3,3,3,1,8,4
526,176.0,200.0,228.0,201.0,269.0,298.0,1,1,2,3,6,3,8,9,8
527,8.0,117.0,277.0,278.0,221.0,271.0,10,4,9,8,10,9,5,1,9
528,48.0,59.0,75.0,62.0,83.0,100.0,10,10,10,10,10,10,2,9,2
529,165.0,193.0,173.0,155.0,200.0,233.0,1,1,1,2,1,1,10,7,2
530,43.0,92.0,79.0,81.0,80.0,124.0,7,5,6,4,8,5,8,2,5
531,31.0,136.0,173.0,29.0,41.0,93.0,9,3,2,3,5,2,1,3,4
532,67.0,58.0,82.0,56.0,68.0,91.0,2,2,1,2,2,1,10,4,2
533,159.0,136.0,197.0,195.0,200.0,215.0,7,9,7,8,8,8,10,2,1
534,47.0,54.0,100.0,107.0,57.0,80.0,6,6,4,4,6,7,5,2,1
535,100.0,81.0,55.0,60.0,87.0,101.0,1,1,1,1,2,1,7,2,2
536,62.0,66.0,64.0,87.0,172.0,101.0,9,10,9,10,10,10,10,4,8
537,144.0,192.0,192.0,198.0,245.0,241.0,9,9,9,9,8,9,10,6,0
538,81.0,107.0,132.0,113.0,113.0,124.0,4,3,1,1,2,3,8,6,4
539,68.0,128.0,98.0,153.0,166.0,133.0,3,2,4,3,4,4,9,2,2
540,115.0,233.0,128.0,144.0,150.0,149.0,8,4,8,7,8,9,3,9,5
541,247.0,238.0,285.0,251.0,241.0,296.0,7,7,5,5,6,6,5,7,2
542,48.0,87.0,117.0,132.0,107.0,111.0,10,6,4,4,8,5,1,10,6
543,112.0,145.0,92.0,136.0,135.0,228.0,4,4,6,4,5,4,1,3,1
544,115.0,150.0,103.0,90.0,113.0,138.0,1,1,2,2,2,1,4,6,3
545,123.0,82.0,72.0,82.0,63.0,56.0,2,3,2,3,4,4,5,7,5
546,78.0,60.0,70.0,54.0,81.0,91.0,1,1,2,3,1,1,6,9,0
547,197.0,233.0,239.0,235.0,168.0,220.0,1,1,1,1,1,1,4,7,1
548,169.0,100.0,203.0,134.0,189.0,174.0,2,5,2,4,1,3,8,2,7
549,128.0,100.0,98.0,140.0,113.0,98.0,2,2,4,2,2,3,5,4,3
550,50.0,72.0,112.0,141.0,131.0,144.0,9,9,4,4,1,3,1,4,4
551,177.0,266.0,220.0,239.0,257.0,307.0,8,6,7,6,5,7,3,8,5
552,99.0,163.0,123.0,88.0,86.0,94.0,6,3,4,5,7,6,6,6,0
553,123.0,107.0,130.0,119.0,127.0,128.0,4,2,2,1,2,3,4,5,5
554,54.0,110.0,85.0,76.0,105.0,105.0,2,1,1,1,1,1,9,1,0
555,127.0,115.0,139.0,183.0,113.0,116.0,5,5,7,4,4,4,3,8,5
556,282.0,263.0,218.0,259.0,242.0,212.0,5,4,7,5,6,7,1,3,2
557,218.0,310.0,191.0,200.0,329.0,257.0,6,5,8,6,6,7,3,1,8
558,84.0,77.0,65.0,83.0,73.0,184.0,7,4,10,5,7,4,1,4,9
559,143.0,168.0,163.0,175.0,162.0,141.0,1,1,1,1,2,2,6,9,3
560,74.0,83.0,73.0,61.0,40.0,89.0,1,1,1,2,1,1,3,2,0
561,134.0,206.0,274.0,152.0,182.0,227.0,2,2,2,3,2,1,1,2,1
562,106.0,151.0,82.0,105.0,77.0,83.0,1,1,1,1,1,1,3,5,0
563,287.0,331.0,288.0,269.0,302.0,349.0,5,5,4,7,4,5,2,9,6
564,179.0,233.0,215.0,204.0,149.0,67.0,2,1,2,1,1,3,9,7,5
565,73.0,97.0,83.0,119.0,90.0,98.0,1,1,1,2,2,1,8,10,2
566,97.0,115.0,89.0,74.0,55.0,107.0,1,1,4,4,3,1,3,5,4
567,112.0,83.0,141.0,142.0,223.0,199.0,1,2,2,4,1,3,2,2,7
568,42.0,80.0,106.0,95.0,146.0,168.0,10,10,10,10,9,9,2,5,4
569,74.0,142.0,157.0,238.0,151.0,91.0,6,3,3,2,4,3,4,4,3
570,158.0,176.0,195.0,133.0,143.0,131.0,9,9,8,9,9,9,6,6,1
571,103.0,137.0,134.0,91.0,84.0,90.0,1,3,1,2,1,4,3,8,8
572,67.0,76.0,118.0,89.0,94.0,128.0,4,6,3,3,1,1,5,5,4
573,13.0,50.0,362.0,341.0,385.0,377.0,9,4,2,4,2,2,2,9,6
574,375.0,304.0,208.0,193.0,214.0,133.0,2,1,4,3,2,7,3,4,9
575,159.0,187.0,155.0,127.0,123.0,138.0,5,4,4,3,2,3,9,8,4
576,127.0,156.0,153.0,123.0,116.0,170.0,3,2,1,2,2,1,10,8,1
577,96.0,78.0,73.0,177.0,139.0,154.0,2,3,2,3,2,3,9,6,9
578,224.0,308.0,229.0,317.0,329.0,292.0,1,1,1,1,1,2,9,3,1
579,53.0,82.0,59.0,57.0,100.0,114.0,10,10,10,10,10,10,7,3,6
580,133.0,97.0,154.0,70.0,161.0,170.0,6,8,6,5,5,6,1,7,4
581,138.0,100.0,126.0,143.0,175.0,194.0,8,9,9,9,9,7,3,1,4
582,78.0,138.0,75.0,66.0,101.0,77.0,8,3,8,9,6,9,3,7,6
583,183.0,175.0,142.0,227.0,166.0,89.0,9,9,10,9,10,10,2,7,0
584,97.0,95.0,104.0,134.0,95.0,135.0,2,3,5,3,3,4,6,10,4
585,59.0,109.0,145.0,118.0,154.0,76.0,1,1,1,1,1,1,10,8,0
586,49.0,108.0,117.0,46.0,81.0,99.0,1,1,1,2,2,3,4,10,1
587,93.0,101.0,107.0,93.0,61.0,111.0,3,1,1,1,2,3,8,3,3
588,510.0,387.0,426.0,381.0,263.0,372.0,1,1,1,1,1,2,5,6,5
589,191.0,145.0,67.0,83.0,70.0,114.0,2,3,3,5,4,6,1,6,5
590,100.0,81.0,161.0,122.0,144.0,234.0,10,10,10,9,9,7,6,1,8
591,218.0,228.0,238.0,184.0,196.0,222.0,10,9,9,10,10,10,6,5,0
592,148.0,108.0,172.0,149.0,161.0,164.0,7,6,4,5,5,5,6,5,3
593,40.0,97.0,51.0,77.0,34.0,94.0,5,2,4,4,7,2,10,1,3
594,35.0,78.0,121.0,83.0,64.0,96.0,2,1,1,1,1,1,5,8,0
595,38.0,41.0,44.0,37.0,55.0,55.0,4,4,5,7,6,7,6,4,1
596,279.0,240.0,281.0,250.0,137.0,125.0,1,2,1,1,1,2,7,5,2
597,144.0,172.0,109.0,135.0,122.0,80.0,2,2,2,3,3,4,2,4,2
598,89.0,121.0,140.0,111.0,153.0,117.0,9,6,9,9,10,9,3,1,10
599,134.0,139.0,108.0,206.0,144.0,203.0,2,4,5,2,4,3,8,7,4
600,180.0,264.0,375.0,275.0,352.0,351.0,6,5,3,2,3,4,2,3,4
601,113.0,100.0,85.0,90.0,81.0,89.0,3,3,5,4,4,4,9,9,0
602,40.0,21.0,53.0,44.0,98.0,112.0,3,3,1,2,2,2,1,8,1
603,115.0,138.0,117.0,126.0,95.0,59.0,3,2,1,1,1,5,7,7,4
604,85.0,162.0,86.0,100.0,65.0,83.0,5,2,7,4,6,4,1,1,3
605,125.0,193.0,184.0,116.0,127.0,147.0,10,9,10,10,10,10,4,7,5
606,95.0,169.0,59.0,132.0,60.0,54.0,1,1,3,1,3,6,5,10,4
607,121.0,180.0,133.0,140.0,154.0,187.0,6,5,4,5,8,5,3,10,4
608,197.0,202.0,215.0,208.0,233.0,220.0,1,1,1,2,4,1,3,2,7
609,89.0,83.0,112.0,121.0,78.0,131.0,10,10,10,9,10,9,7,4,3
610,52.0,81.0,101.0,130.0,188.0,69.0,9,2,1,1,2,3,8,2,6
611,86.0,118.0,127.0,95.0,83.0,118.0,2,1,2,3,3,2,1,1,2
612,130.0,120.0,116.0,210.0,105.0,39.0,2,2,2,1,3,9,7,5,1
613,212.0,193.0,214.0,242.0,228.0,233.0,1,3,2,1,3,1,1,5,7
614,84.0,120.0,84.0,71.0,55.0,111.0,2,1,2,3,3,1,1,9,3
615,49.0,69.0,105.0,108.0,142.0,132.0,4,3,4,4,3,3,8,1,3
616,149.0,182.0,203.0,197.0,185.0,177.0,9,9,7,8,9,8,3,6,4
617,109.0,113.0,118.0,134.0,136.0,132.0,1,2,1,1,1,2,7,7,3
618,73.0,92.0,189.0,240.0,192.0,160.0,7,2,2,2,3,5,3,7,5
619,294.0,342.0,307.0,381.0,299.0,379.0,6,6,6,5,5,4,10,2,2
620,40.0,85.0,68.0,80.0,87.0,120.0,3,1,1,1,1,1,10,4,0
621,115.0,106.0,133.0,154.0,122.0,113.0,9,10,9,9,10,10,6,10,3
622,85.0,152.0,118.0,82.0,82.0,95.0,2,1,3,4,4,3,2,1,2
623,104.0,145.0,219.0,346.0,182.0,218.0,9,9,7,5,6,6,6,6,3
624,229.0,205.0,169.0,219.0,197.0,225.0,6,7,8,7,8,8,7,7,1
625,77.0,97.0,89.0,154.0,109.0,141.0,8,9,9,6,9,9,3,5,4
626,114.0,193.0,233.0,129.0,165.0,141.0,9,8,8,10,9,10,9,10,3
627,78.0,78.0,89.0,138.0,84.0,73.0,5,6,3,3,4,3,1,4,4
628,440.0,381.0,425.0,344.0,412.0,438.0,2,6,4,4,3,3,7,3,7
629,245.0,230.0,201.0,152.0,230.0,194.0,5,5,5,5,4,7,1,9,2
630,149.0,187.0,188.0,115.0,123.0,46.0,2,2,2,4,3,5,7,9,1
631,85.0,94.0,56.0,122.0,105.0,92.0,2,2,2,1,1,2,4,1,2
632,139.0,105.0,176.0,134.0,61.0,82.0,5,6,4,5,8,9,2,4,2
