,°í°´¹øÈ£,ÀÇ·ù_ÃÑ±¸¸Å¾×1,ÀÇ·ù_ÃÑ±¸¸Å¾×2,ÀÇ·ù_ÃÑ±¸¸Å¾×3,ÀÇ·ù_ÃÑ±¸¸Å¾×4,ÀÇ·ù_ÃÑ±¸¸Å¾×5,ÀÇ·ù_ÃÑ±¸¸Å¾×6,ÀÇ·ù_ÃÑ±¸¸Å¾×7,ÀÇ·ù_ÃÑ±¸¸Å¾×8,ÀÇ·ù_ÃÑ±¸¸ÅÈ½¼ö1,ÀÇ·ù_ÃÑ±¸¸ÅÈ½¼ö2,ÀÇ·ù_ÃÑ±¸¸ÅÈ½¼ö3,ÀÇ·ù_ÃÑ±¸¸ÅÈ½¼ö4,ÀÇ·ù_ÃÑ±¸¸ÅÈ½¼ö5,ÀÇ·ù_ÃÑ±¸¸ÅÈ½¼ö6,ÀÇ·ù_ÃÑ±¸¸ÅÈ½¼ö7,ÀÇ·ù_ÃÑ±¸¸ÅÈ½¼ö8
164,167,2306153.0,2685743.0,1278333.0,4985065.0,753734.0,2841476.0,2492052.0,876803.0,13.0,9.0,4.0,14.0,9.0,7.0,6.0,12.0
165,168,4034194.0,2650957.0,4203927.0,7323493.0,2493792.0,5205291.0,3766345.0,4807580.0,14.0,20.0,19.0,19.0,13.0,24.0,11.0,24.0
166,169,363706.0,227545.0,7909.0,44341.0,285505.0,284065.0,157672.0,400229.0,5.0,4.0,1.0,3.0,7.0,7.0,2.0,7.0
167,170,35722.0,149982.0,33894.0,35474.0,88999.0,15013.0,33787.0,278524.0,4.0,5.0,2.0,3.0,2.0,1.0,2.0,15.0
168,171,1458843.0,544679.0,3189947.0,1175449.0,669811.0,2797629.0,4275064.0,1562588.0,8.0,5.0,12.0,5.0,7.0,16.0,21.0,12.0
169,172,156366.0,374025.0,275820.0,286776.0,231651.0,272213.0,96315.0,261133.0,2.0,4.0,4.0,4.0,2.0,5.0,2.0,4.0
170,173,81285.0,419144.0,901700.0,120521.0,33547.0,1015612.0,143368.0,167288.0,6.0,17.0,20.0,7.0,3.0,14.0,5.0,12.0
171,175,103818.0,56552.0,95808.0,15697.0,107608.0,103373.0,176480.0,18425.0,3.0,3.0,2.0,2.0,3.0,6.0,5.0,2.0
172,176,16729.0,0.0,0.0,0.0,0.0,260299.0,5575.0,0.0,1.0,0.0,0.0,0.0,0.0,10.0,3.0,0.0
173,177,1163252.0,8997402.0,2452870.0,6398938.0,9179824.0,4381862.0,1179385.0,8464062.0,15.0,28.0,20.0,32.0,27.0,29.0,16.0,18.0
174,178,1714420.0,454299.0,0.0,1710264.0,600220.0,293284.0,551402.0,325041.0,13.0,7.0,0.0,5.0,5.0,5.0,5.0,4.0
175,179,2779337.0,1986098.0,1633450.0,1225119.0,4415131.0,2496827.0,1399046.0,1228054.0,20.0,15.0,25.0,18.0,18.0,35.0,22.0,14.0
176,180,80692.0,198652.0,31838.0,22747.0,216936.0,87610.0,12839.0,918990.0,2.0,2.0,3.0,1.0,2.0,2.0,1.0,9.0
177,181,4165398.0,1560726.0,1633951.0,7466638.0,3283976.0,6875342.0,8079025.0,2914163.0,26.0,19.0,16.0,28.0,20.0,35.0,27.0,20.0
178,182,1023663.0,3473575.0,3244888.0,962838.0,2268675.0,7834200.0,4217829.0,2771052.0,2.0,13.0,11.0,4.0,3.0,7.0,12.0,7.0
179,183,160399.0,20602.0,97616.0,189694.0,60884.0,23162.0,0.0,14707.0,8.0,2.0,4.0,4.0,5.0,3.0,0.0,3.0
180,184,4587096.0,4252835.0,1540234.0,4759339.0,20025.0,1747433.0,204105.0,1262516.0,22.0,26.0,13.0,28.0,2.0,15.0,6.0,11.0
181,185,0.0,14833.0,21240.0,231358.0,32464.0,19184.0,137626.0,40154.0,0.0,1.0,1.0,3.0,4.0,2.0,6.0,5.0
182,186,1250193.0,3703017.0,1002344.0,2763922.0,997956.0,2181088.0,1567104.0,1048999.0,13.0,31.0,6.0,10.0,3.0,6.0,10.0,10.0
183,187,3505629.0,1482334.0,1191981.0,945641.0,382991.0,1224872.0,906760.0,1404811.0,23.0,17.0,16.0,8.0,5.0,17.0,13.0,11.0
184,188,14761.0,0.0,62139.0,52677.0,0.0,10723.0,77710.0,365940.0,1.0,0.0,5.0,4.0,0.0,1.0,1.0,4.0
185,189,783701.0,2521311.0,5068377.0,1893343.0,372554.0,1716924.0,2507628.0,2391381.0,3.0,8.0,15.0,13.0,5.0,14.0,18.0,12.0
186,190,1681750.0,1146693.0,1096366.0,1163529.0,4215558.0,4159513.0,602543.0,1063163.0,5.0,8.0,8.0,12.0,15.0,22.0,8.0,14.0
187,191,6159556.0,5973328.0,7126852.0,9283444.0,2758193.0,2706062.0,12915808.0,9386041.0,31.0,35.0,37.0,40.0,18.0,27.0,46.0,42.0
188,192,234402.0,1532667.0,197265.0,162132.0,295924.0,625572.0,181548.0,107146.0,7.0,16.0,6.0,8.0,10.0,10.0,8.0,6.0
189,193,59830.0,106923.0,214211.0,34320.0,13856.0,116670.0,131768.0,62628.0,4.0,9.0,8.0,5.0,3.0,4.0,8.0,2.0
190,194,752900.0,671923.0,376113.0,682509.0,438325.0,665493.0,418505.0,756584.0,22.0,22.0,19.0,25.0,16.0,24.0,23.0,18.0
191,195,540838.0,284920.0,421758.0,364934.0,79289.0,150330.0,191886.0,57175.0,19.0,15.0,13.0,17.0,8.0,12.0,12.0,5.0
192,196,1060703.0,4141336.0,1230204.0,2704541.0,2385863.0,2091075.0,744999.0,2141855.0,17.0,37.0,22.0,19.0,29.0,22.0,15.0,29.0
193,197,1560643.0,3991928.0,1466989.0,7983715.0,2901881.0,24743737.0,23628327.0,9673518.0,34.0,33.0,23.0,40.0,27.0,53.0,21.0,39.0
194,198,205294.0,909874.0,383344.0,1121534.0,134813.0,1290565.0,489345.0,1175074.0,9.0,18.0,12.0,23.0,10.0,22.0,14.0,20.0
195,199,227907.0,502681.0,297592.0,2012763.0,335569.0,837391.0,85368.0,1043952.0,4.0,6.0,4.0,16.0,3.0,11.0,2.0,13.0
196,200,154497.0,165123.0,65529.0,666900.0,0.0,1306218.0,0.0,851851.0,4.0,2.0,4.0,2.0,0.0,4.0,0.0,3.0
197,201,9952715.0,6761736.0,8241838.0,9893057.0,2793560.0,4258384.0,4940351.0,8672355.0,31.0,39.0,28.0,37.0,6.0,23.0,23.0,21.0
198,202,4222787.0,7860774.0,4873890.0,8404224.0,5567864.0,5389560.0,8434184.0,12012877.0,9.0,31.0,22.0,45.0,24.0,44.0,31.0,35.0
199,203,209014.0,124432.0,158614.0,90015.0,167379.0,238811.0,151479.0,123275.0,12.0,12.0,13.0,11.0,10.0,15.0,12.0,7.0
200,204,1569963.0,1911328.0,1885309.0,2383283.0,985972.0,1379782.0,1784847.0,2266293.0,31.0,48.0,37.0,31.0,19.0,29.0,42.0,35.0
201,205,2440311.0,1568616.0,496042.0,2208489.0,1309251.0,266530.0,330435.0,318804.0,8.0,6.0,6.0,8.0,4.0,4.0,5.0,2.0
202,206,399528.0,70046.0,917776.0,386031.0,84853.0,36009.0,394947.0,227216.0,13.0,2.0,16.0,11.0,8.0,2.0,10.0,12.0
203,207,78724.0,32139.0,96260.0,24831.0,0.0,75706.0,96404.0,16525.0,5.0,1.0,3.0,1.0,0.0,7.0,5.0,1.0
204,208,767071.0,6697316.0,12769565.0,7996690.0,6410284.0,1201236.0,456236.0,0.0,9.0,62.0,50.0,54.0,43.0,5.0,5.0,0.0
205,209,3139314.0,1108643.0,1237988.0,2002920.0,360043.0,2668425.0,1297270.0,382869.0,16.0,16.0,19.0,22.0,10.0,24.0,18.0,12.0
206,210,34540.0,99919.0,119873.0,45939.0,96888.0,16943.0,141455.0,26356.0,3.0,7.0,5.0,4.0,2.0,2.0,7.0,3.0
207,211,324050.0,0.0,486608.0,205569.0,214711.0,1051119.0,3121626.0,2353884.0,6.0,0.0,4.0,3.0,2.0,7.0,16.0,9.0
208,212,1020171.0,274734.0,429418.0,204238.0,0.0,934008.0,450491.0,0.0,6.0,2.0,4.0,3.0,0.0,5.0,7.0,0.0
209,213,269385.0,130614.0,26889.0,466388.0,693742.0,1039203.0,975879.0,329792.0,6.0,8.0,3.0,12.0,16.0,20.0,6.0,14.0
210,214,704042.0,1015203.0,128572.0,62078.0,673918.0,2784868.0,595774.0,1081874.0,11.0,15.0,7.0,3.0,9.0,5.0,5.0,13.0
211,215,113954.0,415259.0,274962.0,407589.0,347399.0,1005918.0,808509.0,384115.0,10.0,13.0,11.0,15.0,21.0,27.0,26.0,46.0
212,216,83644.0,386282.0,235001.0,53033.0,381110.0,128037.0,188306.0,167810.0,3.0,9.0,6.0,1.0,5.0,4.0,6.0,5.0
213,217,506935.0,294605.0,176477.0,479936.0,465872.0,193150.0,203679.0,583662.0,10.0,5.0,6.0,10.0,8.0,4.0,5.0,7.0
214,218,8511251.0,18231045.0,10153431.0,16967925.0,6576043.0,9072085.0,18536738.0,21447560.0,14.0,49.0,36.0,49.0,19.0,34.0,32.0,52.0
215,219,2768136.0,5373290.0,1240305.0,7711680.0,2346187.0,5450588.0,2733392.0,2294008.0,12.0,18.0,14.0,32.0,11.0,20.0,8.0,9.0
216,220,71344.0,355793.0,85978.0,52945.0,15676.0,332745.0,1128707.0,94026.0,6.0,13.0,5.0,4.0,2.0,12.0,15.0,6.0
217,221,262939.0,64278.0,67223.0,685881.0,378450.0,44930.0,170622.0,94934.0,8.0,3.0,5.0,15.0,10.0,4.0,8.0,11.0
218,222,7973192.0,4095479.0,5859143.0,4356715.0,7358581.0,3493151.0,15398892.0,2566172.0,23.0,28.0,28.0,22.0,27.0,29.0,34.0,24.0
219,223,1990548.0,848895.0,292892.0,1505893.0,6653322.0,1641036.0,1501320.0,1874278.0,5.0,8.0,3.0,8.0,6.0,12.0,7.0,11.0
220,224,26794566.0,8318122.0,14620647.0,10923284.0,7941005.0,10162101.0,9296016.0,4026965.0,26.0,32.0,27.0,30.0,27.0,35.0,33.0,26.0
221,225,2923922.0,9470811.0,4613211.0,9509125.0,6944130.0,7089372.0,2411167.0,9710313.0,18.0,48.0,19.0,52.0,41.0,42.0,21.0,54.0
222,226,34638.0,288012.0,53960.0,140103.0,0.0,872341.0,28144.0,0.0,2.0,1.0,4.0,2.0,0.0,6.0,1.0,0.0
223,227,0.0,36156.0,5626.0,95334.0,13148.0,10616.0,0.0,15682.0,0.0,2.0,1.0,5.0,1.0,1.0,0.0,3.0
224,228,121432.0,19572.0,224492.0,0.0,18609.0,66915.0,207903.0,516893.0,6.0,1.0,9.0,0.0,2.0,6.0,13.0,14.0
225,229,5386690.0,8984302.0,2235303.0,5518515.0,6045396.0,6246073.0,12978280.0,2413589.0,15.0,20.0,12.0,10.0,14.0,13.0,24.0,5.0
226,230,1233296.0,1312031.0,331927.0,395405.0,859248.0,1034702.0,215335.0,441791.0,12.0,9.0,4.0,8.0,9.0,10.0,6.0,11.0
227,231,2952.0,486242.0,1548966.0,282901.0,28115.0,0.0,88972.0,1652.0,1.0,3.0,5.0,6.0,3.0,0.0,1.0,1.0
228,232,29522.0,493307.0,220279.0,6208.0,0.0,0.0,56087.0,295637.0,3.0,13.0,5.0,1.0,0.0,0.0,2.0,5.0
229,233,334677.0,0.0,218505.0,0.0,4855.0,3826325.0,0.0,1065617.0,2.0,0.0,2.0,0.0,1.0,9.0,0.0,9.0
230,234,314160.0,822267.0,597554.0,507358.0,1459752.0,1581059.0,488502.0,372054.0,4.0,9.0,11.0,13.0,6.0,13.0,3.0,6.0
231,235,738062.0,388755.0,2254453.0,1107233.0,214408.0,3837222.0,863672.0,702245.0,4.0,7.0,13.0,8.0,4.0,12.0,9.0,5.0
232,236,0.0,0.0,0.0,0.0,0.0,0.0,275926.0,462776.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0
233,237,1671054.0,1862180.0,1351872.0,2355216.0,621731.0,2445911.0,891072.0,7536612.0,15.0,13.0,12.0,11.0,5.0,17.0,5.0,12.0
234,238,0.0,1332159.0,821315.0,3427914.0,85461.0,1135501.0,55297.0,0.0,0.0,3.0,7.0,7.0,3.0,5.0,3.0,0.0
235,239,21673121.0,16756227.0,5913122.0,11290196.0,11173451.0,17910488.0,7562639.0,11115481.0,23.0,58.0,23.0,19.0,26.0,31.0,15.0,28.0
236,240,1413892.0,1659545.0,777716.0,954848.0,75851.0,406504.0,1340586.0,1400917.0,24.0,24.0,19.0,12.0,3.0,6.0,17.0,25.0
237,241,5311301.0,1880937.0,6286799.0,9203237.0,10563520.0,10005388.0,6305024.0,7363640.0,23.0,12.0,28.0,42.0,40.0,86.0,27.0,27.0
238,242,78725.0,471675.0,228557.0,368661.0,376933.0,423768.0,329196.0,288852.0,8.0,17.0,13.0,22.0,6.0,24.0,19.0,15.0
239,243,6888.0,28740.0,0.0,315536.0,22048.0,37531.0,307460.0,483184.0,1.0,2.0,0.0,12.0,2.0,2.0,5.0,14.0
240,245,70852.0,732310.0,462046.0,2690723.0,203505.0,210767.0,723037.0,58001.0,2.0,10.0,7.0,9.0,3.0,6.0,9.0,3.0
241,246,1273907.0,1613115.0,2790729.0,4682901.0,2817123.0,6068600.0,9259021.0,4319825.0,12.0,11.0,16.0,18.0,16.0,23.0,20.0,35.0
242,247,154497.0,0.0,419046.0,694525.0,306138.0,355802.0,219051.0,63125.0,4.0,0.0,5.0,7.0,6.0,4.0,4.0,3.0
243,248,1708262.0,2485648.0,1305517.0,289490.0,3618321.0,1866431.0,2102556.0,4476755.0,12.0,18.0,15.0,7.0,13.0,25.0,32.0,27.0
244,249,10821528.0,6747181.0,6865258.0,2749174.0,6754701.0,8068268.0,18567313.0,11230592.0,9.0,21.0,24.0,7.0,12.0,21.0,17.0,19.0
245,250,4100546.0,6597742.0,8641248.0,5762260.0,6782455.0,11070068.0,9038767.0,3512675.0,24.0,33.0,22.0,26.0,33.0,40.0,34.0,18.0
246,251,1166559.0,3666747.0,2330974.0,3471156.0,5839810.0,3371151.0,5108211.0,3606109.0,8.0,28.0,15.0,26.0,31.0,22.0,41.0,35.0
247,252,216542.0,182428.0,345553.0,78928.0,42072.0,1001190.0,0.0,807564.0,2.0,5.0,7.0,1.0,2.0,10.0,0.0,5.0
248,253,4509571.0,6577616.0,1950173.0,3707320.0,3071592.0,2066711.0,1929275.0,5117643.0,13.0,34.0,20.0,16.0,18.0,17.0,12.0,28.0
249,254,2086255.0,4125083.0,4243233.0,2982388.0,3574337.0,1974854.0,946225.0,2935886.0,9.0,29.0,17.0,21.0,16.0,11.0,7.0,16.0
250,255,5906104.0,3751545.0,874097.0,3467059.0,2663106.0,4402721.0,1834311.0,3340323.0,21.0,30.0,10.0,15.0,11.0,27.0,20.0,17.0
251,256,9149087.0,10506270.0,13737747.0,6727398.0,4840617.0,7412157.0,10675220.0,10411295.0,17.0,29.0,32.0,20.0,22.0,34.0,35.0,43.0
252,257,457192.0,252785.0,11298.0,938803.0,509219.0,254895.0,31309.0,49491.0,15.0,11.0,1.0,15.0,14.0,8.0,3.0,4.0
253,258,2347985.0,16794383.0,7755300.0,6883267.0,25889047.0,14419810.0,50722735.0,78648482.0,15.0,31.0,18.0,10.0,34.0,29.0,53.0,43.0
254,259,1584221.0,6701350.0,98689.0,3760930.0,88797.0,3106295.0,39192.0,778133.0,10.0,18.0,5.0,11.0,2.0,18.0,6.0,4.0
255,260,37394.0,67574.0,106258.0,9756.0,6068.0,0.0,66448.0,350076.0,1.0,4.0,1.0,3.0,1.0,0.0,1.0,7.0
256,261,3292698.0,4163587.0,353743.0,2478033.0,1758699.0,2987004.0,1513706.0,742292.0,21.0,28.0,8.0,17.0,13.0,18.0,20.0,15.0
257,262,1792359.0,2453304.0,455166.0,461758.0,1832852.0,2725169.0,1111610.0,197469.0,8.0,25.0,11.0,5.0,12.0,19.0,9.0,12.0
258,263,29423.0,51504.0,124166.0,0.0,30342.0,106698.0,94490.0,159051.0,1.0,2.0,3.0,0.0,3.0,4.0,2.0,8.0
259,264,0.0,0.0,506154.0,1163786.0,657786.0,0.0,194725.0,13963.0,0.0,0.0,6.0,7.0,4.0,0.0,2.0,1.0
260,265,27958934.0,25745660.0,10036901.0,18813630.0,8660200.0,27247439.0,16620389.0,20177777.0,69.0,72.0,47.0,72.0,31.0,81.0,42.0,46.0
261,266,2074978.0,3205721.0,8788690.0,2046950.0,1067973.0,3933420.0,2549723.0,1334645.0,12.0,14.0,24.0,11.0,7.0,22.0,15.0,13.0
262,267,2104108.0,4904162.0,3265078.0,9825923.0,3776195.0,3132983.0,1250710.0,3931238.0,17.0,35.0,21.0,29.0,24.0,25.0,15.0,17.0
263,268,5412973.0,1243121.0,2014595.0,3626313.0,4254072.0,389056.0,1103130.0,1503588.0,17.0,25.0,22.0,30.0,17.0,10.0,20.0,33.0
264,269,4795085.0,4241936.0,4208593.0,2464677.0,5910480.0,241009.0,394810.0,1092370.0,11.0,18.0,17.0,8.0,26.0,5.0,7.0,8.0
265,270,150854.0,135353.0,114902.0,43188.0,194282.0,58658.0,142806.0,94935.0,8.0,7.0,8.0,3.0,8.0,9.0,3.0,3.0
266,271,1706991.0,4686119.0,407861.0,4014819.0,383405.0,797811.0,1537630.0,2862748.0,9.0,24.0,6.0,16.0,3.0,6.0,18.0,10.0
267,272,1895193.0,1784397.0,1026771.0,414596.0,1205537.0,648873.0,644033.0,1429392.0,14.0,15.0,9.0,8.0,7.0,9.0,7.0,9.0
268,273,1193779.0,3271936.0,2276689.0,3700154.0,6792587.0,4166890.0,5502872.0,4163215.0,17.0,37.0,26.0,38.0,71.0,54.0,53.0,57.0
269,274,6692.0,0.0,0.0,82512.0,29329.0,103481.0,70840.0,29826.0,1.0,0.0,0.0,9.0,1.0,5.0,4.0,5.0
270,275,1970965.0,1427328.0,607610.0,3345605.0,257745.0,2398419.0,4058085.0,1441686.0,7.0,15.0,15.0,22.0,7.0,26.0,20.0,23.0
271,276,0.0,20396.0,0.0,0.0,524894.0,139404.0,0.0,8428.0,0.0,2.0,0.0,0.0,3.0,2.0,0.0,1.0
272,277,575211.0,1323870.0,314539.0,1523559.0,721380.0,1221963.0,509056.0,925842.0,6.0,23.0,7.0,22.0,8.0,15.0,6.0,17.0
273,278,0.0,4635.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
274,279,208315.0,1761962.0,3070682.0,595778.0,316453.0,732258.0,710335.0,1519360.0,3.0,10.0,23.0,9.0,5.0,6.0,5.0,12.0
275,280,4562255.0,2927667.0,5365685.0,7530550.0,2240538.0,5345811.0,3158396.0,3256906.0,12.0,10.0,19.0,28.0,9.0,20.0,19.0,16.0
276,281,2370041.0,1399527.0,1772772.0,1379208.0,917047.0,2291946.0,4866336.0,1216849.0,12.0,13.0,12.0,13.0,7.0,12.0,19.0,8.0
277,282,2094158.0,1856246.0,1795177.0,3570934.0,3624321.0,3682812.0,2471579.0,4422892.0,19.0,24.0,23.0,23.0,26.0,33.0,16.0,29.0
278,283,23573577.0,19755065.0,7898887.0,11372005.0,18336232.0,9006492.0,22253878.0,8974419.0,25.0,21.0,21.0,17.0,17.0,24.0,20.0,27.0
279,284,47234.0,10198.0,41577.0,47890.0,23059.0,0.0,88859.0,16525.0,3.0,1.0,2.0,2.0,2.0,0.0,2.0,1.0
280,285,109427.0,77257.0,224153.0,157768.0,400700.0,158599.0,584962.0,60148.0,8.0,5.0,10.0,9.0,9.0,7.0,27.0,7.0
281,286,224267.0,220644.0,357415.0,1000352.0,1364268.0,1057220.0,274011.0,208873.0,6.0,1.0,2.0,7.0,8.0,8.0,3.0,1.0
282,287,189825.0,689025.0,270137.0,15964.0,110643.0,47933.0,310388.0,75022.0,7.0,10.0,4.0,2.0,3.0,3.0,6.0,2.0
283,288,438888.0,98322.0,272736.0,379078.0,0.0,146911.0,141229.0,434106.0,3.0,2.0,6.0,4.0,0.0,1.0,2.0,7.0
284,289,337335.0,1370325.0,279222.0,132982.0,1043285.0,99298.0,612723.0,667186.0,4.0,15.0,7.0,5.0,9.0,6.0,5.0,4.0
285,290,79020.0,238466.0,174102.0,394820.0,40050.0,93079.0,281220.0,89564.0,6.0,10.0,9.0,11.0,3.0,4.0,16.0,4.0
286,291,72033.0,42182.0,129363.0,63320.0,0.0,23270.0,0.0,196644.0,2.0,2.0,5.0,5.0,0.0,2.0,0.0,5.0
287,292,2991963.0,2989876.0,7579680.0,4987777.0,7180501.0,7787939.0,3285942.0,2293710.0,13.0,34.0,36.0,38.0,33.0,37.0,35.0,20.0
288,293,0.0,300682.0,1322724.0,579546.0,1904487.0,756215.0,497343.0,2519033.0,0.0,6.0,5.0,4.0,4.0,10.0,4.0,15.0
289,294,2828351.0,614498.0,4868773.0,6458047.0,4713327.0,4248132.0,5200904.0,3614226.0,19.0,6.0,38.0,41.0,22.0,26.0,37.0,34.0
290,295,48219.0,1780814.0,875941.0,704148.0,4350047.0,1937934.0,1169025.0,826997.0,1.0,17.0,7.0,11.0,18.0,19.0,12.0,13.0
291,296,9529818.0,6125921.0,462002.0,1850347.0,2272012.0,8602499.0,657651.0,699775.0,47.0,44.0,13.0,22.0,24.0,42.0,8.0,16.0
292,297,957289.0,5077462.0,3265169.0,5833324.0,1380250.0,3462180.0,3704956.0,12263882.0,1.0,25.0,17.0,26.0,10.0,18.0,18.0,41.0
293,298,889134.0,4769390.0,1684489.0,8396892.0,7812326.0,11308569.0,4749184.0,10934091.0,4.0,21.0,11.0,20.0,14.0,32.0,23.0,23.0
294,299,2944479.0,894218.0,629926.0,0.0,618546.0,87288.0,309036.0,197644.0,26.0,13.0,13.0,0.0,16.0,5.0,12.0,7.0
295,300,1180441.0,738664.0,276408.0,598658.0,962111.0,547353.0,512433.0,302158.0,17.0,32.0,17.0,18.0,32.0,20.0,10.0,16.0
296,301,5028574.0,983477.0,343914.0,2284224.0,5981215.0,825788.0,358411.0,3371214.0,11.0,12.0,3.0,7.0,11.0,6.0,3.0,7.0
297,302,2626533.0,2725147.0,3104884.0,5156106.0,495412.0,2866110.0,2511668.0,2586456.0,21.0,23.0,17.0,44.0,5.0,22.0,20.0,19.0
298,303,554505.0,295882.0,10620.0,377419.0,438929.0,32277.0,604785.0,29249.0,4.0,3.0,1.0,5.0,3.0,3.0,8.0,4.0
299,304,48219.0,516279.0,603317.0,1099632.0,15170.0,303472.0,1937788.0,106585.0,1.0,3.0,3.0,2.0,1.0,2.0,8.0,4.0
300,305,3280467.0,7178753.0,10547785.0,3647870.0,4912473.0,9819509.0,12094974.0,3751374.0,50.0,66.0,63.0,52.0,45.0,91.0,84.0,40.0
301,306,2990938.0,2989445.0,5630394.0,3453660.0,2447605.0,4159996.0,6294449.0,4141269.0,33.0,42.0,46.0,18.0,21.0,48.0,58.0,41.0
302,307,3127620.0,5378081.0,3159171.0,6649854.0,1247105.0,1141508.0,1609944.0,178632.0,18.0,45.0,17.0,20.0,12.0,8.0,15.0,2.0
303,308,1432342.0,2335555.0,1018207.0,847149.0,630643.0,181386.0,213983.0,453507.0,18.0,30.0,14.0,9.0,7.0,2.0,6.0,8.0
304,309,1170877.0,2376533.0,1043683.0,1383977.0,1927030.0,1294380.0,1076224.0,3650806.0,6.0,12.0,4.0,10.0,6.0,7.0,3.0,13.0
305,310,3320399.0,2120105.0,390800.0,474085.0,1279772.0,584567.0,1986670.0,212178.0,12.0,16.0,7.0,8.0,13.0,11.0,15.0,4.0
306,311,1158266.0,885535.0,609417.0,792123.0,849511.0,2243969.0,1022592.0,1114835.0,14.0,13.0,9.0,13.0,13.0,38.0,12.0,13.0
307,312,0.0,0.0,0.0,0.0,0.0,164068.0,88972.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0
308,313,3796241.0,1222208.0,1837904.0,2244129.0,535403.0,1295441.0,3090338.0,4342102.0,24.0,17.0,18.0,22.0,7.0,10.0,20.0,10.0
309,314,5576198.0,3478747.0,2268961.0,9264679.0,1885282.0,5208100.0,2136265.0,2188346.0,24.0,33.0,25.0,25.0,24.0,31.0,25.0,32.0
310,315,2694459.0,8412241.0,2121588.0,8778302.0,1900744.0,4865106.0,4937353.0,4694681.0,20.0,49.0,17.0,30.0,21.0,43.0,23.0,32.0
311,316,864344.0,1076461.0,645233.0,1130289.0,695612.0,1244163.0,2336643.0,1701569.0,10.0,14.0,12.0,15.0,6.0,22.0,19.0,10.0
312,317,1381713.0,813850.0,3740006.0,1687914.0,180527.0,570807.0,4205642.0,3389615.0,8.0,10.0,17.0,8.0,5.0,10.0,10.0,17.0
313,318,444104.0,871433.0,1404804.0,937120.0,258443.0,1100875.0,1277253.0,622380.0,8.0,8.0,9.0,9.0,4.0,17.0,14.0,12.0
314,319,6377248.0,6100782.0,5055257.0,2718490.0,6928492.0,3459480.0,6402115.0,2627089.0,23.0,37.0,25.0,16.0,20.0,20.0,24.0,17.0
315,320,1893925.0,849358.0,1040530.0,763210.0,1247913.0,1977811.0,640035.0,569940.0,30.0,20.0,21.0,21.0,29.0,37.0,22.0,23.0
316,321,12002621.0,7617108.0,3911024.0,5800865.0,5694495.0,2800963.0,3555662.0,4086802.0,21.0,47.0,30.0,32.0,22.0,23.0,21.0,21.0
317,322,162171.0,692683.0,162862.0,397036.0,239186.0,196990.0,435625.0,618935.0,5.0,9.0,2.0,8.0,4.0,7.0,5.0,9.0
318,323,2456251.0,6190584.0,2784885.0,1603272.0,2032000.0,2519097.0,2345517.0,2929136.0,19.0,42.0,19.0,17.0,25.0,27.0,31.0,44.0
319,324,5130047.0,4419687.0,2897395.0,3249039.0,6577522.0,2286231.0,4202803.0,4428923.0,27.0,32.0,29.0,29.0,48.0,16.0,32.0,32.0
320,325,1784044.0,2573680.0,1406216.0,2251898.0,506993.0,2543248.0,2359134.0,1212281.0,4.0,17.0,10.0,8.0,5.0,8.0,10.0,6.0
321,326,2083107.0,2629369.0,926272.0,1016792.0,2292747.0,1863248.0,2270195.0,3179874.0,19.0,34.0,9.0,11.0,22.0,27.0,29.0,31.0
322,327,6732234.0,2134637.0,2845084.0,5067531.0,4124242.0,4007349.0,4046498.0,2896374.0,34.0,13.0,23.0,32.0,23.0,31.0,39.0,25.0
323,328,3116219.0,3390324.0,7598566.0,7808148.0,6418585.0,4064298.0,4438641.0,6792562.0,32.0,55.0,79.0,31.0,48.0,38.0,56.0,34.0
324,329,911531.0,2214984.0,5612458.0,279034.0,1569019.0,1192121.0,915061.0,5114857.0,5.0,13.0,11.0,6.0,6.0,10.0,3.0,13.0
325,330,0.0,0.0,10168.0,0.0,77268.0,9543.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,2.0,0.0,0.0
326,331,91025.0,482596.0,200541.0,33700.0,480700.0,53724.0,157109.0,49492.0,8.0,9.0,5.0,2.0,10.0,4.0,7.0,1.0
327,332,2995711.0,1903260.0,2097184.0,1886697.0,3477764.0,1913868.0,1971962.0,1637437.0,15.0,27.0,24.0,37.0,21.0,32.0,30.0,25.0
328,333,275043.0,591733.0,1290921.0,123270.0,600848.0,2459339.0,530454.0,1115998.0,5.0,10.0,13.0,1.0,4.0,15.0,6.0,12.0
329,334,685641.0,3187854.0,2455967.0,1947433.0,1593656.0,4710031.0,4272965.0,6586552.0,14.0,39.0,18.0,19.0,15.0,40.0,37.0,35.0
330,335,5164502.0,11203095.0,13321361.0,8514134.0,11751054.0,12313596.0,4273248.0,15897717.0,27.0,63.0,71.0,50.0,55.0,67.0,32.0,80.0
331,336,1623396.0,722597.0,392721.0,416112.0,484235.0,1170279.0,72980.0,755148.0,13.0,15.0,9.0,8.0,16.0,12.0,3.0,9.0
332,337,3691744.0,1747717.0,10512675.0,4155288.0,3990857.0,5346968.0,1469042.0,9937955.0,13.0,18.0,36.0,27.0,36.0,36.0,10.0,50.0
