,°í°´¹øÈ£,Æí_ÃÑ±¸¸ÅÈ½¼ö1,Æí_ÃÑ±¸¸ÅÈ½¼ö2,Æí_ÃÑ±¸¸ÅÈ½¼ö3,Æí_ÃÑ±¸¸ÅÈ½¼ö4,Æí_ÃÑ±¸¸ÅÈ½¼ö5,Æí_ÃÑ±¸¸ÅÈ½¼ö6,Æí_ÃÑ±¸¸ÅÈ½¼ö7,ÆíÀÇÇ°_Áõ°¨À²,ÆíÀÇÇ°_º¯µ¿À²,Æí_(Áõ°¨*0.8)+(º¯µ¿*0.2)
526,532,1,1,1,1,1,1,1,0,0,0
527,533,3,2,3,3,3,3,3,0,2,0.4
528,534,1,1,1,2,1,1,2,1,3,1.4
529,535,1,1,1,1,1,1,2,1,1,1
530,536,1,1,1,2,3,2,3,2,4,2.4
531,537,2,3,3,3,4,3,4,2,4,2.4
532,538,1,2,2,2,2,2,1,0,2,0.4
533,539,1,2,1,2,2,2,3,2,4,2.4
534,540,2,3,2,2,2,2,3,1,3,1.4
535,541,4,3,4,3,3,4,4,0,4,0.8
536,542,1,2,2,2,2,2,2,1,1,1
537,543,2,2,2,2,2,3,2,0,2,0.4
538,544,1,2,1,1,1,2,1,0,4,0.8
539,545,2,1,1,1,1,1,1,-1,1,-0.6
540,546,1,1,1,1,1,1,1,0,0,0
541,547,3,3,3,3,3,3,2,-1,1,-0.6
542,548,2,1,2,2,3,2,2,0,4,0.8
543,549,2,2,2,2,2,2,1,-1,1,-0.6
544,550,1,1,2,2,2,2,3,2,2,2
545,551,3,4,3,3,4,4,4,1,3,1.4
546,552,1,2,2,1,1,1,2,1,3,1.4
547,553,2,2,2,2,2,2,2,0,0,0
548,554,1,1,1,1,1,1,1,0,0,0
549,555,2,2,2,3,2,2,3,1,3,1.4
550,556,4,4,3,4,4,3,3,-1,3,-0.2
551,557,3,4,3,3,4,4,3,0,4,0.8
552,558,2,1,1,1,1,3,2,0,4,0.8
553,559,2,2,2,2,2,2,2,0,0,0
554,560,1,1,1,1,1,1,1,0,0,0
555,561,2,3,3,2,3,3,3,1,3,1.4
556,562,1,2,1,1,1,1,1,0,2,0.4
557,563,4,4,4,4,4,4,4,0,0,0
558,564,3,3,3,2,2,1,2,-1,3,-0.2
559,565,1,1,1,1,1,1,1,0,0,0
560,566,1,1,1,1,1,1,1,0,0,0
561,567,2,1,2,2,3,3,3,1,3,1.4
562,568,1,2,2,2,3,3,2,1,3,1.4
563,569,1,2,2,3,2,2,2,1,3,1.4
564,570,3,3,3,2,2,2,2,-1,1,-0.6
565,571,2,2,2,1,1,1,2,0,2,0.4
566,572,1,1,2,1,1,2,1,0,4,0.8
567,573,1,1,4,4,4,4,4,3,3,3
568,574,4,3,3,3,3,2,3,-1,3,-0.2
569,575,2,3,2,2,2,2,2,0,2,0.4
570,576,2,2,2,1,2,2,1,-1,3,-0.2
571,577,2,1,1,3,2,2,2,0,4,0.8
572,578,3,3,3,4,4,3,3,0,2,0.4
573,579,1,2,1,1,2,2,1,0,4,0.8
574,580,2,2,2,1,2,2,2,0,2,0.4
575,581,2,2,2,2,3,3,3,1,1,1
576,582,1,2,1,1,2,1,1,0,4,0.8
577,583,3,3,2,3,3,2,2,-1,3,-0.2
578,584,1,1,2,2,1,2,2,1,3,1.4
579,585,1,1,1,1,2,1,3,2,4,2.4
580,586,1,1,2,1,1,1,1,0,2,0.4
581,587,2,1,1,1,1,2,2,0,2,0.4
582,588,4,4,4,4,4,4,4,0,0,0
583,589,2,2,1,1,1,2,1,-1,3,-0.2
584,590,2,2,3,2,2,3,2,0,4,0.8
585,591,3,3,4,3,3,3,3,0,2,0.4
586,592,2,2,2,2,2,3,2,0,2,0.4
587,593,1,1,1,1,1,1,1,0,0,0
588,594,1,1,2,1,1,1,1,0,2,0.4
589,595,1,1,1,1,1,1,1,0,0,0
590,596,3,3,4,3,2,2,1,-2,4,-0.8
591,597,2,2,1,2,2,1,2,0,4,0.8
592,598,2,2,2,2,3,2,3,1,3,1.4
593,599,2,2,2,3,2,3,2,0,4,0.8
594,600,3,4,4,3,4,4,4,1,3,1.4
595,601,1,1,1,1,1,1,1,0,0,0
596,602,1,1,1,1,1,1,1,0,0,0
597,603,2,1,2,2,1,1,2,0,4,0.8
598,604,1,2,1,2,1,1,2,1,5,1.8
599,605,2,3,3,2,2,3,2,0,4,0.8
600,606,1,2,1,2,1,1,1,0,4,0.8
601,607,2,3,2,2,2,3,3,1,3,1.4
602,608,3,2,2,2,3,3,3,0,2,0.4
603,609,2,2,2,2,1,2,2,0,2,0.4
604,610,1,1,2,2,3,1,1,0,4,0.8
605,611,1,1,1,1,1,1,2,1,1,1
606,612,2,2,2,3,2,1,1,-1,3,-0.2
607,613,3,3,3,3,3,3,3,0,0,0
608,614,1,1,1,1,1,1,1,0,0,0
609,615,1,1,2,1,2,2,1,0,4,0.8
610,616,3,3,3,3,3,3,3,0,0,0
611,617,1,2,2,2,2,2,3,2,2,2
612,618,1,1,2,3,3,2,2,1,3,1.4
613,619,4,4,4,4,4,4,3,-1,1,-0.6
614,620,1,1,1,1,1,1,1,0,0,0
615,621,2,2,2,2,2,2,3,1,1,1
616,622,1,1,1,1,1,1,2,1,1,1
617,623,2,2,3,4,3,3,4,2,4,2.4
618,624,3,3,3,3,3,3,3,0,0,0
619,625,1,2,1,2,2,2,2,1,3,1.4
620,626,2,3,3,2,3,2,3,1,5,1.8
621,627,1,1,1,2,1,1,1,0,2,0.4
622,628,4,4,4,4,4,4,4,0,0,0
623,629,3,3,3,2,3,3,4,1,3,1.4
624,630,2,3,3,2,2,1,1,-1,3,-0.2
625,631,1,1,1,1,1,1,1,0,0,0
626,632,2,2,2,2,1,1,2,0,2,0.4
627,633,2,3,3,3,3,3,3,1,1,1
628,634,2,1,1,1,1,2,1,-1,3,-0.2
629,635,2,2,1,2,2,1,1,-1,3,-0.2
630,636,1,2,1,1,2,2,2,1,3,1.4
631,637,2,2,3,3,2,3,2,0,4,0.8
632,638,1,2,2,1,2,2,1,0,4,0.8
633,639,4,4,4,4,4,4,4,0,0,0
634,640,2,2,1,2,1,2,2,0,4,0.8
635,641,1,1,1,1,1,1,1,0,0,0
636,642,2,2,2,3,2,3,2,0,4,0.8
637,643,2,1,1,2,2,1,1,-1,3,-0.2
638,644,2,3,4,3,3,3,3,1,3,1.4
639,645,1,2,2,2,2,2,2,1,1,1
640,646,4,4,4,4,4,4,4,0,0,0
641,647,4,4,4,4,4,4,4,0,0,0
642,648,1,1,1,1,1,1,1,0,0,0
643,649,1,1,1,1,1,2,2,1,1,1
644,650,2,2,2,1,1,2,2,0,2,0.4
645,651,1,1,1,1,1,1,1,0,0,0
646,652,1,1,1,1,1,1,1,0,0,0
647,653,3,2,3,2,3,3,3,0,4,0.8
648,654,2,2,2,3,2,2,3,1,3,1.4
649,655,3,3,4,3,4,4,4,1,3,1.4
650,656,1,1,1,1,1,1,1,0,0,0
651,657,1,2,1,1,1,2,1,0,4,0.8
652,658,3,3,3,3,4,2,2,-1,3,-0.2
653,659,3,2,3,2,2,3,2,-1,5,0.2
654,660,4,4,4,4,4,4,4,0,0,0
655,661,2,2,2,2,2,2,2,0,0,0
656,662,2,2,2,2,3,3,3,1,1,1
657,663,2,2,2,3,3,3,3,1,1,1
658,664,1,1,1,1,1,1,2,1,1,1
659,665,4,4,4,4,4,4,4,0,0,0
660,666,3,3,3,3,4,3,3,0,2,0.4
661,667,2,2,2,2,2,2,2,0,0,0
662,668,2,4,4,4,3,3,1,-1,5,0.2
663,669,1,2,2,2,2,2,2,1,1,1
664,670,3,3,3,3,3,3,2,-1,1,-0.6
665,671,3,4,4,4,3,4,3,0,4,0.8
666,672,1,2,1,1,1,1,1,0,2,0.4
667,673,2,2,1,1,1,1,1,-1,1,-0.6
668,674,1,1,1,1,1,1,1,0,0,0
669,675,2,3,3,3,3,3,4,2,2,2
670,676,1,1,1,1,1,1,1,0,0,0
671,677,4,4,3,3,3,3,3,-1,1,-0.6
672,678,3,3,3,3,3,3,3,0,0,0
673,679,4,4,4,4,4,4,4,0,0,0
674,680,3,4,4,4,4,4,4,1,1,1
675,681,1,1,2,2,1,1,1,0,2,0.4
676,682,4,4,3,3,3,4,4,0,2,0.4
677,683,2,3,2,3,3,3,2,0,4,0.8
678,684,1,1,1,1,2,2,2,1,1,1
679,685,4,4,4,4,4,4,4,0,0,0
680,686,1,2,2,2,1,2,2,1,3,1.4
681,687,1,3,1,1,2,2,1,0,6,1.2
682,688,1,1,2,2,2,1,3,2,4,2.4
683,689,1,1,1,1,1,1,1,0,0,0
684,690,1,2,1,1,2,2,2,1,3,1.4
685,691,1,1,2,2,1,1,2,1,3,1.4
686,692,3,4,3,3,3,3,4,1,3,1.4
687,693,2,2,2,3,3,2,2,0,2,0.4
688,694,1,2,2,2,2,3,2,1,3,1.4
689,695,1,1,2,2,1,1,1,0,2,0.4
690,696,1,1,1,2,1,1,1,0,2,0.4
691,697,1,1,1,1,1,1,1,0,0,0
692,698,1,1,1,1,1,1,1,0,0,0
693,699,4,4,4,3,4,3,4,0,4,0.8
694,700,4,4,4,4,4,4,4,0,0,0
695,701,4,4,4,4,4,4,4,0,0,0
696,702,2,2,2,2,2,2,2,0,0,0
697,703,1,1,1,1,1,1,1,0,0,0
698,704,1,2,2,2,2,2,2,1,1,1
699,705,4,3,2,3,3,4,3,-1,5,0.2
700,706,2,2,2,2,2,2,2,0,0,0
701,707,2,2,3,2,2,2,1,-1,3,-0.2
702,708,2,2,1,2,2,2,2,0,2,0.4
703,709,3,4,4,3,3,3,4,1,3,1.4
704,710,3,2,3,3,3,3,3,0,2,0.4
705,711,1,1,1,1,1,1,1,0,0,0
706,712,2,2,2,2,3,2,3,1,3,1.4
707,713,1,1,1,1,1,1,2,1,1,1
708,714,2,1,2,1,2,2,2,0,4,0.8
709,715,1,2,1,1,1,1,1,0,2,0.4
710,716,3,3,4,3,3,3,4,1,3,1.4
711,717,1,1,1,1,1,1,1,0,0,0
712,718,1,1,2,2,1,1,1,0,2,0.4
713,719,3,3,4,4,4,4,4,1,1,1
714,720,4,4,3,3,3,4,3,-1,3,-0.2
715,721,2,2,2,3,3,3,3,1,1,1
716,722,3,3,3,3,2,3,3,0,2,0.4
717,723,2,3,2,2,3,2,2,0,4,0.8
718,724,1,1,1,2,2,2,2,1,1,1
719,725,4,4,4,4,4,4,4,0,0,0
720,726,1,1,2,2,1,2,1,0,4,0.8
721,727,2,2,2,2,2,2,2,0,0,0
722,728,1,1,1,1,1,1,2,1,1,1
723,729,3,3,3,2,2,2,2,-1,1,-0.6
724,730,4,4,4,4,4,4,4,0,0,0
725,731,3,3,3,2,3,3,3,0,2,0.4
726,732,1,1,1,1,1,1,1,0,0,0
727,733,3,4,3,3,3,3,3,0,2,0.4
728,734,2,1,2,2,2,3,3,1,3,1.4
729,735,2,2,1,1,2,1,1,-1,3,-0.2
730,736,2,1,1,1,1,1,2,0,2,0.4
731,737,2,1,2,4,3,3,3,1,5,1.8
732,738,1,2,2,2,2,2,2,1,1,1
733,739,1,2,2,2,1,2,2,1,3,1.4
734,740,3,4,4,4,4,4,4,1,1,1
735,741,3,3,3,3,3,3,3,0,0,0
736,742,2,3,3,2,2,2,2,0,2,0.4
737,743,2,2,3,2,1,3,3,1,5,1.8
738,744,3,2,3,3,3,3,3,0,2,0.4
739,745,2,3,3,3,2,3,3,1,3,1.4
740,746,1,1,1,1,1,1,1,0,0,0
741,747,2,2,3,2,2,3,3,1,3,1.4
742,748,1,1,1,1,1,1,1,0,0,0
743,749,4,4,4,4,4,4,2,-2,2,-1.2
744,750,2,1,2,2,2,2,2,0,2,0.4
745,751,3,3,2,2,3,3,3,0,2,0.4
746,752,1,1,1,1,1,1,1,0,0,0
747,753,2,3,3,3,3,3,3,1,1,1
748,754,1,1,1,1,1,1,1,0,0,0
749,755,2,3,3,4,3,4,4,2,4,2.4
750,756,4,3,4,2,3,3,3,-1,5,0.2
751,757,2,1,1,1,1,1,1,-1,1,-0.6
752,758,1,2,1,1,1,2,2,1,3,1.4
753,759,4,4,4,3,4,4,3,-1,3,-0.2
754,760,3,3,3,3,4,4,3,0,2,0.4
755,761,1,3,3,3,4,4,4,3,3,3
756,762,4,4,4,4,4,4,4,0,0,0
757,763,1,2,2,2,2,2,2,1,1,1
758,764,3,3,3,3,3,3,2,-1,1,-0.6
759,765,1,1,1,1,1,1,1,0,0,0
760,766,3,4,4,4,4,4,4,1,1,1
761,767,2,3,3,2,3,3,2,0,4,0.8
762,768,2,2,2,2,2,1,2,0,2,0.4
763,769,3,3,3,4,3,4,3,0,4,0.8
764,770,1,1,1,1,1,1,2,1,1,1
765,771,2,3,2,1,2,1,2,0,6,1.2
766,772,1,1,1,2,2,1,1,0,2,0.4
767,773,2,2,2,2,2,2,2,0,0,0
768,774,2,2,2,2,1,2,3,1,3,1.4
769,775,2,2,2,2,2,2,3,1,1,1
770,776,4,3,4,3,4,4,4,0,4,0.8
771,777,2,2,2,1,1,2,2,0,2,0.4
772,778,4,4,4,4,4,4,4,0,0,0
773,779,4,4,4,4,4,4,4,0,0,0
774,780,2,2,2,3,4,4,3,1,3,1.4
775,781,1,2,2,1,1,2,1,0,4,0.8
776,782,2,3,2,2,3,3,2,0,4,0.8
777,783,1,1,1,1,1,1,1,0,0,0
778,784,1,1,1,1,1,1,2,1,1,1
779,785,2,2,2,2,2,1,1,-1,1,-0.6
780,786,1,1,1,1,1,1,1,0,0,0
781,787,1,2,2,1,2,2,2,1,3,1.4
782,788,3,4,4,4,4,3,4,1,3,1.4
783,789,1,1,1,1,1,1,1,0,0,0
784,790,2,3,3,3,2,2,2,0,2,0.4
785,791,3,4,3,3,4,4,3,0,4,0.8
786,792,1,1,1,1,1,1,1,0,0,0
787,793,3,4,4,4,3,3,2,-1,3,-0.2
788,794,1,1,1,1,1,1,1,0,0,0
789,795,2,2,2,2,2,3,3,1,1,1
790,796,4,4,4,4,4,4,4,0,0,0
791,797,2,2,2,3,2,3,2,0,4,0.8
792,798,3,3,3,3,3,2,2,-1,1,-0.6
793,799,2,2,2,2,2,2,2,0,0,0
794,800,1,2,2,2,2,2,2,1,1,1
795,801,1,2,2,2,2,2,2,1,1,1
796,802,2,3,3,3,2,2,3,1,3,1.4
797,803,1,1,1,1,1,1,1,0,0,0
798,804,3,3,3,3,2,2,3,0,2,0.4
799,805,3,3,3,3,3,4,3,0,2,0.4
800,806,1,1,1,1,2,1,2,1,3,1.4
801,807,2,2,2,2,2,1,2,0,2,0.4
802,808,2,2,3,3,3,3,3,1,1,1
803,809,4,4,4,4,4,4,4,0,0,0
804,810,1,1,1,1,1,1,1,0,0,0
805,811,1,1,2,1,2,2,2,1,3,1.4
806,812,1,1,1,1,1,1,1,0,0,0
807,813,4,4,4,4,4,4,4,0,0,0
808,814,1,2,1,1,1,1,1,0,2,0.4
809,815,1,2,1,2,1,1,1,0,4,0.8
810,816,3,3,2,3,3,3,3,0,2,0.4
811,817,1,1,1,1,1,1,1,0,0,0
812,818,2,2,3,3,3,3,3,1,1,1
813,819,1,2,1,1,1,1,1,0,2,0.4
814,820,4,4,3,3,3,3,3,-1,1,-0.6
815,821,3,4,4,4,4,4,4,1,1,1
816,822,2,3,2,2,2,3,3,1,3,1.4
817,823,1,2,2,1,2,2,2,1,3,1.4
818,824,4,3,3,3,3,4,4,0,2,0.4
819,825,1,1,1,1,2,1,1,0,2,0.4
820,826,3,3,3,2,2,2,3,0,2,0.4
821,827,1,1,2,2,2,2,2,1,1,1
822,828,1,2,1,1,1,1,1,0,2,0.4
823,829,1,3,3,2,2,3,3,2,4,2.4
824,830,2,3,3,3,3,4,3,1,3,1.4
825,831,2,3,3,3,3,3,3,1,1,1
826,832,1,2,2,2,1,2,2,1,3,1.4
827,833,3,3,3,3,3,3,3,0,0,0
828,834,3,3,3,3,2,3,3,0,2,0.4
829,835,2,3,4,4,4,4,4,2,2,2
830,836,1,2,2,3,3,2,3,2,4,2.4
831,837,3,3,3,3,3,3,3,0,0,0
832,838,1,1,1,2,2,2,2,1,1,1
833,839,3,3,4,4,4,4,4,1,1,1
834,840,0,1,1,1,1,1,1,1,1,1
835,841,1,1,1,1,1,1,1,0,0,0
836,842,1,1,1,1,1,1,1,0,0,0
837,843,4,3,4,3,3,4,4,0,4,0.8
838,844,1,1,2,2,2,2,2,1,1,1
839,845,2,2,1,2,2,1,2,0,4,0.8
840,846,2,2,2,2,2,2,2,0,0,0
841,847,2,2,2,2,2,2,2,0,0,0
842,848,1,1,1,1,1,1,1,0,0,0
843,849,2,3,2,2,3,3,3,1,3,1.4
844,850,2,2,2,2,3,3,3,1,1,1
845,851,1,2,2,2,2,1,1,0,2,0.4
846,852,2,2,3,3,3,3,2,0,2,0.4
847,853,2,2,2,1,2,2,1,-1,3,-0.2
848,854,4,4,3,4,3,4,3,-1,5,0.2
849,855,2,2,2,2,2,2,2,0,0,0
850,856,1,3,1,2,2,2,2,1,5,1.8
851,857,1,1,1,1,1,1,1,0,0,0
852,858,1,1,1,2,1,1,2,1,3,1.4
853,859,2,3,2,2,2,2,3,1,3,1.4
854,860,4,4,4,4,4,4,4,0,0,0
855,861,1,1,1,1,1,1,1,0,0,0
856,862,3,2,3,3,4,3,3,0,4,0.8
857,863,2,3,2,2,1,2,2,0,4,0.8
858,864,3,3,4,3,4,4,3,0,4,0.8
859,865,2,3,2,2,2,2,2,0,2,0.4
860,866,2,1,2,2,1,1,2,0,4,0.8
861,867,3,3,3,3,3,3,3,0,0,0
862,868,2,2,2,2,2,2,2,0,0,0
863,869,1,1,2,1,2,1,2,1,5,1.8
864,870,1,1,1,1,1,1,1,0,0,0
865,871,3,4,3,3,3,3,3,0,2,0.4
866,872,2,3,4,2,2,2,2,0,4,0.8
867,873,2,2,1,2,2,3,3,1,3,1.4
868,874,2,2,2,2,2,3,3,1,1,1
869,875,3,3,4,4,4,3,3,0,2,0.4
870,876,4,4,4,4,4,4,4,0,0,0
871,877,3,3,4,3,4,3,4,1,5,1.8
872,878,3,2,2,2,3,2,2,-1,3,-0.2
873,879,4,4,4,4,4,4,4,0,0,0
874,880,2,3,3,3,3,4,4,2,2,2
875,881,2,3,3,4,3,3,3,1,3,1.4
876,882,1,1,1,2,1,3,2,1,5,1.8
877,883,2,1,1,1,2,1,1,-1,3,-0.2
878,884,2,2,2,3,2,2,3,1,3,1.4
879,885,2,2,2,2,2,2,2,0,0,0
880,886,2,3,2,2,2,2,2,0,2,0.4
881,887,1,2,2,1,2,2,2,1,3,1.4
882,888,4,4,4,4,3,3,4,0,2,0.4
883,889,4,4,3,2,3,4,4,0,4,0.8
884,890,1,2,1,1,1,1,1,0,2,0.4
885,891,4,4,4,4,4,4,4,0,0,0
886,892,2,2,3,3,3,3,3,1,1,1
887,893,2,3,3,3,3,3,3,1,1,1
888,894,2,2,2,2,2,1,2,0,2,0.4
889,895,3,2,2,2,2,2,2,-1,1,-0.6
890,896,2,3,3,3,2,3,2,0,4,0.8
891,897,1,1,1,1,1,1,1,0,0,0
892,898,2,2,2,2,3,3,3,1,1,1
893,899,2,1,2,2,2,2,3,1,3,1.4
894,900,3,3,3,3,4,4,4,1,1,1
895,901,3,4,3,3,3,4,3,0,4,0.8
896,902,3,3,3,3,3,2,4,1,3,1.4
897,903,3,4,4,4,4,4,4,1,1,1
898,904,2,2,2,2,1,1,1,-1,1,-0.6
899,906,3,3,3,3,2,3,3,0,2,0.4
900,907,2,1,2,2,2,2,2,0,2,0.4
901,908,2,1,2,2,1,1,1,-1,3,-0.2
902,909,4,4,4,4,4,4,4,0,0,0
903,910,2,2,2,1,2,2,3,1,3,1.4
904,911,2,1,2,2,2,2,2,0,2,0.4
905,912,1,1,1,1,1,1,1,0,0,0
906,913,2,2,2,2,2,2,2,0,0,0
907,914,1,1,2,3,2,2,2,1,3,1.4
908,915,1,1,1,1,1,2,2,1,1,1
909,916,1,1,1,1,1,1,1,0,0,0
910,917,3,3,3,2,3,4,4,1,3,1.4
911,918,2,2,2,2,2,2,2,0,0,0
912,919,1,1,1,1,1,1,1,0,0,0
913,920,2,3,2,2,2,3,2,0,4,0.8
914,921,2,2,2,1,1,1,1,-1,1,-0.6
915,922,4,4,4,4,4,4,4,0,0,0
916,923,1,2,1,2,2,1,1,0,4,0.8
917,924,1,1,1,1,1,1,1,0,0,0
918,925,1,2,2,2,2,2,2,1,1,1
919,926,3,3,4,3,3,3,4,1,3,1.4
920,927,1,2,1,1,1,2,1,0,4,0.8
921,928,4,4,4,4,4,4,4,0,0,0
922,929,1,1,1,1,1,1,1,0,0,0
923,930,3,3,3,3,2,3,3,0,2,0.4
924,931,1,2,2,1,1,1,1,0,2,0.4
925,932,2,1,2,1,1,2,2,0,4,0.8
926,933,3,3,3,3,4,4,4,1,1,1
927,934,3,4,4,2,3,4,3,0,6,1.2
928,935,1,1,1,2,2,1,1,0,2,0.4
929,936,1,1,1,1,1,1,1,0,0,0
930,937,1,1,1,1,2,2,1,0,2,0.4
931,938,3,2,2,2,2,2,3,0,2,0.4
932,939,1,1,1,2,1,1,1,0,2,0.4
933,940,1,1,3,3,3,3,2,1,3,1.4
934,941,1,1,1,1,1,1,1,0,0,0
935,942,4,3,4,4,3,3,3,-1,3,-0.2
936,943,4,4,4,4,4,4,4,0,0,0
937,944,3,4,3,3,3,3,3,0,2,0.4
938,945,2,3,2,2,3,3,2,0,4,0.8
939,946,1,1,2,1,1,1,1,0,2,0.4
940,947,1,2,2,1,1,2,1,0,4,0.8
941,948,1,1,1,1,1,1,2,1,1,1
942,949,1,1,1,1,2,2,2,1,1,1
943,950,2,2,2,1,1,1,2,0,2,0.4
944,951,1,1,3,2,3,3,3,2,4,2.4
945,952,2,2,1,1,1,1,1,-1,1,-0.6
946,953,1,1,2,1,1,1,1,0,2,0.4
947,954,1,1,1,1,1,1,1,0,0,0
948,955,4,4,4,4,4,4,4,0,0,0
949,956,3,3,4,3,3,3,4,1,3,1.4
950,957,1,1,2,2,2,2,2,1,1,1
951,958,1,1,1,1,1,1,1,0,0,0
952,959,1,1,1,1,1,1,1,0,0,0
953,960,3,4,3,3,3,1,1,-2,4,-0.8
954,961,4,3,3,3,3,3,3,-1,1,-0.6
955,962,1,1,1,1,1,1,1,0,0,0
956,963,1,2,2,1,1,2,3,2,4,2.4
957,964,4,4,3,4,4,4,3,-1,3,-0.2
958,965,3,3,3,3,2,3,3,0,2,0.4
959,966,1,1,1,1,1,1,1,0,0,0
960,967,3,2,2,3,2,2,2,-1,3,-0.2
961,968,1,2,2,1,2,2,3,2,4,2.4
962,969,3,3,3,3,4,3,3,0,2,0.4
963,970,1,2,1,2,2,1,1,0,4,0.8
964,971,3,4,4,4,4,3,4,1,3,1.4
965,972,1,1,1,1,1,1,1,0,0,0
966,973,2,2,1,2,3,2,2,0,4,0.8
967,974,1,1,1,1,1,1,1,0,0,0
968,975,4,4,4,4,4,4,4,0,0,0
969,976,3,3,3,3,4,4,3,0,2,0.4
970,977,2,1,1,1,2,1,2,0,4,0.8
971,978,1,1,1,1,1,1,1,0,0,0
972,979,4,3,3,3,3,3,3,-1,1,-0.6
973,980,3,2,3,3,4,4,4,1,3,1.4
974,981,2,3,3,3,3,2,3,1,3,1.4
975,982,1,1,2,1,1,1,2,1,3,1.4
976,983,3,4,4,3,3,4,4,1,3,1.4
977,984,3,2,2,2,2,2,2,-1,1,-0.6
978,986,3,3,3,2,3,3,4,1,3,1.4
979,987,2,2,3,2,2,2,3,1,3,1.4
980,988,3,3,3,3,2,2,1,-2,2,-1.2
981,989,2,2,2,2,3,2,2,0,2,0.4
982,990,2,1,1,1,1,1,2,0,2,0.4
983,991,2,3,2,2,3,3,1,-1,5,0.2
984,992,3,3,3,3,3,3,2,-1,1,-0.6
985,993,1,1,1,1,1,1,1,0,0,0
986,994,2,2,1,2,3,2,2,0,4,0.8
987,995,3,3,3,4,3,3,3,0,2,0.4
988,996,1,2,3,2,1,1,1,0,4,0.8
989,997,4,3,3,3,3,3,2,-2,2,-1.2
990,998,1,2,2,2,2,2,2,1,1,1
991,999,2,2,2,2,1,2,2,0,2,0.4
992,1000,4,4,4,4,4,4,4,0,0,0
993,1001,1,2,2,1,1,1,1,0,2,0.4
994,1002,2,1,1,2,2,2,1,-1,3,-0.2
995,1003,3,2,2,3,3,2,2,-1,3,-0.2
996,1004,2,2,2,2,2,1,2,0,2,0.4
997,1005,1,2,2,2,1,2,2,1,3,1.4
998,1006,4,4,3,4,4,3,3,-1,3,-0.2
999,1007,1,0,1,1,1,1,1,0,2,0.4
1000,1008,1,1,1,2,1,2,2,1,3,1.4
1001,1009,2,3,2,3,2,3,3,1,5,1.8
1002,1010,4,4,4,4,4,4,4,0,0,0
1003,1011,1,1,1,1,1,1,1,0,0,0
1004,1012,3,3,3,3,3,3,3,0,0,0
1005,1013,1,1,1,1,1,1,1,0,0,0
1006,1014,1,1,1,1,1,1,1,0,0,0
1007,1015,1,1,1,1,1,1,1,0,0,0
1008,1016,3,4,4,4,4,4,4,1,1,1
1009,1017,1,1,2,1,1,1,1,0,2,0.4
1010,1018,1,1,1,1,2,2,2,1,1,1
1011,1019,1,1,1,1,1,1,1,0,0,0
1012,1020,1,1,1,1,1,2,2,1,1,1
1013,1021,3,3,2,3,2,3,4,1,5,1.8
1014,1022,1,1,1,1,2,2,1,0,2,0.4
1015,1023,3,3,4,4,4,4,4,1,1,1
1016,1024,2,2,3,3,2,3,4,2,4,2.4
1017,1025,1,1,1,1,1,1,1,0,0,0
1018,1026,1,1,1,1,1,1,2,1,1,1
1019,1027,1,1,2,1,1,1,1,0,2,0.4
1020,1028,2,2,3,3,3,3,3,1,1,1
1021,1029,4,4,4,4,4,4,4,0,0,0
1022,1030,1,1,1,1,2,1,2,1,3,1.4
1023,1031,3,3,3,3,3,3,2,-1,1,-0.6
1024,1032,1,1,1,1,1,1,1,0,0,0
1025,1033,2,2,1,2,2,1,2,0,4,0.8
1026,1034,4,4,3,3,4,2,3,-1,5,0.2
1027,1035,1,3,3,2,2,2,2,1,3,1.4
1028,1036,1,2,2,1,1,1,1,0,2,0.4
1029,1037,4,4,4,4,4,4,4,0,0,0
1030,1038,2,2,2,3,2,3,3,1,3,1.4
1031,1039,2,2,2,2,4,4,3,1,3,1.4
1032,1040,1,1,1,1,1,1,1,0,0,0
1033,1041,2,3,3,2,3,2,2,0,4,0.8
1034,1042,1,2,2,1,2,3,2,1,5,1.8
1035,1043,1,2,2,1,1,1,1,0,2,0.4
1036,1044,1,1,1,1,1,1,1,0,0,0
1037,1045,1,1,2,1,1,2,2,1,3,1.4
1038,1046,2,2,2,2,2,2,2,0,0,0
1039,1047,2,2,1,1,1,1,1,-1,1,-0.6
1040,1048,3,3,4,4,4,4,3,0,2,0.4
1041,1049,2,2,2,2,2,2,2,0,0,0
1042,1050,4,3,3,3,4,3,4,0,4,0.8
1043,1051,1,1,1,1,1,1,1,0,0,0
1044,1052,3,4,4,4,4,4,4,1,1,1
1045,1053,1,1,1,1,1,1,1,0,0,0
1046,1054,2,2,3,3,3,1,1,-1,3,-0.2
1047,1055,1,2,4,4,4,3,4,3,5,3.4
1048,1056,2,2,2,3,3,3,3,1,1,1
1049,1057,1,1,1,1,1,1,1,0,0,0
1050,1058,1,1,1,1,1,1,1,0,0,0
1051,1059,1,1,1,1,1,1,1,0,0,0
1052,1060,2,3,3,2,2,2,3,1,3,1.4
1053,1061,1,1,1,1,1,1,1,0,0,0
1054,1062,2,3,2,2,2,2,2,0,2,0.4
1055,1063,3,3,4,3,4,4,4,1,3,1.4
1056,1064,4,3,3,4,4,3,3,-1,3,-0.2
1057,1065,3,3,3,4,4,3,3,0,2,0.4
1058,1066,1,1,1,1,1,1,1,0,0,0
1059,1068,2,3,3,3,3,3,3,1,1,1
