,°í°´¹øÈ£,±â_ÃÑ±¸¸Å¾×1,±â_ÃÑ±¸¸Å¾×2,±â_ÃÑ±¸¸Å¾×3,±â_ÃÑ±¸¸Å¾×4,±â_ÃÑ±¸¸Å¾×5,±â_ÃÑ±¸¸Å¾×6,±â_ÃÑ±¸¸Å¾×7,±â_ÃÑ±¸¸Å¾×8,±â_ÃÑ±¸¸ÅÈ½¼ö1,±â_ÃÑ±¸¸ÅÈ½¼ö2,±â_ÃÑ±¸¸ÅÈ½¼ö3,±â_ÃÑ±¸¸ÅÈ½¼ö4,±â_ÃÑ±¸¸ÅÈ½¼ö5,±â_ÃÑ±¸¸ÅÈ½¼ö6,±â_ÃÑ±¸¸ÅÈ½¼ö7,±â_ÃÑ±¸¸ÅÈ½¼ö8
176,180,72821.0,206018.0,170376.0,219934.0,255821.0,358374.0,392041.0,138644.0,4.0,7.0,7.0,8.0,11.0,12.0,14.0,7.0
177,181,350323.0,92089.0,313861.0,471328.0,452198.0,651767.0,508547.0,264975.0,11.0,5.0,8.0,14.0,16.0,25.0,16.0,10.0
178,182,181755.0,349715.0,399354.0,423891.0,83690.0,313659.0,501758.0,161323.0,5.0,8.0,7.0,9.0,3.0,10.0,13.0,7.0
179,183,0.0,0.0,0.0,6917.0,79613.0,16514.0,24776.0,46283.0,0.0,0.0,0.0,1.0,12.0,3.0,5.0,10.0
180,184,0.0,185066.0,182126.0,153157.0,87988.0,162536.0,110822.0,123894.0,0.0,7.0,15.0,10.0,4.0,11.0,5.0,7.0
181,185,0.0,5150.0,39543.0,31287.0,13653.0,18766.0,27018.0,0.0,0.0,1.0,2.0,4.0,1.0,2.0,3.0,0.0
182,186,10096.0,140792.0,109252.0,49663.0,118449.0,203316.0,230763.0,8262.0,1.0,7.0,5.0,1.0,7.0,6.0,6.0,1.0
183,187,40010.0,0.0,67789.0,30152.0,0.0,8900.0,0.0,0.0,7.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0
184,188,0.0,0.0,0.0,4558.0,0.0,0.0,0.0,29745.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
185,189,54320.0,26576.0,9942.0,29266.0,0.0,255835.0,355101.0,267454.0,2.0,1.0,1.0,1.0,0.0,26.0,23.0,14.0
186,190,0.0,40997.0,0.0,28201.0,0.0,210820.0,318951.0,183341.0,0.0,1.0,0.0,1.0,0.0,7.0,13.0,12.0
187,191,0.0,617835.0,0.0,0.0,0.0,80104.0,149812.0,17698.0,0.0,1.0,0.0,0.0,0.0,3.0,4.0,1.0
188,192,0.0,59797.0,242008.0,210533.0,222905.0,97046.0,331967.0,125339.0,0.0,5.0,17.0,14.0,19.0,7.0,13.0,12.0
189,193,49499.0,73630.0,63948.0,105553.0,80808.0,37148.0,49779.0,66596.0,3.0,9.0,7.0,16.0,11.0,8.0,6.0,7.0
190,194,0.0,0.0,80104.0,7007.0,28723.0,42734.0,22963.0,0.0,0.0,0.0,6.0,3.0,6.0,9.0,4.0,0.0
191,195,11612.0,0.0,0.0,34258.0,64807.0,45608.0,28111.0,25524.0,2.0,0.0,0.0,6.0,9.0,11.0,6.0,7.0
192,196,110046.0,150175.0,69371.0,35784.0,42982.0,112917.0,42121.0,95677.0,9.0,7.0,4.0,2.0,5.0,5.0,3.0,7.0
193,197,0.0,0.0,0.0,47002.0,0.0,84286.0,3379.0,149673.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,2.0
194,198,0.0,55522.0,40673.0,37249.0,26700.0,61553.0,345738.0,22224.0,0.0,3.0,6.0,6.0,7.0,9.0,16.0,5.0
195,199,14761.0,13391.0,26438.0,17737.0,413847.0,350655.0,16893.0,8345.0,1.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0
196,200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
197,201,15892.0,0.0,19851.0,207343.0,38432.0,55922.0,700763.0,384036.0,1.0,0.0,1.0,8.0,2.0,3.0,7.0,5.0
198,202,18205.0,87094.0,691072.0,64739.0,112514.0,0.0,20272.0,41808.0,1.0,3.0,6.0,2.0,8.0,0.0,1.0,1.0
199,203,0.0,16996.0,0.0,55074.0,92031.0,59943.0,69825.0,5784.0,0.0,2.0,0.0,10.0,9.0,13.0,13.0,2.0
200,204,0.0,10095.0,357019.0,12417.0,13655.0,113136.0,84689.0,6195.0,0.0,1.0,1.0,7.0,7.0,18.0,9.0,4.0
201,205,0.0,0.0,86656.0,72648.0,45007.0,86216.0,118250.0,57853.0,0.0,0.0,6.0,11.0,8.0,15.0,13.0,11.0
202,206,0.0,12361.0,38978.0,18624.0,3034.0,112596.0,3942.0,268941.0,0.0,2.0,1.0,3.0,2.0,2.0,1.0,4.0
203,207,16729.0,0.0,0.0,16406.0,0.0,90076.0,2252.0,12888.0,1.0,0.0,0.0,1.0,0.0,2.0,1.0,3.0
204,208,9841.0,241246.0,937627.0,6030.0,655359.0,101926.0,0.0,0.0,1.0,2.0,5.0,1.0,3.0,2.0,0.0,0.0
205,209,210094.0,174083.0,266859.0,83895.0,55119.0,189589.0,92351.0,102453.0,18.0,18.0,21.0,15.0,4.0,11.0,6.0,9.0
206,210,0.0,0.0,0.0,32991.0,0.0,8579.0,0.0,1239.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,1.0
207,211,113662.0,58202.0,137832.0,76179.0,43996.0,137259.0,141003.0,71056.0,11.0,7.0,15.0,10.0,5.0,14.0,12.0,5.0
208,212,0.0,0.0,0.0,0.0,0.0,5362.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
209,213,54615.0,142667.0,117387.0,103228.0,179312.0,25683.0,35250.0,3304.0,2.0,3.0,4.0,8.0,15.0,4.0,6.0,2.0
210,214,35424.0,29873.0,9038.0,46117.0,9102.0,37532.0,0.0,54119.0,4.0,3.0,1.0,5.0,1.0,4.0,0.0,4.0
211,215,1476.0,40585.0,30731.0,80081.0,36196.0,67560.0,209083.0,10325.0,1.0,2.0,4.0,10.0,12.0,10.0,15.0,8.0
212,216,65734.0,52635.0,138516.0,27225.0,124296.0,172968.0,223664.0,149383.0,7.0,9.0,10.0,5.0,14.0,21.0,24.0,12.0
213,217,18156.0,7695.0,0.0,26162.0,2528.0,111524.0,121633.0,42633.0,2.0,1.0,0.0,3.0,1.0,5.0,2.0,2.0
214,218,58847.0,180471.0,206980.0,114402.0,21744.0,70559.0,161726.0,252417.0,1.0,8.0,11.0,5.0,2.0,3.0,5.0,12.0
215,219,133928.0,91677.0,568690.0,142782.0,437612.0,541906.0,505676.0,607585.0,7.0,3.0,19.0,10.0,23.0,26.0,28.0,42.0
216,220,9840.0,0.0,64964.0,0.0,88190.0,11689.0,23538.0,20656.0,2.0,0.0,1.0,0.0,1.0,2.0,3.0,1.0
217,221,27554.0,49342.0,26890.0,167399.0,54512.0,34315.0,44486.0,9915.0,2.0,3.0,3.0,6.0,8.0,4.0,6.0,1.0
218,222,27071.0,81748.0,99186.0,154132.0,92033.0,152272.0,207204.0,198295.0,2.0,4.0,4.0,5.0,7.0,6.0,8.0,9.0
219,223,17812.0,0.0,157608.0,89552.0,114284.0,121710.0,268495.0,104519.0,2.0,0.0,7.0,8.0,4.0,6.0,12.0,7.0
220,224,279570.0,530905.0,487230.0,437769.0,580702.0,599287.0,585267.0,351686.0,6.0,10.0,8.0,13.0,14.0,13.0,9.0,9.0
221,225,157645.0,0.0,14688.0,29265.0,67882.0,13522.0,218782.0,140460.0,6.0,0.0,1.0,2.0,2.0,2.0,6.0,4.0
222,226,82464.0,71694.0,0.0,54556.0,47652.0,45168.0,735147.0,56654.0,4.0,1.0,0.0,8.0,9.0,8.0,15.0,10.0
223,227,36902.0,0.0,0.0,0.0,38937.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
224,228,18205.0,0.0,91062.0,0.0,0.0,0.0,20272.0,15533.0,2.0,0.0,3.0,0.0,0.0,0.0,1.0,2.0
225,229,16827.0,0.0,33262.0,22880.0,186898.0,132434.0,186503.0,0.0,1.0,0.0,1.0,1.0,3.0,1.0,3.0,0.0
226,230,24404.0,0.0,42142.0,125719.0,190480.0,170073.0,270182.0,97083.0,2.0,0.0,4.0,9.0,12.0,10.0,8.0,5.0
227,231,0.0,0.0,0.0,10642.0,12541.0,0.0,0.0,3304.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0
228,232,0.0,0.0,0.0,0.0,0.0,0.0,11262.0,31397.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
229,233,44184.0,0.0,96599.0,29265.0,62704.0,79353.0,551401.0,143767.0,2.0,0.0,3.0,2.0,2.0,3.0,4.0,5.0
230,234,78232.0,109088.0,163822.0,247093.0,254455.0,265833.0,459501.0,271832.0,4.0,7.0,6.0,13.0,12.0,15.0,22.0,19.0
231,235,48465.0,105059.0,95525.0,15165.0,0.0,175597.0,0.0,0.0,3.0,6.0,4.0,1.0,0.0,3.0,0.0,0.0
232,236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4131.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
233,237,204644.0,395141.0,561628.0,531659.0,636891.0,587277.0,384044.0,593114.0,7.0,13.0,18.0,17.0,16.0,13.0,11.0,12.0
234,238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11319.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
235,239,0.0,0.0,0.0,17648.0,81921.0,154629.0,68586.0,70724.0,0.0,0.0,0.0,1.0,9.0,15.0,7.0,9.0
236,240,27298.0,192358.0,51903.0,52395.0,34184.0,46079.0,92666.0,79690.0,3.0,9.0,6.0,5.0,1.0,4.0,11.0,14.0
237,241,10824.0,21529.0,367289.0,43986.0,0.0,80983.0,21961.0,79981.0,2.0,1.0,2.0,3.0,0.0,4.0,2.0,4.0
238,242,0.0,27298.0,27116.0,44785.0,14564.0,19302.0,29282.0,74857.0,0.0,2.0,2.0,5.0,2.0,1.0,2.0,5.0
239,243,5904.0,53565.0,20337.0,5321.0,18508.0,26808.0,18019.0,25612.0,1.0,3.0,3.0,1.0,3.0,3.0,2.0,5.0
240,245,29522.0,0.0,9038.0,16478.0,10114.0,8579.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0
241,246,73215.0,123713.0,351462.0,321406.0,285069.0,416216.0,601204.0,601957.0,3.0,4.0,7.0,10.0,10.0,15.0,17.0,26.0
242,247,414778.0,481561.0,633482.0,378322.0,358831.0,222190.0,120506.0,244238.0,31.0,36.0,41.0,33.0,23.0,18.0,12.0,25.0
243,248,154202.0,152041.0,50841.0,47002.0,0.0,103802.0,317347.0,129057.0,8.0,8.0,3.0,3.0,0.0,5.0,10.0,6.0
244,249,0.0,80141.0,125499.0,99947.0,227655.0,135757.0,210491.0,79402.0,0.0,3.0,5.0,4.0,11.0,6.0,10.0,6.0
245,250,33458.0,30903.0,16947.0,105445.0,144422.0,84715.0,374809.0,79650.0,3.0,2.0,1.0,6.0,4.0,4.0,13.0,6.0
246,251,0.0,0.0,60546.0,57201.0,5451.0,25564.0,135587.0,54449.0,0.0,0.0,3.0,1.0,1.0,3.0,7.0,3.0
247,252,142195.0,57169.0,82274.0,74849.0,49556.0,59515.0,12389.0,35974.0,6.0,5.0,5.0,5.0,3.0,5.0,1.0,3.0
248,253,81823.0,209262.0,1501628.0,728403.0,280075.0,161227.0,880035.0,370527.0,5.0,6.0,8.0,6.0,5.0,5.0,10.0,3.0
249,254,0.0,55521.0,18642.0,67400.0,22250.0,0.0,81088.0,69817.0,0.0,2.0,1.0,2.0,1.0,0.0,3.0,2.0
250,255,512497.0,305834.0,409702.0,473879.0,400730.0,493329.0,336179.0,313227.0,17.0,9.0,10.0,17.0,13.0,15.0,10.0,11.0
251,256,11809.0,109148.0,143204.0,69173.0,0.0,68201.0,808069.0,53293.0,1.0,2.0,4.0,2.0,0.0,2.0,8.0,3.0
252,257,167879.0,121652.0,224470.0,154468.0,173145.0,391726.0,168090.0,304529.0,5.0,6.0,4.0,12.0,13.0,17.0,15.0,19.0
253,258,0.0,24722.0,99728.0,7982.0,139567.0,137794.0,160938.0,165826.0,0.0,1.0,7.0,1.0,11.0,10.0,11.0,15.0
254,259,0.0,9785.0,0.0,9756.0,35399.0,28954.0,15654.0,22638.0,0.0,2.0,0.0,3.0,7.0,5.0,3.0,6.0
255,260,0.0,70046.0,159754.0,5322.0,6068.0,2145.0,58113.0,23961.0,0.0,2.0,4.0,3.0,2.0,1.0,1.0,2.0
256,261,101947.0,90648.0,50277.0,251418.0,138051.0,83106.0,210041.0,73203.0,6.0,4.0,2.0,10.0,4.0,4.0,6.0,9.0
257,262,0.0,27812.0,0.0,0.0,48343.0,28953.0,11262.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0
258,263,0.0,25649.0,0.0,15342.0,0.0,48792.0,6757.0,0.0,0.0,2.0,0.0,4.0,0.0,4.0,1.0,0.0
259,264,0.0,0.0,0.0,25630.0,13350.0,0.0,14866.0,17517.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,3.0
260,265,49694.0,392237.0,47678.0,137638.0,187606.0,653527.0,315006.0,28918.0,3.0,10.0,2.0,6.0,5.0,10.0,9.0,2.0
261,266,0.0,17511.0,111851.0,0.0,6068.0,461900.0,117689.0,41642.0,0.0,1.0,1.0,0.0,1.0,2.0,5.0,3.0
262,267,52448.0,160591.0,180884.0,112894.0,106192.0,80961.0,81966.0,83614.0,6.0,12.0,15.0,11.0,7.0,5.0,8.0,8.0
263,268,201141.0,14009.0,127216.0,104288.0,216228.0,111257.0,68136.0,161199.0,6.0,2.0,9.0,12.0,8.0,10.0,3.0,16.0
264,269,0.0,39864.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
265,270,0.0,0.0,0.0,31218.0,28419.0,17586.0,21285.0,10658.0,0.0,0.0,0.0,6.0,7.0,5.0,4.0,3.0
266,271,105490.0,28121.0,66658.0,78041.0,0.0,90077.0,64421.0,42964.0,6.0,3.0,2.0,5.0,0.0,2.0,2.0,2.0
267,272,129305.0,150187.0,292735.0,148989.0,260182.0,177363.0,849516.0,140955.0,6.0,5.0,10.0,7.0,7.0,11.0,21.0,14.0
268,273,26471.0,116401.0,219521.0,450337.0,226089.0,265404.0,173044.0,444720.0,2.0,9.0,6.0,22.0,11.0,16.0,8.0,17.0
269,274,7676.0,36153.0,35248.0,27846.0,47028.0,64770.0,18020.0,19830.0,2.0,9.0,8.0,6.0,9.0,9.0,2.0,2.0
270,275,60872.0,146046.0,112585.0,141538.0,117115.0,71097.0,283304.0,163975.0,7.0,8.0,9.0,14.0,9.0,8.0,15.0,11.0
271,276,0.0,0.0,0.0,0.0,866369.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
272,277,62369.0,171922.0,63890.0,69705.0,188011.0,56298.0,216574.0,39908.0,3.0,12.0,4.0,6.0,12.0,3.0,6.0,3.0
273,278,0.0,0.0,26890.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
274,279,117793.0,265039.0,694944.0,410162.0,592291.0,701170.0,459017.0,455859.0,10.0,7.0,22.0,12.0,20.0,11.0,9.0,14.0
275,280,339391.0,856838.0,1282634.0,333176.0,480191.0,371997.0,367265.0,352472.0,23.0,49.0,47.0,28.0,33.0,22.0,23.0,30.0
276,281,103325.0,162239.0,175199.0,296720.0,172842.0,450768.0,465360.0,244261.0,4.0,6.0,8.0,8.0,7.0,22.0,16.0,10.0
277,282,412221.0,209776.0,148005.0,69173.0,99113.0,55762.0,104739.0,80969.0,7.0,8.0,3.0,4.0,4.0,3.0,3.0,8.0
278,283,54123.0,0.0,0.0,85615.0,6068.0,6434.0,43360.0,72709.0,1.0,0.0,0.0,2.0,2.0,2.0,3.0,3.0
279,284,0.0,0.0,0.0,2767.0,5310.0,0.0,0.0,5701.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
280,285,5412.0,20602.0,11298.0,21551.0,5057.0,21233.0,109129.0,194084.0,2.0,2.0,1.0,4.0,1.0,2.0,11.0,12.0
281,286,29522.0,179132.0,29375.0,45229.0,136462.0,115813.0,78836.0,106518.0,1.0,3.0,2.0,4.0,5.0,5.0,3.0,8.0
282,287,0.0,421511.0,222008.0,250976.0,98405.0,169161.0,517726.0,496237.0,0.0,8.0,8.0,11.0,6.0,6.0,8.0,14.0
283,288,905520.0,834722.0,1088050.0,591776.0,779452.0,1021993.0,798262.0,699295.0,16.0,16.0,26.0,23.0,23.0,28.0,23.0,24.0
284,289,60026.0,211166.0,397072.0,273411.0,234635.0,357066.0,326606.0,233992.0,4.0,9.0,24.0,18.0,12.0,17.0,16.0,13.0
285,290,0.0,0.0,72535.0,84960.0,119136.0,157548.0,172424.0,100964.0,0.0,0.0,7.0,12.0,13.0,14.0,17.0,7.0
286,291,0.0,10301.0,0.0,3725.0,0.0,12332.0,27592.0,12806.0,0.0,1.0,0.0,1.0,0.0,1.0,5.0,4.0
287,292,46743.0,82921.0,23726.0,0.0,17193.0,10723.0,115213.0,14046.0,2.0,5.0,1.0,0.0,1.0,1.0,3.0,1.0
288,293,44479.0,32995.0,40674.0,20841.0,8394.0,156646.0,30183.0,37594.0,3.0,7.0,4.0,5.0,2.0,7.0,4.0,2.0
289,294,55599.0,0.0,67676.0,668009.0,128422.0,109678.0,926302.0,116625.0,2.0,0.0,2.0,6.0,4.0,5.0,8.0,9.0
290,295,376155.0,90134.0,74454.0,125841.0,425277.0,356339.0,173551.0,94603.0,5.0,6.0,4.0,10.0,15.0,14.0,6.0,8.0
291,296,0.0,0.0,0.0,0.0,878717.0,316609.0,716270.0,247285.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,1.0
292,297,0.0,183066.0,138729.0,8868.0,27964.0,36674.0,52764.0,194324.0,0.0,5.0,4.0,1.0,2.0,3.0,2.0,5.0
293,298,0.0,936389.0,674009.0,149521.0,467702.0,441343.0,192304.0,354654.0,0.0,11.0,11.0,7.0,6.0,9.0,4.0,15.0
294,299,0.0,0.0,0.0,27758.0,6068.0,46967.0,36490.0,4131.0,0.0,0.0,0.0,5.0,1.0,5.0,5.0,1.0
295,300,10825.0,30903.0,110835.0,250978.0,135959.0,358199.0,163356.0,40898.0,1.0,3.0,4.0,18.0,8.0,18.0,15.0,9.0
296,301,22043.0,259892.0,224267.0,402180.0,407223.0,652894.0,307743.0,117863.0,3.0,8.0,7.0,14.0,12.0,17.0,9.0,5.0
297,302,57468.0,90339.0,73269.0,159419.0,56726.0,98517.0,69860.0,118771.0,6.0,9.0,6.0,14.0,4.0,11.0,6.0,16.0
298,303,64997.0,50474.0,239688.0,229025.0,6069.0,242758.0,126136.0,132147.0,3.0,2.0,9.0,15.0,3.0,17.0,10.0,18.0
299,304,16729.0,75505.0,4519.0,0.0,0.0,39676.0,316469.0,176153.0,1.0,5.0,1.0,0.0,0.0,2.0,10.0,9.0
300,305,105343.0,104039.0,135802.0,23945.0,1536939.0,281253.0,31591.0,0.0,3.0,3.0,4.0,1.0,5.0,4.0,1.0,0.0
301,306,8856.0,0.0,53892.0,0.0,0.0,69434.0,295804.0,160620.0,1.0,0.0,1.0,0.0,0.0,4.0,10.0,9.0
302,307,264327.0,305215.0,538124.0,250885.0,165357.0,631180.0,385396.0,108981.0,11.0,18.0,19.0,9.0,10.0,15.0,17.0,7.0
303,308,4428.0,16481.0,5593.0,0.0,4956.0,139404.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0
304,309,0.0,533585.0,201219.0,504592.0,45511.0,131897.0,97419.0,177394.0,0.0,1.0,7.0,1.0,1.0,3.0,6.0,8.0
305,310,4920.0,67986.0,96033.0,2483.0,0.0,14478.0,17794.0,0.0,1.0,3.0,3.0,1.0,0.0,4.0,1.0,0.0
306,311,50187.0,0.0,91232.0,22969.0,0.0,0.0,58226.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
307,312,0.0,0.0,608063.0,189960.0,0.0,43430.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0
308,313,393524.0,945310.0,1315380.0,1226809.0,852878.0,1805609.0,1153203.0,872711.0,8.0,14.0,16.0,16.0,8.0,15.0,15.0,11.0
309,314,203599.0,201300.0,148569.0,214977.0,183481.0,65197.0,271579.0,191357.0,9.0,8.0,5.0,5.0,5.0,3.0,7.0,7.0
310,315,5068.0,213537.0,85754.0,112141.0,996692.0,128466.0,154632.0,196064.0,1.0,6.0,7.0,4.0,9.0,1.0,8.0,12.0
311,316,442483.0,471266.0,537269.0,597063.0,333951.0,301541.0,302958.0,429769.0,22.0,15.0,19.0,36.0,15.0,14.0,10.0,19.0
312,317,47088.0,44910.0,213478.0,22880.0,39140.0,82570.0,123548.0,29497.0,4.0,5.0,11.0,1.0,1.0,2.0,4.0,1.0
313,318,94075.0,75031.0,87899.0,3326.0,76256.0,3753.0,48427.0,2892.0,7.0,8.0,4.0,1.0,2.0,1.0,3.0,1.0
314,319,405874.0,479834.0,500707.0,238427.0,109682.0,88887.0,226823.0,137361.0,11.0,14.0,12.0,7.0,2.0,4.0,6.0,4.0
315,320,69179.0,134941.0,162128.0,138791.0,273064.0,413063.0,269732.0,222383.0,5.0,9.0,9.0,13.0,20.0,26.0,16.0,17.0
316,321,235731.0,232285.0,467176.0,166210.0,414048.0,177257.0,475968.0,171319.0,9.0,13.0,18.0,9.0,9.0,7.0,14.0,8.0
317,322,13285.0,86527.0,42142.0,90990.0,7079.0,25201.0,0.0,104107.0,1.0,2.0,2.0,2.0,1.0,3.0,0.0,3.0
318,323,93682.0,49032.0,4406.0,135331.0,50669.0,2466.0,66977.0,20656.0,5.0,2.0,1.0,7.0,3.0,1.0,3.0,1.0
319,324,111396.0,137724.0,99537.0,323251.0,280347.0,3110.0,296424.0,133686.0,8.0,10.0,4.0,15.0,9.0,1.0,11.0,7.0
320,325,64967.0,94562.0,0.0,48598.0,58052.0,9008.0,35139.0,24869.0,3.0,5.0,0.0,5.0,3.0,1.0,5.0,4.0
321,326,62163.0,108231.0,202859.0,207467.0,827493.0,286799.0,206215.0,606005.0,7.0,9.0,8.0,12.0,26.0,20.0,18.0,27.0
322,327,167142.0,87918.0,138324.0,73341.0,155749.0,105229.0,423925.0,42139.0,5.0,3.0,8.0,4.0,5.0,3.0,5.0,2.0
323,328,51407.0,159736.0,933482.0,8868.0,77834.0,91042.0,363421.0,37099.0,3.0,8.0,4.0,1.0,5.0,3.0,11.0,2.0
324,329,163645.0,230122.0,196586.0,61105.0,34942.0,57370.0,67428.0,157026.0,16.0,10.0,10.0,9.0,4.0,6.0,7.0,9.0
325,330,14761.0,0.0,0.0,0.0,34891.0,48630.0,12952.0,48019.0,1.0,0.0,0.0,0.0,4.0,5.0,1.0,9.0
326,331,23616.0,6181.0,55361.0,30951.0,22755.0,41929.0,35813.0,0.0,4.0,1.0,4.0,4.0,5.0,8.0,5.0,0.0
327,332,53139.0,39143.0,156364.0,79728.0,25790.0,40748.0,29282.0,615960.0,4.0,3.0,12.0,6.0,3.0,3.0,3.0,3.0
328,333,11808.0,61662.0,49826.0,73252.0,107203.0,77637.0,169044.0,70889.0,2.0,7.0,4.0,13.0,17.0,7.0,15.0,10.0
329,334,42806.0,27709.0,78761.0,0.0,0.0,17125.0,20689.0,16418.0,4.0,3.0,6.0,0.0,0.0,3.0,3.0,3.0
330,335,39579.0,82923.0,263326.0,69501.0,228213.0,204861.0,24203.0,86425.0,2.0,4.0,11.0,4.0,11.0,10.0,2.0,2.0
331,336,19681.0,0.0,66659.0,0.0,64727.0,52545.0,88972.0,0.0,2.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0
332,337,0.0,0.0,0.0,103130.0,110036.0,47140.0,0.0,22721.0,0.0,0.0,0.0,3.0,3.0,2.0,0.0,2.0
333,338,0.0,75196.0,74906.0,53477.0,209349.0,36438.0,272863.0,32373.0,0.0,1.0,3.0,6.0,10.0,6.0,10.0,7.0
334,339,0.0,12361.0,7344.0,86910.0,250108.0,6970.0,357691.0,121787.0,0.0,1.0,1.0,1.0,4.0,2.0,4.0,1.0
335,340,143436.0,186168.0,151834.0,167550.0,61996.0,92629.0,63699.0,67636.0,8.0,18.0,11.0,12.0,7.0,8.0,6.0,4.0
336,341,190070.0,100794.0,230165.0,317744.0,446168.0,327792.0,478288.0,125340.0,11.0,6.0,12.0,20.0,21.0,17.0,22.0,9.0
337,342,0.0,0.0,0.0,6918.0,59769.0,36888.0,12388.0,13219.0,0.0,0.0,0.0,2.0,14.0,7.0,2.0,3.0
338,343,113265.0,109169.0,260422.0,195104.0,236761.0,145194.0,56312.0,64900.0,8.0,8.0,12.0,6.0,13.0,10.0,5.0,6.0
339,344,56583.0,103009.0,0.0,0.0,0.0,28310.0,9573.0,25614.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,2.0
340,345,86596.0,294369.0,294316.0,206191.0,198124.0,273789.0,313655.0,155580.0,8.0,13.0,8.0,8.0,8.0,9.0,7.0,6.0
341,346,92895.0,169449.0,16721.0,101898.0,5967.0,91254.0,209951.0,224820.0,7.0,5.0,2.0,6.0,1.0,6.0,8.0,7.0
342,347,27061.0,31933.0,0.0,51437.0,71807.0,0.0,2252.0,20862.0,2.0,2.0,0.0,3.0,3.0,0.0,1.0,4.0
343,348,0.0,0.0,0.0,3370.0,0.0,19302.0,9010.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0
344,349,1125353.0,966758.0,773829.0,362669.0,249319.0,334032.0,315177.0,143353.0,35.0,32.0,26.0,28.0,16.0,16.0,16.0,9.0
345,350,45956.0,131067.0,61823.0,279989.0,149743.0,172842.0,434046.0,152601.0,10.0,15.0,12.0,30.0,12.0,27.0,45.0,25.0
346,351,503452.0,58611.0,20789.0,100478.0,380734.0,54367.0,3942.0,0.0,8.0,2.0,2.0,8.0,15.0,6.0,1.0,0.0
347,352,9053.0,29460.0,57056.0,64740.0,0.0,11581.0,29283.0,27265.0,1.0,2.0,4.0,9.0,0.0,1.0,3.0,5.0
348,353,0.0,47384.0,203252.0,15520.0,27307.0,63699.0,24213.0,31395.0,0.0,1.0,4.0,4.0,6.0,9.0,4.0,7.0
349,354,33064.0,12362.0,0.0,0.0,0.0,25414.0,2703.0,4957.0,5.0,2.0,0.0,0.0,0.0,5.0,1.0,1.0
350,355,120351.0,513549.0,271155.0,529350.0,158175.0,67877.0,235158.0,163776.0,8.0,13.0,8.0,14.0,11.0,10.0,14.0,9.0
351,356,697696.0,308098.0,588756.0,552898.0,226494.0,181247.0,274124.0,25151.0,26.0,10.0,23.0,22.0,11.0,10.0,8.0,2.0
352,357,0.0,72106.0,0.0,0.0,0.0,142407.0,9460.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0
353,358,26569.0,139783.0,0.0,8780.0,19772.0,22991.0,306671.0,33049.0,1.0,1.0,0.0,1.0,2.0,3.0,12.0,5.0
354,359,91911.0,112856.0,90950.0,166282.0,311297.0,134044.0,86942.0,51473.0,5.0,6.0,4.0,21.0,21.0,17.0,12.0,8.0
355,360,411237.0,192522.0,0.0,164686.0,70694.0,297897.0,154068.0,73485.0,3.0,4.0,0.0,10.0,6.0,11.0,8.0,4.0
356,361,129305.0,56757.0,1328845.0,532287.0,98395.0,141614.0,163765.0,142782.0,4.0,2.0,7.0,10.0,5.0,7.0,5.0,8.0
357,362,0.0,13906.0,0.0,0.0,0.0,102838.0,34236.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,5.0,0.0
