,°í°´¹øÈ£,±â_ÃÑ±¸¸Å¾×1,±â_ÃÑ±¸¸Å¾×2,±â_ÃÑ±¸¸Å¾×3,±â_ÃÑ±¸¸Å¾×4,±â_ÃÑ±¸¸Å¾×5,±â_ÃÑ±¸¸Å¾×6,±â_ÃÑ±¸¸Å¾×7,±â_ÃÑ±¸¸Å¾×8
681,687,0,3,2,4,2,3,2,3
682,688,0,0,2,2,3,3,3,3
683,689,3,4,3,4,2,2,2,0
684,690,4,4,4,4,4,4,4,4
685,691,2,4,4,4,4,4,4,4
686,692,0,4,2,2,2,1,1,2
687,693,4,4,4,4,4,4,4,4
688,694,3,2,3,3,2,2,3,2
689,695,0,4,0,0,0,0,1,4
690,696,2,3,3,2,0,1,3,3
691,697,2,4,3,2,3,3,3,2
692,698,2,3,2,0,2,3,3,3
693,699,3,2,2,0,0,2,0,0
694,700,0,0,0,0,0,0,0,0
695,701,2,0,0,0,4,4,2,3
696,702,0,2,2,3,3,4,3,3
697,703,0,1,3,4,1,3,4,1
698,704,2,0,3,2,0,0,3,4
699,705,2,2,0,2,3,1,2,2
700,706,2,2,0,2,2,2,1,1
701,707,0,0,2,0,0,4,3,3
702,708,3,4,0,0,3,2,3,2
703,709,3,3,3,3,3,3,4,3
704,710,0,2,2,1,2,2,2,2
705,711,4,4,4,3,4,4,4,4
706,712,2,2,4,3,4,4,4,4
707,713,3,2,4,4,2,3,4,4
708,714,0,0,0,0,2,2,1,1
709,715,3,3,4,3,4,4,4,3
710,716,4,3,4,4,4,3,4,4
711,717,4,4,3,4,3,3,4,3
712,718,2,4,4,3,4,3,3,3
713,719,3,2,3,2,2,2,2,2
714,720,2,2,0,0,0,0,1,1
715,721,2,0,3,3,3,4,4,3
716,722,0,0,2,2,2,2,3,2
717,723,4,4,3,1,3,3,2,2
718,724,0,0,0,2,2,2,2,2
719,725,0,1,1,2,3,3,3,2
720,726,0,0,0,2,3,3,2,2
721,727,2,2,3,3,4,2,3,3
722,728,3,4,3,3,3,3,4,3
723,729,2,2,0,4,0,0,4,3
724,730,3,3,3,3,2,3,3,4
725,731,0,0,2,3,2,3,3,4
726,732,2,0,4,4,4,4,4,4
727,733,4,4,4,4,4,4,4,3
728,734,1,0,2,2,1,0,2,2
729,735,3,3,4,3,4,4,3,4
730,736,2,0,3,3,4,3,3,3
731,737,0,0,0,2,3,3,3,3
732,738,2,0,3,2,3,3,3,2
733,739,0,3,0,2,3,2,4,3
734,740,0,0,2,0,0,0,0,0
735,741,0,0,0,0,0,1,2,2
736,742,2,1,2,2,3,2,0,0
737,743,2,4,0,2,3,1,3,1
738,744,2,3,3,2,4,2,2,3
739,745,0,0,0,0,0,0,0,0
740,746,0,3,2,2,1,2,2,4
741,747,4,4,4,4,4,4,4,4
742,748,2,0,3,4,2,3,2,3
743,749,2,2,2,3,3,3,3,0
744,750,0,0,0,0,2,2,1,2
745,751,0,0,0,0,0,0,0,0
746,752,2,1,4,2,4,0,4,3
747,753,2,3,2,0,0,1,0,3
748,754,4,4,4,4,4,4,3,4
749,755,4,4,4,4,4,4,4,4
750,756,0,4,2,0,2,2,2,0
751,757,4,4,4,4,4,4,4,4
752,758,1,4,4,3,4,4,4,4
753,759,2,3,2,3,2,3,3,3
754,760,1,2,0,3,1,2,2,2
755,761,0,2,0,0,0,0,0,0
756,762,0,0,0,0,3,0,2,0
757,763,3,2,4,3,4,3,3,2
758,764,2,0,3,3,4,3,3,3
759,765,3,3,3,4,2,3,4,3
760,766,0,3,0,3,4,2,3,4
761,767,0,0,0,0,0,0,0,0
762,768,2,2,3,3,3,2,2,2
763,769,3,2,2,2,3,3,4,2
764,770,4,3,3,0,3,1,3,3
765,771,2,2,3,3,2,3,2,2
766,772,4,4,4,4,4,4,4,4
767,773,4,4,4,3,4,3,3,3
768,774,4,4,4,4,4,4,4,4
769,775,2,4,4,4,4,4,4,4
770,776,2,3,3,3,3,2,2,2
771,777,2,3,3,2,2,3,3,3
772,778,0,2,3,3,3,3,3,1
773,779,4,4,4,4,3,4,4,4
774,780,3,3,3,3,4,4,0,3
775,781,3,3,4,4,3,4,2,3
776,782,0,0,0,0,0,0,0,0
777,783,3,3,2,4,3,2,4,2
778,784,4,4,4,3,3,4,4,4
779,785,3,0,0,3,2,2,3,0
780,786,4,4,3,0,2,0,3,3
781,787,1,2,3,4,4,2,0,4
782,788,1,2,0,2,0,2,2,2
783,789,3,2,2,2,3,2,1,3
784,790,0,0,0,1,2,0,1,0
785,791,0,2,0,3,1,2,0,1
786,792,4,4,4,4,4,4,4,4
787,793,0,0,0,2,1,0,0,0
788,794,3,4,4,3,3,2,3,2
789,795,4,4,4,3,4,4,4,4
790,796,2,2,2,2,2,2,2,2
791,797,4,4,3,3,4,3,4,4
792,798,0,0,0,0,0,3,0,0
793,799,2,3,2,3,3,2,4,2
794,800,4,3,4,4,3,3,3,3
795,801,4,2,4,2,3,2,3,4
796,802,3,4,2,1,3,0,2,1
797,803,2,2,3,2,2,0,2,3
798,804,0,0,0,0,0,0,0,0
799,805,0,0,2,0,0,0,0,0
800,806,3,2,3,4,3,2,4,4
801,807,3,3,4,3,3,3,3,3
802,808,0,2,0,0,3,4,4,3
803,809,3,3,3,2,4,4,4,4
804,810,3,2,0,2,3,2,2,2
805,811,0,2,0,3,3,0,3,3
806,812,1,1,2,2,3,2,4,2
807,813,0,0,0,0,3,0,0,0
808,814,3,2,4,4,3,4,4,4
809,815,3,4,4,3,2,3,3,2
810,816,0,0,0,1,0,0,2,3
811,817,4,4,3,4,4,4,3,4
812,818,2,2,3,4,4,3,4,3
813,819,4,2,4,3,3,4,4,3
814,820,1,0,0,2,2,3,4,3
815,821,0,0,0,0,0,0,0,0
816,822,0,0,2,2,3,2,1,3
817,823,2,4,4,4,4,4,4,4
818,824,4,3,3,2,3,2,4,4
819,825,4,4,4,4,4,4,2,2
820,826,0,0,2,1,2,0,0,2
821,827,4,3,4,4,4,4,3,3
822,828,4,4,3,4,4,4,3,4
823,829,0,2,2,2,0,2,3,2
824,830,2,3,3,2,1,2,2,2
825,831,0,0,0,0,0,1,0,0
826,832,1,4,0,4,3,2,1,3
827,833,2,3,2,2,2,2,0,1
828,834,3,3,3,3,4,4,4,3
829,835,4,3,4,4,4,4,4,4
830,836,2,0,0,1,1,2,1,0
831,837,0,3,2,0,0,2,0,3
832,838,0,1,2,1,0,3,2,0
833,839,3,3,3,3,3,4,3,4
834,840,2,0,0,0,3,2,4,4
835,841,4,2,3,4,3,3,4,3
836,842,3,4,0,2,3,3,3,3
837,843,0,3,2,1,3,1,3,2
838,844,2,4,4,4,3,4,4,4
839,845,3,3,3,3,3,4,4,4
840,846,3,4,3,3,3,3,4,2
841,847,0,2,4,2,3,0,2,3
842,848,3,2,4,4,4,4,4,4
843,849,2,0,1,2,2,3,2,1
844,850,2,4,3,4,3,4,4,4
845,851,2,3,2,3,4,2,3,3
846,852,4,4,4,4,3,4,4,4
847,853,0,0,0,1,0,0,3,0
848,854,4,1,4,3,2,2,2,3
849,855,2,2,2,3,0,2,3,3
850,856,3,2,2,0,3,3,2,0
851,857,2,3,2,2,3,4,3,3
852,858,3,4,4,4,4,4,4,4
853,859,3,4,4,4,4,3,4,3
854,860,0,0,0,2,2,2,2,1
855,861,4,3,3,3,3,3,3,3
856,862,0,0,0,2,2,1,0,1
857,863,4,4,4,4,3,4,4,4
858,864,1,2,2,4,3,4,3,3
859,865,4,4,4,4,4,4,0,4
860,866,2,3,3,2,4,3,4,2
861,867,3,0,0,3,4,4,2,3
862,868,3,2,3,3,3,3,2,1
863,869,3,0,0,0,2,0,0,2
864,870,3,3,3,3,3,4,3,3
865,871,0,0,0,3,1,2,3,2
866,872,2,0,2,2,2,2,3,2
867,873,1,2,2,2,2,1,1,2
868,874,2,0,1,2,2,1,0,2
869,875,4,4,4,4,4,4,4,4
870,876,0,0,0,0,0,0,0,0
871,877,0,3,2,2,3,3,3,3
872,878,0,3,2,3,4,3,3,3
873,879,3,3,4,3,4,4,4,4
874,880,3,2,3,3,2,2,3,3
875,881,2,0,0,3,0,0,2,0
876,882,3,3,4,4,4,3,3,3
877,883,4,4,4,3,3,4,4,4
878,884,4,4,4,4,4,3,4,4
879,885,3,2,3,3,1,3,4,2
880,886,4,4,0,2,0,2,1,1
881,887,3,4,3,4,2,4,4,4
882,888,3,4,2,3,2,2,3,2
883,889,4,3,3,1,2,4,3,0
884,890,2,0,0,0,0,3,4,3
885,891,0,0,0,1,1,2,1,4
886,892,0,0,1,1,1,2,1,0
887,893,3,4,4,3,4,4,4,3
888,894,4,4,4,4,4,4,4,4
889,895,2,2,4,2,0,2,2,2
890,896,2,0,2,0,1,2,1,0
891,897,4,4,4,3,4,4,4,2
892,898,1,3,2,2,3,4,4,3
893,899,4,3,2,3,3,3,4,2
894,900,0,2,0,2,3,3,3,1
895,901,0,0,3,0,0,2,0,0
896,902,0,0,0,0,4,0,0,0
897,903,3,2,4,4,4,4,4,3
898,904,1,4,4,0,2,2,2,0
899,906,1,2,1,2,3,1,4,4
900,907,4,4,3,2,3,4,4,3
901,908,3,3,3,3,3,3,3,2
902,909,0,0,0,3,1,3,2,4
903,910,0,0,0,1,2,3,0,0
904,911,3,3,3,1,3,4,4,4
905,912,2,4,2,3,4,3,3,2
906,913,3,0,0,3,4,4,4,4
907,914,1,2,1,4,2,1,2,2
908,915,2,2,2,2,4,3,4,3
909,916,4,4,4,4,4,3,4,4
910,917,0,0,0,2,0,0,0,0
911,918,4,3,4,4,4,4,3,3
912,919,3,3,4,2,1,2,3,4
913,920,3,3,3,2,2,3,4,3
914,921,2,3,3,3,2,3,4,3
915,922,0,0,0,2,2,4,3,2
916,923,3,3,4,4,3,4,4,4
917,924,2,0,3,3,4,4,4,4
918,925,2,2,3,4,2,2,4,2
919,926,4,4,4,3,3,4,4,3
920,927,3,2,4,4,4,4,4,4
921,928,2,3,4,3,2,3,4,3
922,929,4,2,3,3,4,4,3,4
923,930,0,0,2,2,3,2,3,2
924,931,4,4,4,3,4,4,4,4
925,932,4,4,3,3,3,3,4,3
926,933,0,0,3,3,2,2,2,1
927,934,4,4,4,4,4,4,4,4
928,935,3,0,3,0,3,0,2,2
929,936,3,3,4,3,4,2,3,3
930,937,2,2,2,2,4,3,3,3
931,938,2,0,0,2,1,2,0,2
932,939,0,0,4,0,1,0,4,2
933,940,0,0,4,4,3,3,3,3
934,941,4,4,4,3,3,4,4,3
935,942,0,0,0,0,0,0,0,0
936,943,3,4,4,4,3,4,4,3
937,944,2,0,2,2,2,0,3,3
938,945,3,3,3,2,1,4,4,3
939,946,2,3,2,3,3,2,3,3
940,947,4,4,4,3,4,3,4,4
941,948,1,3,4,4,4,4,4,3
942,949,2,0,2,0,0,3,0,4
943,950,2,2,2,3,4,2,2,1
944,951,4,4,4,4,4,4,4,4
945,952,3,1,3,3,2,4,4,3
946,953,3,4,4,4,3,4,3,3
947,954,4,3,3,4,2,3,4,2
948,955,4,4,4,4,4,4,4,4
949,956,2,1,4,2,2,2,4,3
950,957,3,1,4,4,4,3,3,3
951,958,3,3,4,3,3,3,4,3
952,959,4,3,4,4,4,4,3,0
953,960,1,0,3,3,3,0,0,0
954,961,0,2,0,1,2,1,2,2
955,962,2,2,3,0,2,2,3,3
956,963,3,4,3,3,3,4,4,4
957,964,3,2,0,3,2,3,3,2
958,965,0,2,0,1,2,3,4,3
959,966,3,4,4,4,3,3,3,4
960,967,0,0,3,2,0,0,2,3
961,968,3,4,4,4,4,4,4,3
962,969,3,3,2,4,2,3,3,2
963,970,2,2,3,2,1,2,1,2
964,971,0,4,0,1,1,2,4,3
965,972,3,3,3,4,3,3,3,3
966,973,3,4,4,4,4,4,4,4
967,974,3,4,4,3,4,4,4,4
968,975,2,0,4,4,3,4,3,4
969,976,0,0,0,0,0,0,0,0
970,977,3,4,4,3,3,3,4,3
971,978,4,4,4,4,1,4,4,2
972,979,0,0,2,0,0,0,0,0
973,980,4,4,4,4,4,4,4,4
974,981,3,3,4,3,4,3,3,4
975,982,2,2,3,2,2,4,2,2
976,983,2,2,0,2,1,2,4,2
977,984,4,3,2,3,3,2,3,3
978,986,2,4,4,4,3,2,3,3
979,987,0,0,0,0,0,0,0,0
980,988,0,2,0,2,2,4,0,2
981,989,4,0,3,3,4,3,4,0
982,990,4,4,4,4,0,4,4,2
983,991,0,0,2,0,2,4,0,2
984,992,3,3,4,3,3,4,4,3
985,993,3,4,4,3,4,4,4,4
986,994,3,3,4,3,4,4,4,3
987,995,0,0,4,0,2,1,3,1
988,996,4,4,4,4,4,3,4,4
989,997,3,4,3,3,3,4,3,3
990,998,2,4,4,2,4,4,3,4
991,999,4,4,4,3,2,3,4,4
992,1000,2,0,0,1,0,0,0,0
993,1001,0,3,4,3,4,0,4,3
994,1002,4,4,3,4,4,4,4,3
995,1003,0,0,0,0,0,2,0,0
996,1004,2,3,2,3,2,3,3,2
997,1005,4,3,4,4,3,4,4,3
998,1006,0,3,2,3,2,4,4,3
999,1007,2,0,2,0,0,0,0,0
1000,1008,3,4,4,4,4,4,3,4
1001,1009,0,2,2,2,3,3,2,1
1002,1010,0,1,2,0,0,0,2,2
1003,1011,2,0,3,3,4,3,4,4
1004,1012,0,0,0,1,0,0,1,1
1005,1013,2,3,4,3,3,4,4,2
1006,1014,4,4,0,4,3,2,4,4
1007,1015,2,2,0,2,1,2,2,3
1008,1016,2,0,3,0,0,0,2,0
1009,1017,0,3,3,2,1,1,2,3
1010,1018,2,2,2,3,3,4,3,3
1011,1019,0,2,2,1,0,0,0,1
1012,1020,2,2,3,3,3,3,3,3
1013,1021,2,2,2,2,3,4,4,3
1014,1022,2,2,3,3,3,3,2,2
1015,1023,0,2,0,2,0,2,3,0
1016,1024,0,0,1,0,2,1,3,2
1017,1025,4,3,3,3,2,3,3,2
1018,1026,3,4,3,4,3,3,3,2
1019,1027,2,4,4,2,4,3,4,4
1020,1028,2,3,3,4,2,2,0,2
1021,1029,4,4,3,4,4,4,3,4
1022,1030,2,1,2,0,1,2,1,2
1023,1031,0,0,0,0,0,0,0,0
1024,1032,0,2,2,2,0,0,0,4
1025,1033,3,3,3,4,4,4,4,4
1026,1034,0,0,0,0,3,0,0,3
1027,1035,3,4,4,4,3,3,4,3
1028,1036,2,2,0,2,0,2,2,1
1029,1037,0,0,0,0,0,0,2,0
1030,1038,3,3,3,3,4,3,3,3
1031,1039,3,3,2,1,4,4,3,1
1032,1040,4,3,4,4,3,3,3,4
1033,1041,0,0,0,2,1,0,0,1
1034,1042,4,4,3,2,3,4,3,0
1035,1043,2,0,3,1,2,2,2,2
1036,1044,2,0,2,2,0,0,4,2
1037,1045,2,3,3,3,3,3,3,3
1038,1046,4,4,4,4,3,3,4,2
1039,1047,4,4,3,3,3,3,4,3
1040,1048,0,0,0,4,4,2,0,1
1041,1049,3,2,1,1,1,3,2,2
1042,1050,4,3,1,0,0,3,3,2
1043,1051,2,0,0,2,2,4,4,4
1044,1052,1,2,4,4,3,3,3,3
1045,1053,2,2,3,2,2,2,2,2
1046,1054,0,4,2,2,1,0,0,1
1047,1055,4,4,3,4,4,4,4,4
1048,1056,2,2,3,3,2,2,2,2
1049,1057,4,4,3,4,4,4,4,3
1050,1058,4,0,3,2,3,2,2,4
1051,1059,0,4,0,0,0,3,2,0
1052,1060,3,2,4,4,4,4,2,3
1053,1061,0,0,4,4,4,3,4,4
1054,1062,0,0,0,2,0,0,3,0
1055,1063,0,0,0,0,0,0,0,0
1056,1064,2,2,2,0,2,0,2,2
1057,1065,4,3,4,4,4,4,4,4
1058,1066,3,3,4,1,1,2,2,4
1059,1068,0,0,0,0,3,0,0,3
1060,1069,2,0,1,3,2,2,2,2
1061,1070,2,0,0,2,3,2,3,1
1062,1071,2,2,3,2,3,3,3,2
1063,1072,3,4,3,3,3,3,4,4
1064,1073,4,4,4,3,4,4,3,4
1065,1074,0,0,0,0,0,0,0,0
1066,1075,0,0,0,0,3,2,2,1
1067,1076,2,2,0,3,2,4,2,4
1068,1077,3,4,2,4,4,2,0,0
1069,1078,2,2,2,3,3,3,0,1
1070,1079,0,0,0,0,0,0,0,0
1071,1080,0,0,0,0,0,0,0,0
1072,1081,0,0,0,0,0,0,0,0
1073,1082,0,0,4,0,0,0,0,0
1074,1083,0,0,0,1,0,1,0,2
1075,1084,4,3,4,4,4,4,4,4
1076,1085,3,3,3,3,3,4,4,4
1077,1086,2,4,3,4,2,3,3,3
1078,1087,1,0,2,0,0,3,2,3
1079,1088,3,4,4,4,4,4,4,4
1080,1089,0,0,0,0,0,0,0,0
1081,1090,4,4,4,3,4,4,4,4
1082,1091,2,0,3,3,2,4,3,0
1083,1092,2,4,3,2,3,4,4,4
1084,1094,2,3,3,2,3,4,4,3
1085,1095,4,4,4,4,4,4,4,3
1086,1096,3,2,3,3,4,3,3,3
1087,1097,3,2,2,2,2,3,3,4
1088,1098,3,4,3,4,4,4,4,4
1089,1099,2,2,2,3,1,4,1,2
1090,1100,2,0,4,4,0,0,4,3
1091,1101,2,3,3,3,1,2,2,0
1092,1102,0,0,0,0,2,0,0,0
1093,1103,3,2,2,3,3,3,1,0
1094,1104,3,3,3,2,3,3,4,4
1095,1105,4,4,4,3,4,3,4,3
1096,1106,0,0,0,0,0,0,2,0
1097,1107,0,4,4,4,3,0,2,0
1098,1108,4,4,4,4,4,4,4,4
1099,1109,0,0,0,0,0,0,0,0
1100,1110,4,1,3,0,0,1,4,3
1101,1111,4,4,4,3,3,3,4,4
1102,1112,0,0,0,0,0,0,0,2
1103,1113,2,0,2,0,3,2,0,0
1104,1114,3,3,2,3,4,3,3,3
1105,1115,4,2,3,3,2,3,2,3
1106,1116,2,0,0,0,2,2,2,0
1107,1117,3,3,4,3,2,3,4,3
1108,1118,3,4,4,4,4,4,4,4
1109,1119,4,3,4,3,4,4,4,4
1110,1120,0,0,3,2,3,2,3,2
1111,1122,3,2,4,2,2,3,4,3
1112,1123,4,4,4,4,4,1,4,3
1113,1124,0,3,2,3,2,3,3,4
1114,1125,2,2,0,3,4,3,4,2
1115,1126,4,2,0,2,3,3,4,3
1116,1127,4,4,4,4,4,4,3,4
1117,1128,4,3,4,4,4,4,4,4
1118,1129,4,3,4,4,4,4,4,4
1119,1130,4,4,4,2,4,3,3,4
1120,1131,4,4,4,4,4,4,4,3
1121,1132,0,0,0,1,0,2,0,0
1122,1133,4,4,4,3,4,4,4,3
1123,1134,0,2,2,2,1,3,1,1
1124,1135,3,3,3,3,3,4,4,4
1125,1136,4,4,4,3,4,3,4,4
1126,1137,3,2,4,2,2,3,4,3
1127,1138,4,4,3,3,4,4,4,3
1128,1139,3,2,2,2,2,0,3,3
1129,1140,1,2,2,4,2,3,2,4
1130,1141,3,3,3,3,3,3,3,4
1131,1142,3,4,4,3,3,1,3,1
1132,1143,2,4,4,2,4,4,4,2
1133,1144,3,4,4,4,4,3,0,3
1134,1145,3,0,1,4,3,2,2,2
1135,1146,4,4,4,3,3,2,4,4
1136,1147,4,3,3,4,4,3,4,4
1137,1148,4,0,0,0,0,0,0,0
1138,1149,0,0,3,3,0,3,1,0
1139,1150,3,2,4,1,3,3,4,3
1140,1151,3,2,3,3,2,3,2,2
1141,1152,3,4,2,4,3,4,4,3
1142,1153,0,1,3,3,2,2,0,0
1143,1154,2,2,0,0,4,3,0,2
1144,1155,3,2,2,0,0,2,3,3
1145,1156,0,0,0,0,0,0,0,0
1146,1157,3,3,2,3,3,4,4,4
1147,1158,3,2,4,3,1,0,2,2
1148,1159,0,0,0,0,0,1,2,2
1149,1160,0,3,3,3,3,4,3,2
1150,1161,3,3,4,2,3,4,3,3
1151,1162,3,4,2,3,2,3,2,3
1152,1163,4,4,4,4,4,4,4,4
1153,1164,0,2,2,2,2,0,3,2
1154,1165,0,4,0,2,1,3,2,4
1155,1166,4,3,4,3,3,4,4,4
1156,1167,2,3,2,3,3,3,2,3
1157,1168,2,2,3,4,4,4,4,4
1158,1169,0,0,3,4,4,4,4,4
1159,1170,2,0,0,1,0,2,4,3
1160,1172,4,4,4,4,4,4,4,4
1161,1173,4,3,4,3,3,4,4,3
1162,1174,3,2,3,0,4,4,2,3
1163,1175,0,4,2,4,1,1,2,2
1164,1176,2,0,4,2,4,0,0,3
1165,1177,4,4,4,3,2,3,3,3
1166,1178,4,3,4,3,3,4,0,3
1167,1179,3,3,3,2,2,3,4,4
1168,1180,2,3,0,1,4,3,4,0
1169,1181,0,2,2,0,0,0,3,2
1170,1182,3,3,0,2,2,2,3,0
1171,1183,0,0,0,0,0,0,0,0
1172,1184,3,2,3,3,0,2,2,0
1173,1185,0,1,0,2,2,2,0,0
1174,1186,2,4,3,4,4,4,3,4
1175,1187,3,4,4,3,4,4,4,4
1176,1188,0,2,0,3,2,3,3,0
1177,1189,3,3,0,0,4,4,4,4
1178,1190,0,2,2,2,1,3,1,0
1179,1191,2,4,2,4,4,3,2,2
1180,1192,2,3,4,3,3,4,0,2
1181,1193,4,3,4,4,4,4,4,0
1182,1194,1,3,4,4,3,4,3,3
1183,1195,0,0,0,0,1,0,0,2
1184,1196,4,4,4,4,3,4,4,4
1185,1197,0,0,3,2,0,0,3,0
1186,1198,0,0,3,1,2,1,3,0
1187,1199,3,2,3,3,4,4,4,4
1188,1200,3,4,4,4,4,4,4,4
1189,1201,4,4,4,4,4,3,4,4
1190,1202,0,2,0,1,0,0,2,0
1191,1203,4,4,4,4,4,4,4,4
1192,1204,0,0,2,2,0,2,2,2
1193,1205,0,0,0,0,0,0,0,0
1194,1206,0,0,0,2,4,2,2,3
1195,1207,2,2,4,4,4,4,4,3
1196,1209,1,1,3,2,4,3,3,1
1197,1210,2,3,0,2,2,3,4,3
1198,1211,3,0,3,2,3,3,1,2
1199,1212,3,4,3,4,4,4,3,4
1200,1213,0,0,3,2,2,3,3,4
1201,1214,1,2,0,0,2,4,4,3
1202,1215,4,4,3,4,2,3,1,2
1203,1216,2,2,3,3,0,2,3,3
1204,1217,2,4,3,3,2,4,2,2
1205,1218,3,3,3,4,3,4,4,4
1206,1219,0,0,3,2,0,0,2,3
1207,1220,0,0,0,0,0,0,0,0
1208,1221,1,3,4,4,2,2,3,3
1209,1222,4,4,4,4,4,3,2,0
1210,1223,0,0,0,0,2,2,2,2
1211,1224,4,4,4,4,4,4,4,4
1212,1225,2,0,2,2,2,2,2,4
1213,1226,1,2,2,3,3,2,3,3
1214,1227,3,3,3,4,4,3,3,1
1215,1228,3,4,0,4,4,4,3,2
1216,1229,3,3,3,3,1,2,2,3
1217,1230,0,2,2,1,0,2,3,4
1218,1231,3,2,4,2,0,2,2,3
1219,1232,2,3,4,4,3,2,2,3
1220,1233,2,3,3,2,2,2,3,3
1221,1234,2,0,0,0,2,2,2,2
1222,1235,4,2,0,2,0,3,2,3
1223,1236,0,0,3,0,0,0,0,0
1224,1237,0,2,3,2,3,2,2,3
1225,1238,4,3,3,4,4,4,4,2
1226,1239,0,0,0,1,0,3,2,0
1227,1240,4,4,4,4,3,3,4,2
1228,1241,2,2,2,3,1,2,0,2
1229,1242,1,0,2,2,3,2,3,2
1230,1243,0,2,0,0,0,4,3,0
1231,1244,3,2,3,2,1,2,1,2
1232,1245,4,4,4,3,4,3,3,3
1233,1246,0,3,3,0,4,2,0,0
1234,1247,3,2,3,4,4,4,4,4
1235,1248,0,0,0,2,2,0,3,2
1236,1249,0,0,0,2,2,2,2,2
1237,1250,0,0,3,0,0,3,0,0
1238,1251,0,0,0,0,1,0,0,1
1239,1252,2,2,0,2,2,2,3,2
1240,1253,0,0,0,0,0,0,1,2
1241,1254,2,1,0,2,1,3,3,0
1242,1255,0,3,3,1,3,4,4,4
1243,1256,0,0,0,2,2,3,3,3
1244,1257,3,4,3,4,4,4,4,3
1245,1258,4,3,4,2,3,4,3,2
1246,1259,0,0,3,4,0,4,4,4
1247,1260,0,3,0,3,1,3,3,1
1248,1261,0,0,0,2,3,4,3,3
1249,1263,3,2,2,1,3,3,2,4
1250,1264,2,4,0,2,4,0,3,1
1251,1265,2,0,3,3,3,2,2,3
1252,1266,4,4,3,0,2,1,4,4
1253,1267,2,0,4,4,1,2,4,2
1254,1268,0,2,0,4,0,2,2,3
1255,1269,3,2,3,3,3,3,2,2
1256,1270,0,4,0,0,0,0,4,3
1257,1271,3,4,4,3,0,3,4,3
1258,1272,3,3,3,3,3,3,3,0
1259,1273,2,2,3,2,2,3,4,3
1260,1274,4,4,4,4,4,4,4,4
1261,1275,3,3,4,4,3,4,4,2
1262,1276,0,3,0,2,3,1,2,0
1263,1277,4,2,1,2,2,0,4,3
1264,1278,0,0,0,1,1,1,1,1
1265,1279,4,0,3,3,3,4,4,3
1266,1280,0,0,0,2,3,2,1,1
1267,1281,0,0,0,0,0,0,0,0
1268,1282,3,3,4,4,4,4,4,4
1269,1283,3,4,4,4,4,3,3,4
1270,1284,3,4,2,4,3,4,4,4
1271,1285,3,3,4,4,4,3,3,3
1272,1286,0,0,0,2,2,0,1,2
1273,1287,2,4,0,2,2,4,4,0
1274,1288,3,2,2,3,3,3,3,3
1275,1289,0,4,0,3,2,3,4,2
1276,1290,3,3,4,3,4,4,4,4
1277,1291,4,4,2,3,2,3,3,4
1278,1292,4,2,2,4,3,2,3,1
1279,1293,0,0,0,0,0,0,0,0
1280,1294,2,2,3,3,2,1,1,3
1281,1295,2,2,3,2,3,4,4,3
1282,1296,2,0,2,0,4,0,0,3
1283,1297,3,2,2,4,4,3,3,2
1284,1298,4,4,4,4,4,4,4,4
1285,1299,0,0,0,3,2,4,2,2
1286,1300,3,1,0,1,3,2,3,3
1287,1301,4,4,4,4,4,4,4,4
1288,1302,3,4,3,4,4,4,4,4
1289,1303,0,0,2,2,2,0,1,2
1290,1304,4,4,4,4,4,4,4,4
1291,1305,4,4,4,4,3,4,4,4
1292,1306,3,0,2,3,3,4,4,4
1293,1307,2,3,3,4,2,2,3,3
1294,1308,3,3,3,3,3,2,4,3
1295,1309,0,0,0,0,0,0,0,0
1296,1310,3,3,4,3,0,3,3,3
1297,1311,2,4,4,4,4,4,4,4
1298,1312,3,2,2,3,3,3,4,3
1299,1313,4,4,4,3,4,4,4,4
1300,1314,0,1,3,3,3,3,2,3
1301,1315,2,2,3,3,3,3,3,2
1302,1316,2,4,4,4,2,2,3,2
1303,1317,4,4,2,3,4,3,3,3
1304,1318,4,3,3,3,4,3,4,2
1305,1319,0,2,0,3,0,3,1,0
1306,1320,3,2,3,2,2,4,3,3
1307,1321,0,1,0,2,2,1,3,3
1308,1322,1,2,2,3,4,4,3,4
1309,1323,0,2,0,0,2,0,0,0
1310,1324,0,0,0,0,3,0,1,3
1311,1325,4,3,3,4,4,4,4,4
1312,1326,0,0,0,2,2,2,2,1
1313,1327,4,4,4,4,3,4,4,4
1314,1328,2,2,2,3,4,4,4,3
1315,1329,2,2,2,0,3,2,2,0
1316,1331,4,3,4,3,3,4,4,4
1317,1332,4,3,2,1,3,3,4,4
1318,1333,0,0,0,2,3,0,0,0
1319,1334,4,0,4,3,3,3,3,3
1320,1335,2,2,2,0,2,1,3,0
1321,1336,0,2,2,4,3,4,2,0
1322,1337,3,2,2,1,2,2,3,2
1323,1338,0,0,2,3,2,3,3,1
1324,1339,1,0,0,2,2,0,0,2
1325,1340,4,4,3,2,0,3,2,2
1326,1341,2,3,4,3,3,4,4,4
1327,1342,2,2,3,2,2,2,3,2
1328,1343,4,4,3,3,3,4,4,4
1329,1344,3,0,4,3,0,3,3,2
1330,1345,3,2,3,3,4,4,4,3
1331,1346,3,4,2,3,4,4,3,0
1332,1347,4,4,4,4,3,4,4,4
1333,1348,4,4,4,4,4,3,4,3
1334,1349,3,3,3,4,4,4,4,3
1335,1350,1,2,2,2,2,1,3,1
1336,1351,0,4,3,2,4,3,4,1
