,°í°´¹øÈ£,¼±_ÃÑ±¸¸Å¾×1,¼±_ÃÑ±¸¸Å¾×2,¼±_ÃÑ±¸¸Å¾×3,¼±_ÃÑ±¸¸Å¾×4,¼±_ÃÑ±¸¸Å¾×5,¼±_ÃÑ±¸¸Å¾×6,¼±_ÃÑ±¸¸Å¾×7,¼±_ÃÑ±¸¸Å¾×8
681,687,2,4,3,3,3,4,2,4
682,688,2,2,2,2,2,2,2,2
683,689,3,4,3,4,4,4,3,3
684,690,4,4,4,4,4,4,4,4
685,691,4,4,4,4,3,4,4,3
686,692,1,2,3,4,3,3,3,2
687,693,4,4,4,4,4,4,4,4
688,694,4,3,4,4,3,4,4,4
689,695,4,4,4,4,4,4,4,3
690,696,3,3,3,4,2,2,3,3
691,697,3,4,3,3,4,4,4,4
692,698,3,3,3,3,3,3,3,3
693,699,3,2,2,2,1,1,1,0
694,700,1,1,3,1,2,0,2,2
695,701,4,4,4,4,4,4,3,4
696,702,2,3,2,2,2,2,2,1
697,703,3,4,4,4,4,4,4,3
698,704,4,4,4,3,4,4,4,3
699,705,2,3,2,1,2,2,3,2
700,706,2,3,3,2,3,2,3,1
701,707,3,4,3,4,4,3,4,4
702,708,4,4,4,4,4,4,4,4
703,709,4,3,2,4,3,4,3,3
704,710,3,3,3,3,2,3,2,2
705,711,4,4,4,4,4,4,4,4
706,712,4,4,4,4,4,4,4,4
707,713,4,4,4,4,4,4,4,4
708,714,3,2,3,3,3,2,3,3
709,715,4,4,4,4,4,4,4,4
710,716,4,3,3,4,3,3,4,4
711,717,4,4,4,4,4,4,4,4
712,718,3,4,4,3,4,4,3,3
713,719,1,2,1,1,2,1,1,2
714,720,2,2,2,2,2,2,2,2
715,721,2,2,2,1,3,2,2,3
716,722,2,2,2,1,2,1,1,2
717,723,3,3,3,2,2,2,3,3
718,724,1,1,1,1,2,1,2,1
719,725,0,0,1,2,2,2,1,2
720,726,2,3,2,3,2,3,3,2
721,727,4,4,4,4,4,4,4,4
722,728,4,4,3,4,4,4,4,4
723,729,4,4,3,4,3,4,4,4
724,730,4,4,4,4,3,4,3,4
725,731,3,2,3,4,2,3,3,2
726,732,4,4,4,4,4,4,4,4
727,733,3,4,4,4,3,4,3,2
728,734,2,1,3,1,2,2,2,1
729,735,4,4,4,4,4,4,4,4
730,736,4,4,4,3,4,4,4,4
731,737,2,2,2,3,3,3,3,3
732,738,1,2,2,2,2,2,3,1
733,739,1,2,1,2,2,2,2,2
734,740,1,2,2,2,2,2,1,3
735,741,2,3,2,2,2,3,2,1
736,742,4,4,2,1,4,4,3,2
737,743,3,3,2,3,2,3,2,3
738,744,2,2,1,1,1,2,1,2
739,745,2,1,3,0,1,2,4,3
740,746,4,4,4,4,4,4,4,4
741,747,4,4,4,4,4,4,4,4
742,748,4,4,4,4,4,4,4,4
743,749,1,1,0,3,3,3,2,1
744,750,3,2,2,2,2,3,2,3
745,751,0,1,1,0,0,0,1,3
746,752,4,4,4,3,4,4,4,4
747,753,0,1,1,0,0,1,0,0
748,754,4,4,4,4,4,4,3,4
749,755,4,4,4,4,4,4,4,4
750,756,3,3,3,3,2,3,2,2
751,757,4,4,4,4,4,4,4,4
752,758,4,4,4,4,4,4,4,4
753,759,2,4,2,3,3,4,2,4
754,760,1,3,1,1,2,2,1,1
755,761,0,2,2,4,0,4,1,1
756,762,1,2,2,3,2,1,1,0
757,763,3,3,3,4,3,3,3,3
758,764,3,4,3,3,3,3,3,3
759,765,3,3,4,4,3,4,4,4
760,766,2,3,3,4,3,3,3,3
761,767,4,3,3,3,3,3,3,3
762,768,0,1,2,2,2,3,1,3
763,769,4,3,2,3,3,4,2,3
764,770,4,4,4,4,3,4,4,4
765,771,3,3,4,4,4,4,3,3
766,772,4,3,4,4,3,4,4,4
767,773,3,3,4,4,3,3,3,3
768,774,4,3,3,3,3,3,3,3
769,775,3,4,4,3,3,3,4,3
770,776,3,3,3,2,2,4,3,2
771,777,4,4,3,4,3,3,3,3
772,778,1,3,2,2,2,2,2,2
773,779,4,4,4,4,4,4,4,4
774,780,4,4,4,4,4,4,4,4
775,781,4,4,4,4,4,4,3,4
776,782,1,1,2,2,2,1,1,2
777,783,3,4,4,4,4,4,4,4
778,784,4,4,4,4,4,4,4,4
779,785,4,4,4,4,4,4,4,4
780,786,4,3,4,4,4,3,4,4
781,787,3,3,3,3,3,4,3,3
782,788,3,4,3,3,4,3,3,4
783,789,3,4,4,4,4,4,3,4
784,790,1,1,1,1,1,1,1,0
785,791,4,4,3,3,4,4,3,4
786,792,4,4,4,4,4,4,4,4
787,793,1,1,1,1,1,1,0,0
788,794,4,4,4,4,3,4,4,4
789,795,4,4,4,3,4,4,4,4
790,796,4,3,3,4,4,4,4,3
791,797,4,4,4,4,4,4,4,4
792,798,0,0,0,0,1,0,0,1
793,799,2,4,3,2,3,2,4,3
794,800,3,4,4,4,4,4,4,4
795,801,4,4,4,4,4,4,4,3
796,802,3,3,3,3,4,3,3,2
797,803,3,1,3,3,2,2,3,3
798,804,2,0,1,1,1,1,2,1
799,805,0,2,3,1,0,1,0,0
800,806,4,4,4,3,3,3,4,4
801,807,4,4,4,4,4,4,4,4
802,808,4,4,3,4,3,4,4,3
803,809,2,3,3,2,3,3,3,3
804,810,4,4,4,4,4,4,4,4
805,811,4,3,4,4,4,4,4,4
806,812,4,4,4,4,4,4,4,4
807,813,1,1,2,1,2,1,1,1
808,814,4,3,4,4,4,4,4,4
809,815,3,4,3,4,2,3,3,1
810,816,4,4,4,4,4,4,4,4
811,817,4,4,4,4,4,4,4,4
812,818,3,3,3,4,4,4,3,4
813,819,4,4,4,4,4,4,4,4
814,820,2,1,2,2,1,2,2,1
815,821,2,2,1,1,1,0,1,0
816,822,2,2,3,2,2,2,2,4
817,823,4,4,4,4,4,4,4,4
818,824,3,2,2,3,3,3,2,2
819,825,3,4,3,3,4,4,4,1
820,826,1,1,1,1,0,2,0,1
821,827,3,3,4,4,3,3,4,4
822,828,4,4,4,4,4,4,3,4
823,829,1,2,1,2,1,1,3,3
824,830,3,3,3,3,2,3,3,2
825,831,0,1,1,0,0,2,1,0
826,832,4,4,4,4,4,4,4,4
827,833,3,3,2,3,2,3,2,3
828,834,1,2,3,2,2,2,3,3
829,835,4,3,3,3,3,4,3,2
830,836,1,1,1,2,1,2,2,1
831,837,0,3,2,0,0,2,1,3
832,838,4,4,4,4,4,4,4,4
833,839,3,3,3,3,3,3,3,3
834,840,1,1,0,1,3,2,3,3
835,841,4,4,4,4,4,4,4,4
836,842,4,4,4,4,4,4,4,4
837,843,1,2,1,1,1,1,2,1
838,844,3,4,4,4,4,4,4,3
839,845,4,4,4,4,4,4,4,4
840,846,4,4,4,4,4,4,4,4
841,847,4,4,4,4,4,4,4,4
842,848,4,4,4,4,4,4,4,4
843,849,2,3,2,1,2,2,2,1
844,850,3,4,4,3,4,4,4,4
845,851,0,1,1,0,0,0,1,1
846,852,3,4,4,4,2,3,3,3
847,853,2,1,2,1,2,2,1,2
848,854,3,2,3,3,2,3,3,3
849,855,4,3,4,4,2,3,4,4
850,856,3,4,4,4,3,4,3,1
851,857,3,4,4,4,4,4,4,4
852,858,4,4,4,4,4,4,4,4
853,859,4,4,4,4,4,4,4,4
854,860,2,1,0,2,2,1,1,1
855,861,4,4,4,4,4,4,4,4
856,862,2,2,1,1,1,2,2,3
857,863,4,4,3,4,4,4,3,4
858,864,3,3,3,2,3,2,2,3
859,865,4,4,4,4,4,4,4,4
860,866,4,3,4,4,2,3,4,3
861,867,3,3,4,3,3,4,3,3
862,868,3,3,2,2,1,3,0,0
863,869,3,4,3,2,2,3,3,2
864,870,4,3,4,4,4,4,3,4
865,871,2,1,2,2,2,0,2,2
866,872,2,2,2,2,1,1,1,1
867,873,4,3,4,4,3,4,3,3
868,874,4,4,4,4,4,4,4,4
869,875,4,4,4,4,4,4,3,3
870,876,3,2,1,2,1,1,1,1
871,877,2,3,2,2,2,3,2,3
872,878,4,4,4,4,4,4,4,4
873,879,4,4,4,4,4,4,4,4
874,880,3,1,2,3,1,2,2,1
875,881,3,0,0,2,3,2,1,1
876,882,3,4,4,4,4,4,4,4
877,883,4,4,4,4,4,4,4,4
878,884,4,4,4,4,4,4,4,4
879,885,3,3,3,3,2,3,3,3
880,886,4,4,4,4,4,4,4,4
881,887,3,4,3,4,4,4,4,4
882,888,2,3,3,2,1,3,3,3
883,889,2,3,2,1,2,3,3,3
884,890,4,4,4,4,4,4,4,4
885,891,1,2,2,1,3,2,2,2
886,892,0,0,0,1,1,1,0,2
887,893,3,3,4,4,3,4,3,3
888,894,4,4,4,4,4,4,4,4
889,895,4,2,3,3,3,3,4,4
890,896,1,1,1,1,1,1,1,1
891,897,4,4,4,4,4,4,4,4
892,898,1,2,4,2,3,3,3,2
893,899,4,4,4,4,4,4,4,4
894,900,1,2,1,1,1,2,2,2
895,901,2,2,0,1,0,0,3,3
896,902,1,0,1,1,0,1,0,0
897,903,3,3,4,3,3,4,3,2
898,904,3,3,2,2,4,3,4,4
899,906,2,3,3,3,2,3,3,3
900,907,4,3,4,3,3,4,3,4
901,908,2,1,1,2,2,1,1,0
902,909,3,2,2,1,0,2,1,2
903,910,2,2,0,1,2,2,1,3
904,911,4,4,4,4,4,4,4,4
905,912,4,3,4,4,4,4,3,4
906,913,3,4,4,4,4,3,3,4
907,914,3,3,4,4,4,4,4,3
908,915,3,3,3,4,4,4,4,4
909,916,3,4,4,4,4,4,4,4
910,917,3,2,0,0,0,2,0,0
911,918,4,4,4,4,4,4,4,4
912,919,4,4,4,4,4,4,4,4
913,920,4,3,3,4,3,3,4,3
914,921,3,3,3,3,2,2,2,2
915,922,2,2,1,2,2,2,2,2
916,923,3,3,3,4,4,4,3,3
917,924,4,4,4,4,4,4,3,4
918,925,4,4,3,4,2,4,4,3
919,926,1,1,2,1,2,2,2,1
920,927,4,3,4,4,3,4,3,3
921,928,4,4,4,4,4,4,4,4
922,929,4,4,4,4,4,4,3,4
923,930,2,2,3,2,1,1,2,1
924,931,4,4,4,4,4,3,4,4
925,932,1,2,3,1,2,2,2,2
926,933,1,2,2,2,2,2,3,2
927,934,4,4,4,4,4,4,4,4
928,935,4,3,4,3,4,3,3,3
929,936,4,4,4,4,4,4,4,4
930,937,4,4,4,4,4,4,4,4
931,938,2,1,1,1,2,1,2,1
932,939,4,4,4,4,4,4,4,4
933,940,2,1,2,3,2,2,2,3
934,941,3,4,4,4,4,4,4,4
935,942,1,2,1,1,2,3,2,2
936,943,4,4,4,4,4,4,4,4
937,944,4,4,4,4,4,3,4,4
938,945,3,3,2,4,2,3,2,3
939,946,4,4,4,4,4,4,4,4
940,947,4,4,4,4,4,4,4,4
941,948,2,3,1,2,1,2,4,2
942,949,4,4,3,3,4,4,4,3
943,950,2,2,3,3,1,2,3,2
944,951,0,3,3,3,3,3,3,3
945,952,4,4,4,4,4,4,3,4
946,953,4,4,4,4,3,4,4,4
947,954,4,4,4,4,4,4,4,4
948,955,4,4,4,4,4,4,4,4
949,956,2,2,2,1,1,1,2,1
950,957,4,4,4,4,3,4,4,4
951,958,4,4,3,4,4,4,4,4
952,959,4,4,3,4,4,3,4,0
953,960,3,2,2,3,2,0,0,0
954,961,2,3,2,1,2,1,2,2
955,962,4,4,4,4,4,4,4,4
956,963,4,4,4,4,3,4,4,4
957,964,2,2,1,2,2,2,2,1
958,965,4,4,4,4,4,4,4,4
959,966,4,4,4,4,3,4,4,4
960,967,1,0,1,2,3,1,1,2
961,968,3,3,3,3,3,3,3,3
962,969,1,3,2,2,3,2,2,2
963,970,1,1,1,1,0,0,0,0
964,971,4,4,4,4,3,4,4,4
965,972,4,4,3,4,4,3,4,4
966,973,4,4,3,4,4,4,4,4
967,974,4,4,4,4,4,4,4,4
968,975,3,3,4,4,4,3,1,3
969,976,0,2,0,1,0,0,0,0
970,977,4,4,4,4,4,4,4,4
971,978,4,4,4,4,4,4,4,4
972,979,1,2,0,1,1,1,1,2
973,980,2,3,3,2,3,1,3,3
974,981,2,3,3,2,3,3,3,3
975,982,4,4,4,4,4,4,4,4
976,983,3,3,2,3,3,3,3,3
977,984,4,3,3,3,3,3,2,3
978,986,4,4,4,4,4,4,4,4
979,987,1,0,0,1,1,1,1,1
980,988,2,3,2,2,2,2,0,1
981,989,4,4,4,4,4,4,4,4
982,990,4,4,4,4,4,4,3,3
983,991,4,4,4,4,4,4,4,4
984,992,4,4,4,4,4,4,4,4
985,993,4,4,4,4,4,4,4,4
986,994,4,4,4,4,3,4,3,4
987,995,2,3,3,3,3,2,3,2
988,996,4,4,4,4,4,4,4,4
989,997,4,4,4,4,4,4,4,4
990,998,3,4,4,4,3,4,3,3
991,999,4,4,4,4,4,4,4,4
992,1000,2,2,0,2,1,2,2,2
993,1001,4,3,4,3,4,3,4,3
994,1002,4,4,4,4,4,4,4,4
995,1003,1,0,0,1,1,2,1,1
996,1004,4,4,4,4,3,3,3,4
997,1005,4,4,4,4,4,4,4,3
998,1006,4,3,4,4,4,4,4,3
999,1007,2,2,3,2,2,1,2,2
1000,1008,4,4,4,4,4,4,4,4
1001,1009,1,2,1,0,2,2,0,3
1002,1010,2,1,1,3,2,2,2,2
1003,1011,4,3,4,4,4,4,4,4
1004,1012,3,1,1,3,1,2,3,2
1005,1013,4,4,4,4,4,4,4,4
1006,1014,3,4,3,4,4,4,4,4
1007,1015,3,3,3,3,3,4,3,3
1008,1016,4,4,3,4,3,3,3,3
1009,1017,4,3,3,4,4,3,3,3
1010,1018,4,4,4,4,4,4,4,4
1011,1019,3,3,3,3,3,3,3,3
1012,1020,4,2,3,3,4,4,3,4
1013,1021,1,1,2,1,1,1,2,2
1014,1022,3,3,3,3,3,4,2,3
1015,1023,4,1,2,3,1,2,2,2
1016,1024,2,3,3,1,3,3,3,2
1017,1025,4,4,4,4,4,4,4,4
1018,1026,4,4,4,4,4,4,4,4
1019,1027,4,4,4,4,4,4,4,4
1020,1028,4,4,4,4,4,4,4,3
1021,1029,4,4,4,3,4,4,4,4
1022,1030,3,2,2,3,0,2,2,2
1023,1031,1,2,2,1,0,1,0,1
1024,1032,4,3,4,3,4,4,4,4
1025,1033,4,4,4,4,4,4,4,4
1026,1034,1,1,2,1,1,1,1,1
1027,1035,2,2,2,2,1,2,2,2
1028,1036,3,3,3,3,3,3,3,3
1029,1037,2,2,2,2,4,2,2,2
1030,1038,4,3,4,3,4,4,2,3
1031,1039,4,4,4,4,4,4,4,3
1032,1040,4,4,4,4,4,4,4,4
1033,1041,1,0,1,1,1,1,0,1
1034,1042,4,4,4,4,4,4,4,2
1035,1043,4,3,4,4,3,4,3,4
1036,1044,4,4,4,4,4,4,4,3
1037,1045,4,4,4,4,4,4,4,4
1038,1046,3,4,3,4,3,4,3,3
1039,1047,4,4,4,4,4,4,4,4
1040,1048,1,2,1,1,3,2,1,1
1041,1049,4,4,4,4,4,4,3,3
1042,1050,2,2,1,1,1,1,1,1
1043,1051,3,2,3,2,3,3,3,3
1044,1052,3,4,2,3,2,2,3,3
1045,1053,4,4,4,4,4,3,4,3
1046,1054,2,2,2,1,2,0,1,0
1047,1055,2,1,2,1,3,2,2,1
1048,1056,3,3,4,3,3,3,4,3
1049,1057,4,4,4,4,4,4,4,4
1050,1058,4,4,4,4,4,4,4,4
1051,1059,3,3,4,2,3,3,3,3
1052,1060,3,4,4,4,3,4,4,4
1053,1061,2,3,3,3,3,4,3,3
1054,1062,3,4,3,3,4,3,4,4
1055,1063,1,1,0,0,0,0,0,0
1056,1064,2,2,2,3,3,2,2,2
1057,1065,3,4,3,3,3,4,3,3
1058,1066,3,4,4,4,4,4,4,4
1059,1068,1,3,2,2,1,0,1,2
1060,1069,4,4,4,4,3,4,4,4
1061,1070,2,1,1,1,1,1,2,1
1062,1071,4,3,4,3,4,4,4,3
1063,1072,4,4,3,4,4,3,4,4
1064,1073,4,4,4,4,4,4,4,4
1065,1074,1,0,0,0,0,1,1,1
1066,1075,1,2,2,2,2,2,1,2
1067,1076,3,2,3,3,3,3,3,3
1068,1077,3,3,3,3,3,3,3,2
1069,1078,2,2,2,2,2,2,1,1
1070,1079,4,4,3,3,3,3,3,2
1071,1080,0,0,0,1,0,0,1,0
1072,1081,2,2,1,1,0,0,1,0
1073,1082,2,1,2,1,0,0,0,1
1074,1083,1,2,2,2,1,3,1,2
1075,1084,4,4,4,4,4,4,4,4
1076,1085,4,4,4,4,4,4,4,4
1077,1086,2,3,3,3,3,3,3,2
1078,1087,4,3,4,3,3,3,4,3
1079,1088,4,4,4,4,4,4,4,4
1080,1089,0,2,1,1,0,1,1,1
1081,1090,4,4,4,4,4,4,3,4
1082,1091,3,3,4,4,4,4,4,3
1083,1092,4,4,4,4,4,4,4,4
1084,1094,3,3,3,2,3,3,3,3
1085,1095,4,4,4,4,4,4,4,4
1086,1096,3,2,3,3,3,3,3,2
1087,1097,2,3,1,2,1,3,4,3
1088,1098,4,4,4,4,4,4,4,3
1089,1099,3,3,3,3,2,3,3,3
1090,1100,4,3,3,3,3,3,4,4
1091,1101,2,3,3,4,3,3,2,3
1092,1102,1,0,0,0,1,0,0,0
1093,1103,4,4,3,4,3,4,3,3
1094,1104,4,4,4,4,4,4,4,4
1095,1105,3,3,3,4,3,3,3,3
1096,1106,1,1,0,1,3,2,2,1
1097,1107,3,4,4,4,4,4,4,4
1098,1108,4,4,4,4,4,4,4,4
1099,1109,2,0,0,1,1,1,0,1
1100,1110,4,4,4,4,3,4,4,4
1101,1111,4,4,4,4,2,4,4,4
1102,1112,1,1,1,1,0,1,0,1
1103,1113,2,2,2,2,0,0,1,2
1104,1114,3,3,3,3,3,3,3,2
1105,1115,4,3,3,4,3,4,4,4
1106,1116,0,1,1,0,0,1,0,1
1107,1117,4,4,4,4,4,4,3,4
1108,1118,3,3,4,4,3,4,3,4
1109,1119,4,3,4,4,3,4,4,4
1110,1120,1,1,1,2,1,1,2,2
1111,1122,3,3,3,2,3,3,2,3
1112,1123,3,4,3,3,3,3,1,2
1113,1124,3,4,4,4,4,4,4,4
1114,1125,2,2,2,3,3,3,4,3
1115,1126,4,4,4,4,4,4,4,4
1116,1127,4,4,4,4,4,4,4,4
1117,1128,4,3,4,4,3,4,3,4
1118,1129,4,4,4,4,4,4,4,4
1119,1130,4,4,4,4,4,4,4,4
1120,1131,4,3,3,4,3,3,4,4
1121,1132,0,0,3,4,0,0,0,0
1122,1133,4,4,4,4,4,4,4,4
1123,1134,3,2,2,3,2,3,2,3
1124,1135,3,3,3,3,3,3,4,4
1125,1136,2,2,4,3,3,3,3,2
1126,1137,4,3,4,4,4,4,4,4
1127,1138,4,4,4,4,4,4,4,4
1128,1139,4,3,3,4,4,3,4,3
1129,1140,2,2,1,1,3,2,1,1
1130,1141,4,4,4,4,4,4,3,3
1131,1142,4,4,4,4,4,4,3,3
1132,1143,2,1,1,2,3,2,1,2
1133,1144,4,4,4,4,4,4,2,4
1134,1145,1,0,0,1,1,0,0,0
1135,1146,3,3,3,3,3,3,3,3
1136,1147,4,4,4,4,4,4,4,4
1137,1148,1,3,1,3,2,2,2,1
1138,1149,1,1,2,2,1,0,1,0
1139,1150,4,4,4,4,4,4,4,3
1140,1151,3,3,3,4,3,4,4,3
1141,1152,4,4,4,4,4,4,4,3
1142,1153,3,3,3,3,2,2,2,2
1143,1154,3,4,4,4,3,4,4,4
1144,1155,4,4,4,4,4,4,4,4
1145,1156,1,2,3,2,2,2,1,0
1146,1157,4,4,4,4,4,4,4,4
1147,1158,3,3,2,2,2,3,3,4
1148,1159,1,1,2,2,2,1,1,1
1149,1160,1,1,1,1,3,2,3,1
1150,1161,3,3,3,4,4,3,3,4
1151,1162,4,4,4,4,4,4,4,4
1152,1163,4,4,4,4,4,4,4,4
1153,1164,4,4,3,3,3,3,3,3
1154,1165,4,4,3,4,3,3,3,4
1155,1166,4,3,4,4,4,4,4,4
1156,1167,2,2,1,3,2,2,1,3
1157,1168,2,2,3,2,3,3,2,2
1158,1169,2,3,2,2,2,2,2,2
1159,1170,2,2,2,2,2,2,2,1
1160,1172,4,3,4,4,4,4,4,4
1161,1173,4,4,4,4,4,4,4,4
1162,1174,1,2,3,2,1,2,1,2
1163,1175,2,2,3,3,1,2,1,2
1164,1176,4,4,4,4,4,4,4,4
1165,1177,3,3,3,2,2,2,2,3
1166,1178,4,4,4,4,4,4,4,4
1167,1179,4,4,4,4,4,4,4,4
1168,1180,3,3,2,1,1,2,2,2
1169,1181,3,3,3,3,3,3,4,4
1170,1182,2,1,2,2,3,2,2,2
1171,1183,2,2,2,1,2,1,1,0
1172,1184,2,2,3,3,2,1,2,2
1173,1185,2,2,2,3,2,3,3,2
1174,1186,3,3,3,2,2,3,2,2
1175,1187,3,4,4,3,4,4,3,3
1176,1188,1,0,1,1,1,1,1,1
1177,1189,3,3,0,1,4,3,4,3
1178,1190,2,2,1,2,1,2,2,2
1179,1191,3,2,2,2,3,3,2,2
1180,1192,3,3,3,4,3,3,1,3
1181,1193,3,3,3,3,4,3,3,1
1182,1194,3,4,4,4,4,4,4,4
1183,1195,1,1,1,1,2,1,1,0
1184,1196,3,3,3,3,2,3,3,4
1185,1197,4,4,4,4,3,4,4,4
1186,1198,2,2,2,2,2,2,3,2
1187,1199,3,3,3,3,3,4,4,4
1188,1200,4,4,4,4,4,4,3,4
1189,1201,3,3,3,3,3,3,3,3
1190,1202,3,3,2,1,2,2,2,1
1191,1203,3,3,4,4,4,4,3,4
1192,1204,2,2,1,1,1,2,2,2
1193,1205,3,3,2,3,2,3,1,2
1194,1206,2,2,2,3,2,3,3,3
1195,1207,3,4,4,4,4,4,4,4
1196,1209,3,3,3,3,3,4,3,3
1197,1210,2,2,1,2,3,3,3,3
1198,1211,4,4,4,4,4,4,4,4
1199,1212,4,4,4,4,4,4,4,4
1200,1213,1,2,2,2,3,3,2,3
1201,1214,4,4,4,4,3,4,4,4
1202,1215,4,3,2,3,3,3,3,3
1203,1216,1,1,3,3,1,1,1,3
1204,1217,2,2,3,3,2,3,2,2
1205,1218,4,4,4,4,3,4,4,4
1206,1219,3,4,4,4,4,3,3,3
1207,1220,0,0,0,0,0,1,0,0
1208,1221,2,2,3,3,3,3,3,3
1209,1222,4,4,4,4,4,4,3,0
1210,1223,1,1,2,2,2,0,2,3
1211,1224,4,4,4,4,4,4,4,4
1212,1225,3,3,2,2,2,2,2,1
1213,1226,3,4,4,3,4,4,3,4
1214,1227,4,3,4,4,4,4,4,4
1215,1228,1,3,2,3,2,1,3,3
1216,1229,4,4,4,4,3,4,3,4
1217,1230,4,4,3,4,3,4,3,4
1218,1231,3,2,2,2,2,3,2,2
1219,1232,4,4,4,3,4,4,3,3
1220,1233,4,4,4,4,4,4,4,4
1221,1234,3,1,2,2,2,3,2,2
1222,1235,3,3,3,4,4,4,3,4
1223,1236,3,3,3,2,3,1,0,0
1224,1237,1,2,3,2,2,2,2,2
1225,1238,4,4,4,4,4,4,4,4
1226,1239,1,1,2,1,1,4,2,1
1227,1240,3,4,3,3,4,3,4,4
1228,1241,3,2,3,3,2,2,2,2
1229,1242,4,4,3,4,4,4,4,4
1230,1243,4,4,4,4,4,4,4,4
1231,1244,3,3,3,3,3,3,3,3
1232,1245,4,4,4,4,4,4,4,3
1233,1246,4,4,4,4,4,4,4,4
1234,1247,4,3,2,4,3,3,4,4
1235,1248,2,3,2,1,2,1,2,0
1236,1249,1,1,1,1,1,1,1,1
1237,1250,1,2,1,2,1,1,2,2
1238,1251,2,2,2,2,2,1,1,1
1239,1252,2,2,2,2,0,3,2,1
1240,1253,1,1,0,1,1,1,1,1
1241,1254,4,4,3,3,3,4,4,4
1242,1255,3,4,4,4,4,4,4,4
1243,1256,1,1,1,2,2,1,2,1
1244,1257,4,4,4,4,4,3,4,4
1245,1258,2,2,2,2,1,2,2,2
1246,1259,3,4,4,4,4,4,4,4
1247,1260,2,1,2,2,2,2,2,2
1248,1261,1,2,2,2,3,3,3,3
1249,1263,3,4,4,4,4,4,4,4
1250,1264,4,4,4,4,4,4,4,4
1251,1265,1,2,2,2,2,2,3,1
1252,1266,4,4,4,4,4,4,4,4
1253,1267,3,3,3,3,3,3,2,4
1254,1268,4,4,2,4,4,4,4,4
1255,1269,3,3,3,3,2,3,3,3
1256,1270,2,2,1,2,1,2,2,2
1257,1271,4,4,4,4,4,4,4,4
1258,1272,4,4,4,4,4,4,4,4
1259,1273,4,4,4,4,4,4,4,4
1260,1274,4,4,3,4,3,4,3,3
1261,1275,4,4,4,4,4,4,4,1
1262,1276,1,1,2,1,1,1,1,1
1263,1277,4,4,4,4,4,4,4,4
1264,1278,0,0,1,2,1,1,1,1
1265,1279,4,0,3,3,3,4,4,4
1266,1280,2,2,2,2,3,2,2,2
1267,1281,1,0,1,0,0,1,1,1
1268,1282,4,4,4,4,4,4,4,4
1269,1283,4,3,4,3,4,3,4,4
1270,1284,4,4,3,4,4,4,4,4
1271,1285,4,4,4,4,4,4,4,4
1272,1286,0,1,1,1,0,1,0,1
1273,1287,3,4,4,3,4,4,4,4
1274,1288,4,4,4,4,4,4,4,4
1275,1289,4,4,4,4,4,4,4,4
1276,1290,4,4,4,4,4,4,4,4
1277,1291,4,4,4,4,4,4,4,4
1278,1292,4,4,4,3,2,3,4,2
1279,1293,1,0,1,0,1,2,1,0
1280,1294,3,3,3,2,2,3,3,2
1281,1295,4,4,4,4,4,4,4,4
1282,1296,3,4,4,4,3,4,4,4
1283,1297,3,3,2,3,3,3,3,3
1284,1298,4,4,4,4,4,3,4,4
1285,1299,3,3,1,2,3,1,1,1
1286,1300,2,2,3,3,1,1,3,2
1287,1301,3,3,3,4,4,4,3,3
1288,1302,4,4,4,4,4,4,4,4
1289,1303,1,1,1,2,1,3,1,2
1290,1304,2,2,3,3,3,3,3,2
1291,1305,4,3,4,3,3,2,4,4
1292,1306,3,2,2,1,1,2,2,2
1293,1307,3,3,3,4,4,3,3,4
1294,1308,4,4,4,3,4,4,4,4
1295,1309,0,2,3,0,3,1,0,2
1296,1310,4,4,4,4,4,4,4,4
1297,1311,4,4,4,4,4,4,4,4
1298,1312,3,4,4,3,4,4,3,3
1299,1313,4,4,4,1,4,4,4,4
1300,1314,1,1,3,2,4,3,2,2
1301,1315,4,4,4,4,3,4,4,4
1302,1316,4,4,4,4,4,4,4,4
1303,1317,4,4,4,4,4,4,4,4
1304,1318,2,2,2,1,2,2,2,2
1305,1319,2,1,1,3,0,2,3,0
1306,1320,1,2,1,2,2,1,1,2
1307,1321,1,3,2,1,1,1,2,1
1308,1322,2,2,2,1,1,3,1,1
1309,1323,0,2,1,1,1,1,1,0
1310,1324,1,1,1,1,2,1,1,2
1311,1325,3,1,2,2,3,3,3,3
1312,1326,2,3,3,2,2,2,3,1
1313,1327,4,4,4,4,4,4,4,4
1314,1328,4,2,3,4,3,2,3,3
1315,1329,3,4,4,4,4,4,3,4
1316,1331,1,1,1,2,0,1,1,0
1317,1332,3,3,3,4,3,3,3,3
1318,1333,2,1,1,3,1,2,1,2
1319,1334,4,4,4,4,4,3,4,4
1320,1335,4,4,4,4,4,4,3,3
1321,1336,4,3,4,4,4,3,4,4
1322,1337,1,1,2,2,1,2,1,1
1323,1338,1,1,2,2,2,1,2,0
1324,1339,2,2,1,1,2,2,3,2
1325,1340,4,4,4,4,4,4,4,4
1326,1341,4,4,4,4,4,4,4,4
1327,1342,3,2,3,2,2,3,2,2
1328,1343,4,4,4,4,4,4,4,4
1329,1344,4,4,4,4,4,4,4,4
1330,1345,4,3,4,4,4,4,4,4
1331,1346,3,3,4,4,4,4,3,4
1332,1347,4,4,4,4,4,4,4,4
1333,1348,4,4,4,4,4,4,4,4
1334,1349,4,4,4,4,4,4,4,4
1335,1350,2,2,2,2,1,1,2,1
1336,1351,1,2,1,2,1,2,2,1
