,고객번호,편_총구매액1,편_총구매액2,편_총구매액3,편_총구매액4,편_총구매액5,편_총구매액6,편_총구매액7,편의품_증감율,편의품_변동율,편_(증감*0.8)+(변동*0.2)
536,542,1,1,2,1,1,2,2,1,3,1.4
537,543,3,3,2,3,3,4,2,-1,5,0.2
538,544,3,3,4,1,3,3,2,-1,7,0.6
539,545,2,2,2,1,2,1,1,-1,3,-0.2
540,546,4,1,3,2,4,2,4,0,12,2.4
541,547,4,4,4,4,4,4,4,0,0,0
542,548,1,1,3,1,4,2,1,0,10,2
543,549,4,4,4,3,3,3,2,-2,2,-1.2
544,550,1,1,2,2,3,2,4,3,5,3.4
545,551,2,3,3,3,3,3,4,2,2,2
546,552,2,2,2,1,1,1,2,0,2,0.4
547,553,2,2,3,2,3,3,3,1,3,1.4
548,554,1,1,1,1,1,1,1,0,0,0
549,555,2,2,2,2,2,2,3,1,1,1
550,556,4,4,4,4,4,3,3,-1,1,-0.6
551,557,3,4,3,3,4,4,3,0,4,0.8
552,558,2,2,1,1,1,4,2,0,6,1.2
553,559,4,4,4,4,4,4,4,0,0,0
554,560,4,1,4,1,4,2,4,0,16,3.2
555,561,1,3,3,1,2,4,4,3,7,3.8
556,562,2,3,1,1,1,1,1,-1,3,-0.2
557,563,3,4,4,3,4,4,4,1,3,1.4
558,564,3,4,4,3,3,1,2,-1,5,0.2
559,565,4,2,1,4,1,1,1,-3,9,-0.6
560,566,2,2,1,1,1,3,4,2,4,2.4
561,567,2,2,4,3,4,4,4,2,4,2.4
562,568,1,1,1,1,2,3,2,1,3,1.4
563,569,1,2,3,4,3,2,3,2,6,2.8
564,570,2,2,3,2,2,2,1,-1,3,-0.2
565,571,4,4,4,1,4,2,4,0,10,2
566,572,1,2,4,3,4,4,2,1,7,2.2
567,573,1,1,4,4,4,4,4,3,3,3
568,574,4,4,4,3,3,2,3,-1,3,-0.2
569,575,2,3,3,3,3,2,2,0,2,0.4
570,576,2,3,4,3,2,4,2,0,8,1.6
571,577,4,4,4,3,3,4,3,-1,3,-0.2
572,578,4,4,4,4,4,4,4,0,0,0
573,579,1,1,1,1,1,1,1,0,0,0
574,580,3,2,4,1,3,3,3,0,8,1.6
575,581,3,2,3,2,3,4,3,0,6,1.2
576,582,1,2,2,1,1,1,1,0,2,0.4
577,583,2,2,2,2,2,1,2,0,2,0.4
578,584,1,1,2,2,1,2,2,1,3,1.4
579,585,1,2,2,2,2,1,4,3,5,3.4
580,586,1,1,2,1,1,3,1,0,6,1.2
581,587,3,3,3,2,1,4,4,1,5,1.8
582,588,4,4,4,4,4,4,4,0,0,0
583,589,3,4,1,1,1,2,2,-1,5,0.2
584,590,1,1,2,1,1,2,1,0,4,0.8
585,591,1,2,2,1,2,2,2,1,3,1.4
586,592,2,3,2,2,2,3,2,0,4,0.8
587,593,1,2,1,2,1,2,1,0,6,1.2
588,594,1,4,2,1,1,1,1,0,6,1.2
589,595,1,1,1,1,1,1,1,0,0,0
590,596,4,4,4,4,4,4,4,0,0,0
591,597,3,3,2,2,3,2,3,0,4,0.8
592,598,1,1,2,1,2,1,2,1,5,1.8
593,599,2,3,2,3,3,3,4,2,4,2.4
594,600,3,4,4,4,4,4,4,1,1,1
595,601,1,1,1,1,1,1,1,0,0,0
596,602,1,1,2,1,3,2,3,2,6,2.8
597,603,1,2,3,2,1,1,2,1,5,1.8
598,604,1,2,1,1,1,2,2,1,3,1.4
599,605,1,2,2,1,1,2,1,0,4,0.8
600,606,4,4,2,4,2,1,2,-2,8,0
601,607,2,3,2,3,3,4,4,2,4,2.4
602,608,3,3,3,3,3,4,4,1,1,1
603,609,1,1,2,1,1,2,3,2,4,2.4
604,610,2,3,3,4,4,3,2,0,4,0.8
605,611,2,2,3,1,2,2,3,1,5,1.8
606,612,4,4,4,4,2,1,1,-3,3,-1.8
607,613,2,2,3,2,2,3,4,2,4,2.4
608,614,2,3,3,1,1,3,2,0,6,1.2
609,615,1,2,2,1,1,1,1,0,2,0.4
610,616,2,2,3,2,2,2,2,0,2,0.4
611,617,3,1,1,2,2,2,4,1,5,1.8
612,618,1,1,4,4,4,4,3,2,4,2.4
613,619,4,4,4,4,4,4,3,-1,1,-0.6
614,620,1,1,1,1,1,2,2,1,1,1
615,621,2,1,2,2,2,1,3,1,5,1.8
616,622,2,4,1,1,1,1,2,0,6,1.2
617,623,1,2,3,3,2,3,3,2,4,2.4
618,624,4,3,3,3,3,3,3,-1,1,-0.6
619,625,1,1,1,3,1,2,2,1,5,1.8
620,626,1,3,3,1,2,1,3,2,8,3.2
621,627,2,1,1,1,1,1,1,-1,1,-0.6
622,628,4,4,4,4,4,4,4,0,0,0
623,629,3,4,4,2,4,3,4,1,7,2.2
624,630,4,4,4,4,4,1,3,-1,5,0.2
625,631,1,1,1,2,1,1,1,0,2,0.4
626,632,4,4,4,3,2,2,3,-1,3,-0.2
627,633,4,4,4,4,4,4,4,0,0,0
628,634,3,2,3,1,2,3,1,-2,8,0
629,635,2,2,1,1,3,1,2,0,6,1.2
630,636,3,1,2,1,2,2,2,-1,5,0.2
631,637,3,3,4,4,3,4,3,0,4,0.8
632,638,2,2,3,2,3,3,3,1,3,1.4
633,639,4,4,4,4,4,4,4,0,0,0
634,640,2,2,2,2,2,1,2,0,2,0.4
635,641,4,3,4,2,4,3,4,0,8,1.6
636,642,4,4,4,4,4,4,4,0,0,0
637,643,2,1,1,2,2,1,1,-1,3,-0.2
638,644,2,2,4,4,4,3,3,1,3,1.4
639,645,3,4,4,3,4,4,4,1,3,1.4
640,646,4,4,4,4,4,4,4,0,0,0
641,647,3,3,4,3,4,4,4,1,3,1.4
642,648,1,1,1,1,2,3,2,1,3,1.4
643,649,1,1,1,1,1,1,1,0,0,0
644,650,2,1,2,1,1,1,2,0,4,0.8
645,651,1,1,1,1,1,1,2,1,1,1
646,652,1,1,1,1,4,4,4,3,3,3
647,653,2,2,2,3,3,3,2,0,2,0.4
648,654,3,3,4,4,4,4,4,1,1,1
649,655,2,2,4,2,2,3,3,1,5,1.8
650,656,3,4,2,1,1,4,1,-2,10,0.4
651,657,2,3,2,2,2,4,3,1,5,1.8
652,658,4,3,4,2,4,2,3,-1,9,1
653,659,2,2,2,1,2,3,2,0,4,0.8
654,660,3,3,4,3,3,4,4,1,3,1.4
655,661,4,4,3,2,3,3,2,-2,4,-0.8
656,662,2,2,2,2,3,3,3,1,1,1
657,663,2,2,2,2,3,3,4,2,2,2
658,664,1,1,1,2,2,2,3,2,2,2
659,665,4,4,4,4,4,4,4,0,0,0
660,666,2,2,2,1,2,3,3,1,3,1.4
661,667,1,1,2,2,1,1,4,3,5,3.4
662,668,2,4,4,4,4,2,1,-1,5,0.2
663,669,2,4,4,2,3,3,3,1,5,1.8
664,670,2,3,3,2,3,4,2,0,6,1.2
665,671,2,3,3,3,2,3,3,1,3,1.4
666,672,1,2,2,1,1,2,2,1,3,1.4
667,673,4,4,2,2,2,4,2,-2,6,-0.4
668,674,1,2,3,2,1,2,1,0,6,1.2
669,675,3,3,3,3,4,4,4,1,1,1
670,676,1,2,2,4,1,2,3,2,8,3.2
671,677,3,3,3,2,2,2,2,-1,1,-0.6
672,678,3,2,2,3,4,3,3,0,4,0.8
673,679,4,4,4,4,3,4,4,0,2,0.4
674,680,3,4,4,4,4,3,4,1,3,1.4
675,681,2,2,2,2,1,1,2,0,2,0.4
676,682,3,4,4,2,2,4,4,1,5,1.8
677,683,2,3,1,2,3,3,1,-1,7,0.6
678,684,1,1,1,1,1,3,2,1,3,1.4
679,685,4,4,4,4,4,4,4,0,0,0
680,686,1,1,2,1,1,2,2,1,3,1.4
681,687,2,4,2,2,3,3,1,-1,7,0.6
682,688,1,1,2,1,2,1,2,1,5,1.8
683,689,1,1,2,1,1,1,2,1,3,1.4
684,690,1,2,2,2,3,4,3,2,4,2.4
685,691,1,1,2,1,1,1,2,1,3,1.4
686,692,2,3,4,3,2,3,4,2,6,2.8
687,693,3,3,3,3,4,2,3,0,4,0.8
688,694,3,2,2,2,2,3,4,1,3,1.4
689,695,2,3,4,3,1,3,3,1,7,2.2
690,696,1,1,2,1,1,1,1,0,2,0.4
691,697,1,1,1,1,1,1,1,0,0,0
692,698,1,2,1,1,1,2,1,0,4,0.8
693,699,3,3,3,2,3,2,2,-1,3,-0.2
694,700,3,4,4,2,3,2,3,0,6,1.2
695,701,4,4,4,4,4,4,4,0,0,0
696,702,2,1,1,1,1,2,2,0,2,0.4
697,703,1,1,1,1,1,1,1,0,0,0
698,704,1,3,2,3,3,3,3,2,4,2.4
699,705,4,3,2,2,3,4,3,-1,5,0.2
700,706,2,1,3,2,2,1,2,0,6,1.2
701,707,3,3,4,2,3,2,1,-2,6,-0.4
702,708,2,2,2,2,3,4,4,2,2,2
703,709,2,4,4,3,4,3,4,2,6,2.8
704,710,4,2,4,3,4,4,4,0,6,1.2
705,711,4,2,1,1,4,4,2,-2,8,0
706,712,3,3,4,3,4,4,4,1,3,1.4
707,713,1,2,1,1,1,1,2,1,3,1.4
708,714,1,1,1,1,1,1,3,2,2,2
709,715,2,2,2,2,2,1,2,0,2,0.4
710,716,3,3,4,3,4,3,4,1,5,1.8
711,717,1,1,1,1,2,1,2,1,3,1.4
712,718,1,2,4,4,2,2,2,1,5,1.8
713,719,3,2,4,3,4,4,4,1,5,1.8
714,720,4,4,4,4,4,4,4,0,0,0
715,721,1,1,2,2,2,2,2,1,1,1
716,722,3,3,4,4,4,4,4,1,1,1
717,723,3,4,3,2,2,2,2,-1,3,-0.2
718,724,1,1,1,3,2,2,2,1,3,1.4
719,725,3,3,3,3,3,3,4,1,1,1
720,726,2,1,3,4,2,3,2,0,8,1.6
721,727,4,3,3,2,4,3,4,0,6,1.2
722,728,3,1,4,4,2,3,2,-1,9,1
723,729,4,4,4,2,2,3,3,-1,3,-0.2
724,730,4,4,4,4,4,4,4,0,0,0
725,731,4,3,4,1,3,3,3,-1,7,0.6
726,732,1,4,2,1,3,2,3,2,10,3.6
727,733,4,4,4,4,4,4,4,0,0,0
728,734,1,1,2,2,1,3,4,3,5,3.4
729,735,3,2,3,3,2,3,3,0,4,0.8
730,736,1,2,1,1,1,1,2,1,3,1.4
731,737,1,1,2,3,3,2,3,2,4,2.4
732,738,1,1,2,1,1,3,2,1,5,1.8
733,739,1,2,3,2,2,3,4,3,5,3.4
734,740,2,4,4,3,4,3,4,2,6,2.8
735,741,3,3,4,2,3,3,4,1,5,1.8
736,742,3,4,4,2,4,4,3,0,6,1.2
737,743,2,2,3,1,1,3,3,1,5,1.8
738,744,4,3,4,2,4,4,4,0,6,1.2
739,745,4,4,4,4,4,4,4,0,0,0
740,746,1,1,2,1,1,1,1,0,2,0.4
741,747,3,2,4,2,3,4,4,1,7,2.2
742,748,1,2,2,3,1,4,3,2,8,3.2
743,749,4,4,4,3,2,3,1,-3,5,-1.4
744,750,3,2,4,3,3,2,3,0,6,1.2
745,751,2,2,1,1,1,2,2,0,2,0.4
746,752,1,1,1,1,1,1,4,3,3,3
747,753,2,3,3,3,3,3,4,2,2,2
748,754,2,1,2,1,1,1,1,-1,3,-0.2
749,755,2,3,4,4,4,4,4,2,2,2
750,756,2,2,3,1,1,1,2,0,4,0.8
751,757,2,2,1,1,3,2,2,0,4,0.8
752,758,2,4,2,1,3,4,4,2,8,3.2
753,759,4,4,4,3,4,4,3,-1,3,-0.2
754,760,2,2,3,3,3,4,3,1,3,1.4
755,761,1,3,3,1,4,4,4,3,7,3.8
756,762,2,3,4,3,3,3,3,1,3,1.4
757,763,2,2,2,3,2,3,2,0,4,0.8
758,764,3,4,4,4,3,4,3,0,4,0.8
759,765,2,3,2,4,4,4,4,2,4,2.4
760,766,3,4,4,4,4,4,4,1,1,1
761,767,1,2,3,1,2,3,2,1,7,2.2
762,768,1,2,3,2,2,2,3,2,4,2.4
763,769,4,3,4,4,3,4,4,0,4,0.8
764,770,2,2,2,1,2,2,3,1,3,1.4
765,771,2,4,4,2,2,3,3,1,5,1.8
766,772,1,1,2,3,2,1,3,2,6,2.8
767,773,2,1,2,1,2,1,1,-1,5,0.2
768,774,3,2,3,2,1,1,2,-1,5,0.2
769,775,2,2,2,2,3,3,4,2,2,2
770,776,4,4,4,4,4,4,4,0,0,0
771,777,1,2,3,1,1,2,2,1,5,1.8
772,778,4,4,4,4,4,4,4,0,0,0
773,779,4,4,4,4,4,4,4,0,0,0
774,780,3,2,3,2,4,4,4,1,5,1.8
775,781,3,4,3,2,3,3,2,-1,5,0.2
776,782,4,3,3,2,3,2,2,-2,4,-0.8
777,783,2,3,2,3,4,4,3,1,5,1.8
778,784,1,2,2,1,1,3,3,2,4,2.4
779,785,3,3,3,2,2,1,1,-2,2,-1.2
780,786,1,1,1,1,2,3,1,0,4,0.8
781,787,1,3,2,1,2,2,2,1,5,1.8
782,788,4,4,4,4,4,2,4,0,4,0.8
783,789,2,1,1,1,2,2,2,0,2,0.4
784,790,2,3,3,3,3,2,2,0,2,0.4
785,791,2,4,2,2,3,2,2,0,6,1.2
786,792,2,1,4,1,4,1,1,-1,13,1.8
787,793,4,4,4,4,3,3,2,-2,2,-1.2
788,794,1,2,2,1,1,1,2,1,3,1.4
789,795,4,3,4,4,4,4,4,0,2,0.4
790,796,4,4,4,3,4,4,4,0,2,0.4
791,797,4,3,4,3,3,4,3,-1,5,0.2
792,798,1,1,2,1,1,1,1,0,2,0.4
793,799,2,4,4,2,3,3,3,1,5,1.8
794,800,3,4,4,4,4,4,4,1,1,1
795,801,1,2,3,2,3,3,4,3,5,3.4
796,802,2,3,4,3,2,2,3,1,5,1.8
797,803,2,3,2,3,2,1,1,-1,5,0.2
798,804,3,3,3,3,2,3,2,-1,3,-0.2
799,805,1,1,1,2,2,2,2,1,1,1
800,806,1,3,2,1,2,1,3,2,8,3.2
801,807,2,2,3,2,2,2,3,1,3,1.4
802,808,4,4,4,4,4,4,4,0,0,0
803,809,4,4,4,3,4,4,4,0,2,0.4
804,810,4,4,3,4,4,2,1,-3,5,-1.4
805,811,1,2,3,3,3,4,2,1,5,1.8
806,812,1,1,2,2,1,2,2,1,3,1.4
807,813,2,3,4,4,4,3,3,1,3,1.4
808,814,1,2,3,4,4,3,2,1,5,1.8
809,815,4,4,3,3,3,2,1,-3,3,-1.8
810,816,4,4,4,4,4,4,4,0,0,0
811,817,1,1,1,3,1,1,2,1,5,1.8
812,818,2,3,3,2,4,3,4,2,6,2.8
813,819,1,2,1,1,1,3,1,0,6,1.2
814,820,3,3,3,2,3,2,3,0,4,0.8
815,821,3,3,4,3,3,4,4,1,3,1.4
816,822,2,3,2,2,2,3,3,1,3,1.4
817,823,4,3,4,2,3,4,4,0,6,1.2
818,824,4,4,4,4,4,4,4,0,0,0
819,825,1,1,2,1,3,3,4,3,5,3.4
820,826,2,3,3,2,1,2,3,1,5,1.8
821,827,1,1,3,3,4,2,3,2,6,2.8
822,828,1,2,1,1,1,1,1,0,2,0.4
823,829,1,3,3,2,2,3,4,3,5,3.4
824,830,1,2,3,3,2,4,3,2,6,2.8
825,831,1,2,2,2,1,2,2,1,3,1.4
826,832,2,3,4,3,3,3,4,2,4,2.4
827,833,3,3,3,3,3,3,3,0,0,0
828,834,2,3,4,3,2,4,4,2,6,2.8
829,835,4,3,4,3,4,4,4,0,4,0.8
830,836,1,1,1,1,1,1,2,1,1,1
831,837,2,2,3,2,2,2,2,0,2,0.4
832,838,1,2,2,4,3,3,3,2,4,2.4
833,839,4,3,4,4,4,4,4,0,2,0.4
834,840,0,1,1,1,1,1,1,1,1,1
835,841,1,1,1,1,1,1,1,0,0,0
836,842,1,1,1,1,4,2,4,3,7,3.8
837,843,4,3,3,2,2,3,4,0,4,0.8
838,844,1,3,4,3,3,3,4,3,5,3.4
839,845,4,3,3,3,2,3,3,-1,3,-0.2
840,846,2,1,4,2,3,3,2,0,8,1.6
841,847,4,3,3,3,2,3,3,-1,3,-0.2
842,848,1,1,4,1,1,1,3,2,8,3.2
843,849,2,3,3,2,3,4,4,2,4,2.4
844,850,2,3,3,2,3,4,3,1,5,1.8
845,851,1,2,2,1,1,1,1,0,2,0.4
846,852,2,2,3,3,3,3,3,1,1,1
847,853,2,3,4,3,4,3,4,2,6,2.8
848,854,3,3,3,3,3,4,4,1,1,1
849,855,4,4,4,4,3,4,4,0,2,0.4
850,856,1,4,1,2,1,3,2,1,11,3
851,857,4,4,4,4,4,2,3,-1,3,-0.2
852,858,1,1,1,1,1,1,3,2,2,2
853,859,2,3,2,3,3,3,4,2,4,2.4
854,860,4,4,4,4,4,4,4,0,0,0
855,861,2,1,4,3,4,1,3,1,11,3
856,862,3,2,2,2,3,3,3,0,2,0.4
857,863,3,4,4,2,3,2,2,-1,5,0.2
858,864,3,4,4,4,4,4,4,1,1,1
859,865,4,4,3,2,2,3,4,0,4,0.8
860,866,3,2,3,2,4,1,3,0,10,2
861,867,3,2,4,3,3,4,4,1,5,1.8
862,868,3,4,4,4,4,4,4,1,1,1
863,869,1,1,3,1,2,2,3,2,6,2.8
864,870,1,4,2,1,1,1,1,0,6,1.2
865,871,4,4,3,3,4,4,4,0,2,0.4
866,872,2,2,3,1,1,2,1,-1,5,0.2
867,873,1,1,1,1,2,3,3,2,2,2
868,874,3,2,3,1,2,3,3,0,6,1.2
869,875,4,4,4,4,4,4,4,0,0,0
870,876,4,3,4,2,4,4,4,0,6,1.2
871,877,2,2,3,2,4,3,3,1,5,1.8
872,878,4,2,3,2,4,4,4,0,6,1.2
873,879,4,4,4,4,4,4,4,0,0,0
874,880,2,2,3,3,2,3,3,1,3,1.4
875,881,2,2,3,3,3,4,3,1,3,1.4
876,882,1,2,2,3,3,4,4,3,3,3
877,883,3,3,2,2,3,2,2,-1,3,-0.2
878,884,4,3,4,2,3,2,3,-1,7,0.6
879,885,4,3,4,3,3,4,4,0,4,0.8
880,886,3,4,2,1,4,3,2,-1,9,1
881,887,1,2,3,1,2,4,1,0,10,2
882,888,4,4,4,4,4,4,4,0,0,0
883,889,4,4,3,1,2,4,4,0,6,1.2
884,890,1,4,3,2,4,4,2,1,9,2.6
885,891,4,4,4,4,4,4,4,0,0,0
886,892,1,1,2,1,2,1,2,1,5,1.8
887,893,2,3,3,3,3,3,3,1,1,1
888,894,1,1,2,2,2,3,3,2,2,2
889,895,3,2,3,2,4,2,4,1,9,2.6
890,896,1,2,2,1,1,2,1,0,4,0.8
891,897,4,1,4,4,4,3,4,0,8,1.6
892,898,1,3,2,1,3,4,3,2,8,3.2
893,899,2,2,2,1,1,4,4,2,4,2.4
894,900,2,2,3,3,3,4,4,2,2,2
895,901,2,2,2,1,1,2,3,1,3,1.4
896,902,3,2,4,2,3,2,3,0,8,1.6
897,903,4,4,4,4,4,4,4,0,0,0
898,904,4,4,4,3,2,3,3,-1,3,-0.2
899,906,2,2,2,1,1,2,2,0,2,0.4
900,907,1,1,3,1,2,3,2,1,7,2.2
901,908,2,1,2,1,1,1,1,-1,3,-0.2
902,909,4,3,4,3,3,3,4,0,4,0.8
903,910,2,2,2,1,2,2,3,1,3,1.4
904,911,3,1,3,3,3,3,2,-1,5,0.2
905,912,2,1,1,2,1,1,1,-1,3,-0.2
906,913,3,3,2,2,2,3,3,0,2,0.4
907,914,3,4,3,4,3,4,4,1,5,1.8
908,915,1,1,1,1,3,4,3,2,4,2.4
909,916,1,2,1,1,1,1,1,0,2,0.4
910,917,2,1,2,1,2,2,4,2,6,2.8
911,918,2,3,3,4,2,2,3,1,5,1.8
912,919,1,1,1,3,3,2,3,2,4,2.4
913,920,2,2,2,1,2,3,2,0,4,0.8
914,921,1,1,1,1,1,1,1,0,0,0
915,922,4,4,4,3,4,4,4,0,2,0.4
916,923,1,1,1,4,2,1,1,0,6,1.2
917,924,1,1,2,1,2,1,2,1,5,1.8
918,925,1,3,3,3,2,3,3,2,4,2.4
919,926,3,3,4,3,3,3,4,1,3,1.4
920,927,2,1,1,1,1,2,1,-1,3,-0.2
921,928,4,4,4,4,4,4,4,0,0,0
922,929,1,1,4,1,3,1,4,3,13,5
923,930,4,4,4,4,3,3,3,-1,1,-0.6
924,931,3,3,4,1,3,2,2,-1,7,0.6
925,932,1,1,1,1,1,2,2,1,1,1
926,933,2,2,3,3,3,4,4,2,2,2
927,934,4,4,4,4,4,4,4,0,0,0
928,935,3,2,3,2,3,2,2,-1,5,0.2
929,936,2,1,2,1,1,1,1,-1,3,-0.2
930,937,2,1,3,1,3,4,2,0,10,2
931,938,2,1,2,3,3,3,4,2,4,2.4
932,939,4,2,4,3,1,1,4,0,10,2
933,940,1,1,4,4,2,3,2,1,7,2.2
934,941,1,1,4,1,2,1,3,2,10,3.6
935,942,4,3,4,4,3,3,3,-1,3,-0.2
936,943,4,4,4,4,4,4,4,0,0,0
937,944,3,4,4,2,4,3,4,1,7,2.2
938,945,2,3,3,2,3,3,3,1,3,1.4
939,946,2,1,3,2,1,1,3,1,7,2.2
940,947,2,2,4,1,4,4,1,-1,11,1.4
941,948,1,2,1,1,2,1,2,1,5,1.8
942,949,1,1,2,1,4,4,4,3,5,3.4
943,950,1,1,2,1,1,1,2,1,3,1.4
944,951,1,1,3,2,3,3,3,2,4,2.4
945,952,2,1,1,1,1,1,4,2,4,2.4
946,953,2,2,4,2,2,3,1,-1,7,0.6
947,954,1,2,1,1,1,4,1,0,8,1.6
948,955,4,4,4,4,4,4,4,0,0,0
949,956,2,2,3,1,2,2,3,1,5,1.8
950,957,1,1,2,1,3,2,2,1,5,1.8
951,958,1,1,1,1,1,1,1,0,0,0
952,959,3,3,3,3,1,2,1,-2,4,-0.8
953,960,4,4,3,3,4,3,1,-3,5,-1.4
954,961,4,3,4,3,2,3,3,-1,5,0.2
955,962,1,1,4,4,1,4,1,0,12,2.4
956,963,3,2,3,1,4,3,3,0,8,1.6
957,964,3,4,3,4,4,4,4,1,3,1.4
958,965,4,4,4,4,3,4,4,0,2,0.4
959,966,1,3,2,2,2,1,1,0,4,0.8
960,967,2,2,2,2,1,1,2,0,2,0.4
961,968,1,1,1,1,1,2,3,2,2,2
962,969,2,3,3,3,4,4,2,0,4,0.8
963,970,1,1,1,1,1,1,1,0,0,0
964,971,4,4,4,4,4,4,4,0,0,0
965,972,1,1,1,1,1,1,1,0,0,0
966,973,3,2,2,2,4,3,4,1,5,1.8
967,974,1,1,1,1,1,1,1,0,0,0
968,975,4,4,4,3,4,3,4,0,4,0.8
969,976,3,2,3,2,3,3,2,-1,5,0.2
970,977,4,1,4,2,4,1,4,0,16,3.2
971,978,1,2,4,1,2,2,4,3,9,4.2
972,979,3,2,3,2,3,2,3,0,6,1.2
973,980,4,4,4,4,4,4,4,0,0,0
974,981,1,2,3,3,2,1,3,2,6,2.8
975,982,2,2,4,2,4,4,4,2,6,2.8
976,983,4,4,4,3,3,4,4,0,2,0.4
977,984,3,2,4,1,3,2,3,0,10,2
978,986,4,3,4,1,4,3,4,0,10,2
979,987,1,1,1,1,1,1,1,0,0,0
980,988,4,3,3,3,3,3,1,-3,3,-1.8
981,989,4,4,3,3,4,4,3,-1,3,-0.2
982,990,2,1,3,2,2,1,3,1,7,2.2
983,991,2,2,2,2,3,3,2,0,2,0.4
984,992,3,3,4,3,3,3,2,-1,3,-0.2
985,993,1,4,4,1,1,2,1,0,8,1.6
986,994,2,3,1,4,4,4,4,2,6,2.8
987,995,4,4,4,4,4,4,4,0,0,0
988,996,1,2,3,1,1,2,1,0,6,1.2
989,997,4,4,4,3,3,4,2,-2,4,-0.8
990,998,1,3,3,2,4,3,4,3,7,3.8
991,999,3,3,3,2,1,1,3,0,4,0.8
992,1000,4,4,4,3,3,4,4,0,2,0.4
993,1001,1,1,2,1,1,1,1,0,2,0.4
994,1002,3,3,4,4,4,4,4,1,1,1
995,1003,2,2,2,2,2,2,3,1,1,1
996,1004,4,3,4,2,3,2,3,-1,7,0.6
997,1005,1,3,3,2,2,4,4,3,5,3.4
998,1006,4,4,4,4,4,4,4,0,0,0
999,1007,1,0,1,1,1,1,1,0,2,0.4
1000,1008,1,1,1,4,2,2,4,3,7,3.8
1001,1009,1,2,2,1,2,2,3,2,4,2.4
1002,1010,3,3,3,3,3,4,4,1,1,1
1003,1011,4,1,4,1,3,1,4,0,16,3.2
1004,1012,2,2,2,2,2,2,2,0,0,0
1005,1013,3,2,3,4,2,3,1,-2,8,0
1006,1014,4,1,4,1,4,2,4,0,16,3.2
1007,1015,1,1,1,1,1,2,2,1,1,1
1008,1016,3,4,4,4,4,4,4,1,1,1
1009,1017,1,2,2,1,1,1,1,0,2,0.4
1010,1018,1,1,2,1,2,2,2,1,3,1.4
1011,1019,1,1,2,2,1,1,2,1,3,1.4
1012,1020,1,1,2,1,2,3,3,2,4,2.4
1013,1021,2,3,1,2,1,2,4,2,8,3.2
1014,1022,1,1,1,3,3,4,1,0,6,1.2
1015,1023,3,2,4,4,3,3,4,1,5,1.8
1016,1024,1,1,3,3,2,3,4,3,5,3.4
1017,1025,2,1,1,1,1,1,1,-1,1,-0.6
1018,1026,3,1,2,2,1,1,4,1,7,2.2
1019,1027,4,2,4,1,1,4,4,0,10,2
1020,1028,2,3,4,4,4,4,4,2,2,2
1021,1029,4,4,4,4,4,4,4,0,0,0
1022,1030,1,1,1,1,2,1,2,1,3,1.4
1023,1031,2,2,2,2,1,2,2,0,2,0.4
1024,1032,1,1,1,1,1,1,1,0,0,0
1025,1033,4,4,3,4,4,3,4,0,4,0.8
1026,1034,4,3,4,3,4,2,4,0,8,1.6
1027,1035,1,2,2,2,1,2,1,0,4,0.8
1028,1036,1,2,2,1,1,1,1,0,2,0.4
1029,1037,4,4,4,4,4,4,3,-1,1,-0.6
1030,1038,2,2,2,3,2,4,4,2,4,2.4
1031,1039,3,2,2,2,4,4,3,0,4,0.8
1032,1040,2,1,4,1,1,2,1,-1,9,1
1033,1041,1,2,3,1,3,2,3,2,8,3.2
1034,1042,1,1,2,1,2,3,2,1,5,1.8
1035,1043,1,3,3,1,2,2,1,0,6,1.2
1036,1044,1,1,1,2,1,1,1,0,2,0.4
1037,1045,1,2,3,2,3,3,4,3,5,3.4
1038,1046,4,4,4,3,3,4,4,0,2,0.4
1039,1047,4,4,3,4,2,2,1,-3,5,-1.4
1040,1048,4,4,4,4,4,4,4,0,0,0
1041,1049,3,4,4,2,3,3,3,0,4,0.8
1042,1050,3,1,2,1,2,2,2,-1,5,0.2
1043,1051,2,1,1,1,1,1,1,-1,1,-0.6
1044,1052,2,4,4,4,4,4,4,2,2,2
1045,1053,1,1,1,1,1,1,1,0,0,0
1046,1054,1,3,3,3,2,1,1,0,4,0.8
1047,1055,1,1,3,3,4,3,4,3,5,3.4
1048,1056,3,3,3,4,4,4,4,1,1,1
1049,1057,2,1,3,1,1,1,1,-1,5,0.2
1050,1058,2,1,1,1,1,1,1,-1,1,-0.6
1051,1059,1,1,1,1,1,1,2,1,1,1
1052,1060,2,3,3,1,2,2,3,1,5,1.8
1053,1061,2,1,2,3,2,4,1,-1,9,1
1054,1062,4,3,4,2,4,2,4,0,10,2
1055,1063,2,2,3,2,3,3,4,2,4,2.4
1056,1064,4,3,4,3,4,3,4,0,6,1.2
1057,1065,3,3,3,3,4,3,3,0,2,0.4
1058,1066,1,1,1,2,1,2,1,0,4,0.8
1059,1068,1,2,2,1,2,2,3,2,4,2.4
1060,1069,3,3,2,2,1,3,3,0,4,0.8
1061,1070,4,4,4,3,4,4,4,0,2,0.4
1062,1071,1,1,1,1,2,1,4,3,5,3.4
1063,1072,2,3,3,2,3,3,2,0,4,0.8
1064,1073,2,1,1,3,2,4,3,1,7,2.2
1065,1074,1,1,1,1,1,1,1,0,0,0
1066,1075,2,2,2,1,1,2,2,0,2,0.4
1067,1076,3,3,4,3,3,3,4,1,3,1.4
1068,1077,4,3,4,3,4,4,4,0,4,0.8
