,°í°´¹øÈ£,½ÄÇ°_ÃÑ±¸¸Å¾×1,½ÄÇ°_ÃÑ±¸¸Å¾×2,½ÄÇ°_ÃÑ±¸¸Å¾×3,½ÄÇ°_ÃÑ±¸¸Å¾×4,½ÄÇ°_ÃÑ±¸¸Å¾×5,½ÄÇ°_ÃÑ±¸¸Å¾×6,½ÄÇ°_ÃÑ±¸¸Å¾×7,½ÄÇ°_ÃÑ±¸¸Å¾×8,½ÄÇ°_ÃÑ±¸¸ÅÈ½¼ö1,½ÄÇ°_ÃÑ±¸¸ÅÈ½¼ö2,½ÄÇ°_ÃÑ±¸¸ÅÈ½¼ö3,½ÄÇ°_ÃÑ±¸¸ÅÈ½¼ö4,½ÄÇ°_ÃÑ±¸¸ÅÈ½¼ö5,½ÄÇ°_ÃÑ±¸¸ÅÈ½¼ö6,½ÄÇ°_ÃÑ±¸¸ÅÈ½¼ö7,½ÄÇ°_ÃÑ±¸¸ÅÈ½¼ö8
164,167,877208.0,799117.0,838792.0,673109.0,995831.0,937452.0,1578068.0,1055205.0,93.0,86.0,68.0,68.0,99.0,83.0,98.0,129.0
165,168,605332.0,1297743.0,1059530.0,1145474.0,641159.0,2103308.0,905455.0,937851.0,61.0,142.0,96.0,124.0,71.0,78.0,83.0,103.0
166,169,470675.0,422133.0,454795.0,59310.0,445627.0,655588.0,1345631.0,456873.0,89.0,85.0,92.0,20.0,101.0,118.0,198.0,115.0
167,170,566029.0,1426383.0,1515525.0,855983.0,1097025.0,1291411.0,1501538.0,1226403.0,121.0,213.0,222.0,171.0,166.0,211.0,224.0,238.0
168,171,217581.0,447620.0,266366.0,198587.0,425235.0,594288.0,644343.0,324750.0,33.0,37.0,30.0,37.0,43.0,84.0,80.0,52.0
169,172,1287300.0,2051794.0,1670207.0,1522128.0,1817650.0,1523037.0,2357509.0,1167935.0,113.0,171.0,154.0,137.0,166.0,122.0,164.0,128.0
170,173,871492.0,721868.0,1000273.0,865148.0,847290.0,1062383.0,1054042.0,980935.0,190.0,186.0,204.0,210.0,222.0,234.0,244.0,260.0
171,175,2742656.0,2678915.0,3095511.0,2167195.0,2903320.0,3311749.0,3420635.0,2043630.0,410.0,443.0,468.0,430.0,514.0,520.0,479.0,415.0
172,176,491474.0,652306.0,892903.0,724435.0,840795.0,762282.0,654511.0,424490.0,100.0,145.0,173.0,155.0,161.0,170.0,136.0,133.0
173,177,483666.0,424786.0,383502.0,126819.0,270717.0,367450.0,521930.0,121274.0,44.0,38.0,19.0,6.0,28.0,19.0,26.0,15.0
174,178,1024330.0,1266359.0,1785942.0,1157112.0,1630715.0,1781065.0,2102418.0,1465907.0,155.0,153.0,152.0,189.0,242.0,298.0,287.0,272.0
175,179,1400497.0,1468555.0,2030717.0,1069798.0,1762912.0,1578498.0,1749424.0,1026600.0,94.0,144.0,104.0,108.0,132.0,134.0,91.0,104.0
176,180,1855772.0,1568882.0,1604351.0,808664.0,1157477.0,2109893.0,1153685.0,1029191.0,60.0,59.0,51.0,37.0,36.0,59.0,50.0,46.0
177,181,458065.0,614903.0,538024.0,684186.0,824794.0,1029908.0,862809.0,506009.0,29.0,58.0,43.0,58.0,57.0,60.0,91.0,63.0
178,182,1753677.0,1508445.0,2292714.0,1555112.0,1791497.0,1927442.0,1819327.0,1513896.0,105.0,106.0,155.0,184.0,143.0,156.0,175.0,167.0
179,183,1114469.0,1205030.0,1434582.0,1187765.0,1395001.0,1114736.0,1049388.0,713364.0,187.0,210.0,229.0,251.0,273.0,242.0,206.0,177.0
180,184,416192.0,500109.0,247235.0,312511.0,164681.0,209676.0,214781.0,199294.0,29.0,43.0,29.0,42.0,21.0,22.0,28.0,29.0
181,185,4162.0,744031.0,1265599.0,1054139.0,1352243.0,1245823.0,971516.0,133069.0,2.0,100.0,192.0,203.0,185.0,185.0,136.0,28.0
182,186,1031591.0,2762706.0,1437363.0,1054483.0,1584091.0,1926065.0,1663643.0,715292.0,107.0,150.0,100.0,93.0,120.0,209.0,157.0,71.0
183,187,556801.0,433792.0,188590.0,595551.0,346065.0,500729.0,1023501.0,273438.0,56.0,45.0,18.0,65.0,30.0,44.0,72.0,48.0
184,188,1524831.0,1375551.0,2178347.0,1153921.0,2041346.0,1630073.0,2302230.0,1470109.0,326.0,263.0,347.0,283.0,500.0,326.0,476.0,366.0
185,189,1271307.0,1186957.0,1892674.0,2561663.0,3891254.0,2438960.0,2117581.0,1912446.0,91.0,81.0,104.0,114.0,153.0,129.0,113.0,140.0
186,190,1286295.0,1204199.0,1347725.0,1157656.0,1940875.0,1624875.0,999933.0,1399019.0,79.0,68.0,107.0,107.0,143.0,144.0,72.0,136.0
187,191,37297.0,141667.0,644500.0,114243.0,650403.0,210499.0,103614.0,79319.0,4.0,5.0,21.0,5.0,11.0,8.0,4.0,4.0
188,192,158877.0,1084009.0,1286920.0,1005694.0,733101.0,1160799.0,1183280.0,1004219.0,19.0,79.0,108.0,138.0,87.0,127.0,110.0,109.0
189,193,770376.0,1123386.0,952196.0,831275.0,781565.0,1087006.0,1107870.0,927342.0,130.0,176.0,130.0,138.0,123.0,156.0,152.0,164.0
190,194,874976.0,911066.0,1323283.0,764036.0,995929.0,1191721.0,1378513.0,636461.0,166.0,182.0,253.0,188.0,198.0,243.0,266.0,140.0
191,195,159724.0,226198.0,332188.0,185569.0,488707.0,837978.0,1197866.0,576373.0,41.0,53.0,70.0,46.0,76.0,99.0,106.0,86.0
192,196,811449.0,890756.0,752466.0,752408.0,729820.0,676917.0,1162802.0,678686.0,107.0,95.0,108.0,110.0,109.0,108.0,155.0,133.0
193,197,609108.0,361081.0,449540.0,197186.0,555190.0,583085.0,796153.0,402349.0,123.0,47.0,79.0,36.0,85.0,85.0,118.0,64.0
194,198,517019.0,577207.0,878849.0,338103.0,720597.0,663544.0,584072.0,350055.0,111.0,154.0,148.0,102.0,122.0,144.0,138.0,112.0
195,199,434185.0,2048799.0,1015870.0,690488.0,981736.0,1137361.0,1276180.0,636224.0,23.0,64.0,80.0,116.0,108.0,141.0,122.0,87.0
196,200,710548.0,752128.0,827844.0,520945.0,459502.0,412517.0,289793.0,72718.0,184.0,157.0,144.0,128.0,91.0,93.0,60.0,24.0
197,201,3359960.0,3242299.0,6105147.0,3489000.0,1964845.0,1631197.0,3326823.0,2029173.0,76.0,55.0,72.0,67.0,50.0,58.0,36.0,41.0
198,202,632602.0,677493.0,1235523.0,1322022.0,1251638.0,1136276.0,1173107.0,1227179.0,117.0,108.0,152.0,218.0,170.0,159.0,147.0,146.0
199,203,519520.0,592506.0,747604.0,511451.0,598465.0,604635.0,667033.0,308869.0,110.0,118.0,131.0,122.0,105.0,104.0,116.0,76.0
200,204,1077642.0,973486.0,922754.0,609557.0,1096968.0,925749.0,1488595.0,769148.0,177.0,179.0,137.0,111.0,166.0,157.0,247.0,183.0
201,205,1346014.0,1120833.0,1231571.0,678150.0,840174.0,929133.0,1136257.0,859773.0,181.0,154.0,151.0,133.0,113.0,152.0,159.0,147.0
202,206,1001514.0,981874.0,1330066.0,887973.0,1221874.0,1060729.0,1300929.0,929364.0,212.0,240.0,227.0,198.0,220.0,201.0,220.0,224.0
203,207,691737.0,594090.0,1103807.0,862697.0,826769.0,885926.0,922276.0,681508.0,108.0,103.0,160.0,183.0,124.0,145.0,162.0,107.0
204,208,80123.0,272459.0,193119.0,145742.0,224785.0,42753.0,82833.0,70610.0,8.0,15.0,16.0,12.0,30.0,8.0,4.0,20.0
205,209,132434.0,223970.0,348177.0,188930.0,324897.0,391659.0,514805.0,185063.0,24.0,33.0,47.0,35.0,38.0,50.0,59.0,31.0
206,210,347324.0,378269.0,543366.0,527473.0,481690.0,788170.0,561189.0,565653.0,65.0,69.0,96.0,120.0,132.0,172.0,124.0,154.0
207,211,830701.0,761908.0,895794.0,499040.0,790934.0,844628.0,500364.0,465528.0,51.0,54.0,51.0,38.0,61.0,73.0,49.0,51.0
208,212,1371653.0,1432703.0,1611534.0,1249082.0,1475220.0,1837088.0,1614332.0,1191107.0,172.0,206.0,200.0,222.0,194.0,222.0,179.0,196.0
209,213,2048597.0,2184447.0,2681989.0,1968074.0,2488519.0,2968285.0,3783146.0,2171890.0,381.0,400.0,413.0,432.0,426.0,530.0,508.0,483.0
210,214,522203.0,830388.0,1046202.0,875235.0,798397.0,885960.0,1370979.0,1193201.0,77.0,134.0,147.0,125.0,92.0,75.0,88.0,90.0
211,215,668212.0,900373.0,1235632.0,662407.0,1087521.0,895867.0,1321020.0,955842.0,137.0,187.0,212.0,148.0,192.0,151.0,213.0,202.0
212,216,1018300.0,979476.0,868702.0,1030673.0,861568.0,1076542.0,752236.0,416989.0,120.0,186.0,144.0,213.0,137.0,156.0,108.0,97.0
213,217,386782.0,520935.0,559007.0,287876.0,156893.0,1823739.0,1040284.0,685363.0,42.0,49.0,43.0,33.0,22.0,80.0,59.0,71.0
214,218,199183.0,2174763.0,2564188.0,718756.0,1613538.0,929275.0,1002999.0,521743.0,14.0,54.0,47.0,40.0,35.0,46.0,48.0,44.0
215,219,570684.0,378256.0,1176044.0,1116181.0,1435777.0,1253711.0,954184.0,311934.0,40.0,32.0,75.0,191.0,167.0,160.0,37.0,51.0
216,220,1546411.0,1411099.0,1351003.0,1667555.0,1363522.0,2094214.0,1713809.0,1494202.0,262.0,244.0,207.0,249.0,200.0,233.0,193.0,238.0
217,221,531155.0,658967.0,930404.0,615636.0,625698.0,667022.0,832989.0,762273.0,89.0,108.0,150.0,107.0,117.0,128.0,128.0,154.0
218,222,572723.0,547471.0,1998791.0,857424.0,1281015.0,1296955.0,283634.0,339056.0,40.0,28.0,134.0,121.0,121.0,135.0,31.0,60.0
219,223,866589.0,504042.0,1120511.0,500933.0,623219.0,1011098.0,846841.0,410252.0,51.0,27.0,56.0,37.0,41.0,56.0,48.0,30.0
220,224,255656.0,209138.0,144469.0,135489.0,386052.0,6970.0,179745.0,479684.0,42.0,7.0,7.0,11.0,30.0,1.0,5.0,26.0
221,225,152589.0,324290.0,75641.0,91972.0,457647.0,104072.0,86381.0,148821.0,19.0,38.0,8.0,13.0,24.0,9.0,12.0,21.0
222,226,907892.0,987353.0,909487.0,871853.0,590500.0,879177.0,630700.0,831139.0,106.0,125.0,110.0,94.0,66.0,101.0,72.0,86.0
223,227,553639.0,633775.0,824275.0,1135182.0,605348.0,502203.0,696997.0,350048.0,156.0,164.0,180.0,313.0,166.0,158.0,194.0,124.0
224,228,800136.0,728909.0,667682.0,615061.0,1228261.0,1024176.0,2107478.0,825954.0,104.0,126.0,88.0,98.0,146.0,165.0,249.0,151.0
225,229,803779.0,1667832.0,1838588.0,1308801.0,1855298.0,1574920.0,1729630.0,683331.0,85.0,103.0,124.0,85.0,106.0,89.0,97.0,50.0
226,230,506159.0,410737.0,604478.0,454618.0,747258.0,1057323.0,949522.0,530657.0,70.0,48.0,64.0,57.0,79.0,105.0,82.0,74.0
227,231,1047815.0,896856.0,892428.0,800809.0,965927.0,1043831.0,985069.0,727593.0,181.0,195.0,186.0,194.0,210.0,214.0,217.0,205.0
228,232,524521.0,1103240.0,1193796.0,1021067.0,1131081.0,976952.0,1400863.0,330873.0,204.0,196.0,295.0,210.0,234.0,114.0,226.0,170.0
229,233,1039384.0,1014278.0,1248106.0,881535.0,1029684.0,1449644.0,1267545.0,790070.0,161.0,152.0,158.0,147.0,147.0,195.0,191.0,149.0
230,234,742265.0,926632.0,672089.0,1033767.0,1299566.0,1352624.0,534454.0,947811.0,58.0,82.0,46.0,119.0,127.0,109.0,46.0,105.0
231,235,3367663.0,1987196.0,3772568.0,916431.0,3835296.0,1838679.0,2569182.0,463337.0,131.0,143.0,108.0,82.0,106.0,133.0,128.0,52.0
232,236,742613.0,778378.0,318748.0,439702.0,447952.0,624713.0,900268.0,607785.0,223.0,199.0,67.0,127.0,107.0,171.0,225.0,192.0
233,237,2212132.0,700775.0,4939435.0,634965.0,6148186.0,751394.0,4269641.0,479822.0,75.0,81.0,140.0,118.0,128.0,118.0,129.0,95.0
234,238,531487.0,1118896.0,1115693.0,1070498.0,830162.0,1306472.0,928003.0,654963.0,45.0,100.0,83.0,101.0,84.0,106.0,87.0,63.0
235,239,857844.0,1321416.0,1004717.0,909729.0,1247177.0,1487281.0,980426.0,679621.0,33.0,47.0,38.0,43.0,64.0,75.0,53.0,17.0
236,240,322612.0,266347.0,507430.0,201391.0,122810.0,297154.0,366136.0,325761.0,46.0,50.0,79.0,48.0,20.0,47.0,54.0,66.0
237,241,768099.0,633752.0,722367.0,503243.0,629276.0,754131.0,859436.0,450585.0,76.0,50.0,58.0,53.0,56.0,59.0,74.0,66.0
238,242,258396.0,338787.0,391067.0,672977.0,683653.0,671751.0,1082799.0,414198.0,63.0,75.0,83.0,138.0,131.0,135.0,175.0,76.0
239,243,632817.0,567795.0,478769.0,526387.0,770843.0,778229.0,1212736.0,596999.0,99.0,115.0,101.0,97.0,118.0,118.0,140.0,131.0
240,245,1979852.0,1698017.0,2832520.0,2363904.0,2179460.0,2296500.0,2461842.0,1647510.0,217.0,220.0,291.0,335.0,273.0,293.0,309.0,266.0
241,246,1527285.0,278557.0,1713964.0,701679.0,2251843.0,1079719.0,2012266.0,215236.0,34.0,18.0,24.0,70.0,79.0,71.0,54.0,10.0
242,247,1627713.0,1520106.0,2122636.0,1616871.0,1446210.0,1513002.0,1942291.0,1131961.0,223.0,207.0,243.0,251.0,198.0,182.0,201.0,171.0
243,248,626805.0,833286.0,783839.0,1280922.0,1560176.0,1054225.0,1309075.0,700542.0,81.0,120.0,94.0,218.0,246.0,203.0,175.0,124.0
244,249,148732.0,396014.0,798632.0,427987.0,843332.0,594631.0,776481.0,700428.0,16.0,30.0,51.0,39.0,73.0,54.0,67.0,63.0
245,250,1534666.0,469489.0,2506898.0,466148.0,1366352.0,757739.0,3550954.0,460392.0,57.0,50.0,52.0,47.0,46.0,81.0,60.0,54.0
246,251,1633831.0,521369.0,1061976.0,301807.0,2591813.0,491993.0,1378010.0,307050.0,107.0,60.0,22.0,42.0,53.0,51.0,55.0,61.0
247,252,246633.0,367353.0,401832.0,318580.0,277410.0,373047.0,235855.0,331153.0,37.0,68.0,64.0,70.0,48.0,65.0,27.0,76.0
248,253,142493.0,488342.0,1047738.0,364108.0,394340.0,262506.0,640259.0,232994.0,12.0,24.0,29.0,24.0,32.0,15.0,25.0,16.0
249,254,381595.0,368059.0,520720.0,350830.0,306898.0,287176.0,208529.0,303796.0,61.0,59.0,77.0,65.0,59.0,48.0,39.0,65.0
250,255,268215.0,972387.0,664137.0,599142.0,495865.0,659779.0,608550.0,735885.0,27.0,91.0,59.0,47.0,56.0,40.0,49.0,69.0
251,256,559141.0,1276000.0,1204367.0,687290.0,916997.0,2126979.0,1583581.0,1997362.0,44.0,73.0,69.0,98.0,66.0,141.0,137.0,158.0
252,257,1451519.0,1249270.0,1483921.0,1132346.0,1064195.0,1195486.0,1325203.0,1170312.0,334.0,316.0,293.0,331.0,255.0,293.0,288.0,338.0
253,258,267724.0,366884.0,605101.0,243479.0,309133.0,550014.0,532179.0,311747.0,39.0,46.0,56.0,40.0,51.0,72.0,52.0,40.0
254,259,1903689.0,1793723.0,2620444.0,1869437.0,2636758.0,1768787.0,1357388.0,1236575.0,326.0,316.0,415.0,399.0,485.0,321.0,255.0,299.0
255,260,1641221.0,1364138.0,1664991.0,1597965.0,859179.0,767003.0,1074438.0,909589.0,191.0,186.0,197.0,200.0,107.0,119.0,151.0,122.0
256,261,1436681.0,781691.0,763324.0,1011356.0,636846.0,671284.0,708106.0,496726.0,68.0,39.0,41.0,64.0,44.0,39.0,40.0,47.0
257,262,2606500.0,1727045.0,3016036.0,1915728.0,3177522.0,2154373.0,3312868.0,999827.0,167.0,198.0,162.0,214.0,213.0,176.0,170.0,116.0
258,263,854288.0,486169.0,973844.0,501000.0,536437.0,556317.0,904940.0,535273.0,171.0,131.0,160.0,95.0,118.0,115.0,141.0,99.0
259,264,852702.0,961183.0,866033.0,938292.0,1010123.0,999729.0,1267729.0,799240.0,227.0,269.0,206.0,262.0,238.0,250.0,280.0,206.0
260,265,36173.0,145676.0,88882.0,151186.0,11024.0,51688.0,191570.0,7354.0,5.0,7.0,11.0,15.0,1.0,9.0,9.0,1.0
261,266,243032.0,792502.0,448285.0,322488.0,765931.0,1432772.0,1939890.0,919721.0,17.0,44.0,51.0,26.0,40.0,95.0,110.0,76.0
262,267,193278.0,356555.0,383660.0,194695.0,258301.0,193610.0,119684.0,143765.0,9.0,18.0,15.0,14.0,27.0,24.0,10.0,7.0
263,268,1467443.0,787839.0,977302.0,1207600.0,1460674.0,1734547.0,1579430.0,1558946.0,157.0,78.0,77.0,138.0,151.0,129.0,146.0,221.0
264,269,5697266.0,4879108.0,4113632.0,4443587.0,5177064.0,4626301.0,6811595.0,2940480.0,460.0,506.0,371.0,488.0,549.0,475.0,500.0,381.0
265,270,668074.0,804233.0,831154.0,667304.0,825688.0,874127.0,841685.0,620819.0,129.0,148.0,133.0,155.0,161.0,189.0,154.0,128.0
266,271,1022317.0,2234684.0,501451.0,355000.0,619195.0,799866.0,711041.0,826443.0,68.0,131.0,36.0,19.0,28.0,51.0,38.0,63.0
267,272,1750882.0,1211062.0,1355416.0,1747863.0,1491643.0,1299473.0,2127838.0,1152682.0,194.0,151.0,137.0,155.0,199.0,169.0,212.0,123.0
268,273,147050.0,1264018.0,841124.0,897634.0,743859.0,1136085.0,950975.0,382246.0,17.0,53.0,75.0,75.0,75.0,89.0,50.0,40.0
269,274,336648.0,498304.0,377636.0,472073.0,603791.0,960170.0,671443.0,577560.0,82.0,128.0,72.0,128.0,174.0,216.0,131.0,175.0
270,275,4666660.0,3662610.0,6402489.0,3354655.0,2960938.0,3757918.0,3524628.0,2849140.0,265.0,204.0,278.0,281.0,308.0,299.0,293.0,250.0
271,276,536583.0,1105724.0,911164.0,1081067.0,728380.0,885038.0,634914.0,532441.0,147.0,271.0,179.0,251.0,204.0,203.0,177.0,157.0
272,277,519422.0,602365.0,886764.0,429262.0,540430.0,743286.0,911802.0,558002.0,106.0,134.0,162.0,107.0,129.0,162.0,166.0,126.0
273,278,440837.0,275481.0,489434.0,411180.0,526713.0,385919.0,296705.0,224668.0,131.0,89.0,109.0,140.0,127.0,141.0,90.0,91.0
274,279,1546140.0,1589838.0,1780544.0,1260797.0,694051.0,317724.0,880383.0,674667.0,64.0,67.0,78.0,85.0,45.0,21.0,45.0,39.0
275,280,891092.0,2159841.0,1135809.0,265501.0,236485.0,904877.0,513343.0,355857.0,58.0,77.0,39.0,21.0,21.0,42.0,26.0,21.0
276,281,2137868.0,987833.0,3981692.0,986078.0,5689175.0,1464196.0,6120358.0,610374.0,117.0,178.0,117.0,143.0,134.0,163.0,127.0,107.0
277,282,227583.0,800945.0,542373.0,262921.0,471994.0,621181.0,857068.0,555684.0,23.0,94.0,52.0,31.0,42.0,53.0,45.0,74.0
278,283,655432.0,808073.0,895462.0,651807.0,1408551.0,1276645.0,1018177.0,648926.0,41.0,51.0,58.0,51.0,75.0,84.0,57.0,48.0
279,284,94201.0,47938.0,101427.0,59730.0,135037.0,62635.0,29158.0,71534.0,24.0,12.0,15.0,24.0,18.0,7.0,8.0,16.0
280,285,286462.0,357891.0,527211.0,443372.0,478886.0,441979.0,368011.0,290798.0,71.0,84.0,95.0,95.0,77.0,106.0,77.0,77.0
281,286,2222788.0,829263.0,1356814.0,1330401.0,1808331.0,1274847.0,2346262.0,1396328.0,125.0,54.0,75.0,86.0,69.0,107.0,89.0,93.0
282,287,301085.0,531632.0,355045.0,232605.0,365091.0,498605.0,598484.0,308921.0,73.0,102.0,58.0,58.0,76.0,86.0,118.0,88.0
283,288,1211570.0,1199775.0,2222248.0,2007650.0,2191169.0,1661618.0,1772075.0,1396577.0,124.0,160.0,268.0,303.0,272.0,198.0,248.0,225.0
284,289,253702.0,751210.0,1507832.0,980609.0,1024826.0,597843.0,510130.0,305654.0,22.0,61.0,115.0,96.0,65.0,65.0,64.0,57.0
285,290,380102.0,463269.0,1709411.0,1241386.0,1344840.0,1117831.0,1144079.0,741790.0,75.0,97.0,241.0,262.0,254.0,203.0,172.0,139.0
286,291,698656.0,1274121.0,962154.0,1018338.0,696766.0,1228417.0,1509674.0,1534858.0,107.0,233.0,155.0,208.0,127.0,196.0,255.0,294.0
287,292,1470707.0,2404750.0,2696605.0,1657691.0,2107065.0,2170347.0,2619067.0,1853980.0,104.0,142.0,139.0,127.0,109.0,128.0,106.0,102.0
288,293,527768.0,946391.0,1337897.0,648903.0,1070358.0,664535.0,1423819.0,755553.0,76.0,137.0,143.0,90.0,133.0,88.0,140.0,86.0
289,294,115960.0,38063.0,305002.0,274528.0,66840.0,859835.0,307571.0,65175.0,13.0,6.0,16.0,26.0,9.0,25.0,12.0,12.0
290,295,33062.0,115144.0,200259.0,402071.0,235065.0,1036146.0,420825.0,312998.0,6.0,13.0,14.0,23.0,26.0,37.0,29.0,18.0
291,296,1296436.0,2374939.0,2990264.0,1139869.0,2597239.0,1605740.0,851704.0,497879.0,132.0,206.0,214.0,161.0,222.0,243.0,107.0,85.0
292,297,742232.0,1266891.0,941612.0,848679.0,1525901.0,1214012.0,1771878.0,327437.0,61.0,83.0,44.0,79.0,135.0,99.0,90.0,41.0
293,298,536404.0,1527148.0,1648035.0,1091472.0,797475.0,956884.0,1418825.0,1149179.0,91.0,145.0,99.0,143.0,57.0,101.0,88.0,67.0
294,299,972658.0,686804.0,574789.0,1026721.0,1363677.0,1246495.0,953205.0,945209.0,70.0,57.0,56.0,64.0,120.0,108.0,61.0,65.0
295,300,1264416.0,1768422.0,1366608.0,1360660.0,1276366.0,1341821.0,1715434.0,1165104.0,159.0,218.0,173.0,170.0,180.0,195.0,192.0,158.0
296,301,708481.0,554771.0,740138.0,354087.0,207306.0,624621.0,78377.0,245832.0,84.0,66.0,78.0,38.0,24.0,68.0,11.0,27.0
297,302,506570.0,861745.0,1046356.0,943126.0,492623.0,811246.0,678315.0,617157.0,57.0,98.0,95.0,116.0,59.0,97.0,65.0,85.0
298,303,1033639.0,1143865.0,1398003.0,1466799.0,1464917.0,1389297.0,1532564.0,1415964.0,186.0,239.0,222.0,276.0,254.0,242.0,287.0,339.0
299,304,88761.0,82892.0,445868.0,457011.0,569486.0,231894.0,1800794.0,1078283.0,10.0,9.0,34.0,24.0,27.0,23.0,61.0,49.0
300,305,798091.0,1000200.0,798503.0,532212.0,368890.0,546335.0,647074.0,226858.0,182.0,161.0,150.0,74.0,58.0,79.0,115.0,53.0
301,306,613150.0,818551.0,3044825.0,618592.0,8019844.0,788532.0,5571383.0,512060.0,64.0,52.0,45.0,55.0,58.0,42.0,61.0,40.0
302,307,719344.0,1167163.0,1330186.0,1087367.0,1045842.0,1093425.0,1979017.0,301690.0,30.0,45.0,54.0,80.0,59.0,72.0,66.0,32.0
303,308,598406.0,1246726.0,951979.0,884181.0,977759.0,797744.0,709690.0,586525.0,50.0,93.0,92.0,70.0,98.0,85.0,67.0,64.0
304,309,2632653.0,2491756.0,2494407.0,2148362.0,2262699.0,2154060.0,2200548.0,976694.0,75.0,76.0,65.0,64.0,60.0,57.0,61.0,33.0
305,310,872317.0,829197.0,1210165.0,631313.0,1041873.0,1266178.0,1130496.0,571284.0,153.0,133.0,150.0,104.0,177.0,236.0,188.0,125.0
306,311,696967.0,1210535.0,713275.0,705503.0,1064177.0,567837.0,756929.0,258407.0,87.0,123.0,78.0,88.0,91.0,53.0,60.0,31.0
307,312,547657.0,1599390.0,2695423.0,2211995.0,2480494.0,1718188.0,613712.0,156083.0,72.0,157.0,171.0,192.0,173.0,172.0,112.0,51.0
308,313,1664537.0,1333541.0,1465106.0,1784678.0,1470340.0,1516479.0,600234.0,683891.0,199.0,150.0,185.0,234.0,166.0,94.0,72.0,47.0
309,314,2180936.0,1104589.0,1962737.0,836147.0,715283.0,1261036.0,819023.0,1124498.0,90.0,74.0,54.0,59.0,66.0,108.0,82.0,100.0
310,315,1245541.0,2287531.0,1915315.0,1457466.0,964079.0,1034128.0,1829855.0,1327091.0,101.0,111.0,112.0,123.0,83.0,103.0,130.0,170.0
311,316,4990652.0,909001.0,2536162.0,1311007.0,1626881.0,1300054.0,1413699.0,877986.0,165.0,117.0,120.0,138.0,77.0,128.0,95.0,86.0
312,317,941973.0,1117524.0,1290358.0,929521.0,1273243.0,849641.0,1457801.0,394477.0,152.0,176.0,128.0,151.0,124.0,147.0,162.0,84.0
313,318,711965.0,763200.0,947189.0,516015.0,492887.0,842416.0,909401.0,809351.0,65.0,61.0,61.0,52.0,36.0,69.0,72.0,94.0
314,319,532719.0,505900.0,255789.0,438620.0,264094.0,306752.0,254418.0,149704.0,45.0,32.0,19.0,48.0,22.0,31.0,23.0,22.0
315,320,875211.0,552672.0,800530.0,547322.0,1217379.0,555175.0,729445.0,520819.0,52.0,77.0,63.0,95.0,90.0,80.0,62.0,81.0
316,321,1130180.0,907389.0,2707389.0,1388377.0,2459564.0,1144594.0,3226639.0,684257.0,94.0,110.0,151.0,167.0,166.0,112.0,158.0,98.0
317,322,2571574.0,1520819.0,3255221.0,1016500.0,2691602.0,1552068.0,5168685.0,883069.0,204.0,197.0,186.0,140.0,145.0,211.0,173.0,140.0
318,323,695417.0,922252.0,1031951.0,629743.0,597843.0,872672.0,994114.0,1055379.0,84.0,119.0,104.0,73.0,64.0,58.0,111.0,114.0
319,324,564532.0,820709.0,270635.0,317488.0,717722.0,484590.0,515519.0,262515.0,110.0,141.0,44.0,69.0,100.0,79.0,67.0,50.0
320,325,701114.0,649444.0,826382.0,374041.0,293042.0,415756.0,759550.0,671105.0,58.0,72.0,71.0,44.0,39.0,52.0,53.0,75.0
321,326,620685.0,533664.0,631333.0,387413.0,1093589.0,675492.0,791585.0,550542.0,85.0,56.0,72.0,46.0,128.0,114.0,102.0,126.0
322,327,316110.0,370831.0,448769.0,583641.0,410044.0,605901.0,1253470.0,400790.0,30.0,9.0,21.0,46.0,12.0,35.0,32.0,17.0
323,328,109328.0,62114.0,129341.0,22880.0,110845.0,47076.0,13515.0,36354.0,4.0,6.0,8.0,2.0,10.0,3.0,1.0,3.0
324,329,1975269.0,1082526.0,2165827.0,1008285.0,2466585.0,1444121.0,2166400.0,717626.0,156.0,141.0,146.0,126.0,189.0,153.0,139.0,132.0
325,330,90237.0,114640.0,133531.0,66688.0,1532575.0,1851676.0,2156541.0,1014438.0,15.0,28.0,19.0,8.0,256.0,305.0,378.0,229.0
326,331,1233161.0,748812.0,932464.0,902055.0,828898.0,1078541.0,1221430.0,509089.0,140.0,130.0,144.0,151.0,128.0,179.0,170.0,106.0
327,332,888414.0,745929.0,1365398.0,1025673.0,1074958.0,1249974.0,966187.0,510462.0,100.0,115.0,153.0,154.0,141.0,145.0,135.0,136.0
328,333,1716997.0,2373675.0,2616553.0,2197872.0,1988171.0,2437284.0,2764748.0,1683138.0,250.0,316.0,287.0,341.0,295.0,326.0,359.0,304.0
329,334,237603.0,350503.0,274521.0,356134.0,59922.0,541524.0,529911.0,358199.0,20.0,37.0,23.0,29.0,7.0,41.0,44.0,41.0
330,335,379699.0,528250.0,485273.0,109004.0,599242.0,558638.0,534460.0,446815.0,41.0,42.0,49.0,20.0,69.0,55.0,72.0,65.0
331,336,773812.0,543420.0,666807.0,402735.0,632519.0,502834.0,449467.0,380784.0,119.0,99.0,117.0,93.0,121.0,93.0,83.0,98.0
332,337,434621.0,962417.0,645386.0,852688.0,1609857.0,2174170.0,730871.0,743560.0,52.0,58.0,55.0,61.0,109.0,114.0,43.0,65.0
333,338,848444.0,557177.0,872043.0,446296.0,1033821.0,623976.0,596160.0,639774.0,102.0,113.0,96.0,83.0,104.0,131.0,91.0,131.0
