,°í°´¹øÈ£,±âÈ£Ç°_ÃÑ±¸¸Å¾×1,±âÈ£Ç°_ÃÑ±¸¸Å¾×2,±âÈ£Ç°_ÃÑ±¸¸Å¾×3,±âÈ£Ç°_ÃÑ±¸¸Å¾×4,±âÈ£Ç°_ÃÑ±¸¸Å¾×5,±âÈ£Ç°_ÃÑ±¸¸Å¾×6,±âÈ£Ç°_ÃÑ±¸¸Å¾×7,±âÈ£Ç°_ÃÑ±¸¸Å¾×8,±âÈ£Ç°_ÃÑ±¸¸ÅÈ½¼ö1,±âÈ£Ç°_ÃÑ±¸¸ÅÈ½¼ö2,±âÈ£Ç°_ÃÑ±¸¸ÅÈ½¼ö3,±âÈ£Ç°_ÃÑ±¸¸ÅÈ½¼ö4,±âÈ£Ç°_ÃÑ±¸¸ÅÈ½¼ö5,±âÈ£Ç°_ÃÑ±¸¸ÅÈ½¼ö6,±âÈ£Ç°_ÃÑ±¸¸ÅÈ½¼ö7,±âÈ£Ç°_ÃÑ±¸¸ÅÈ½¼ö8
172,176,0.0,0.0,6597.0,0.0,1416.0,1340.0,1576.0,1958.0,0.0,0.0,4.0,0.0,2.0,1.0,2.0,3.0
173,177,0.0,21322.0,0.0,0.0,0.0,0.0,5631.0,22474.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0
174,178,4133.0,0.0,12427.0,10642.0,43488.0,18659.0,57045.0,5784.0,1.0,0.0,3.0,2.0,5.0,3.0,5.0,1.0
175,179,15646.0,150803.0,43272.0,41017.0,87280.0,76136.0,20835.0,30901.0,3.0,8.0,3.0,6.0,10.0,11.0,3.0,3.0
176,180,0.0,0.0,0.0,0.0,0.0,26915.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
177,181,8856.0,24784.0,51090.0,49664.0,44499.0,51578.0,8593.0,22391.0,1.0,4.0,4.0,5.0,5.0,6.0,2.0,2.0
178,182,0.0,16481.0,345269.0,30489.0,4045.0,25200.0,46964.0,22515.0,0.0,1.0,1.0,3.0,1.0,4.0,7.0,5.0
179,183,126490.0,130174.0,101852.0,84322.0,147205.0,149840.0,80602.0,81118.0,14.0,27.0,17.0,13.0,24.0,24.0,12.0,13.0
180,184,9053.0,30985.0,17117.0,9755.0,29025.0,0.0,8446.0,15616.0,1.0,4.0,2.0,3.0,3.0,0.0,2.0,2.0
181,185,0.0,31469.0,67766.0,94528.0,72777.0,122922.0,62044.0,29578.0,0.0,3.0,6.0,9.0,8.0,9.0,6.0,3.0
182,186,39067.0,20581.0,110155.0,30508.0,38412.0,41467.0,87756.0,35362.0,6.0,2.0,4.0,3.0,8.0,4.0,5.0,5.0
183,187,984.0,3090.0,0.0,25719.0,0.0,10573.0,0.0,10741.0,1.0,1.0,0.0,2.0,0.0,1.0,0.0,2.0
184,188,5608.0,2359.0,27455.0,0.0,19166.0,31377.0,32753.0,16145.0,3.0,1.0,2.0,0.0,5.0,7.0,13.0,6.0
185,189,40542.0,402971.0,85921.0,108195.0,97900.0,66313.0,99943.0,81055.0,4.0,10.0,11.0,11.0,9.0,5.0,8.0,6.0
186,190,195138.0,58199.0,277254.0,89304.0,126622.0,42895.0,81820.0,59075.0,7.0,8.0,12.0,11.0,8.0,6.0,3.0,6.0
187,191,0.0,0.0,2146.0,0.0,0.0,0.0,0.0,52879.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0
188,192,0.0,33478.0,39825.0,9205.0,9102.0,0.0,41670.0,11402.0,0.0,2.0,2.0,3.0,1.0,0.0,5.0,2.0
189,193,21040.0,62681.0,34697.0,21710.0,35369.0,26100.0,66392.0,9023.0,6.0,13.0,7.0,9.0,12.0,10.0,23.0,5.0
190,194,21688.0,56396.0,25613.0,29913.0,42559.0,55085.0,56851.0,30694.0,4.0,6.0,3.0,5.0,7.0,7.0,9.0,7.0
191,195,0.0,0.0,0.0,14988.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
192,196,43968.0,40946.0,44358.0,118642.0,81513.0,58496.0,151174.0,75081.0,4.0,6.0,8.0,10.0,7.0,7.0,12.0,11.0
193,197,12596.0,26267.0,25929.0,5321.0,9102.0,47613.0,28302.0,6032.0,2.0,3.0,3.0,1.0,1.0,6.0,4.0,2.0
194,198,24996.0,25958.0,14010.0,18082.0,4501.0,13458.0,24664.0,29415.0,5.0,4.0,1.0,4.0,1.0,4.0,1.0,3.0
195,199,37345.0,39453.0,379152.0,22525.0,708759.0,23484.0,473737.0,2553.0,3.0,2.0,3.0,2.0,6.0,1.0,4.0,1.0
196,200,6348.0,26268.0,8981.0,10687.0,7130.0,7722.0,9403.0,0.0,3.0,3.0,3.0,2.0,2.0,3.0,5.0,0.0
197,201,41724.0,38629.0,16947.0,39110.0,144017.0,38775.0,4392.0,14376.0,3.0,2.0,2.0,5.0,4.0,4.0,1.0,2.0
198,202,35673.0,0.0,0.0,5321.0,36005.0,0.0,25227.0,38990.0,3.0,0.0,0.0,2.0,2.0,0.0,4.0,3.0
199,203,39225.0,1545.0,24518.0,19466.0,12693.0,10938.0,40544.0,0.0,6.0,1.0,5.0,2.0,2.0,1.0,4.0,0.0
200,204,31185.0,24907.0,27907.0,7609.0,14442.0,59793.0,15305.0,14665.0,3.0,3.0,2.0,2.0,3.0,7.0,3.0,4.0
201,205,74591.0,72931.0,156131.0,47738.0,88333.0,80962.0,65208.0,41742.0,3.0,6.0,18.0,4.0,8.0,7.0,9.0,5.0
202,206,15705.0,13011.0,32924.0,12895.0,15201.0,36555.0,19517.0,859.0,7.0,9.0,11.0,3.0,5.0,10.0,4.0,1.0
203,207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
204,208,15695.0,0.0,0.0,30330.0,76661.0,15227.0,15992.0,47286.0,3.0,0.0,0.0,3.0,5.0,1.0,1.0,7.0
205,209,19189.0,9373.0,15817.0,20753.0,31959.0,26916.0,75683.0,37840.0,6.0,4.0,4.0,7.0,12.0,8.0,14.0,6.0
206,210,0.0,0.0,5965.0,20876.0,1052.0,47440.0,4753.0,0.0,0.0,0.0,3.0,4.0,1.0,6.0,4.0,0.0
207,211,8660.0,5871.0,3954.0,89041.0,41467.0,37211.0,63744.0,8675.0,1.0,1.0,1.0,9.0,5.0,4.0,5.0,1.0
208,212,19189.0,15708.0,0.0,0.0,0.0,0.0,24664.0,10873.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0
209,213,40791.0,40257.0,24517.0,29799.0,32525.0,31022.0,43133.0,40676.0,8.0,12.0,5.0,6.0,7.0,9.0,12.0,14.0
210,214,89509.0,106995.0,88101.0,103441.0,80707.0,3539.0,67168.0,112699.0,13.0,12.0,13.0,12.0,12.0,1.0,18.0,24.0
211,215,69554.0,24722.0,27612.0,73386.0,70694.0,69284.0,100786.0,36874.0,5.0,2.0,2.0,7.0,8.0,5.0,8.0,9.0
212,216,3985.0,10301.0,19546.0,220494.0,32343.0,21436.0,5631.0,9915.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0
213,217,18539.0,31933.0,55711.0,99149.0,1568.0,20728.0,90830.0,52805.0,5.0,4.0,8.0,7.0,1.0,5.0,10.0,7.0
214,218,0.0,3605.0,3954.0,0.0,0.0,20374.0,59127.0,67752.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,3.0
215,219,31490.0,47775.0,125091.0,132733.0,37957.0,129321.0,61943.0,57696.0,1.0,3.0,5.0,18.0,6.0,16.0,2.0,9.0
216,220,37650.0,60332.0,14913.0,106439.0,30402.0,88961.0,54723.0,71799.0,4.0,7.0,1.0,13.0,8.0,7.0,8.0,8.0
217,221,11218.0,25937.0,46074.0,73768.0,37724.0,19066.0,35859.0,45765.0,2.0,5.0,9.0,10.0,4.0,4.0,4.0,10.0
218,222,99882.0,92399.0,51633.0,24831.0,59286.0,29489.0,56311.0,4850.0,2.0,7.0,8.0,1.0,4.0,4.0,2.0,2.0
219,223,59043.0,0.0,125183.0,4878.0,0.0,87932.0,5631.0,26357.0,1.0,0.0,2.0,1.0,0.0,2.0,1.0,2.0
220,224,19682.0,3605.0,9151.0,32103.0,0.0,223046.0,0.0,3305.0,2.0,1.0,1.0,3.0,0.0,3.0,0.0,1.0
221,225,13462.0,49960.0,11298.0,16850.0,52570.0,61852.0,2838.0,0.0,2.0,2.0,1.0,2.0,3.0,3.0,1.0,0.0
222,226,73774.0,29255.0,39645.0,25753.0,29826.0,28096.0,36129.0,17706.0,5.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0
223,227,1869.0,15080.0,2146.0,0.0,3944.0,4076.0,9867.0,1570.0,2.0,2.0,2.0,0.0,1.0,4.0,7.0,2.0
224,228,19829.0,15421.0,9921.0,20841.0,36674.0,71301.0,172877.0,155745.0,7.0,8.0,4.0,10.0,17.0,28.0,48.0,53.0
225,229,5904.0,28843.0,55247.0,0.0,0.0,0.0,3379.0,5205.0,1.0,2.0,4.0,0.0,0.0,0.0,1.0,1.0
226,230,17102.0,30676.0,124163.0,25399.0,15696.0,151156.0,58114.0,18903.0,5.0,3.0,9.0,9.0,7.0,16.0,5.0,8.0
227,231,12645.0,2730.0,3344.0,11263.0,12945.0,18552.0,2252.0,0.0,3.0,1.0,2.0,4.0,3.0,3.0,1.0,0.0
228,232,121284.0,120499.0,121970.0,110929.0,74397.0,119385.0,120393.0,125121.0,49.0,51.0,56.0,56.0,34.0,51.0,54.0,70.0
229,233,36980.0,99352.0,46163.0,30064.0,61389.0,21340.0,25858.0,2809.0,4.0,7.0,4.0,4.0,4.0,1.0,2.0,1.0
230,234,0.0,0.0,0.0,6208.0,0.0,0.0,0.0,3098.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
231,235,63963.0,85909.0,11524.0,55009.0,70796.0,207713.0,116451.0,31150.0,5.0,3.0,2.0,6.0,4.0,11.0,6.0,3.0
232,236,259055.0,373976.0,85301.0,207297.0,146988.0,181538.0,311701.0,191379.0,34.0,48.0,12.0,21.0,18.0,21.0,30.0,25.0
233,237,7282.0,34610.0,23342.0,75886.0,26852.0,19880.0,27097.0,37594.0,2.0,3.0,4.0,7.0,6.0,4.0,5.0,3.0
234,238,13561.0,67625.0,35125.0,20948.0,51985.0,37616.0,35814.0,5693.0,3.0,10.0,6.0,5.0,10.0,5.0,4.0,3.0
235,239,27554.0,18335.0,64738.0,24831.0,42579.0,0.0,62675.0,7436.0,1.0,3.0,4.0,2.0,6.0,0.0,2.0,1.0
236,240,31784.0,29872.0,156931.0,9579.0,6068.0,46969.0,48991.0,26075.0,6.0,5.0,12.0,4.0,1.0,6.0,6.0,7.0
237,241,0.0,0.0,0.0,8682.0,1780.0,24128.0,11150.0,50591.0,0.0,0.0,0.0,2.0,1.0,4.0,1.0,4.0
238,242,54064.0,18439.0,6643.0,57831.0,60732.0,42464.0,56435.0,7708.0,5.0,2.0,1.0,6.0,7.0,4.0,4.0,2.0
239,243,0.0,12784.0,26946.0,5410.0,6514.0,7506.0,7320.0,12195.0,0.0,3.0,6.0,2.0,2.0,1.0,1.0,4.0
240,245,28289.0,93325.0,68918.0,31393.0,122208.0,119608.0,89008.0,68326.0,7.0,14.0,8.0,6.0,34.0,26.0,26.0,23.0
241,246,27357.0,16996.0,0.0,9746.0,5836.0,47043.0,3322.0,0.0,2.0,2.0,0.0,1.0,1.0,4.0,1.0,0.0
242,247,177283.0,62794.0,79256.0,95202.0,77267.0,88144.0,49870.0,16127.0,33.0,12.0,14.0,12.0,13.0,16.0,10.0,5.0
243,248,71853.0,99700.0,153259.0,38905.0,52469.0,27217.0,133188.0,59193.0,13.0,15.0,19.0,9.0,12.0,5.0,18.0,13.0
244,249,0.0,6696.0,5999.0,0.0,2023.0,0.0,12951.0,0.0,0.0,1.0,3.0,0.0,1.0,0.0,2.0,0.0
245,250,0.0,0.0,40334.0,0.0,0.0,9329.0,21736.0,16028.0,0.0,0.0,2.0,0.0,0.0,1.0,6.0,6.0
246,251,6888.0,6180.0,13896.0,30153.0,31554.0,10187.0,10699.0,5618.0,2.0,2.0,2.0,3.0,3.0,4.0,2.0,2.0
247,252,33948.0,42850.0,20903.0,22570.0,19216.0,15013.0,4505.0,14129.0,7.0,11.0,9.0,9.0,6.0,5.0,1.0,3.0
248,253,0.0,7211.0,3389.0,0.0,7585.0,15549.0,7884.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0,0.0
249,254,8906.0,33529.0,66490.0,47958.0,36864.0,0.0,13177.0,0.0,2.0,4.0,8.0,13.0,6.0,0.0,1.0,0.0
250,255,6396.0,19417.0,120777.0,7095.0,158034.0,264761.0,34350.0,40519.0,1.0,2.0,6.0,2.0,7.0,8.0,2.0,5.0
251,256,0.0,42841.0,0.0,27572.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0
252,257,25096.0,31921.0,42347.0,29160.0,47940.0,37573.0,43245.0,85004.0,7.0,10.0,8.0,10.0,8.0,9.0,12.0,14.0
253,258,0.0,0.0,3627.0,0.0,0.0,0.0,108117.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0
254,259,31282.0,49927.0,32089.0,18713.0,37625.0,28148.0,11487.0,8427.0,14.0,9.0,11.0,8.0,13.0,14.0,3.0,7.0
255,260,0.0,30996.0,5333.0,47330.0,33800.0,44663.0,12040.0,0.0,0.0,5.0,1.0,5.0,3.0,3.0,3.0,0.0
256,261,8856.0,12876.0,10168.0,5321.0,0.0,28953.0,29281.0,3916.0,1.0,1.0,1.0,1.0,0.0,3.0,3.0,2.0
257,262,105196.0,114134.0,115014.0,121586.0,54715.0,44502.0,232789.0,9419.0,3.0,3.0,4.0,3.0,8.0,2.0,14.0,2.0
258,263,5098.0,6396.0,14507.0,7512.0,11600.0,7431.0,12173.0,10774.0,3.0,4.0,4.0,3.0,5.0,4.0,7.0,7.0
259,264,57558.0,26515.0,54456.0,40299.0,22270.0,2595.0,0.0,22762.0,8.0,3.0,4.0,6.0,5.0,2.0,0.0,2.0
260,265,14269.0,0.0,3231.0,0.0,0.0,31270.0,41671.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,2.0,0.0
261,266,9841.0,0.0,0.0,13302.0,60682.0,41499.0,11825.0,16525.0,1.0,0.0,0.0,2.0,3.0,7.0,1.0,1.0
262,267,0.0,3502.0,17489.0,5765.0,34890.0,39140.0,9010.0,26853.0,0.0,1.0,1.0,3.0,7.0,7.0,2.0,6.0
263,268,72299.0,90112.0,87209.0,51011.0,62857.0,70665.0,0.0,144013.0,7.0,8.0,10.0,11.0,14.0,8.0,0.0,11.0
264,269,51573.0,45446.0,45011.0,29452.0,108296.0,60202.0,56345.0,27589.0,14.0,7.0,11.0,4.0,16.0,10.0,11.0,5.0
265,270,1122.0,20550.0,0.0,7982.0,30755.0,43365.0,8638.0,13583.0,1.0,3.0,0.0,1.0,3.0,5.0,3.0,2.0
266,271,0.0,26267.0,37284.0,49219.0,0.0,0.0,52708.0,17847.0,0.0,5.0,3.0,4.0,0.0,0.0,2.0,1.0
267,272,111799.0,61888.0,93855.0,151551.0,111169.0,99063.0,208217.0,71413.0,8.0,5.0,9.0,11.0,12.0,5.0,15.0,8.0
268,273,13088.0,0.0,0.0,13834.0,46421.0,30562.0,12388.0,27266.0,1.0,0.0,0.0,3.0,3.0,3.0,2.0,4.0
269,274,20902.0,5006.0,31702.0,6784.0,18509.0,15409.0,30138.0,2528.0,2.0,2.0,2.0,4.0,3.0,4.0,4.0,2.0
270,275,24818.0,28616.0,13817.0,6323.0,9750.0,10927.0,23144.0,43319.0,4.0,4.0,2.0,2.0,3.0,2.0,4.0,9.0
271,276,198443.0,189552.0,249765.0,139227.0,176589.0,157422.0,240199.0,172396.0,88.0,146.0,145.0,164.0,192.0,164.0,181.0,181.0
272,277,20173.0,23640.0,23048.0,29197.0,32464.0,15334.0,31107.0,8536.0,3.0,6.0,5.0,6.0,4.0,3.0,7.0,3.0
273,278,221510.0,139534.0,332110.0,250979.0,157561.0,268862.0,145441.0,165675.0,125.0,60.0,148.0,156.0,86.0,109.0,66.0,115.0
274,279,290099.0,8447.0,26550.0,119368.0,33577.0,106805.0,35814.0,89729.0,4.0,1.0,3.0,6.0,4.0,2.0,5.0,2.0
275,280,54124.0,41204.0,10914.0,75381.0,0.0,100265.0,0.0,43378.0,4.0,2.0,2.0,6.0,0.0,4.0,0.0,2.0
276,281,191350.0,84674.0,65021.0,54098.0,90011.0,136391.0,112284.0,209037.0,6.0,6.0,4.0,7.0,7.0,10.0,11.0,10.0
277,282,3444.0,37567.0,0.0,0.0,4905.0,33350.0,11262.0,10700.0,1.0,5.0,0.0,0.0,1.0,3.0,1.0,2.0
278,283,2952.0,39143.0,8700.0,0.0,18710.0,32921.0,23426.0,14872.0,1.0,1.0,1.0,0.0,2.0,3.0,2.0,1.0
279,284,16030.0,0.0,7344.0,6527.0,10316.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
280,285,1968.0,15966.0,7344.0,17735.0,6068.0,0.0,11938.0,0.0,1.0,5.0,3.0,5.0,2.0,0.0,2.0,0.0
281,286,161511.0,130202.0,149077.0,109701.0,20591.0,136435.0,99108.0,105345.0,10.0,7.0,7.0,7.0,3.0,6.0,5.0,5.0
282,287,42894.0,53287.0,40991.0,21462.0,41568.0,64148.0,43585.0,12600.0,10.0,10.0,7.0,2.0,5.0,13.0,5.0,3.0
283,288,633830.0,170274.0,744319.0,666635.0,1071643.0,1485772.0,1500587.0,627891.0,4.0,5.0,8.0,5.0,8.0,8.0,9.0,4.0
284,289,14761.0,40276.0,113862.0,142657.0,115029.0,88822.0,129166.0,94577.0,1.0,5.0,9.0,12.0,11.0,10.0,12.0,14.0
285,290,30998.0,11640.0,36922.0,46257.0,48010.0,55655.0,26184.0,32288.0,3.0,1.0,5.0,4.0,5.0,6.0,3.0,6.0
286,291,23411.0,40410.0,57113.0,48147.0,61298.0,70054.0,141061.0,42890.0,5.0,7.0,8.0,7.0,6.0,11.0,17.0,9.0
287,292,3838.0,0.0,17646.0,8744.0,1780.0,8139.0,9302.0,37560.0,1.0,0.0,4.0,2.0,1.0,1.0,2.0,4.0
288,293,26077.0,22662.0,103773.0,7715.0,46117.0,60265.0,16331.0,24789.0,7.0,2.0,6.0,1.0,7.0,5.0,4.0,9.0
289,294,0.0,4120.0,24246.0,10376.0,8090.0,0.0,0.0,4957.0,0.0,1.0,2.0,1.0,2.0,0.0,0.0,1.0
290,295,0.0,0.0,90385.0,62433.0,133095.0,5791.0,78836.0,0.0,0.0,0.0,1.0,5.0,2.0,1.0,2.0,0.0
291,296,8581.0,40977.0,73074.0,9666.0,26912.0,20289.0,11150.0,42982.0,5.0,7.0,18.0,5.0,7.0,3.0,2.0,5.0
292,297,4674.0,70047.0,41803.0,103663.0,13451.0,38058.0,56875.0,13219.0,2.0,6.0,2.0,4.0,3.0,4.0,3.0,2.0
293,298,45324.0,104461.0,43521.0,69892.0,48597.0,32127.0,34394.0,19251.0,7.0,13.0,7.0,9.0,6.0,4.0,4.0,2.0
294,299,0.0,20602.0,27229.0,0.0,0.0,17693.0,54960.0,22639.0,0.0,2.0,2.0,0.0,0.0,2.0,7.0,2.0
295,300,110215.0,32489.0,26890.0,29089.0,0.0,17887.0,48202.0,38833.0,6.0,3.0,2.0,2.0,0.0,2.0,2.0,4.0
296,301,11612.0,7787.0,40289.0,5631.0,40960.0,169001.0,69827.0,115177.0,2.0,1.0,5.0,1.0,2.0,6.0,2.0,5.0
297,302,41232.0,104946.0,57506.0,264635.0,51175.0,215486.0,41107.0,31646.0,5.0,11.0,7.0,12.0,7.0,13.0,5.0,7.0
298,303,21384.0,24001.0,36911.0,14012.0,26215.0,10616.0,37074.0,20102.0,4.0,4.0,5.0,3.0,6.0,1.0,9.0,5.0
299,304,17221.0,45941.0,34842.0,47800.0,0.0,247603.0,98286.0,228100.0,1.0,2.0,5.0,2.0,0.0,5.0,4.0,7.0
300,305,21255.0,53853.0,73380.0,79965.0,75365.0,19602.0,37819.0,53565.0,2.0,9.0,11.0,9.0,6.0,4.0,9.0,7.0
301,306,45462.0,13390.0,51294.0,16406.0,3540.0,15978.0,6757.0,24705.0,7.0,3.0,6.0,3.0,1.0,3.0,1.0,4.0
302,307,22634.0,38833.0,40673.0,89571.0,102886.0,68737.0,13853.0,13633.0,2.0,4.0,2.0,7.0,5.0,4.0,2.0,1.0
303,308,94527.0,119490.0,29601.0,74085.0,66751.0,49209.0,118367.0,66264.0,11.0,12.0,3.0,6.0,10.0,7.0,11.0,8.0
304,309,25585.0,1957.0,0.0,0.0,151704.0,205782.0,36039.0,14046.0,1.0,1.0,0.0,0.0,1.0,5.0,1.0,2.0
305,310,1171.0,10177.0,41012.0,8780.0,97394.0,4182.0,25857.0,10823.0,1.0,1.0,4.0,1.0,10.0,3.0,8.0,5.0
306,311,16286.0,102966.0,43814.0,452372.0,14563.0,1072.0,11262.0,4131.0,2.0,7.0,5.0,15.0,3.0,1.0,1.0,2.0
307,312,61355.0,73858.0,116799.0,424873.0,130796.0,293395.0,497894.0,104518.0,8.0,8.0,12.0,19.0,15.0,28.0,43.0,16.0
308,313,64652.0,39452.0,0.0,53592.0,18204.0,34851.0,27931.0,26440.0,5.0,4.0,0.0,6.0,1.0,2.0,3.0,2.0
309,314,88035.0,66337.0,80375.0,42125.0,60561.0,207658.0,76875.0,123441.0,8.0,6.0,6.0,4.0,7.0,8.0,5.0,7.0
310,315,12891.0,30347.0,79707.0,21373.0,37349.0,51149.0,55928.0,45940.0,2.0,4.0,7.0,2.0,4.0,4.0,5.0,6.0
311,316,2834.0,26093.0,1457.0,16850.0,65738.0,16784.0,6420.0,0.0,2.0,6.0,1.0,2.0,2.0,4.0,6.0,0.0
312,317,21856.0,82768.0,92182.0,61680.0,65738.0,48942.0,99435.0,44037.0,5.0,9.0,11.0,9.0,13.0,8.0,12.0,8.0
313,318,12182.0,60836.0,90045.0,12948.0,5057.0,13941.0,0.0,90803.0,3.0,9.0,10.0,2.0,1.0,2.0,0.0,4.0
314,319,12301.0,2060.0,0.0,10589.0,40454.0,47183.0,0.0,12807.0,2.0,1.0,0.0,2.0,1.0,5.0,0.0,1.0
315,320,18697.0,31727.0,34233.0,39375.0,53803.0,27880.0,23538.0,43296.0,2.0,4.0,3.0,3.0,6.0,3.0,3.0,7.0
316,321,0.0,26267.0,24630.0,17737.0,24454.0,0.0,0.0,2230.0,0.0,3.0,5.0,2.0,4.0,0.0,0.0,2.0
317,322,110479.0,286180.0,265956.0,194536.0,492935.0,184839.0,323858.0,138164.0,4.0,12.0,12.0,7.0,9.0,9.0,7.0,9.0
318,323,34382.0,40483.0,72533.0,5543.0,9709.0,14155.0,41592.0,26935.0,4.0,3.0,3.0,2.0,2.0,2.0,7.0,4.0
319,324,43162.0,120408.0,106450.0,148269.0,148306.0,93808.0,70827.0,3428.0,6.0,11.0,6.0,8.0,37.0,20.0,7.0,2.0
320,325,27160.0,38402.0,60671.0,20380.0,37522.0,14262.0,73408.0,72032.0,3.0,5.0,2.0,3.0,4.0,4.0,5.0,9.0
321,326,17614.0,16275.0,23207.0,949.0,89425.0,13511.0,26106.0,23002.0,4.0,4.0,7.0,1.0,7.0,1.0,3.0,4.0
322,327,0.0,8035.0,0.0,3104.0,3540.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
323,328,0.0,36568.0,0.0,8868.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
324,329,56387.0,9240.0,36266.0,114571.0,13956.0,61081.0,36704.0,15004.0,3.0,3.0,5.0,8.0,4.0,4.0,3.0,2.0
325,330,17516.0,22650.0,2825.0,0.0,22038.0,50337.0,51388.0,33286.0,5.0,9.0,1.0,0.0,6.0,19.0,16.0,18.0
326,331,12104.0,77628.0,0.0,23988.0,4349.0,35034.0,0.0,6395.0,3.0,7.0,0.0,6.0,1.0,3.0,0.0,1.0
327,332,58945.0,66337.0,123241.0,146330.0,123144.0,224825.0,131181.0,125459.0,9.0,11.0,11.0,22.0,17.0,25.0,13.0,21.0
328,333,19386.0,2009.0,26472.0,26206.0,0.0,29597.0,5180.0,30323.0,3.0,1.0,5.0,7.0,0.0,4.0,2.0,4.0
329,334,22829.0,25236.0,10167.0,2661.0,0.0,11581.0,23426.0,8180.0,4.0,4.0,3.0,1.0,0.0,2.0,2.0,2.0
330,335,265400.0,0.0,54547.0,82476.0,24272.0,172325.0,0.0,51309.0,5.0,0.0,2.0,2.0,2.0,5.0,0.0,6.0
331,336,0.0,0.0,1186.0,0.0,0.0,1126.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
332,337,18204.0,31933.0,367921.0,126950.0,873216.0,57371.0,10586.0,5701.0,3.0,3.0,8.0,5.0,12.0,4.0,3.0,1.0
333,338,22830.0,64792.0,310357.0,50815.0,240028.0,23913.0,27131.0,121629.0,2.0,3.0,10.0,4.0,11.0,3.0,4.0,17.0
334,339,65469.0,308388.0,384521.0,522002.0,40557.0,303044.0,366799.0,54909.0,15.0,16.0,16.0,18.0,10.0,8.0,10.0,14.0
335,340,5904.0,44809.0,21240.0,112363.0,38735.0,100587.0,120845.0,46269.0,1.0,5.0,2.0,7.0,5.0,7.0,8.0,4.0
336,341,3936.0,0.0,0.0,0.0,0.0,5898.0,17231.0,4957.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0
337,342,7351.0,16883.0,4858.0,0.0,51427.0,7185.0,4831.0,1776.0,5.0,4.0,1.0,0.0,6.0,2.0,4.0,1.0
338,343,9841.0,2575.0,22596.0,8868.0,3337.0,18766.0,14190.0,7188.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0
339,344,0.0,0.0,30505.0,0.0,0.0,18230.0,0.0,3470.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0
340,345,3936.0,13803.0,0.0,23945.0,0.0,0.0,3379.0,4957.0,1.0,2.0,0.0,2.0,0.0,0.0,1.0,1.0
341,346,32966.0,41204.0,11298.0,17736.0,66752.0,21446.0,59914.0,52053.0,4.0,4.0,1.0,2.0,7.0,2.0,6.0,4.0
342,347,5018.0,16553.0,17908.0,47493.0,53702.0,24451.0,32007.0,67486.0,2.0,8.0,5.0,12.0,8.0,6.0,11.0,5.0
343,348,19307.0,12640.0,10665.0,0.0,5006.0,8911.0,2252.0,6939.0,1.0,4.0,3.0,0.0,4.0,3.0,1.0,4.0
344,349,599617.0,228350.0,293185.0,147941.0,296833.0,103373.0,68441.0,355432.0,14.0,19.0,5.0,9.0,5.0,7.0,7.0,11.0
345,350,31037.0,5871.0,34052.0,6208.0,7990.0,15549.0,34237.0,4957.0,2.0,2.0,4.0,2.0,2.0,3.0,4.0,2.0
346,351,102283.0,140844.0,123498.0,79815.0,145191.0,245565.0,3378.0,5933.0,9.0,13.0,11.0,7.0,11.0,6.0,2.0,2.0
347,352,8069.0,0.0,0.0,12682.0,33314.0,91653.0,65514.0,77121.0,1.0,0.0,0.0,1.0,2.0,4.0,7.0,5.0
348,353,12990.0,15070.0,114925.0,0.0,38946.0,54904.0,11645.0,6155.0,1.0,1.0,5.0,0.0,4.0,3.0,2.0,1.0
349,354,21551.0,38690.0,0.0,0.0,0.0,22412.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0
350,355,984.0,3090.0,0.0,1774.0,3540.0,0.0,18930.0,5205.0,1.0,3.0,0.0,2.0,1.0,0.0,8.0,3.0
351,356,63864.0,0.0,8475.0,9755.0,5057.0,3003.0,7320.0,2313.0,5.0,0.0,3.0,3.0,1.0,1.0,1.0,1.0
