,고객번호,1기구매등급,2기구매등급,3기구매등급,4기구매등급,5기구매등급,6기구매등급,7기구매등급,8기구매등급,1기구매횟수,2기구매횟수,3기구매횟수,4기구매횟수,5기구매횟수,6기구매횟수,7기구매횟수,8기구매횟수
16052,203,9.0,9.0,9.0,10.0,9.0,9.0,9.0,10.0,140.0,143.0,158.0,160.0,132.0,141.0,155.0,90.0
5945,204,4.0,4.0,4.0,4.0,6.0,5.0,4.0,4.0,226.0,245.0,186.0,157.0,200.0,226.0,318.0,240.0
4071,205,3.0,4.0,4.0,3.0,4.0,7.0,5.0,5.0,228.0,196.0,217.0,181.0,149.0,204.0,218.0,186.0
9773,206,6.0,7.0,5.0,6.0,5.0,8.0,6.0,4.0,258.0,281.0,285.0,238.0,260.0,229.0,255.0,262.0
16109,207,9.0,10.0,8.0,8.0,10.0,8.0,9.0,9.0,125.0,112.0,171.0,207.0,133.0,177.0,193.0,120.0
1615,208,1.0,1.0,1.0,1.0,2.0,8.0,10.0,10.0,28.0,98.0,79.0,89.0,89.0,18.0,12.0,31.0
5452,209,3.0,6.0,5.0,4.0,10.0,4.0,6.0,9.0,66.0,78.0,101.0,83.0,71.0,107.0,102.0,65.0
17948,210,10.0,10.0,10.0,9.0,10.0,9.0,10.0,9.0,78.0,94.0,124.0,150.0,149.0,200.0,153.0,172.0
10962,211,6.0,9.0,4.0,8.0,3.0,5.0,3.0,3.0,79.0,65.0,79.0,72.0,80.0,105.0,92.0,74.0
7259,212,4.0,5.0,5.0,4.0,7.0,3.0,6.0,7.0,197.0,235.0,240.0,253.0,212.0,253.0,214.0,221.0
3963,213,3.0,3.0,4.0,3.0,3.0,2.0,2.0,2.0,467.0,473.0,477.0,517.0,547.0,644.0,613.0,588.0
8746,214,5.0,4.0,6.0,8.0,7.0,3.0,5.0,4.0,127.0,194.0,193.0,161.0,132.0,111.0,136.0,155.0
13631,215,8.0,7.0,7.0,7.0,6.0,6.0,5.0,6.0,167.0,226.0,250.0,198.0,258.0,208.0,285.0,300.0
11094,216,6.0,7.0,7.0,7.0,7.0,8.0,8.0,9.0,144.0,214.0,171.0,228.0,166.0,191.0,156.0,136.0
11770,217,7.0,8.0,8.0,8.0,10.0,5.0,8.0,3.0,81.0,73.0,75.0,68.0,39.0,118.0,84.0,94.0
1827,218,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,34.0,134.0,132.0,139.0,65.0,127.0,116.0,159.0
3240,219,2.0,2.0,4.0,2.0,3.0,2.0,3.0,2.0,79.0,63.0,124.0,291.0,227.0,251.0,92.0,147.0
8661,220,5.0,5.0,6.0,5.0,6.0,4.0,4.0,5.0,321.0,312.0,252.0,324.0,243.0,323.0,283.0,305.0
14158,221,8.0,9.0,8.0,6.0,7.0,9.0,8.0,8.0,124.0,130.0,187.0,160.0,170.0,159.0,168.0,208.0
1717,222,1.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,76.0,87.0,195.0,191.0,189.0,220.0,107.0,123.0
4837,223,3.0,3.0,4.0,1.0,1.0,1.0,1.0,2.0,72.0,62.0,80.0,84.0,66.0,113.0,96.0,78.0
193,224,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,82.0,59.0,56.0,68.0,82.0,56.0,59.0,81.0
655,225,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,108.0,145.0,79.0,112.0,123.0,99.0,51.0,132.0
13287,226,8.0,6.0,9.0,8.0,9.0,5.0,8.0,8.0,131.0,142.0,120.0,119.0,89.0,131.0,101.0,104.0
17335,227,10.0,10.0,10.0,8.0,10.0,10.0,10.0,10.0,169.0,184.0,205.0,338.0,177.0,173.0,216.0,145.0
12140,228,7.0,9.0,8.0,9.0,7.0,8.0,5.0,5.0,162.0,168.0,146.0,144.0,210.0,241.0,373.0,297.0
2671,229,2.0,1.0,3.0,2.0,2.0,1.0,1.0,3.0,119.0,146.0,170.0,105.0,143.0,120.0,145.0,71.0
8952,230,5.0,6.0,9.0,8.0,6.0,5.0,6.0,8.0,105.0,71.0,89.0,98.0,119.0,162.0,117.0,107.0
14083,231,8.0,6.0,5.0,8.0,9.0,9.0,9.0,9.0,195.0,219.0,204.0,218.0,224.0,239.0,233.0,212.0
16922,232,9.0,6.0,7.0,8.0,8.0,9.0,8.0,9.0,265.0,271.0,368.0,283.0,277.0,185.0,292.0,260.0
11792,233,7.0,8.0,3.0,7.0,7.0,3.0,5.0,5.0,171.0,171.0,181.0,178.0,158.0,215.0,210.0,175.0
10145,234,6.0,4.0,5.0,4.0,3.0,3.0,1.0,4.0,78.0,118.0,86.0,185.0,183.0,160.0,98.0,144.0
3791,235,3.0,3.0,2.0,4.0,2.0,2.0,3.0,4.0,155.0,183.0,159.0,119.0,123.0,180.0,161.0,76.0
13996,236,8.0,8.0,10.0,10.0,10.0,9.0,7.0,6.0,288.0,278.0,101.0,167.0,139.0,222.0,288.0,260.0
2652,237,2.0,2.0,2.0,3.0,1.0,3.0,2.0,1.0,127.0,138.0,197.0,186.0,190.0,175.0,195.0,157.0
17543,238,10.0,5.0,6.0,3.0,8.0,5.0,7.0,9.0,51.0,117.0,109.0,124.0,109.0,122.0,109.0,78.0
322,239,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,66.0,146.0,86.0,82.0,121.0,157.0,113.0,71.0
6630,240,4.0,2.0,6.0,6.0,10.0,9.0,5.0,4.0,102.0,123.0,125.0,79.0,28.0,68.0,96.0,122.0
2736,241,2.0,4.0,2.0,2.0,1.0,1.0,2.0,2.0,109.0,67.0,104.0,106.0,106.0,176.0,114.0,105.0
17312,242,10.0,9.0,10.0,7.0,8.0,8.0,7.0,8.0,104.0,118.0,118.0,204.0,177.0,208.0,223.0,119.0
17141,243,10.0,10.0,10.0,9.0,9.0,10.0,7.0,7.0,104.0,130.0,123.0,122.0,131.0,131.0,159.0,163.0
7416,245,4.0,4.0,4.0,3.0,4.0,5.0,4.0,4.0,240.0,261.0,332.0,379.0,351.0,364.0,382.0,332.0
5613,246,3.0,3.0,1.0,2.0,2.0,2.0,1.0,2.0,58.0,49.0,59.0,121.0,122.0,126.0,101.0,89.0
6135,247,4.0,4.0,3.0,3.0,3.0,5.0,5.0,6.0,321.0,274.0,335.0,341.0,265.0,237.0,241.0,212.0
5883,248,4.0,3.0,5.0,5.0,2.0,3.0,3.0,2.0,140.0,204.0,156.0,267.0,305.0,276.0,268.0,198.0
93,249,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,54.0,70.0,98.0,73.0,106.0,99.0,110.0,104.0
1233,250,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,115.0,116.0,110.0,107.0,104.0,161.0,143.0,102.0
1885,251,1.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,131.0,105.0,50.0,81.0,103.0,92.0,131.0,128.0
15493,252,9.0,8.0,8.0,6.0,6.0,6.0,10.0,5.0,59.0,99.0,97.0,108.0,78.0,100.0,32.0,98.0
546,253,1.0,1.0,2.0,2.0,2.0,3.0,1.0,2.0,58.0,86.0,84.0,65.0,75.0,55.0,71.0,75.0
1514,254,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,101.0,124.0,159.0,140.0,123.0,87.0,80.0,107.0
235,255,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,108.0,181.0,116.0,114.0,131.0,114.0,109.0,120.0
1067,256,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,71.0,145.0,146.0,152.0,116.0,220.0,238.0,254.0
7801,257,5.0,6.0,7.0,5.0,6.0,6.0,7.0,5.0,392.0,359.0,325.0,381.0,303.0,349.0,335.0,393.0
489,258,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,69.0,112.0,100.0,71.0,114.0,134.0,146.0,117.0
5288,259,3.0,1.0,4.0,2.0,4.0,3.0,7.0,4.0,371.0,377.0,466.0,458.0,550.0,384.0,283.0,335.0
9423,260,5.0,5.0,6.0,6.0,9.0,10.0,8.0,6.0,204.0,225.0,226.0,222.0,120.0,129.0,167.0,148.0
2345,261,2.0,3.0,7.0,3.0,5.0,4.0,4.0,6.0,108.0,85.0,57.0,102.0,63.0,73.0,83.0,81.0
4013,262,3.0,2.0,3.0,4.0,3.0,2.0,3.0,5.0,186.0,261.0,190.0,232.0,244.0,220.0,206.0,141.0
14783,263,8.0,10.0,9.0,10.0,10.0,9.0,9.0,9.0,201.0,145.0,174.0,113.0,141.0,144.0,164.0,121.0
15132,264,9.0,8.0,7.0,4.0,6.0,9.0,8.0,8.0,259.0,315.0,245.0,329.0,279.0,282.0,304.0,225.0
158,265,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,90.0,109.0,90.0,102.0,47.0,115.0,68.0,54.0
6103,266,4.0,2.0,1.0,4.0,3.0,2.0,2.0,3.0,45.0,84.0,95.0,52.0,73.0,144.0,149.0,107.0
4943,267,3.0,2.0,3.0,1.0,2.0,3.0,4.0,2.0,45.0,86.0,72.0,69.0,87.0,80.0,52.0,56.0
2164,268,2.0,2.0,3.0,2.0,2.0,4.0,4.0,2.0,242.0,151.0,146.0,230.0,234.0,172.0,201.0,340.0
1284,269,1.0,1.0,1.0,2.0,1.0,2.0,2.0,3.0,586.0,641.0,498.0,612.0,722.0,643.0,658.0,499.0
15659,270,9.0,8.0,9.0,9.0,8.0,8.0,8.0,9.0,153.0,181.0,161.0,185.0,209.0,243.0,190.0,153.0
4410,271,3.0,1.0,2.0,2.0,3.0,3.0,2.0,1.0,99.0,204.0,67.0,58.0,45.0,71.0,76.0,93.0
4474,272,3.0,4.0,4.0,4.0,3.0,5.0,2.0,3.0,250.0,191.0,187.0,205.0,264.0,224.0,285.0,179.0
3115,273,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,45.0,135.0,127.0,163.0,179.0,194.0,146.0,148.0
17989,274,10.0,10.0,10.0,10.0,9.0,9.0,9.0,9.0,105.0,154.0,92.0,169.0,212.0,255.0,161.0,201.0
2680,275,2.0,2.0,1.0,2.0,3.0,2.0,2.0,3.0,298.0,271.0,339.0,352.0,370.0,377.0,366.0,324.0
16399,276,9.0,8.0,8.0,8.0,4.0,7.0,10.0,9.0,250.0,446.0,338.0,442.0,447.0,402.0,375.0,359.0
11961,277,7.0,4.0,5.0,5.0,6.0,3.0,6.0,5.0,135.0,197.0,202.0,159.0,167.0,204.0,204.0,160.0
14917,278,8.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,278.0,166.0,281.0,320.0,238.0,273.0,168.0,221.0
6472,279,4.0,2.0,1.0,4.0,1.0,3.0,5.0,2.0,93.0,104.0,148.0,126.0,93.0,59.0,75.0,89.0
2375,280,2.0,2.0,1.0,1.0,3.0,2.0,2.0,2.0,116.0,153.0,126.0,102.0,75.0,110.0,82.0,96.0
1157,281,1.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,164.0,218.0,159.0,194.0,172.0,236.0,188.0,149.0
3646,282,2.0,2.0,3.0,2.0,3.0,3.0,2.0,2.0,71.0,165.0,95.0,75.0,93.0,111.0,91.0,145.0
254,283,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,70.0,80.0,87.0,86.0,99.0,119.0,84.0,92.0
18089,284,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,63.0,20.0,30.0,91.0,98.0,97.0,85.0,75.0
17941,285,10.0,10.0,10.0,10.0,9.0,10.0,9.0,10.0,88.0,100.0,111.0,115.0,93.0,122.0,120.0,101.0
4089,286,3.0,4.0,5.0,2.0,4.0,3.0,4.0,5.0,170.0,84.0,109.0,135.0,94.0,153.0,130.0,140.0
15984,287,9.0,6.0,9.0,10.0,9.0,9.0,6.0,8.0,113.0,144.0,86.0,89.0,108.0,129.0,159.0,121.0
4901,288,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,182.0,218.0,353.0,356.0,341.0,282.0,322.0,292.0
12842,289,7.0,4.0,4.0,6.0,4.0,7.0,5.0,6.0,47.0,105.0,179.0,144.0,115.0,117.0,120.0,97.0
17037,290,10.0,9.0,5.0,5.0,6.0,7.0,7.0,8.0,94.0,122.0,290.0,319.0,298.0,250.0,239.0,175.0
14939,291,8.0,7.0,7.0,7.0,10.0,7.0,6.0,5.0,168.0,287.0,243.0,276.0,172.0,263.0,331.0,349.0
2741,292,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,137.0,208.0,208.0,198.0,165.0,193.0,174.0,171.0
11567,293,7.0,6.0,3.0,6.0,3.0,5.0,4.0,3.0,106.0,172.0,185.0,116.0,170.0,139.0,179.0,152.0
4524,294,3.0,4.0,2.0,1.0,2.0,2.0,1.0,2.0,44.0,18.0,67.0,96.0,49.0,71.0,75.0,70.0
17715,295,10.0,4.0,3.0,4.0,1.0,3.0,4.0,5.0,13.0,52.0,37.0,77.0,85.0,113.0,68.0,50.0
556,296,1.0,1.0,2.0,3.0,2.0,1.0,4.0,2.0,218.0,301.0,291.0,218.0,292.0,338.0,143.0,157.0
6365,297,4.0,2.0,1.0,2.0,3.0,2.0,2.0,1.0,74.0,141.0,87.0,125.0,171.0,142.0,122.0,98.0
6580,298,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,116.0,232.0,153.0,210.0,108.0,191.0,141.0,127.0
3122,299,2.0,5.0,3.0,8.0,4.0,8.0,8.0,7.0,110.0,80.0,83.0,74.0,147.0,124.0,88.0,78.0
5931,300,4.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,226.0,294.0,240.0,252.0,275.0,290.0,257.0,230.0
2957,301,2.0,3.0,5.0,3.0,2.0,3.0,5.0,2.0,115.0,102.0,114.0,77.0,62.0,109.0,38.0,56.0
4472,302,3.0,3.0,3.0,2.0,5.0,3.0,4.0,3.0,115.0,166.0,138.0,212.0,98.0,171.0,111.0,165.0
2487,303,2.0,6.0,7.0,5.0,2.0,6.0,5.0,6.0,224.0,279.0,253.0,326.0,299.0,285.0,343.0,396.0
8801,304,5.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,16.0,23.0,63.0,54.0,36.0,59.0,121.0,93.0
1104,305,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,265.0,285.0,267.0,163.0,161.0,223.0,259.0,123.0
4212,306,3.0,3.0,1.0,3.0,1.0,3.0,1.0,2.0,122.0,105.0,115.0,86.0,97.0,107.0,142.0,106.0
2498,307,2.0,1.0,2.0,2.0,2.0,2.0,3.0,8.0,73.0,138.0,117.0,176.0,128.0,138.0,128.0,59.0
7633,308,5.0,3.0,4.0,3.0,5.0,7.0,7.0,6.0,95.0,168.0,132.0,100.0,131.0,110.0,95.0,91.0
1900,309,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,101.0,107.0,100.0,86.0,82.0,96.0,102.0,66.0
4427,310,3.0,4.0,6.0,8.0,4.0,6.0,3.0,8.0,170.0,170.0,175.0,120.0,216.0,268.0,238.0,143.0
4191,311,3.0,2.0,4.0,3.0,2.0,3.0,3.0,4.0,153.0,186.0,115.0,154.0,177.0,124.0,93.0,66.0
16933,312,9.0,6.0,4.0,4.0,4.0,6.0,9.0,10.0,92.0,181.0,200.0,229.0,203.0,217.0,165.0,80.0
572,313,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,300.0,236.0,265.0,327.0,218.0,153.0,137.0,90.0
138,314,1.0,2.0,3.0,1.0,4.0,2.0,3.0,1.0,174.0,144.0,97.0,111.0,110.0,163.0,132.0,164.0
1823,315,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,157.0,202.0,179.0,206.0,154.0,201.0,242.0,292.0
772,316,1.0,4.0,3.0,1.0,3.0,4.0,1.0,1.0,222.0,169.0,168.0,213.0,120.0,184.0,148.0,134.0
6527,317,4.0,2.0,2.0,4.0,6.0,6.0,2.0,3.0,201.0,226.0,194.0,203.0,165.0,201.0,204.0,131.0
5301,318,3.0,4.0,3.0,3.0,8.0,4.0,4.0,5.0,105.0,104.0,96.0,80.0,51.0,103.0,102.0,122.0
1464,319,1.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,91.0,91.0,72.0,82.0,47.0,75.0,59.0,56.0
5466,320,3.0,6.0,5.0,6.0,4.0,3.0,5.0,5.0,111.0,121.0,108.0,157.0,155.0,165.0,117.0,145.0
496,321,1.0,2.0,1.0,2.0,1.0,3.0,2.0,2.0,163.0,218.0,265.0,263.0,252.0,184.0,226.0,160.0
5910,322,4.0,4.0,3.0,5.0,3.0,5.0,2.0,5.0,238.0,257.0,244.0,197.0,210.0,276.0,231.0,188.0
2325,323,2.0,1.0,2.0,2.0,2.0,1.0,3.0,1.0,146.0,222.0,175.0,134.0,120.0,142.0,200.0,209.0
1934,324,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,204.0,253.0,142.0,218.0,258.0,155.0,190.0,142.0
2347,325,2.0,2.0,2.0,4.0,6.0,4.0,3.0,4.0,85.0,132.0,119.0,69.0,67.0,79.0,99.0,114.0
3540,326,2.0,2.0,5.0,4.0,1.0,3.0,3.0,3.0,138.0,120.0,107.0,97.0,224.0,192.0,182.0,228.0
1306,327,1.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,90.0,43.0,79.0,99.0,57.0,87.0,93.0,55.0
5414,328,3.0,3.0,2.0,2.0,1.0,3.0,3.0,2.0,42.0,76.0,97.0,38.0,77.0,49.0,69.0,45.0
1757,329,1.0,1.0,1.0,3.0,3.0,3.0,2.0,2.0,204.0,194.0,194.0,164.0,226.0,201.0,175.0,184.0
18667,330,10.0,10.0,10.0,10.0,6.0,6.0,5.0,7.0,21.0,43.0,22.0,8.0,330.0,381.0,461.0,290.0
11114,331,6.0,7.0,8.0,8.0,8.0,8.0,8.0,7.0,168.0,155.0,161.0,175.0,154.0,205.0,191.0,121.0
2735,332,2.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,169.0,182.0,244.0,278.0,209.0,253.0,225.0,225.0
7415,333,4.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,280.0,366.0,354.0,433.0,342.0,400.0,417.0,362.0
10822,334,6.0,3.0,4.0,4.0,4.0,3.0,2.0,2.0,54.0,100.0,59.0,57.0,31.0,96.0,101.0,102.0
3175,335,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,83.0,117.0,159.0,85.0,156.0,153.0,136.0,169.0
6235,336,4.0,6.0,8.0,8.0,8.0,6.0,6.0,7.0,169.0,135.0,154.0,115.0,155.0,126.0,103.0,125.0
1937,337,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,93.0,102.0,128.0,145.0,219.0,215.0,98.0,160.0
8731,338,5.0,5.0,6.0,9.0,5.0,5.0,7.0,5.0,163.0,172.0,159.0,128.0,164.0,233.0,150.0,235.0
5923,339,4.0,3.0,3.0,5.0,4.0,4.0,3.0,4.0,320.0,325.0,320.0,246.0,330.0,373.0,385.0,319.0
4063,340,3.0,3.0,2.0,3.0,2.0,4.0,4.0,4.0,38.0,75.0,49.0,58.0,76.0,66.0,58.0,56.0
4918,341,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,58.0,37.0,64.0,103.0,84.0,112.0,110.0,81.0
12055,342,7.0,8.0,8.0,8.0,7.0,8.0,8.0,8.0,220.0,180.0,198.0,213.0,267.0,198.0,195.0,161.0
2474,343,2.0,3.0,3.0,4.0,3.0,1.0,3.0,2.0,99.0,119.0,89.0,80.0,113.0,155.0,122.0,156.0
2504,344,2.0,3.0,4.0,3.0,7.0,5.0,4.0,4.0,183.0,181.0,157.0,147.0,42.0,80.0,75.0,107.0
2968,345,2.0,1.0,1.0,1.0,2.0,3.0,4.0,2.0,65.0,105.0,45.0,105.0,66.0,65.0,54.0,60.0
16559,346,9.0,8.0,9.0,7.0,10.0,8.0,6.0,4.0,68.0,76.0,84.0,95.0,76.0,69.0,114.0,109.0
7177,347,4.0,4.0,4.0,6.0,5.0,5.0,6.0,6.0,154.0,213.0,227.0,207.0,160.0,170.0,182.0,149.0
11768,348,7.0,7.0,5.0,6.0,7.0,6.0,8.0,9.0,214.0,291.0,391.0,340.0,307.0,322.0,211.0,145.0
954,349,1.0,2.0,1.0,3.0,1.0,3.0,1.0,4.0,253.0,286.0,206.0,222.0,166.0,215.0,186.0,125.0
13615,350,8.0,7.0,8.0,7.0,10.0,6.0,3.0,4.0,96.0,153.0,178.0,162.0,135.0,230.0,323.0,173.0
2254,351,2.0,1.0,3.0,3.0,2.0,3.0,7.0,10.0,197.0,199.0,179.0,150.0,156.0,119.0,50.0,18.0
831,352,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,89.0,95.0,107.0,120.0,58.0,83.0,95.0,72.0
16753,353,9.0,7.0,6.0,9.0,5.0,7.0,8.0,7.0,74.0,148.0,133.0,149.0,238.0,225.0,137.0,122.0
14964,354,8.0,7.0,7.0,9.0,9.0,6.0,7.0,7.0,123.0,207.0,155.0,169.0,120.0,154.0,198.0,138.0
14236,355,8.0,2.0,1.0,1.0,1.0,9.0,7.0,4.0,79.0,133.0,83.0,204.0,155.0,105.0,134.0,117.0
5280,356,3.0,5.0,2.0,1.0,2.0,2.0,2.0,3.0,66.0,53.0,101.0,116.0,103.0,103.0,57.0,49.0
14904,357,8.0,6.0,8.0,8.0,7.0,7.0,9.0,8.0,187.0,243.0,164.0,145.0,159.0,184.0,188.0,170.0
6677,358,4.0,2.0,4.0,1.0,2.0,2.0,2.0,1.0,41.0,66.0,39.0,67.0,73.0,111.0,84.0,117.0
4447,359,3.0,4.0,3.0,3.0,2.0,4.0,4.0,4.0,242.0,241.0,229.0,196.0,262.0,221.0,211.0,203.0
5085,360,3.0,5.0,3.0,4.0,7.0,3.0,2.0,4.0,348.0,229.0,324.0,386.0,208.0,337.0,459.0,345.0
767,361,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,180.0,111.0,165.0,152.0,141.0,152.0,204.0,169.0
9433,362,6.0,7.0,8.0,8.0,5.0,4.0,3.0,6.0,199.0,185.0,126.0,185.0,202.0,269.0,260.0,166.0
51,363,1.0,1.0,1.0,4.0,1.0,1.0,2.0,4.0,178.0,194.0,97.0,60.0,146.0,105.0,94.0,66.0
18590,364,10.0,4.0,4.0,7.0,5.0,6.0,6.0,6.0,20.0,177.0,213.0,172.0,179.0,190.0,173.0,161.0
142,365,1.0,1.0,1.0,2.0,3.0,2.0,4.0,3.0,252.0,265.0,318.0,248.0,164.0,184.0,157.0,178.0
17236,366,10.0,9.0,9.0,8.0,9.0,9.0,8.0,8.0,76.0,89.0,111.0,102.0,88.0,76.0,96.0,97.0
584,367,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,448.0,384.0,206.0,239.0,200.0,214.0,208.0,277.0
5334,368,3.0,2.0,1.0,3.0,2.0,3.0,1.0,2.0,148.0,229.0,209.0,178.0,238.0,280.0,245.0,209.0
1954,369,2.0,2.0,3.0,2.0,2.0,1.0,3.0,2.0,66.0,101.0,46.0,74.0,99.0,82.0,68.0,62.0
9939,370,6.0,8.0,9.0,7.0,9.0,6.0,7.0,6.0,158.0,201.0,165.0,197.0,216.0,233.0,256.0,238.0
8161,371,5.0,7.0,6.0,6.0,6.0,5.0,5.0,7.0,177.0,96.0,179.0,192.0,189.0,289.0,244.0,172.0
14089,372,8.0,6.0,8.0,6.0,8.0,8.0,7.0,10.0,193.0,248.0,197.0,254.0,207.0,247.0,253.0,110.0
14402,373,8.0,3.0,6.0,1.0,1.0,1.0,1.0,1.0,124.0,90.0,65.0,143.0,200.0,218.0,141.0,124.0
2889,374,2.0,1.0,3.0,2.0,2.0,2.0,2.0,3.0,72.0,95.0,67.0,109.0,118.0,96.0,88.0,69.0
231,375,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,72.0,103.0,92.0,80.0,112.0,106.0,100.0,128.0
17990,376,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,138.0,125.0,189.0,131.0,197.0,171.0,232.0,184.0
1930,377,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,121.0,120.0,143.0,140.0,92.0,188.0,126.0,143.0
2689,378,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,101.0,82.0,166.0,127.0,192.0,125.0,73.0,135.0
9239,379,5.0,5.0,6.0,6.0,3.0,4.0,4.0,3.0,63.0,50.0,41.0,76.0,84.0,90.0,118.0,86.0
18042,380,10.0,7.0,9.0,9.0,10.0,10.0,10.0,9.0,118.0,194.0,180.0,191.0,175.0,212.0,181.0,196.0
13558,381,8.0,4.0,3.0,3.0,3.0,3.0,4.0,7.0,76.0,93.0,87.0,59.0,75.0,83.0,87.0,58.0
1363,382,1.0,1.0,2.0,2.0,4.0,1.0,4.0,2.0,81.0,67.0,79.0,78.0,136.0,138.0,89.0,90.0
4059,383,3.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,43.0,72.0,35.0,69.0,39.0,102.0,58.0,59.0
16569,384,9.0,9.0,10.0,9.0,8.0,6.0,6.0,9.0,137.0,136.0,91.0,195.0,249.0,331.0,295.0,145.0
16328,385,9.0,6.0,5.0,9.0,9.0,9.0,9.0,7.0,193.0,173.0,222.0,187.0,177.0,210.0,178.0,198.0
2727,386,2.0,4.0,2.0,3.0,8.0,4.0,3.0,2.0,156.0,212.0,206.0,115.0,55.0,72.0,120.0,92.0
2192,387,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,179.0,229.0,246.0,281.0,249.0,213.0,236.0,236.0
368,388,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,150.0,112.0,122.0,121.0,129.0,100.0,66.0,54.0
7652,389,5.0,5.0,5.0,8.0,5.0,5.0,5.0,5.0,465.0,389.0,407.0,273.0,475.0,484.0,521.0,410.0
14142,390,8.0,7.0,7.0,6.0,8.0,7.0,8.0,7.0,155.0,145.0,171.0,206.0,159.0,187.0,207.0,209.0
817,391,1.0,1.0,1.0,6.0,9.0,2.0,1.0,1.0,292.0,347.0,255.0,26.0,38.0,77.0,206.0,299.0
16409,392,9.0,10.0,10.0,8.0,10.0,8.0,6.0,4.0,137.0,73.0,55.0,73.0,62.0,127.0,133.0,162.0
1906,393,2.0,1.0,8.0,1.0,1.0,1.0,3.0,2.0,50.0,86.0,38.0,100.0,71.0,81.0,89.0,90.0
8395,394,5.0,5.0,8.0,8.0,5.0,5.0,7.0,6.0,228.0,214.0,171.0,165.0,240.0,306.0,254.0,170.0
11314,395,6.0,7.0,8.0,7.0,3.0,7.0,4.0,7.0,273.0,232.0,219.0,214.0,262.0,289.0,275.0,224.0
13200,396,7.0,5.0,8.0,5.0,7.0,6.0,9.0,4.0,160.0,203.0,177.0,276.0,160.0,179.0,123.0,176.0
8684,397,5.0,5.0,5.0,4.0,6.0,6.0,4.0,4.0,204.0,152.0,159.0,160.0,242.0,272.0,304.0,209.0
1698,398,1.0,2.0,2.0,1.0,4.0,1.0,1.0,3.0,199.0,254.0,108.0,88.0,117.0,106.0,117.0,87.0
460,399,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,53.0,80.0,53.0,74.0,59.0,63.0,69.0,59.0
331,400,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,155.0,179.0,159.0,205.0,205.0,175.0,148.0,178.0
194,401,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,85.0,62.0,61.0,73.0,97.0,68.0,73.0,88.0
4003,402,3.0,4.0,4.0,4.0,2.0,4.0,5.0,2.0,110.0,94.0,78.0,98.0,89.0,99.0,91.0,72.0
15318,403,9.0,10.0,10.0,9.0,8.0,9.0,9.0,8.0,152.0,140.0,142.0,167.0,158.0,202.0,142.0,102.0
3499,404,2.0,2.0,3.0,3.0,3.0,3.0,2.0,1.0,122.0,118.0,164.0,142.0,114.0,169.0,140.0,143.0
