고객번호,구매금액14년_1,구매금액14년_2,구매금액14년_3,구매금액14년_4,구매금액15년_1,구매금액15년_2,구매금액15년_3,구매금액15년_4,구매횟수14년_1,구매횟수14년_2,구매횟수14년_3,구매횟수14년_4,구매횟수15년_1,구매횟수15년_2,구매횟수15년_3,구매횟수15년_4,평균합계14년_1,평균합계14년_2,평균합계14년_3,평균합계14년_4,평균합계15년_1,평균합계15년_2,평균합계15년_3,평균합계15년_4
142,188938,52215,0,174130,52590,55761,148662,159257,2,4,0,3,1,1,2,3,94469,13053.75,#DIV/0!,58043.33333,52590,55761,74331,53085.66667
143,718610,741142,950574,747082,752895,1415264,1283435,846672,48,43,58,57,38,63,57,43,14971.04167,17235.86047,16389.2069,13106.70175,19813.02632,22464.50794,22516.40351,19690.04651
144,9162647,14181522,17586152,9672821,9576375,2232949,9089685,912683,156,187,201,170,144,29,49,23,58734.91667,75837.01604,87493.29353,56898.94706,66502.60417,76998.24138,185503.7755,39681.86957
145,5349723,8078348,23990678,36620462,7515443,13256309,27997063,16361240,44,46,52,58,45,72,89,67,121584.6136,175616.2609,461359.1923,631387.2759,167009.8444,184115.4028,314573.7416,244197.6119
146,15474270,13102429,9475691,12514277,19369849,12611915,6865750,10920110,64,80,58,59,69,62,48,46,241785.4688,163780.3625,163373.9828,212106.3898,280722.4493,203417.9839,143036.4583,237393.6957
147,13116078,11050759,9163401,15771271,19059671,11171891,6315339,10395469,82,74,67,81,65,72,82,73,159952.1707,149334.5811,136767.1791,194707.0494,293225.7077,155165.1528,77016.32927,142403.6849
148,542201,491470,889969,640430,699781,976994,775774,690975,83,73,95,85,77,92,110,103,6532.542169,6732.465753,9368.094737,7534.470588,9088.064935,10619.5,7052.490909,6708.495146
149,2444747,2218401,5840824,3947786,2123060,5343343,1826559,3812947,65,58,92,85,82,123,49,118,37611.49231,38248.2931,63487.21739,46444.54118,25890.97561,43441.81301,37276.71429,32313.11017
150,3084637,7402240,2336417,3330842,1877698,4583149,1579490,523978,58,68,69,64,51,72,47,15,53183.39655,108856.4706,33861.11594,52044.40625,36817.60784,63654.84722,33606.17021,34931.86667
151,7174855,26582018,9172919,6421022,4184196,7028085,15642162,8224113,82,106,78,70,77,81,69,93,87498.23171,250773.7547,117601.5256,91728.88571,54340.20779,86766.48148,226698,88431.32258
152,4769804,3021417,3994086,2868065,4713671,5947104,5162103,2932738,74,75,75,61,62,52,74,62,64456.81081,40285.56,53254.48,47017.45902,76026.95161,114367.3846,69758.14865,47302.22581
153,1193957,785862,988504,3573040,983193,1534948,906565,724288,102,72,74,68,90,103,105,76,11705.46078,10914.75,13358.16216,52544.70588,10924.36667,14902.40777,8633.952381,9530.105263
154,25427901,9027829,2111188,1443059,1102864,1950029,23195798,8360959,65,59,41,44,35,56,72,82,391198.4769,153014.0508,51492.39024,32796.79545,31510.4,34821.94643,322163.8611,101962.9146
155,4664619,6528727,12571343,5048066,6673165,5959211,11310153,4628128,61,77,68,65,80,62,74,77,76469.16393,84788.66234,184872.6912,77662.55385,83414.5625,96116.30645,152839.9054,60105.55844
156,15290753,11716829,16439830,11808506,36407571,32482655,9622803,17215264,97,121,106,92,102,98,87,64,157636.6289,96833.29752,155092.7358,128353.3261,356936.9706,331455.6633,110606.931,268988.5
157,1526402,1283394,2217384,1423316,1367570,1552298,2419387,2293222,61,71,60,67,66,83,70,64,25022.98361,18075.97183,36956.4,21243.52239,20720.75758,18702.38554,34562.67143,35831.59375
158,816254,886883,1738096,1632297,1024258,2691346,1337223,1665949,59,67,70,95,55,62,86,107,13834.81356,13237.0597,24829.94286,17182.07368,18622.87273,43408.80645,15549.10465,15569.61682
159,8020690,15835248,8154245,17613704,30745417,22272125,7119072,29568236,38,80,47,72,60,73,50,111,211070.7895,197940.6,173494.5745,244634.7778,512423.6167,305097.6027,142381.44,266380.5045
160,2714546,2493616,2359299,1803069,3037711,3632620,2473731,2181861,69,57,62,65,80,88,86,75,39341.24638,43747.64912,38053.20968,27739.52308,37971.3875,41279.77273,28764.31395,29091.48
161,46020920,8141320,13352244,38321314,17697343,15976434,9304369,17582428,150,38,55,121,67,90,48,91,306806.1333,214245.2632,242768.0727,316705.0744,264139.4478,177515.9333,193841.0208,193213.4945
162,3918917,10314222,6121267,13318522,13894889,9261916,6460766,6326381,49,63,81,98,73,77,51,65,79977.89796,163717.8095,75571.19753,135903.2857,190340.9452,120284.6234,126681.6863,97328.93846
163,1253606,1836337,1541001,1134603,1300803,1320722,2335727,974605,71,109,114,98,83,101,113,115,17656.42254,16847.12844,13517.55263,11577.58163,15672.3253,13076.45545,20670.15044,8474.826087
164,32525301,8393115,7114298,9557255,8364032,14697994,25134284,5878761,35,32,50,72,71,79,100,60,929294.3143,262284.8438,142285.96,132739.6528,117803.2676,186050.557,251342.84,97979.35
165,1319746,6188768,6479869,7035089,7864821,1365304,1858163,7520720,18,91,61,64,67,28,34,43,73319.22222,68008.43956,106227.3607,109923.2656,117385.3881,48760.85714,54651.85294,174900.4651
166,2731521,5771882,3927199,5516684,3258106,3683528,4430573,4756882,19,59,55,98,56,65,68,67,143764.2632,97828.50847,71403.61818,56292.69388,58180.46429,56669.66154,65155.48529,70998.23881
167,4596709,3684886,2417100,13791897,3643392,4497632,7967810,2855890,69,39,38,66,59,40,59,75,66618.97101,94484.25641,63607.89474,208968.1364,61752.40678,112440.8,135047.6271,38078.53333
168,7297666,12414728,9326803,10761195,6088253,18670242,7533043,12605494,48,101,68,81,56,113,58,85,152034.7083,122918.099,137158.8676,132854.2593,108718.8036,165223.3805,129880.0517,148299.9294
169,1791083,840028,655129,118861,815799,1098000,2312531,960705,38,39,45,13,39,56,80,55,47133.76316,21539.17949,14558.42222,9143.153846,20917.92308,19607.14286,28906.6375,17467.36364
170,1163263,2009134,2347023,1142879,1560760,2047842,2457566,1880972,21,46,37,39,38,78,61,66,55393.47619,43676.82609,63433.05405,29304.58974,41072.63158,26254.38462,40287.96721,28499.57576
171,1956065,1738651,4310399,6731533,1441588,3871128,6254179,2254397,53,64,67,57,71,111,130,74,36906.88679,27166.42188,64334.31343,118097.0702,20304.05634,34875.02703,48109.06923,30464.82432
172,2124683,3935557,2846578,2516694,2595488,2978464,4059854,1888168,52,83,74,65,69,69,77,61,40859.28846,47416.3494,38467.27027,38718.36923,37615.76812,43166.14493,52725.37662,30953.57377
173,1125590,1415911,2127325,1149136,1059293,2833619,1323327,1236287,55,81,87,68,63,94,76,77,20465.27273,17480.38272,24452.01149,16899.05882,16814.1746,30144.88298,17412.19737,16055.67532
174,380337,0,0,0,0,41499,0,0,7,0,0,0,0,1,0,0,54333.85714,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,41499,#DIV/0!,#DIV/0!
175,3567798,3458541,4470403,2896812,5008041,5970107,5933398,4141764,54,48,58,49,57,70,67,58,66070.33333,72052.9375,77075.91379,59118.61224,87860.36842,85287.24286,88558.1791,71409.72414
176,901678,936391,1711696,855403,917019,1406366,894822,659555,60,85,104,75,79,98,99,83,15027.96667,11016.36471,16458.61538,11405.37333,11607.83544,14350.67347,9038.606061,7946.445783
177,10634542,18733908,7308038,11881058,13794578,9427689,8114696,12821192,61,89,66,67,71,71,57,56,174336.7541,210493.3483,110727.8485,177329.2239,194289.831,132784.3521,142363.0877,228949.8571
178,2930317,1879470,1919409,3437191,2519686,2282672,2874104,2265413,68,56,69,81,97,117,124,110,43092.89706,33561.96429,27817.52174,42434.45679,25976.14433,19510.01709,23178.25806,20594.66364
179,6637679,5075020,6543895,5031891,8410490,7027935,5861987,5272065,64,71,97,78,80,120,89,91,103713.7344,71479.15493,67462.83505,64511.42308,105131.125,58566.125,65865.02247,57934.78022
180,4235137,5863045,3317230,6154190,13983626,6859795,4626964,7592677,55,72,49,52,60,62,62,67,77002.49091,81431.18056,67698.57143,118349.8077,233060.4333,110641.8548,74628.45161,113323.5373
181,5769890,4006386,4261275,12247800,5472927,11444759,11051413,12086695,66,59,53,76,72,113,77,73,87422.57576,67904.84746,80401.41509,161155.2632,76012.875,101281.0531,143524.8442,165571.1644
182,5840092,9477916,12722992,9829856,8576786,15055315,14314260,7945404,51,75,84,87,50,71,82,65,114511.6078,126372.2133,151464.1905,112986.8506,171535.72,212046.6901,174564.1463,122236.9846
183,1774552,1564241,2015572,1753204,2176487,1721783,1300677,1208966,51,53,52,61,68,50,39,44,34795.13725,29513.98113,38761,28741.04918,32007.16176,34435.66,33350.69231,27476.5
184,5760665,14027509,3063339,5788640,1139912,3348527,962542,3300216,51,99,67,76,38,49,36,53,112954.2157,141692.0101,45721.47761,76166.31579,29997.68421,68337.28571,26737.27778,62268.22642
185,20684,957810,1946169,1972563,2124502,2169355,1766610,277543,2,50,73,71,62,56,57,26,10342,19156.2,26659.84932,27782.57746,34266.16129,38738.48214,30993.15789,10674.73077
186,21656328,12457986,7101659,6981802,10996847,9192755,6497120,3572521,89,156,83,60,79,69,88,63,243329.5281,79858.88462,85562.15663,116363.3667,139200.5949,133228.3333,73830.90909,56706.68254
187,6487079,2045467,1492194,1722998,1587900,2176529,3114742,1742489,86,61,38,71,55,72,97,49,75431.15116,33532.2459,39268.26316,24267.57746,28870.90909,30229.56944,32110.74227,35561
188,1784594,1474715,2529662,1345810,2146191,1744885,2492342,1988193,69,65,85,76,79,74,95,86,25863.68116,22687.92308,29760.72941,17708.02632,27166.97468,23579.52703,26235.17895,23118.52326
189,5821366,7642158,32408564,16319788,13232177,9268894,9160745,7467593,59,63,83,86,90,115,111,103,98667.22034,121304.0952,390464.6265,189764.9767,147024.1889,80599.07826,82529.23423,72500.90291
190,6973586,4475065,3908662,4333994,9598838,9149853,2798250,7622953,39,46,78,78,107,146,70,118,178809.8974,97284.02174,50111.05128,55564.02564,89708.76636,62670.22603,39975,64601.29661
191,12273836,10850866,8546040,11392935,7417806,6245858,19690614,11851569,49,70,59,57,43,60,82,65,250486.449,155012.3714,144848.1356,199876.0526,172507.1163,104097.6333,240129.439,182331.8308
192,875366,5420583,4688625,9550361,2060912,4279775,6989477,7383714,28,113,135,164,121,141,171,153,31263.07143,47969.76106,34730.55556,58233.90854,17032.33058,30353.01418,40874.1345,48259.56863
193,1027750,1487757,1438185,1117405,998602,1564288,1537358,1269508,44,61,47,43,36,49,39,36,23357.95455,24389.45902,30599.68085,25986.16279,27738.94444,31924.2449,39419.4359,35264.11111
194,1729053,2094731,2151779,1665677,1712879,2224302,2183255,1514155,68,71,78,69,63,95,95,68,25427.25,29503.25352,27586.91026,24140.24638,27188.55556,23413.70526,22981.63158,22266.98529
195,826363,538415,827395,688083,742536,1201406,1571530,788452,44,39,44,47,43,57,56,48,18780.97727,13805.51282,18804.43182,14640.06383,17268.27907,21077.29825,28063.03571,16426.08333
196,2924359,5948274,3303711,4304319,3966457,3399674,3670435,3639559,82,98,77,68,76,78,81,95,35662.91463,60696.67347,42905.33766,63298.80882,52190.22368,43585.5641,45314.01235,38311.14737
197,3770199,4748692,2975508,12668051,6011610,29276512,28431475,11141118,76,64,65,75,68,121,89,71,49607.88158,74198.3125,45777.04615,168907.3467,88406.02941,241954.6446,319454.7753,156917.1549
198,905051,2705975,1671339,1539953,1135304,2346623,2465371,1698705,60,86,81,71,59,85,83,76,15084.18333,31464.82558,20633.81481,21689.47887,19242.44068,27607.32941,29703.26506,22351.38158
199,874578,2786322,2376066,3140861,2796319,2621715,2319202,1823489,37,52,82,104,90,100,108,85,23637.24324,53583.11538,28976.41463,30200.58654,31070.21111,26217.15,21474.09259,21452.81176
200,1641667,1776908,2165808,1909835,1341827,2173790,524844,1116321,116,120,118,108,71,81,52,24,14152.30172,14807.56667,18354.30508,17683.65741,18898.97183,26836.91358,10093.15385,46513.375
201,14678330,15857024,19830487,24265166,8819092,8783842,17185160,13073484,88,93,96,121,54,67,73,72,166799.2045,170505.6344,206567.5729,200538.562,163316.5185,131102.1194,235413.1507,181576.1667
202,7302493,10444455,11834278,12697425,12112264,10243971,14752045,20906387,71,104,104,152,126,126,111,139,102852.0141,100427.4519,113791.1346,83535.69079,96129.07937,81301.35714,132901.3063,150405.6619
203,864934,889220,1034772,770030,922047,969329,983562,455601,50,61,60,63,51,61,50,36,17298.68,14577.37705,17246.2,12222.69841,18079.35294,15890.63934,19671.24,12655.58333
204,3188699,3128119,3327648,3094472,2127679,2601972,3628040,3147529,102,115,102,81,74,87,116,98,31261.7549,27201.03478,32624,38203.35802,28752.41892,29907.72414,31276.2069,32117.64286
205,4778500,3479281,3476150,3699780,3504683,1785847,2387954,1943454,85,77,89,77,66,83,91,63,56217.64706,45185.46753,39057.86517,48049.09091,53101.25758,21516.22892,26241.25275,30848.47619
206,1835745,1435327,2773042,1756558,2460169,1526031,2322250,2380173,105,73,83,72,74,56,63,61,17483.28571,19662.0137,33410.14458,24396.63889,33245.52703,27250.55357,36861.11111,39019.22951
207,855955,743861,1266445,1122967,878347,1284052,1204082,773258,48,46,56,70,45,55,55,43,17832.39583,16170.8913,22615.08929,16042.38571,19518.82222,23346.4,21892.4,17982.74419
208,9971895,16980972,16865835,15242974,9426856,1380574,722487,120077,22,94,69,83,59,9,7,5,453267.9545,180648.6383,244432.3913,183650.2892,159777.2203,153397.1111,103212.4286,24015.4
209,3527602,1693245,2456171,2940878,820058,3921924,2046159,755999,64,72,87,72,62,95,93,62,55118.78125,23517.29167,28231.85057,40845.52778,13226.74194,41283.41053,22001.70968,12193.53226
210,462481,698165,870103,864009,669492,965811,968400,733806,47,59,71,80,82,93,85,84,9840.021277,11833.30508,12254.97183,10800.1125,8164.536585,10385.06452,11392.94118,8735.785714
211,1608832,859199,3094228,1113830,4275298,2299934,5174920,3435867,64,45,63,57,50,63,65,44,25138,19093.31111,49114.73016,19540.87719,85505.96,36506.88889,79614.15385,78087.88636
212,2543153,2536598,2667407,3154859,1616336,4605122,2309112,1346883,72,87,87,78,68,93,79,76,35321.56944,29156.29885,30659.85057,40446.91026,23769.64706,49517.44086,29229.26582,17722.14474
213,4897002,4179877,3414781,5914899,4959221,8650778,9196843,6626197,87,103,93,127,115,136,119,125,56287.37931,40581.3301,36718.07527,46574.00787,43123.66087,63608.66176,77284.39496,53009.576
214,2076629,3106182,2266774,1214436,1731653,4823911,2657758,3207918,73,119,97,92,77,63,79,102,28446.9726,26102.36975,23368.80412,13200.3913,22489,76570.01587,33642.50633,31450.17647
215,1210912,1647214,1727737,1490033,1859799,2284680,2649459,1593415,41,69,82,73,86,85,89,86,29534.43902,23872.66667,21069.96341,20411.41096,21625.56977,26878.58824,29769.20225,18528.0814
216,1588796,1456958,1742215,1410422,1624295,1553964,1563443,884855,58,81,78,82,77,80,84,66,27393.03448,17987.1358,22336.08974,17200.26829,21094.74026,19424.55,18612.41667,13406.89394
217,1482961,1367635,1338902,1235220,819148,2867170,1575887,3401141,57,51,54,51,28,71,58,57,26016.85965,26816.37255,24794.48148,24220,29255.28571,40382.67606,27170.46552,59669.14035
218,9125144,27779883,37568523,31235893,10618508,22455687,36325783,36717522,21,116,113,120,57,93,93,130,434530.6667,239481.75,332464.8053,260299.1083,186289.614,241459,390599.8172,282442.4769
219,5922537,6502831,3465281,10184408,4630850,8409125,5611176,5415663,62,47,61,88,84,103,72,107,95524.79032,138358.1064,56807.88525,115731.9091,55129.16667,81641.99029,77933,50613.6729
220,2101197,2215973,2022460,2411953,1792390,3364162,3517896,2064679,43,36,35,47,28,51,57,40,48865.04651,61554.80556,57784.57143,51318.14894,64013.92857,65963.96078,61717.47368,51616.975
221,1135907,1058285,1438094,1747026,1634749,1169204,1427623,1085324,42,36,49,69,53,44,47,62,27045.40476,29396.80556,29348.85714,25319.21739,30844.32075,26572.81818,30374.95745,17505.22581
222,9555088,6794026,9572338,7301351,14442018,6795645,18091574,5284934,55,74,87,70,95,101,81,74,173728.8727,91811.16216,110026.8736,104305.0143,152021.2421,67283.61386,223352.7654,71418.02703
223,4029362,5621263,3122236,24797560,11596075,54504414,27363239,8035508,44,54,53,69,51,92,86,69,91576.40909,104097.463,58910.11321,359384.9275,227374.0196,592439.2826,318177.1977,116456.6377
224,29910537,10679367,35501335,12864912,27466961,16516747,12455978,30410839,49,58,56,57,56,56,58,64,610419.1224,184127.0172,633952.4107,225700.2105,490481.4464,294941.9107,214758.2414,475169.3594
225,16569789,17367416,16000865,21177912,25576394,32971396,11580707,25134455,102,115,74,109,114,89,42,119,162448.9118,151021.0087,216227.9054,194292.7706,224354.3333,370465.1236,275731.119,211213.9076
226,1257771,1819823,1071071,1301735,948066,2396651,1518612,942652,69,61,54,63,46,60,53,51,18228.56522,29833.16393,19834.64815,20662.46032,20610.13043,39944.18333,28653.0566,18483.37255
227,626883,731005,932155,1290241,679024,537804,744570,411520,46,68,69,113,67,68,71,44,13627.8913,10750.07353,13509.49275,11418.06195,10134.68657,7908.882353,10486.90141,9352.727273
228,1422529,1005876,1428881,917814,1695987,1511811,2907180,1949349,51,35,44,30,41,43,77,76,27892.72549,28739.31429,32474.56818,30593.8,41365.53659,35158.39535,37755.58442,25649.32895
229,6964474,12407471,5482892,8519045,9830014,10731877,17149560,3995288,51,80,81,54,80,74,86,36,136558.3137,155093.3875,67690.02469,157760.0926,122875.175,145025.3649,199413.4884,110980.2222
230,2025894,1878867,1217278,1221838,2066576,2797254,2115283,1148247,54,39,45,58,65,76,69,51,37516.55556,48176.07692,27050.62222,21066.17241,31793.47692,36805.97368,30656.27536,22514.64706
231,1146658,1677908,2611374,1252265,1049264,1166025,1154510,737766,61,66,69,76,59,68,65,64,18797.67213,25422.84848,37846,16477.17105,17784.13559,17147.42647,17761.69231,11527.59375
232,714109,1798448,1566090,1194018,1232742,1143415,1608299,809266,135,144,178,142,142,81,112,84,5289.696296,12489.22222,8798.258427,8408.577465,8681.28169,14116.23457,14359.8125,9634.119048
233,1479930,1202680,5737527,1396122,1478207,5482559,2640276,2050806,81,66,82,71,66,93,94,88,18270.74074,18222.42424,69969.84146,19663.69014,22397.07576,58952.24731,28088.04255,23304.61364
234,1762187,2683139,2679724,3044366,3826674,4122047,13850542,2390322,57,87,68,133,134,99,74,96,30915.5614,30840.67816,39407.70588,22889.96992,28557.26866,41636.83838,187169.4865,24899.1875
235,5104591,4232028,9025671,3051842,5711516,9052013,4242669,2477680,55,80,76,55,64,100,61,42,92810.74545,52900.35,118758.8289,55488.03636,89242.4375,90520.13,69551.95082,58992.38095
236,1158375,1277639,544957,764068,667454,983885,1697012,1659391,84,92,34,55,54,65,101,75,13790.17857,13887.38043,16028.14706,13892.14545,12360.25926,15136.69231,16802.09901,22125.21333
237,7007433,5886935,8578477,5757642,10510740,5376721,9741855,13007523,66,75,84,76,66,71,76,74,106173.2273,78492.46667,102124.7262,75758.44737,159253.6364,75728.46479,128182.3026,175777.3378
238,578309,2541233,2241336,4914180,1187676,2656530,1690266,757825,30,59,59,75,49,51,52,37,19276.96667,43071.74576,37988.74576,65522.4,24238.28571,52088.82353,32505.11538,20481.75676
239,23413195,25997039,11759825,17243848,14163293,27964026,16827650,20322711,42,110,56,48,69,109,62,64,557457.0238,236336.7182,209996.875,359246.8333,205265.1159,256550.6972,271413.7097,317542.3594
