고객번호,편의품구매횟수,선매품구매횟수,전문품구매횟수,기타구매횟수,편의품구매등급,선매품구매등급,전문품구매등급,기타구매등급
757,478,252,8,83,5,1,2,1
758,560,501,8,55,3,1,2,1
759,2046,127,0,30,2,3,8,6
760,1671,58,0,33,5,7,8,8
761,1732,23,0,1,5,4,8,10
762,2542,55,0,4,5,7,8,9
763,677,130,1,32,6,4,5,5
764,1183,127,7,37,2,4,4,5
765,346,172,14,46,3,2,2,4
766,2267,183,3,32,2,4,4,2
767,1130,120,2,0,6,4,3,10
768,719,88,0,31,7,6,8,7
769,1775,164,7,37,2,4,2,5
770,586,280,44,26,7,2,1,4
771,813,144,2,42,5,3,4,7
772,497,262,24,131,8,2,1,1
773,816,123,1,113,7,4,4,2
774,862,163,1,80,7,4,5,2
775,1132,216,5,93,6,3,3,2
776,2127,97,1,37,1,5,6,7
777,726,208,6,47,7,4,4,7
778,3203,95,0,24,1,6,7,6
779,2658,232,17,114,1,1,1,1
780,1442,520,7,49,2,2,2,4
781,614,398,2,37,4,1,4,1
782,1281,31,0,0,5,8,8,10
783,301,181,19,19,5,2,1,5
784,441,200,17,134,8,2,1,1
785,570,311,0,17,7,2,8,7
786,283,255,3,43,9,2,2,2
787,562,149,15,36,8,4,3,4
788,2596,168,6,9,2,4,2,9
789,383,165,7,27,9,2,2,7
790,1112,22,0,4,5,10,8,9
791,1746,238,10,12,6,3,2,8
792,208,220,7,119,1,1,1,1
793,1828,15,0,4,4,10,8,10
794,282,238,0,20,9,1,8,3
795,1089,279,4,56,1,2,2,1
796,2511,220,4,15,1,3,3,8
797,1189,427,5,45,1,1,3,3
798,1285,2,0,1,10,10,8,9
799,812,131,2,44,5,4,4,5
800,896,213,2,67,1,2,3,3
801,745,292,15,45,6,2,3,4
802,1138,89,1,17,5,4,5,7
803,441,67,4,9,6,5,2,7
804,1134,9,0,0,6,9,8,10
805,1574,11,0,1,8,8,8,10
806,524,213,7,57,6,2,2,4
807,683,211,3,45,5,3,3,4
808,1319,204,1,39,1,3,2,6
809,2723,182,2,94,1,5,4,3
810,334,234,61,21,2,1,1,7
811,564,298,11,11,5,2,1,7
812,411,281,0,23,6,2,8,7
813,3128,25,0,2,3,10,8,9
814,496,256,26,45,5,1,1,4
815,405,173,1,47,5,4,5,5
816,1287,288,0,4,1,1,8,9
817,249,399,8,75,9,1,2,2
818,1201,343,5,41,4,3,3,4
819,416,271,13,47,8,1,2,2
820,1700,81,0,34,6,8,8,4
821,2349,23,0,0,3,10,8,10
822,1250,87,1,14,6,5,4,8
823,671,604,18,90,3,1,1,1
824,2028,123,7,30,1,5,3,4
825,302,176,1,85,4,2,5,2
826,1155,31,0,16,7,9,8,9
827,620,193,18,84,7,2,1,1
828,357,220,0,72,10,2,8,2
829,1090,56,0,27,7,6,8,8
830,1424,90,5,31,6,5,3,8
831,1592,7,1,1,8,10,5,10
832,797,367,41,32,3,1,2,2
833,1480,142,2,22,4,5,5,8
834,1409,127,3,110,4,6,4,2
835,2046,113,16,98,1,3,1,1
836,1070,96,0,15,10,9,8,9
837,1670,35,1,9,7,7,5,8
838,783,439,10,13,4,2,3,9
839,2406,197,3,107,1,4,4,4
840,284,30,112,18,10,4,1,4
841,274,398,2,35,10,1,3,4
842,313,425,14,30,7,1,1,5
843,1806,50,0,27,4,9,7,7
844,685,202,4,41,4,2,2,2
845,697,256,8,46,2,2,2,2
846,722,263,0,25,4,2,7,4
847,810,260,5,15,3,2,2,6
848,298,217,11,58,9,1,1,2
849,1341,75,0,34,4,6,7,8
850,1088,203,2,52,5,3,3,3
851,633,3,0,58,10,10,7,6
852,1267,169,16,99,6,4,1,1
853,559,32,0,3,3,8,7,9
854,1912,122,0,24,4,5,7,3
855,933,117,5,27,1,3,3,6
856,694,116,17,21,7,3,1,7
857,326,369,38,22,1,2,1,3
858,441,394,43,101,8,1,1,1
859,1157,401,2,111,3,2,4,2
860,2517,30,0,11,2,9,7,9
861,210,557,29,54,4,1,2,4
862,1500,56,0,4,6,8,7,9
863,846,136,42,67,4,1,1,1
864,1691,71,0,31,2,6,7,4
865,882,230,10,23,3,1,1,1
866,500,235,3,32,4,3,3,4
867,1501,232,4,11,3,4,4,2
868,704,40,3,47,2,7,4,6
869,631,70,6,7,7,5,3,9
870,242,298,16,83,8,2,3,4
871,1654,42,0,13,3,8,7,8
872,1042,25,1,28,9,8,5,7
873,908,155,74,35,8,3,1,8
874,1063,295,9,16,4,2,2,8
875,1558,263,16,126,1,2,1,1
876,2325,34,0,0,2,7,7,10
877,1883,78,0,56,5,6,7,7
878,1046,342,17,16,2,1,1,5
879,2908,187,35,61,1,2,1,3
880,1528,41,1,48,5,7,5,6
881,1366,30,1,8,5,7,5,8
882,643,276,3,41,2,1,3,3
883,467,158,5,47,1,3,3,2
884,1012,194,62,78,4,1,1,1
885,896,153,1,20,2,4,4,5
886,889,299,7,8,4,1,2,2
887,745,240,10,82,6,2,1,2
888,2546,77,0,29,1,5,7,5
889,1754,124,1,26,4,6,5,4
890,402,229,8,10,2,1,2,7
891,4940,56,1,14,1,7,5,8
892,1285,7,0,8,9,10,7,10
893,1287,217,0,51,5,3,7,2
894,650,269,11,78,8,1,2,2
895,852,104,0,21,5,4,7,3
896,1137,26,0,8,9,10,7,9
897,436,626,8,57,2,1,3,2
898,1201,89,4,94,5,5,4,4
899,684,243,11,34,4,1,2,4
900,1818,40,0,19,4,9,7,7
901,1524,17,3,2,8,6,3,9
902,1556,6,0,1,5,10,7,6
903,2590,286,5,55,1,4,2,3
904,585,120,4,7,3,4,4,5
906,1288,141,5,31,6,5,5,5
907,728,185,4,46,7,3,2,3
908,508,25,0,35,10,9,7,5
909,2519,49,0,23,3,7,7,7
910,882,62,0,11,8,8,7,9
911,636,562,1,43,6,1,5,2
912,312,298,0,38,8,3,7,4
913,820,218,0,153,5,2,7,1
914,855,463,10,23,2,2,3,7
915,591,233,34,48,6,2,1,4
916,254,324,21,82,10,2,1,2
917,1624,7,0,1,4,9,7,10
918,778,329,11,63,6,2,2,1
919,436,294,19,19,5,1,1,5
920,1047,234,5,47,6,3,4,5
921,580,183,1,38,10,5,5,5
922,2711,57,0,20,2,8,7,7
923,505,133,13,60,8,3,1,2
924,161,340,9,55,10,1,3,3
925,791,158,12,40,5,2,2,5
926,1772,55,5,116,4,8,3,3
927,546,257,1,97,9,1,5,2
928,2563,778,3,28,1,1,2,5
929,398,302,11,62,3,2,2,3
930,1191,99,0,33,3,7,7,7
931,422,116,4,51,4,2,1,1
932,603,76,1,70,9,7,5,3
933,1774,101,3,23,4,7,5,7
934,1798,300,8,104,1,1,1,1
935,472,236,1,8,6,3,5,8
936,233,585,10,30,9,1,1,4
937,553,335,5,23,6,1,1,4
938,1055,40,0,5,6,9,8,9
939,394,448,2,6,5,1,1,5
940,1014,114,49,118,7,6,2,4
941,273,316,30,67,4,2,1,2
942,1742,99,0,0,3,6,8,10
943,3018,638,9,72,1,2,3,2
944,1649,201,12,13,3,2,1,7
945,1120,80,4,64,5,4,5,5
946,539,358,6,38,5,1,3,6
947,537,481,9,65,1,1,1,2
948,438,29,1,77,9,5,3,2
949,550,251,1,21,6,2,4,6
950,716,95,5,26,9,6,3,6
951,849,239,4,124,7,4,4,1
952,480,264,1,36,7,2,4,5
953,419,361,13,53,6,1,1,2
954,347,309,0,28,9,2,8,4
955,2317,229,128,133,1,1,1,1
956,1561,71,0,55,7,8,8,5
957,535,315,39,44,8,1,1,3
958,204,314,21,58,10,3,1,4
959,343,188,2,44,8,2,4,2
960,1029,71,1,18,4,7,5,7
961,1352,55,1,10,4,7,6,9
962,174,306,12,28,2,1,1,7
963,845,184,4,75,4,2,4,3
964,1952,46,0,30,2,8,8,6
965,1273,309,17,14,1,2,2,6
966,347,203,11,68,9,2,1,4
967,1036,40,0,9,9,7,8,8
968,647,172,3,233,9,5,3,2
969,1502,66,3,30,5,6,4,5
970,534,8,1,39,10,10,5,8
971,2119,196,5,12,1,3,3,5
972,193,364,40,37,10,1,2,5
973,752,223,3,82,4,2,2,2
974,192,377,2,89,10,1,4,1
975,2400,136,3,65,2,4,3,4
976,1818,2,0,0,5,10,8,10
977,599,272,10,53,1,1,2,2
978,229,240,4,59,6,1,3,2
979,1596,38,0,1,5,9,8,10
980,1948,116,1,70,1,5,4,1
981,1366,147,0,52,7,5,8,3
982,584,443,72,31,2,1,1,4
983,2032,80,2,11,2,4,4,6
984,976,160,5,30,5,4,4,5
986,1516,419,3,29,3,1,3,2
987,1075,10,0,0,10,10,8,10
988,946,63,0,17,6,7,8,7
989,886,246,1,22,3,1,3,5
990,512,193,3,44,8,2,4,1
991,1020,271,6,7,6,1,2,7
992,1298,439,13,49,4,1,2,4
993,181,305,32,71,3,1,1,2
994,908,340,5,58,3,1,2,2
995,1658,157,2,12,1,5,4,7
996,612,179,6,97,8,2,1,2
997,1271,259,16,44,1,1,1,4
998,923,217,5,33,2,3,2,3
999,752,335,7,107,6,1,2,1
1000,3494,55,0,4,2,8,8,10
1001,495,274,0,28,10,3,8,4
1002,634,319,18,115,2,1,1,2
1003,1097,17,0,1,7,9,8,10
1004,706,253,2,32,1,3,3,6
1005,539,238,5,57,6,1,2,3
1006,1830,184,6,33,1,2,2,4
1007,149,32,0,4,10,7,8,9
1008,415,242,3,59,6,1,1,1
1009,1141,39,0,31,8,8,8,7
1010,2752,52,0,6,4,7,8,9
1011,196,303,11,33,2,1,1,1
1012,1590,33,0,3,7,7,8,10
1013,335,245,8,52,5,1,2,4
1014,348,243,4,28,1,3,3,2
1015,278,165,0,38,10,4,8,8
1016,2331,71,2,6,2,4,4,9
1017,494,207,6,17,9,2,3,7
1018,552,419,126,44,9,1,1,5
1019,370,184,1,5,9,4,5,9
1020,529,163,4,42,7,3,4,6
1021,1528,48,0,117,7,9,8,5
1022,509,114,3,35,6,4,4,6
1023,2228,30,2,7,3,5,2,8
1024,1411,105,0,13,5,5,8,8
1025,266,248,26,29,10,2,1,5
1026,514,236,4,31,7,2,3,3
1027,408,382,5,52,3,3,4,4
1028,1240,158,2,14,1,4,5,4
1029,2571,259,0,96,1,2,8,3
1030,554,49,0,19,9,6,8,8
1031,1318,20,0,0,8,9,8,10
1032,271,376,8,8,10,3,4,7
1033,634,360,8,58,2,1,1,2
1034,1635,19,0,2,2,10,8,8
1035,943,103,1,180,9,7,6,2
1036,407,273,9,25,10,4,2,8
1037,2922,42,0,1,2,5,8,10
1038,1148,185,4,27,3,3,3,5
1039,1327,339,1,30,4,2,3,5
1040,221,341,6,38,9,1,2,1
1041,1180,16,0,5,7,10,8,10
1042,724,238,2,42,8,1,4,4
1043,493,212,0,13,9,3,8,8
1044,236,291,3,37,5,1,1,7
1045,529,307,6,24,4,1,2,5
1046,966,186,0,59,1,3,8,2
1047,499,348,14,40,2,1,2,2
1048,1818,38,0,11,2,7,8,7
1049,766,190,0,14,3,3,8,7
1050,1780,21,0,13,8,9,8,5
1051,489,165,0,33,10,5,8,4
1052,2208,105,0,85,2,4,8,3
1053,208,248,18,18,10,3,1,7
1054,794,82,0,20,9,9,8,8
1055,1719,56,1,75,5,6,4,1
1056,1239,141,2,25,1,4,3,7
1057,416,216,90,38,2,2,1,2
1058,239,272,7,23,10,2,3,2
1059,463,117,0,3,7,5,8,6
1060,1210,302,2,68,4,2,3,2
1061,393,111,1,40,8,4,3,3
1062,1000,229,0,2,1,3,8,9
1063,2309,2,0,0,5,10,8,10
1064,1913,67,0,14,2,5,8,8
1065,1719,231,1,110,4,4,5,2
1066,345,199,6,31,9,2,2,5
1068,1599,54,0,2,8,7,8,8
1069,520,319,3,16,6,1,3,8
1070,2822,54,0,23,2,9,8,8
1071,643,219,5,31,8,2,3,6
1072,1060,221,3,30,5,2,3,3
1073,681,204,11,73,6,2,1,2
1074,80,6,0,0,10,10,8,10
1075,829,64,1,8,8,8,5,8
1076,1053,219,9,34,3,4,3,4
1077,1476,227,0,22,3,4,8,3
1078,880,46,1,19,10,8,4,7
1079,1285,65,0,0,9,4,8,10
1080,4074,2,0,0,1,10,8,10
1081,1596,10,0,0,5,9,8,10
1082,1721,9,0,1,6,10,8,7
1083,1037,54,1,5,7,8,5,10
1084,320,308,2,59,5,1,3,1
1085,869,217,7,52,2,3,3,2
1086,1508,150,0,61,4,5,8,4
1087,685,161,11,30,7,3,2,8
1088,310,467,22,82,7,1,1,1
1089,3190,24,0,0,5,9,8,10
1090,757,248,4,49,1,2,2,3
1091,631,353,8,24,4,2,1,6
1092,235,279,3,28,1,1,1,3
1094,466,88,5,55,10,5,2,4
1095,580,266,4,78,5,2,1,2
1096,526,277,0,45,9,4,8,5
1097,1830,103,3,64,4,5,2,5
1098,2496,347,22,49,1,2,1,1
1099,369,90,0,13,9,6,8,6
1100,672,216,0,19,5,3,8,5
1101,712,89,13,21,2,4,2,7
1102,1723,2,0,1,8,10,8,10
1103,259,210,3,21,10,2,3,6
1104,767,240,6,77,2,1,3,3
1105,773,149,2,59,2,4,5,3
1106,2366,26,0,2,1,7,7,9
1107,92,494,22,9,10,1,1,1
1108,283,248,8,116,8,1,1,1
1109,1010,5,1,0,6,10,5,10
1110,916,218,13,14,2,2,2,6
1111,355,252,27,62,9,1,1,3
1112,2544,8,0,1,5,10,7,10
1113,616,17,0,8,6,8,7,8
1114,1710,225,0,19,1,5,7,5
1115,1146,172,1,28,1,3,6,4
1116,1035,7,0,8,9,10,7,9
1117,619,203,1,32,3,1,5,3
1118,1394,146,8,70,3,1,2,1
1119,771,261,0,94,7,2,7,2
1120,1510,50,0,12,5,9,7,7
1122,1559,133,0,65,5,5,7,5
1123,1801,115,6,29,3,2,2,2
1124,1089,187,2,22,1,2,3,5
1125,1915,117,1,74,4,4,4,5
1126,193,233,1,36,9,2,3,4
1127,941,180,73,53,1,2,1,2
1128,927,239,1,95,8,3,3,2
1129,439,231,3,95,2,1,3,1
1130,291,372,2,51,8,1,3,3
1131,1348,192,11,90,2,3,2,2
1132,1738,7,1,2,9,6,2,10
1133,354,239,21,50,1,1,1,2
1134,1190,99,5,9,5,6,3,8
1135,479,179,9,63,5,4,2,3
1136,1184,111,0,89,5,4,7,2
1137,769,256,3,35,7,2,3,5
1138,852,382,28,77,1,1,1,3
1139,341,164,1,25,5,3,5,7
1140,1419,41,0,29,5,7,7,5
1141,1516,340,0,60,2,3,7,4
1142,238,263,10,47,9,2,2,5
1143,658,67,0,21,9,7,7,2
1144,999,193,16,29,6,2,1,2
1145,625,5,0,123,9,10,7,6
1146,410,150,12,110,9,4,2,2
1147,386,303,38,39,9,1,1,2
1148,378,75,0,1,10,6,7,7
1149,1774,30,0,10,6,9,7,7
1150,825,312,1,41,2,2,4,4
1151,578,168,16,18,5,3,2,7
1152,1268,166,0,80,1,2,7,2
1153,817,89,38,11,9,5,1,8
1154,848,262,4,17,6,2,3,3
1155,400,515,5,14,7,1,3,6
1156,1796,19,0,0,5,8,7,10
1157,282,513,21,63,5,1,1,4
1158,1320,104,0,21,8,5,7,7
1159,2040,33,0,3,3,9,7,9
1160,1240,30,0,70,5,7,7,5
1161,739,92,27,30,2,4,1,4
1162,485,302,5,36,8,1,3,3
1163,694,525,0,90,1,1,7,1
1164,1295,181,1,13,2,3,4,8
1165,3593,92,0,13,1,3,7,4
1166,1253,279,4,43,3,2,2,2
1167,517,54,0,24,4,8,7,6
1168,1056,87,3,68,5,6,3,1
1169,1969,100,1,53,2,6,4,1
1170,1739,104,1,24,2,7,5,5
1172,1063,418,6,52,2,1,2,2
1173,436,129,33,32,1,1,1,2
1174,1917,69,0,19,3,7,7,3
1175,1252,88,0,13,7,7,7,5
1176,799,293,8,14,1,1,2,6
1177,382,63,0,68,9,5,7,3
1178,306,297,7,37,3,1,1,2
1179,1934,378,13,42,3,1,1,4
1180,861,51,0,20,6,7,7,5
1181,515,83,2,5,3,4,3,8
1182,1000,58,0,13,5,8,7,6
1183,2609,28,0,0,6,9,7,10
1184,2930,46,1,11,2,7,4,7
1185,2494,84,2,10,5,6,3,9
1186,1337,167,3,110,4,5,4,1
1187,242,171,0,106,10,3,7,2
1188,970,24,0,32,8,10,7,8
1189,816,113,3,97,4,4,2,2
1190,632,127,0,10,9,7,7,8
1191,346,56,8,61,10,6,1,5
1192,584,252,0,75,10,4,7,5
1193,1165,93,2,73,2,5,4,1
1194,785,197,3,62,4,2,3,4
1195,814,51,0,2,6,9,7,9
1196,1400,153,5,174,6,4,4,1
1197,504,306,9,3,2,1,2,8
1198,2246,81,0,13,1,7,7,8
1199,883,311,8,67,8,3,3,3
1200,1319,411,16,99,1,1,1,1
1201,517,262,9,71,9,4,4,2
1202,1762,65,2,4,2,6,4,9
1203,567,113,13,131,1,2,1,1
1204,1444,58,0,15,7,9,7,8
1205,1219,76,0,0,6,6,7,10
1206,2273,183,2,33,1,5,4,6
1207,88,354,8,60,10,1,2,3
1209,1070,259,4,28,5,4,3,6
1210,1462,98,3,21,6,6,5,6
1211,1290,188,1,18,1,2,2,7
1212,757,309,12,52,3,1,1,3
1213,1674,133,2,27,6,5,2,6
1214,466,215,4,24,2,1,1,6
1215,938,127,1,50,8,4,3,3
1216,599,18,0,19,2,6,7,6
1217,645,110,6,41,9,5,5,4
1218,541,188,42,72,6,2,1,2
1219,545,232,3,4,6,3,5,8
1220,3355,1,0,0,1,10,7,10
1221,736,138,6,57,7,5,4,3
1222,358,238,23,44,5,2,1,1
1223,1246,37,0,12,7,7,7,9
1224,169,327,6,128,10,2,1,1
1225,1057,91,0,22,8,6,7,7
1226,465,276,3,24,2,3,3,7
1227,1349,264,0,44,1,2,7,3
1228,1265,62,1,29,3,6,5,3
1229,1174,257,6,33,1,2,1,6
1230,838,116,1,15,1,2,4,6
1231,2050,54,0,26,4,6,7,6
1232,659,196,0,64,7,2,7,5
1233,65,430,14,19,10,1,2,6
1234,1116,85,1,19,6,6,5,9
1235,811,156,9,12,5,3,2,6
1236,1570,30,0,2,3,6,7,9
1237,1020,83,2,16,8,6,4,7
1238,577,244,4,50,1,1,3,3
1239,1864,28,0,13,2,6,7,9
1240,551,106,1,53,6,4,4,1
1241,1828,127,5,20,6,6,4,8
1242,984,467,4,23,7,3,3,7
1243,471,315,13,5,6,1,1,7
1244,1180,193,0,29,4,4,7,7
1245,359,266,12,68,9,2,2,2
1246,240,405,7,10,5,1,2,3
1247,675,207,10,87,8,2,3,2
1248,694,32,0,10,9,7,7,8
1249,1059,41,0,14,6,10,7,9
1250,1779,68,0,2,5,8,7,8
1251,992,40,0,2,6,8,7,10
1252,1194,85,2,28,8,7,4,8
1253,2538,9,0,3,4,10,7,10
1254,957,288,2,12,3,2,3,8
1255,395,214,4,24,8,1,1,4
1256,930,30,0,30,8,9,7,7
1257,310,283,6,77,9,2,3,2
1258,1579,66,0,45,5,7,7,4
1259,140,349,7,47,10,2,2,2
1260,2659,77,0,15,2,8,7,6
1261,928,87,0,65,7,6,7,6
1263,272,213,13,19,1,1,1,3
1264,352,396,7,12,10,1,2,4
1265,976,56,0,17,7,8,7,6
1266,415,437,5,17,2,1,4,1
1267,476,107,11,16,5,4,3,5
1268,534,274,5,10,6,1,2,7
1269,391,155,10,28,8,4,3,6
1270,3053,45,0,8,2,7,7,3
1271,712,244,2,66,5,1,4,3
1272,557,270,3,21,1,1,3,5
1273,306,254,10,24,3,2,2,6
1274,500,364,6,51,9,2,2,1
1275,549,217,2,62,7,1,5,1
1276,1478,39,0,16,6,9,7,8
1277,1415,321,38,13,1,1,1,5
1278,772,10,0,7,7,10,7,10
1279,697,236,18,58,4,3,2,3
1280,959,98,2,10,9,7,5,8
1281,3638,5,0,0,3,10,7,10
1282,1755,404,8,97,1,1,2,1
1283,636,196,9,29,1,3,3,3
1284,722,319,2,51,8,1,3,3
1285,220,412,13,94,10,1,1,2
1286,1447,11,0,4,9,10,7,9
1287,488,366,1,23,7,3,5,2
1288,522,282,14,44,6,1,1,5
1289,217,325,1,17,4,1,5,4
1290,1128,355,7,67,2,1,2,2
1291,140,344,36,30,4,1,1,3
1292,1493,145,29,40,3,3,1,5
1293,1217,18,0,0,1,9,7,10
1294,541,89,0,20,9,5,7,7
1295,241,238,17,28,10,1,1,5
1296,485,277,4,7,5,2,3,7
1297,518,77,1,25,7,5,4,5
1298,957,120,6,119,4,1,4,1
1299,1263,73,1,10,7,6,4,7
1300,1898,88,0,23,3,6,7,7
1301,1442,235,11,88,1,3,1,3
1302,400,356,16,85,9,2,1,2
1303,861,36,0,12,9,8,7,9
1304,730,121,0,225,9,5,7,2
1305,1888,94,2,109,1,3,2,1
1306,1972,101,0,69,2,6,7,4
1307,474,163,4,44,10,3,3,5
1308,486,237,11,31,7,2,1,4
1309,996,18,1,0,6,7,5,10
1310,1084,245,10,21,3,1,3,5
1311,1951,309,3,93,1,2,1,1
1312,1446,206,1,34,1,3,5,6
1313,234,299,6,63,6,1,2,1
1314,2167,175,1,40,3,4,6,6
1315,1111,308,1,24,3,2,4,5
1316,709,656,6,20,1,1,1,1
1317,433,280,1,31,9,1,3,4
1318,1492,50,1,77,3,7,6,4
1319,771,31,0,5,9,7,7,8
1320,1527,33,0,62,6,8,7,5
1321,809,37,0,23,9,8,7,8
1322,1740,110,1,93,4,7,5,4
1323,577,11,0,4,7,10,7,9
1324,1318,29,0,7,6,9,7,8
1325,1075,83,0,297,6,6,7,2
1326,1632,73,0,10,4,6,7,9
1327,348,297,8,63,7,2,1,2
1328,3257,109,2,97,1,4,4,4
1329,361,219,5,20,6,2,2,8
1331,1425,13,1,12,1,10,5,2
1332,646,139,3,63,9,3,3,2
1333,900,68,0,3,4,8,7,9
1334,570,255,51,38,9,3,1,5
1335,695,214,4,11,8,3,3,8
1336,485,293,2,12,8,3,3,5
1337,2613,51,0,26,1,8,7,8
1338,1275,49,0,25,6,9,7,8
1339,475,98,2,11,10,7,4,9
1340,915,221,1,28,1,2,4,3
1341,654,265,4,62,4,2,2,3
1342,579,72,2,14,6,5,4,7
1343,1588,219,6,83,2,2,2,3
1344,837,229,3,24,4,1,4,4
1345,877,265,6,41,2,1,1,4
1346,737,202,4,27,4,3,4,3
1347,214,565,8,71,3,1,2,2
1348,924,373,1,50,1,1,2,1
1349,1429,269,9,71,1,1,1,2
1350,1097,83,0,12,6,8,7,8
1351,2493,65,0,24,1,8,7,4
1352,1912,108,2,17,5,7,5,8
1353,740,181,2,125,3,4,2,3
1354,2175,81,0,16,5,6,7,6
1355,162,290,9,81,9,1,1,1
1356,1434,218,12,53,2,2,1,4
1357,1883,84,2,39,5,5,5,5
1358,972,264,7,44,6,3,3,6
1359,1108,90,0,54,7,5,7,2
1360,610,142,9,79,4,3,1,2
1361,593,62,3,16,10,5,2,7
1362,1570,174,0,77,5,7,7,1
1363,1315,103,0,56,7,5,7,1
1364,656,270,8,36,8,2,3,5
1365,971,352,10,27,4,1,2,5
1366,327,163,2,86,10,3,4,2
1367,331,133,30,83,7,3,1,2
1368,783,136,5,33,7,5,4,5
1369,837,71,1,26,10,7,5,8
1370,419,165,15,49,9,3,2,3
1371,1316,12,0,1,6,9,7,9
1372,554,121,9,64,6,5,4,3
1373,1265,84,2,54,7,5,4,5
1374,1207,92,0,34,4,7,7,7
1375,1000,322,4,67,1,1,3,1
1376,1451,153,1,75,3,5,5,3
1377,1317,208,0,24,3,4,7,2
1378,574,508,5,41,5,1,1,2
1380,678,36,0,8,8,5,7,9
1381,543,247,3,26,5,1,2,5
1382,610,238,5,12,4,2,3,5
1383,2110,7,0,5,2,9,7,9
1384,1414,94,4,75,5,4,3,5
1385,343,224,10,61,7,3,3,1
1386,986,37,0,24,3,7,7,8
1387,1124,114,0,16,8,8,7,3
1388,1451,121,4,24,8,4,4,4
1389,1588,79,0,20,1,4,7,4
1390,988,59,0,105,7,9,7,4
1391,265,312,10,13,10,1,2,3
1392,1061,10,0,0,6,9,7,10
1393,1062,22,0,2,10,7,7,9
1394,492,364,14,19,4,1,1,6
1395,984,233,1,62,6,4,5,5
1396,1799,138,5,91,1,3,3,1
1397,1964,11,0,2,6,10,7,10
1398,1359,91,0,95,6,7,7,5
1399,924,61,0,30,4,5,7,4
1400,1400,40,0,8,5,9,7,9
1401,1262,43,0,11,8,8,7,8
1402,1539,49,0,134,7,7,7,5
1403,486,292,6,37,2,2,4,4
1404,2156,105,0,41,1,6,7,6
1405,1012,28,3,1,8,9,4,10
1406,394,427,46,42,5,1,1,3
1407,197,417,98,59,10,1,1,3
1408,450,388,54,38,2,1,1,4
1409,1009,305,14,6,2,3,2,9
1410,1022,61,0,3,7,8,7,7
1411,1252,230,11,23,1,1,1,5
1412,2618,196,4,66,1,4,4,4
1413,1890,260,9,27,2,3,2,6
1414,2394,190,1,53,2,5,5,4
1415,1293,223,8,31,4,1,2,5
1416,1199,11,0,0,8,9,7,10
1417,653,357,5,8,3,1,3,8
1418,1445,191,1,87,4,4,4,2
1419,1057,182,3,35,2,4,3,5
1420,1103,244,7,82,4,3,3,1
1421,963,259,113,79,7,2,1,1
1422,271,318,10,81,5,1,2,1
1423,1376,63,1,6,3,6,5,8
1424,795,131,3,21,4,3,4,7
1425,409,121,11,50,9,3,2,5
1426,460,235,60,20,10,3,2,4
1427,852,74,0,14,8,7,7,8
1428,988,48,0,18,8,7,7,9
1429,551,27,2,0,3,8,5,10
1430,405,151,6,108,10,2,3,3
1431,1051,75,0,43,4,5,7,5
1432,1095,47,0,16,8,7,7,9
1433,821,101,2,6,2,3,3,9
1434,503,334,5,74,8,2,4,2
1435,1043,62,0,69,7,9,7,4
1436,2117,160,6,76,2,3,3,3
1437,1084,120,0,207,3,5,7,1
1438,1563,302,12,71,1,2,1,2
1439,672,59,10,14,7,5,3,7
1440,2576,348,2,78,1,1,2,1
1441,1466,335,25,31,1,1,1,5
1442,412,230,17,37,5,1,1,4
1443,139,336,11,39,8,1,1,3
1444,1477,208,0,147,7,7,7,3
1445,1054,205,6,40,3,1,2,4
1446,486,187,37,43,2,2,1,2
1447,659,222,6,40,4,3,2,6
1448,755,119,3,90,9,5,2,4
1449,271,241,10,103,10,2,1,1
1450,360,567,18,16,1,1,1,2
1451,379,124,6,84,8,4,2,2
1452,3044,472,0,19,1,2,7,3
1453,469,67,0,14,6,4,7,8
1454,1826,139,0,9,1,4,7,7
1455,392,203,22,6,6,3,1,9
1456,2855,120,1,19,2,5,5,6
1457,444,229,9,45,7,1,3,2
1458,331,106,4,57,9,1,3,2
1459,177,390,0,4,10,1,7,9
1460,1186,377,3,133,1,1,2,1
1461,2279,451,8,83,1,1,2,2
1462,1442,180,2,26,1,2,2,6
1463,1936,22,0,2,4,8,7,9
1464,2495,52,0,22,1,5,7,3
1465,794,259,4,39,5,1,2,4
1466,2116,51,1,4,5,8,5,9
1467,379,338,6,29,9,2,2,3
1468,1721,13,0,1,3,10,7,6
1469,1301,32,0,0,7,8,7,10
1470,426,300,2,32,9,3,5,6
1471,381,225,3,61,5,2,1,2
1472,1752,195,1,16,1,1,4,6
1473,431,20,0,49,4,7,7,4
1474,1560,24,2,6,8,10,4,9
1475,944,67,5,62,5,8,5,4
1476,140,310,8,25,6,2,2,1
1477,1042,99,0,17,7,7,7,8
1478,1329,83,0,103,5,6,7,5
1479,469,152,9,41,7,3,2,5
1480,1755,211,5,193,1,4,4,2
1481,2765,55,0,7,1,5,7,8
1482,1969,127,0,36,1,3,7,7
1483,1332,20,0,3,2,8,7,9
1484,927,73,4,40,4,6,2,2
1485,2509,89,0,35,4,6,7,8
1486,541,114,0,58,6,4,7,3
1487,1034,29,0,34,8,6,7,8
1488,273,36,0,0,10,5,7,10
1489,171,298,2,30,10,2,3,4
1490,464,159,3,37,6,4,5,6
1491,584,79,1,77,8,5,4,2
1492,459,185,25,31,8,2,1,4
1493,1872,69,1,24,3,7,4,4
1494,68,632,3,12,10,1,4,4
