고객번호,편의품_증감율,편의품_변동율,편의품CV,선매품_증감율,선매품_변동율,선매품CV,전문품_증감율,전문품_변동율,전문품CV,기타_증감율,기타_변동율,기타CV,A증감율,A변동율,A_CV,B증감율,B변동율,B_CV,식품_증감율,식품_변동율,식품CV,의류_증감율,의류_변동율,의류CV,생활_증감율,생활_변동율,생활CV
150,-1,5,0.384282486,0,6,0.936151315,-2,8,2.372830835,0,6,0.502428868,0,2,0.41397692,0,2,0.020119515,-1,5,0.362438302,-1,9,0.982242853,-1,3,0.452788265
151,0,4,0.370210049,-1,3,0.819231924,4,12,1.793313423,0,2,0.503418341,1,3,0.405092581,0,0,0.020521755,0,2,0.304979846,0,4,0.484061409,-1,7,1.424110051
152,-2,2,0.592960388,0,2,0.439697935,0,4,2.645751311,1,3,0.328463818,0,0,0.404077316,0,4,2.645751311,-1,5,0.525092609,1,3,0.733773476,-3,3,0.796372074
153,0,4,0.242854121,-1,11,1.719420707,0,0,0,-3,3,0.984390297,0,0,0.405155787,0,8,0.443557716,0,6,0.241764119,-1,9,1.66479452,1,3,0.415524981
154,0,0,0.524086363,0,4,0.843808474,0,8,1.427618212,0,0,0.287893341,0,2,0.412486181,1,3,0.089681137,1,3,0.538331818,0,10,1.469388654,0,2,0.720107314
155,1,1,0.909360693,0,0,0.523272358,3,7,2.304796636,0,8,0.673718343,0,2,0.404159934,3,9,1.708101349,0,4,0.216209499,1,1,0.218141213,0,6,2.000211998
156,0,0,0.398249961,0,0,0.583337544,0,10,1.648102748,-1,9,1.708251243,-1,3,0.404538437,0,4,2.645751311,0,0,0.464536884,0,0,0.602502664,-2,8,0.971527231
157,0,2,0.121558564,1,3,0.578096344,-3,3,2.645751311,2,6,0.763901794,0,0,0.403953688,0,4,2.645751311,1,1,0.141449616,1,3,0.753105055,0,6,0.440948395
158,1,5,0.488437411,2,4,1.158170577,0,0,0,0,4,1.562986025,0,0,0.404491355,1,5,0.446585135,1,5,0.509671461,1,5,1.358096612,0,2,0.56604236
159,0,6,1.427472252,0,0,0.398964549,0,14,2.095082737,1,9,1.189070009,0,4,0.404783434,1,1,0.041270794,0,0,0.566784482,0,0,0.516169541,0,14,1.694245381
160,0,4,0.26333758,0,2,0.661153456,0,10,2.108467166,3,5,0.651614127,0,0,0.403928714,0,0,0.030431113,0,2,0.291325003,-1,3,0.805604574,-3,9,0.583576282
161,-2,2,0.429310585,0,0,0.911338572,-1,5,0.693603004,0,2,0.918708308,-1,1,0.405166087,-1,7,0.445485487,-2,2,0.701417426,0,0,0.923825418,1,7,1.420193501
162,0,8,0.420205355,0,0,0.449522081,0,6,2.532511065,-1,5,1.32653655,0,4,0.404575837,0,0,0.034389138,-1,3,0.290310276,0,0,0.534354721,-1,5,0.985370168
163,1,1,0.19922778,1,7,1.287994988,0,0,0,-2,6,1.554236903,0,2,0.407971383,0,8,1.268185578,1,3,0.235428135,2,6,1.906593059,1,5,0.427857233
164,3,5,0.623356193,0,2,0.535376894,0,2,1.015631396,0,0,0.635251819,0,2,0.404916086,3,3,0.445630586,3,5,0.988568679,-1,3,0.501432738,3,5,0.905457274
165,0,2,0.954717264,0,2,0.677689455,3,13,1.786671733,-1,9,0.935285193,0,2,0.406668513,1,1,0.058245368,0,4,1.189447425,-1,3,0.753667077,2,10,1.488403744
166,1,7,0.483859743,1,5,0.274507295,0,8,1.90252429,2,6,0.926497489,0,0,0.404009311,1,1,0.078104029,1,7,0.498151529,1,3,0.49660242,4,4,0.514274234
167,2,6,0.349572083,0,4,0.581999685,3,11,2.144059073,0,8,1.534171618,0,0,0.404876219,0,0,0,1,3,0.30565766,0,4,0.544096217,2,4,1.486810968
168,1,7,0.561539694,0,0,0.42080245,3,9,1.414006548,1,7,1.153184067,0,4,0.404175145,2,4,0.944142473,1,9,0.457424585,0,0,0.388545572,1,5,1.402082351
169,2,2,0.67543893,-1,3,0.953353727,1,5,1.896089339,3,7,1.080931487,0,6,0.609975324,0,2,0.081402815,2,6,0.714178989,0,2,0.674700742,0,2,0.669953752
170,1,5,0.290162925,1,5,0.745127501,0,0,0,3,3,1.391828736,3,13,1.031401259,0,2,0.02128159,2,4,0.305370826,0,4,0.842526728,2,4,0.421673913
171,1,7,1.410310518,1,3,0.711746346,3,3,2.645751311,1,3,0.588711194,0,0,0.40531919,0,2,0.044492054,1,3,0.448232174,1,3,0.704045262,1,5,2.116368
172,1,1,0.228703222,1,3,0.404420454,0,0,0,0,0,0.533698087,0,0,0.4038948,1,1,0.053745823,0,0,0.207504094,0,0,0.377995045,2,8,0.6772423
173,0,4,0.132207273,0,8,1.428404356,0,4,2.645751311,0,6,1.144578979,2,6,0.61521464,-2,4,0.456002199,0,2,0.136816277,0,6,1.057678863,1,5,0.381226353
175,0,0,0.13554368,1,1,0.363822671,3,9,1.059570577,1,1,0.53142822,0,4,0.428286465,1,1,0.008566388,0,0,0.146789802,0,4,0.525664546,0,0,0.154890304
176,0,2,0.207470713,0,6,1.335247609,0,0,0,0,8,1.941217735,0,4,0.414749598,0,6,0.451921268,0,4,0.186543889,0,4,2.406986143,-1,7,0.733802333
177,-1,1,0.423942815,0,0,0.370562963,0,4,2.645751311,-1,3,0.516824633,-1,3,0.404051717,0,6,0.445247042,0,2,0.364456081,0,2,0.715269858,-2,4,0.464422869
178,1,3,0.253703587,-1,7,0.960947083,0,0,0,0,12,0.979900553,0,0,0.406306195,0,2,0.012255811,1,1,0.256466518,0,8,0.893670139,2,4,0.568340002
179,0,2,0.167919237,0,0,0.260386982,3,7,2.00774397,1,7,1.094374659,0,4,0.403912826,0,2,0.052612191,0,2,0.195113246,-1,3,0.482823478,1,7,0.502661385
180,-1,5,0.333404453,0,2,0.558399403,0,8,1.28698022,1,1,0.456833367,0,2,0.404404155,-2,2,1.707877401,0,2,0.307820812,-1,3,0.89711153,-3,5,1.15614673
181,1,1,0.225357192,0,0,0.530329223,0,6,2.645751311,0,2,0.43563996,0,0,0.404465347,3,7,0.940153966,1,1,0.280084808,0,2,0.582005561,-2,10,0.541480906
182,0,0,0.179581168,0,0,0.33802859,3,9,2.094580121,0,2,0.450036077,1,3,0.404041107,3,3,0.685221692,0,0,0.14400777,1,3,0.714489345,0,6,0.978022323
183,0,4,0.150144288,-2,4,0.709471513,0,0,0,2,4,1.571185472,0,8,1.696329036,0,2,0.012074394,0,2,0.120759036,-2,4,0.930159441,0,8,0.375912741
184,0,8,0.692922779,-2,6,0.952947198,0,12,1.819489824,3,7,0.525257994,0,2,0.408458326,1,1,0.082922023,0,2,0.415231203,-2,10,0.842046038,1,5,0.935120366
185,2,4,0.513029114,1,3,0.714601427,0,4,2.645751311,2,2,0.736471979,0,4,1.696076824,1,3,0.123196378,2,6,0.490372171,2,4,1.323879656,4,4,0.648134014
186,1,3,0.325085039,0,0,0.774097584,0,12,2.534162481,2,4,0.634996325,-1,3,0.404401785,0,2,0.056447527,1,3,0.36136647,0,6,0.529493689,3,7,0.784144684
187,2,6,0.604898337,-1,3,0.672320834,-3,3,2.645751311,-2,12,1.246626347,0,0,0.404696553,3,3,1.249091665,1,5,0.501068111,-1,3,0.725809572,0,6,0.911862985
188,0,4,0.238775765,-1,7,1.05870261,0,0,0,0,2,2.645751311,0,4,0.606082995,0,4,0.096914081,0,0,0.249275034,1,5,1.03365069,0,2,0.276476779
189,1,1,0.34757801,0,0,0.908006606,1,3,1.047141806,1,7,1.353121258,0,4,0.404803527,-2,2,1.719433312,0,0,0.417588494,1,5,0.720844781,1,3,0.781886356
190,-1,5,0.233656836,0,4,0.666555217,-3,9,2.240953953,4,12,1.489001231,0,2,0.404412839,0,0,0,-1,1,0.233005191,0,2,0.756646929,1,5,0.483774961
191,0,6,0.569117786,0,0,0.366648711,1,7,1.49317018,4,12,1.870540409,0,2,0.404151289,0,4,2.645751311,0,4,0.963170544,0,0,0.537192615,-1,1,0.426692355
192,3,7,0.500555568,2,2,0.792945857,0,8,1.21496566,4,6,0.70344768,0,0,0.406474492,1,1,0.069089092,3,7,0.411382347,0,4,1.080543639,3,9,1.346004907
193,1,3,0.200191925,1,3,0.588905839,0,0,0,0,2,0.3518976,-3,5,0.805747219,0,2,0.017888334,0,2,0.165504348,1,3,0.701382508,0,4,0.282908127
194,2,6,0.226904343,-1,5,0.192154124,2,2,2.645751311,2,6,1.10607872,0,0,0.40421993,0,2,0.016695317,1,3,0.222721856,0,2,0.270213762,2,6,0.709061987
195,2,2,0.734206215,0,0,0.459925386,0,0,0,0,6,0.919649988,0,4,2.281835977,0,0,0.026606669,3,3,0.798864853,-1,3,0.56104243,1,3,0.451470767
196,1,5,0.325881901,0,4,0.489875479,0,4,1.78157189,-1,5,0.550585429,0,0,0.404133349,1,1,0.06727576,1,3,0.197967135,0,4,0.57236057,0,0,0.557984708
197,1,7,0.48569524,1,3,0.977382833,3,3,2.645751311,1,11,1.741395999,1,1,0.407914847,0,0,0.041600869,1,5,0.379764119,1,3,1.087145329,0,4,0.74202083
198,1,3,0.272426194,1,5,0.640106648,3,7,2.334153433,4,6,1.461059619,0,0,0.406111697,0,0,0.024856036,0,4,0.276699938,1,5,0.707454162,1,1,0.476486606
199,3,9,0.395891563,0,4,0.901285585,0,6,2.645751311,0,4,1.466003614,0,0,0.406674564,0,0,0.028675749,3,7,0.471025133,0,8,1.076939905,0,4,0.280792477
200,-2,6,0.276200954,-2,6,0.640822377,0,0,0,0,0,0,-1,1,0.420883136,1,1,0.065555928,-1,3,0.350367119,-2,12,1.439897463,-1,3,0.85241599
201,0,0,0.409460097,0,0,0.437080461,4,10,2.324591398,2,10,1.708663577,0,2,0.404167293,3,9,1.712135754,0,0,0.43666705,0,0,0.420359086,-1,1,0.583736498
202,1,3,0.34054102,0,0,0.181116584,3,3,1.084912041,0,8,1.729099146,1,5,0.403931743,0,4,2.645751311,2,2,0.267566293,0,0,0.278859279,-1,5,1.123694403
203,1,3,0.151055453,0,0,0.270905835,0,0,0,3,7,0.865614855,0,4,2.277962508,0,0,0.007544221,0,2,0.135492268,0,0,0.305545336,0,2,0.503407093
204,1,5,0.243635195,0,0,0.257013085,0,4,2.645751311,3,7,1.513530003,0,0,0.404028066,0,2,0.020110402,1,3,0.260264416,1,3,0.261115364,0,6,0.88031353
205,-1,3,0.23210938,-1,3,0.524855462,0,0,0,3,3,0.777148368,0,0,0.406697431,0,2,0.017675475,0,4,0.225195546,-2,4,0.7278274,-1,5,0.37775623
206,0,6,0.182614705,0,4,0.454522037,0,8,1.288814675,1,7,1.476499673,0,0,0.405030301,0,0,0.016844033,1,5,0.154557783,0,6,0.943908972,0,2,0.590126734
207,1,3,0.187037149,1,3,0.705206596,0,0,0,-1,11,1.824914879,-2,6,1.302275144,0,2,0.015458924,1,1,0.195136609,0,6,0.663990296,1,9,0.455398297
208,0,0,0.533624388,0,2,0.861347695,-4,4,1.099980609,-2,12,1.336173591,-1,3,0.411715321,1,1,0.083974936,0,0,0.571138513,0,2,0.887124075,0,0,1.50496633
209,0,2,0.507096618,-1,5,0.564815775,0,6,1.67418863,-1,3,0.50609411,0,0,0.404800563,0,2,0.094284251,1,1,0.432862228,-1,7,0.573470439,0,10,1.126491928
210,1,3,0.259309198,1,3,0.543055651,0,0,0,0,8,2.079629169,0,2,0.40636726,0,0,0.013689972,1,3,0.279157227,1,5,0.592079437,2,2,0.523776203
211,-2,4,0.218599043,2,6,1.321247079,3,15,1.498553692,1,1,0.406152139,0,0,0.405718915,-2,6,1.709716183,-1,3,0.224191157,2,8,1.409973811,-1,5,1.105860929
212,0,0,0.233260837,-1,7,0.795061471,0,12,2.491367639,0,2,2.645751311,0,2,0.414143133,0,4,1.717729295,0,0,0.127274582,0,8,0.795061471,0,2,1.093488634
213,0,0,0.242564554,1,5,0.6432328,0,0,0,-1,5,0.613281419,0,0,0.407057643,1,1,0.014800189,0,0,0.245798457,1,3,0.780492176,0,2,0.359985018
214,2,6,0.279241145,0,6,0.901254441,0,0,0,-2,4,0.737425992,0,0,0.404543496,0,6,2.645751311,2,2,0.286192439,0,6,1.074486337,0,8,0.762978769
215,2,4,0.254319322,1,1,0.523666997,-2,2,2.08427002,3,5,1.019673811,0,0,0.40580641,0,0,0.017366597,2,6,0.268118048,1,3,0.649299356,2,6,0.443323746
216,-1,5,0.14186541,0,4,0.457778197,0,0,0,1,3,0.61308704,0,4,0.409534923,0,2,0.008436731,0,0,0.123493245,0,2,0.647491636,0,0,0.475198496
217,1,5,0.742061976,0,2,0.305481992,0,0,0,1,7,1.275451663,0,0,0.404090369,1,7,0.444280434,2,6,0.844428175,-1,3,0.446960252,-3,9,0.846812676
218,2,8,0.526409241,0,0,0.479483912,4,6,0.926654646,1,5,0.594656264,0,0,0.404769343,0,6,0.445625155,2,8,0.639083887,0,0,0.407281705,-3,5,0.957934026
219,0,8,0.362299272,0,4,0.505263689,0,6,2.645751311,1,1,0.616213175,0,0,0.404246793,3,3,0.685562088,1,7,0.387123117,0,2,0.578034499,-2,8,0.803480737
220,0,0,0.179047238,1,3,1.056511207,0,0,0,0,12,1.220954066,3,3,2.349164918,0,4,0.014046929,0,0,0.165710434,2,4,1.349147223,1,3,0.246008392
221,1,3,0.18020459,0,2,0.520735401,0,0,0,1,7,0.856379704,-1,11,0.808110259,0,0,0.013502634,1,3,0.19887869,0,6,0.968669352,0,6,0.337883675
222,0,6,0.481399271,0,0,0.527386863,0,8,1.631878323,2,4,0.509292351,0,6,0.404301887,1,1,0.061000958,-1,7,0.602998832,0,0,0.590587575,2,6,1.26565378
223,1,5,0.729176444,0,2,1.088725619,3,3,2.645751311,2,8,0.818412632,1,1,0.408366233,-2,6,1.250940062,0,6,0.313236921,-1,5,1.018965162,1,3,1.039277391
224,0,0,0.305098911,0,0,0.441326328,0,14,2.265046321,0,0,0.226846759,0,2,0.404439342,-1,7,0.448918519,0,0,0.620133081,0,0,0.528585134,0,6,1.57302283
225,-3,5,0.538977167,0,0,0.392910491,-3,9,1.812204814,0,10,1.175617275,-1,1,0.404079643,0,4,0.143261345,0,2,0.80225955,0,0,0.473035831,0,0,0.605092926
226,-1,3,0.17171822,0,8,1.476693945,0,0,0,1,7,1.756768917,-2,6,0.611535033,0,0,0.015220015,-1,3,0.183924693,0,10,1.537736549,0,8,0.570450774
227,1,5,0.310570496,0,4,1.663195792,0,0,0,-2,6,1.708685677,-2,6,1.027747236,0,0,0,0,4,0.304500142,0,4,1.487824643,0,2,0.662443238
228,1,5,0.43347904,0,4,0.947283133,0,0,0,0,10,1.797310788,0,6,0.616779651,0,2,0.026086372,1,5,0.511388808,0,6,0.984670728,1,3,0.334089184
229,2,4,0.3153929,0,0,0.436781453,0,12,1.341321907,2,8,1.003464257,1,5,0.404155378,2,2,2.645751311,1,1,0.242637812,0,0,0.498273995,1,13,0.989686273
230,1,3,0.332785501,-1,3,0.520790189,3,3,2.645751311,2,6,0.847858017,0,0,0.403971389,3,7,0.952432496,1,3,0.371759991,-1,3,0.588016941,-1,5,0.291849358
231,0,2,0.100357851,0,6,1.499908251,0,0,0,0,4,1.715827813,2,8,0.822275221,0,0,0.004241197,0,0,0.094601299,1,7,1.605063078,0,2,0.33596372
232,2,2,0.22287896,0,2,1.499950909,0,0,0,2,2,2.645751311,0,6,0.822458487,2,2,2.645751311,2,6,0.25652827,0,6,1.599698293,0,0,0.413632256
233,0,2,0.134806879,1,7,1.659909416,0,8,2.645751311,1,9,1.551890913,0,6,0.611617666,-2,8,1.264482424,1,3,0.172215117,-2,14,2.263026836,3,9,1.566068751
234,0,6,0.341352015,1,1,1.336223516,0,0,0,1,1,0.563239446,1,1,0.405457885,0,2,0.067016155,-1,5,0.332783783,1,1,0.606791461,0,10,0.977601277
235,0,2,0.361877388,0,4,0.600340166,0,6,2.645751311,-3,11,1.046548806,0,2,0.404320438,0,4,1.250766184,0,2,0.421631489,0,8,0.955568201,0,8,1.548256088
236,1,5,0.400173076,1,3,1.889394379,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.349492118,2,2,2.645751311,0,2,0.281423781
237,0,12,0.767431906,0,4,0.216435125,0,6,0.64335496,0,0,0.320629762,0,4,0.017765097,2,8,1.250327965,0,10,0.817043472,0,6,0.43311464,-1,5,0.518947853
238,2,2,0.256129786,2,10,1.159691344,0,6,2.645751311,0,0,0,0,0,0.047210189,0,4,1.709079713,1,5,0.254777794,1,9,1.234887994,3,9,1.088291419
239,2,2,0.242176008,0,0,0.361155462,0,0,0.886220187,3,5,1.27539626,0,2,0.019566997,3,7,0.952562381,0,4,0.212519321,0,0,0.437147763,3,5,0.900543502
240,0,2,0.508393776,0,4,0.672940936,0,6,2.386297039,1,5,0.809168537,0,0,0.059344748,-2,6,1.71100648,0,2,0.411717072,0,2,0.603597762,1,5,0.796166745
241,0,4,0.220877742,0,2,0.446299842,0,6,2.645751311,0,10,1.668038301,0,4,0.033458665,3,3,2.645751311,0,2,0.16747653,0,0,0.433801776,1,11,1.123467674
242,2,2,0.388284911,0,2,0.345706814,0,4,2.645751311,2,4,0.600311431,0,6,0.68738758,0,2,0.027181954,2,2,0.481810917,0,4,0.40821485,1,1,0.275513477
243,2,2,0.331546351,1,3,0.947109921,0,0,0,1,5,0.765896214,1,1,0.081919509,0,0,0.021030745,2,2,0.352031087,1,5,1.396484575,0,2,1.153606158
245,0,0,0.131002665,1,5,0.928069541,0,0,0,-2,6,0.968231505,0,0,0.0195826,2,6,1.708470392,0,0,0.159764001,2,6,1.241699616,0,4,0.201115357
246,0,12,0.505054656,1,1,0.508202477,0,14,2.458323689,1,1,0.572407991,1,5,0.036337452,3,3,0.935997861,0,12,0.522214211,1,1,0.697145227,1,7,1.11202323
247,0,0,0.148720661,-1,3,0.585376499,0,12,1.349096428,-1,1,0.448983448,0,0,0.014738409,1,1,0.056340108,0,0,0.149321014,0,6,0.716535331,0,4,0.372361878
248,2,6,0.296444763,1,5,0.465816779,0,0,0,0,8,0.888870592,0,0,0.03989442,0,0,0.018806995,2,4,0.315515725,1,5,0.537126616,1,3,0.581427236
249,1,9,0.425835119,0,0,0.392695896,-4,10,2.110220699,4,6,0.618435848,0,2,0.032030136,2,4,0.940629973,2,8,0.452393965,0,0,0.575156561,0,14,0.989107828
250,0,10,0.591430786,0,0,0.256784463,1,13,1.536694064,2,4,1.100291051,0,2,0.019669409,-2,4,0.459719983,0,10,0.754887894,0,0,0.31229842,0,6,1.12487577
251,0,14,0.639937161,0,0,0.264835023,3,9,1.719669797,3,7,1.208281119,-1,3,0.020436843,2,2,2.645751311,0,12,0.70891509,1,1,0.441870241,2,4,0.856115515
252,0,0,0.231463422,-1,3,0.593699843,0,0,0,-2,2,0.57899731,0,0,0.043841051,-2,12,0.938338846,0,0,0.207414303,-2,6,1.291910419,-1,5,1.468817628
253,1,7,0.451007903,0,0,0.597821349,0,6,1.912359806,1,1,0.942404159,0,2,0.029854199,0,0,0,1,5,0.62293577,0,0,0.503094075,0,0,0.423422401
254,-1,5,1.010050695,-1,1,0.439091969,0,2,0.762997339,3,11,0.938978789,-1,1,0.027654895,2,2,0.445083051,0,2,0.279484644,-1,1,0.432084924,-1,1,1.437534251
255,0,2,0.180203432,0,0,0.4106498,-1,3,0.758194048,0,0,0.188392697,-1,1,0.024921879,3,9,0.937279635,1,3,0.345779238,0,2,0.509576876,-3,5,1.227667019
256,3,5,0.532617399,0,0,0.840441905,1,3,0.645441849,2,10,1.64693224,0,0,0.034586832,3,7,1.723062894,2,6,0.454520764,0,0,0.328511426,2,4,0.913382957
257,-1,3,0.130228212,-1,5,0.768853998,0,0,0,0,2,0.448337284,-1,7,0.444358704,0,2,0.010349187,0,2,0.123927285,-2,6,0.91513126,0,2,0.329262046
258,1,3,0.386539857,1,1,0.866438468,0,0,0.725808261,4,10,0.84462729,0,0,0.032569931,-2,10,1.249088448,1,3,0.362014872,0,0,0.921728234,2,6,1.106404442
259,-1,1,0.228655089,-1,11,1.070541225,0,10,2.540344974,2,6,0.957162604,-3,13,0.69580296,0,2,0.015128932,0,0,0.235833128,-2,12,1.136983656,0,4,0.368638317
260,-1,3,0.293622661,0,2,0.894980688,0,0,0,3,9,1.370286462,2,4,0.450056679,0,0,0.024825415,-1,1,0.297088888,0,4,0.948867657,1,7,0.993028627
261,-1,3,0.279453772,-1,7,0.504246139,0,6,2.39085131,1,3,0.552967658,0,0,0.032171091,-3,5,0.688524391,-2,2,0.329272304,-1,5,0.535998748,0,10,1.432534222
262,0,0,0.226614643,0,4,0.553180295,0,0,0,2,8,1.136316254,0,0,0.014971076,-2,6,0.705267034,0,0,0.248816729,-1,3,0.58462984,0,4,0.881033846
263,0,4,0.251194113,0,4,0.524770727,0,0,0,1,13,1.319892612,2,2,1.707871922,0,0,0.018625063,0,4,0.309912996,1,5,0.744381542,0,2,0.489816885
264,1,1,0.11390954,1,9,1.304130195,0,0,0,2,6,1.344648982,1,11,0.699558572,0,0,0.017190358,1,1,0.140651021,2,8,1.226605913,1,3,0.383797841
265,0,0,0.63879927,0,0,0.379423108,0,18,1.264039579,1,3,0.855019527,0,0,0.018959923,0,0,0,0,0,0.700306245,0,0,0.415698285,0,12,1.524207427
266,2,4,0.423286635,1,3,0.561741816,0,6,2.290689614,3,11,1.633388814,0,2,0.026159333,0,4,2.645751311,3,7,0.736263526,0,2,0.755074451,0,0,0.305250894
267,0,0,0.283768302,0,0,0.50618274,0,6,0.952228345,0,2,0.412478469,0,0,0.027092157,0,2,0.061187076,0,0,0.395593814,-1,1,0.695084315,2,10,0.700537949
268,0,4,0.253532952,-1,5,0.679597533,0,14,1.344558959,-1,5,0.589056104,0,2,0.033240204,0,0,0.067917866,0,2,0.258328008,-1,5,0.725995277,0,4,0.615223462
269,0,0,0.166355033,-1,1,0.441702994,-3,9,1.334270318,0,4,2.645751311,0,0,0.03802559,3,3,2.645751311,0,0,0.178193873,-2,2,0.693314859,0,0,0.214725662
270,0,2,0.171487221,0,2,0.490066589,0,0,0,2,2,0.987311282,2,2,0.446184898,0,2,0.01285525,1,3,0.107246507,0,4,0.442436373,2,4,0.412242665
271,-1,5,0.615332612,0,2,0.486689631,3,15,1.307155166,0,8,0.58895039,0,2,0.026317919,0,4,2.645751311,-1,7,0.705577341,0,8,0.899204137,-2,10,1.171401953
272,0,2,0.21673752,1,1,0.472225365,0,12,1.751974662,1,1,0.890732169,0,0,0.044380312,1,3,0.019041484,0,0,0.206459715,-1,1,0.530084915,1,3,0.37086962
273,3,7,0.550256697,0,0,0.343171747,3,3,1.022346541,2,2,0.626790779,0,4,0.015887395,3,3,0.684858886,2,6,0.419578964,1,1,0.491109274,2,2,0.957075097
274,1,3,0.348168937,0,2,0.926607278,0,0,0,1,3,0.554311108,2,2,1.708206491,0,0,0.026910803,1,5,0.378206666,0,6,1.032156597,1,3,0.447033166
275,0,0,0.274990132,1,3,0.473727967,0,6,2.447033299,1,5,0.552763849,0,2,0.01679121,0,0,0.039258519,0,0,0.287009259,0,6,0.689206745,0,6,1.077239426
276,0,2,0.197330944,0,8,1.611622464,0,0,0,0,8,2.645751311,0,6,1.709152285,0,10,1.709768986,0,4,0.258143903,0,8,1.994643589,-1,9,1.084381263
277,1,5,0.276904875,0,0,0.400193587,0,10,2.51475912,1,5,0.594118173,0,0,0.031432451,0,0,0.021030008,1,5,0.284225941,0,2,0.527109711,0,6,0.543757457
278,-1,3,0.220161863,-2,4,2.229777629,0,0,0,0,4,2.645751311,-3,3,0.94682372,0,4,2.645751311,-1,5,0.23084404,0,2,2.645751311,0,0,0.582573127
279,-1,5,0.440763004,0,2,0.711612883,0,16,1.226785624,1,1,0.47361092,0,4,0.045821988,2,2,2.645751311,-1,5,0.466265942,1,5,0.966691696,0,6,0.916745823
280,-1,7,0.645829776,0,0,0.573487749,0,10,1.152692177,0,0,0.629051553,0,2,0.025136294,3,7,0.707709231,-1,7,0.758874926,0,0,0.410641129,0,2,0.865501137
281,0,0,0.384533742,0,2,0.538935255,4,4,2.047720043,1,1,0.561527605,0,6,0.031415983,0,2,0.069783904,0,4,0.721715669,0,4,0.610564726,2,6,0.778062922
282,1,3,0.489901453,0,0,0.166315033,3,9,1.616998488,-1,1,0.78907299,0,0,0.009759847,3,7,0.935715632,2,6,0.449469648,0,0,0.318288728,2,10,1.123273058
283,0,2,0.269713595,0,0,0.351205857,-3,9,0.97724726,0,10,1.20051315,0,4,0.022327479,0,0,0,1,5,0.306876485,0,0,0.404321026,-1,7,1.071249446
284,0,0,0.603235243,1,1,0.647756029,0,0,0,0,2,1.822480672,0,0,0,0,2,0.048507982,0,0,0.478759476,1,3,0.797389161,-1,1,1.763840828
285,0,0,0.172425454,2,2,0.750879437,0,0,0,2,4,1.318849426,0,0,0.022640113,1,1,0.055135881,0,2,0.197310222,1,1,0.749558909,0,4,0.934649744
286,0,2,0.284742641,0,6,0.680055356,2,4,2.460035682,1,5,0.661048412,0,0,0.025012562,0,0,0.041622684,0,2,0.345151311,0,2,0.749272615,0,4,0.324690421
287,1,1,0.328121781,1,5,0.737125483,0,0,0,4,6,0.747756012,3,9,1.249428987,0,0,0.0247084,1,3,0.323560869,0,6,0.979314944,0,2,0.53486472
288,0,0,0.272173867,-1,1,0.299881338,0,6,2.645751311,0,0,0.191781432,0,0,0.016382376,1,3,0.019285406,0,0,0.242672277,-1,5,0.749739121,1,5,0.554398323
289,1,5,0.441559755,0,2,0.429524233,0,0,0,1,1,0.422494351,0,0,0.019843256,1,1,0.113369997,1,5,0.510423349,1,5,0.877436676,-1,3,0.75481363
290,2,4,0.417269106,1,3,0.46163475,0,0,0,4,4,0.797512713,0,4,1.716251554,0,2,0.0336474,3,3,0.451045593,0,2,0.684059142,1,5,0.71723495
291,2,4,0.256965658,1,3,0.729239266,0,0,0,2,8,1.316371516,0,8,0.935927664,0,2,0.024540836,2,6,0.28688355,-1,5,0.974676654,0,4,0.500179917
292,0,0,0.207977062,0,0,0.334398381,-1,11,1.882136016,0,6,0.999149438,0,4,0.017524465,1,1,0.075695986,0,0,0.214489874,0,0,0.423365122,1,7,1.070614011
293,2,8,0.337616125,0,0,0.529299845,0,0,0,-1,5,1.037363039,0,0,0.031566518,0,0,0.035062632,2,8,0.371306979,3,5,0.845604747,1,5,0.561655636
294,0,2,0.751616073,0,2,0.452753709,4,12,1.152016045,1,9,1.302131053,1,3,0.033425097,0,4,2.645751311,0,4,0.994017753,0,2,0.458206053,0,10,0.890587665
295,0,6,0.996015361,2,6,0.815878335,3,9,1.39265967,0,2,0.643187181,0,2,0.06266058,3,3,1.256111582,0,4,0.957487643,2,6,0.896280975,4,6,0.96074238
296,-2,4,0.381897839,-1,1,0.758105032,0,6,2.645751311,4,4,1.389095455,-1,3,0.042072569,0,8,1.249000539,-1,1,0.444561543,-1,3,0.904884789,-1,9,0.935301977
297,2,4,0.274465238,1,3,0.460046247,0,0,0,3,7,1.087403289,0,2,0.032567262,0,0,0,1,3,0.314486827,1,3,0.524557602,1,9,1.474609669
298,3,7,0.393013323,1,1,0.569817715,0,8,0.947456158,4,4,0.795527228,0,2,0.053331033,0,10,1.707846693,2,4,0.358865175,1,3,0.662094946,3,9,0.984067838
299,1,5,0.350271736,-2,8,0.969683924,-3,3,2.645751311,2,6,1.188635639,0,0,0.047921278,0,2,0.039203871,0,4,0.287438994,-2,8,1.282563725,0,10,1.871181514
300,0,0,0.101166737,0,2,0.479883526,0,0,0,2,4,0.803439152,3,9,1.261666707,0,4,0.005493621,0,0,0.145090235,0,2,0.43933741,-1,5,0.351588391
301,-1,5,0.474125072,-1,3,0.885999584,0,8,0.869481815,2,2,0.59776209,0,0,0.031433245,-2,8,0.706720674,-1,3,0.550796975,-2,6,1.030541515,0,6,0.664881021
