고객번호,1기구매등급,2기구매등급,3기구매등급,4기구매등급,5기구매등급,6기구매등급,7기구매등급,8기구매등급,1기구매횟수,2기구매횟수,3기구매횟수,4기구매횟수,5기구매횟수,6기구매횟수,7기구매횟수,8기구매횟수
409,1,1,2,1,2,1,3,2,94,126,82,103,105,113,55,72
410,10,10,9,9,9,9,8,9,69,79,78,85,80,108,113,102
411,1,2,3,2,2,3,2,3,212,120,110,157,112,134,210,103
412,1,2,3,2,3,2,4,3,121,187,168,223,213,257,175,246
413,2,3,1,3,2,2,1,1,149,155,166,180,189,122,274,102
414,1,2,3,1,2,1,2,1,96,161,63,101,106,126,54,107
415,10,9,7,10,6,7,7,10,128,280,359,215,420,438,326,143
416,1,1,1,1,1,2,1,1,87,95,92,84,97,84,111,99
417,2,3,5,2,3,3,5,2,76,103,76,107,68,58,31,96
418,6,6,4,4,5,7,4,8,108,170,199,276,213,175,364,165
419,4,1,2,2,2,4,5,2,83,147,80,80,87,57,55,101
420,7,3,3,4,4,3,6,4,104,137,175,135,108,157,117,150
421,1,1,1,2,1,1,1,2,400,475,389,416,527,503,621,489
422,8,4,6,6,9,4,8,9,71,116,101,73,62,75,50,37
423,2,3,2,2,5,4,2,3,137,117,122,80,82,102,176,105
424,10,10,10,10,10,10,10,10,192,180,203,174,170,234,219,198
425,6,4,7,7,8,5,4,5,104,118,117,147,120,191,205,157
426,8,2,2,3,2,2,2,2,60,138,107,142,115,106,108,153
427,5,10,4,5,3,5,5,4,78,46,87,92,80,65,114,119
428,1,1,1,1,2,1,2,1,209,174,210,170,164,194,226,280
429,2,1,2,7,2,2,6,2,111,175,177,74,137,180,79,221
430,1,2,2,1,3,3,1,1,111,156,84,106,82,96,100,92
431,6,8,6,5,7,5,4,4,60,59,73,92,86,105,115,120
432,3,1,4,3,3,3,5,4,124,145,127,124,133,137,68,65
433,1,2,2,2,4,1,3,3,118,104,107,151,74,146,88,86
434,2,3,2,3,3,3,2,2,266,243,324,285,256,304,371,376
435,2,3,5,10,7,4,6,5,91,132,87,46,76,93,110,66
436,2,1,2,1,2,2,2,1,45,77,77,80,131,168,99,222
437,10,10,10,10,10,8,9,9,22,4,207,191,188,240,338,366
438,1,1,1,2,2,2,2,3,131,148,93,86,64,115,72,62
439,10,8,9,10,7,8,6,8,109,251,229,124,298,336,410,268
440,1,1,2,1,2,3,3,2,87,88,148,117,114,86,48,56
441,5,2,3,4,4,4,1,6,116,104,106,137,61,109,128,48
442,3,4,3,4,3,3,3,3,446,458,465,551,513,623,533,595
443,3,1,1,1,1,2,1,2,72,90,58,87,69,58,101,61
444,2,2,1,2,2,1,1,1,99,138,178,157,122,193,224,144
445,9,8,10,9,9,9,8,8,86,109,62,78,76,87,93,113
446,4,7,6,6,5,5,4,5,308,276,284,340,262,318,306,325
447,5,5,4,7,5,3,1,5,165,123,128,78,62,95,122,77
448,3,1,1,2,1,5,2,2,57,139,87,92,87,46,78,70
449,4,3,2,1,5,2,2,1,185,215,203,192,230,236,278,231
450,2,1,1,1,1,1,2,1,171,227,111,158,168,142,112,129
451,4,3,3,4,6,3,4,4,166,171,254,235,226,208,273,174
452,10,10,5,5,6,5,4,5,54,150,337,345,379,475,589,503
453,5,1,3,3,4,4,2,2,73,167,133,116,93,123,152,194
454,6,8,6,6,6,7,5,6,148,147,143,189,154,148,163,128
455,1,1,1,1,2,1,1,2,114,154,173,182,97,99,87,203
456,5,5,5,3,4,3,1,1,368,264,389,373,313,405,544,433
457,1,1,1,1,1,1,1,1,722,766,587,502,504,802,760,791
458,7,8,8,7,8,7,6,7,213,192,143,199,210,214,197,190
459,3,4,2,4,4,3,4,4,218,211,234,217,203,225,185,212
461,10,8,7,9,10,7,8,8,44,65,104,125,75,156,146,114
462,2,2,1,1,3,1,2,3,99,84,116,125,117,190,147,109
463,2,2,1,2,3,3,2,2,125,131,159,133,74,95,117,114
464,4,4,4,7,6,3,5,5,151,378,285,192,234,257,233,221
465,4,4,8,5,4,6,5,4,254,217,167,214,215,192,258,382
466,1,1,1,1,1,1,1,1,151,119,186,123,123,81,127,163
467,3,4,7,5,5,7,4,5,197,178,169,200,266,213,202,189
468,2,2,2,3,2,2,2,2,141,162,174,214,236,287,256,178
469,5,2,3,3,10,4,7,7,111,80,102,133,47,146,121,100
470,9,7,9,10,10,9,8,8,175,262,162,153,137,231,268,193
471,4,1,1,1,1,1,1,1,26,95,162,102,117,93,56,90
472,9,10,10,9,9,9,8,6,129,132,113,186,181,234,198,307
473,6,8,8,6,7,8,6,6,190,169,184,207,159,196,220,171
474,1,1,2,1,2,1,1,1,288,344,364,359,253,344,244,268
475,2,4,4,5,5,5,4,4,159,146,176,164,157,148,198,165
476,7,7,7,6,7,5,6,8,310,290,296,357,318,412,410,273
477,2,1,1,1,1,1,1,1,74,75,97,124,131,86,59,117
478,1,1,1,1,1,1,1,1,103,166,105,145,198,96,103,134
479,9,5,9,10,8,9,7,9,137,212,161,150,174,221,213,159
480,1,1,2,1,1,1,1,1,163,152,89,139,139,142,120,104
481,2,2,1,2,2,2,2,2,131,136,149,132,124,110,93,110
482,10,9,9,7,9,8,6,5,109,166,117,171,140,138,226,155
483,9,8,10,10,7,10,10,7,59,78,66,64,69,84,80,85
484,2,3,3,3,5,3,2,2,107,95,95,97,66,78,87,61
485,1,1,1,1,1,1,1,2,79,51,73,79,125,86,126,93
486,1,1,1,1,1,1,2,1,75,189,130,174,122,125,106,98
487,9,7,7,8,8,6,6,7,152,221,254,219,223,284,276,286
488,7,7,6,6,8,7,7,7,279,348,391,390,280,337,379,240
489,1,2,3,1,2,2,2,3,115,119,167,227,149,259,224,165
490,5,4,5,4,4,3,4,3,89,146,96,105,157,162,123,158
491,6,5,5,5,9,8,6,5,245,244,293,220,171,171,221,136
492,2,1,1,2,2,5,2,1,113,177,186,110,70,61,81,124
493,7,7,8,5,6,6,7,7,228,264,247,300,277,285,253,268
494,3,2,4,3,5,3,3,1,91,131,102,168,80,134,127,173
495,8,10,10,10,10,9,10,9,130,144,150,144,167,198,170,152
496,4,8,3,7,5,3,6,4,219,193,221,184,169,225,187,165
497,7,7,7,8,6,6,7,7,222,241,287,247,309,295,281,264
498,6,10,5,9,6,7,6,9,145,51,128,118,169,240,249,157
499,8,10,10,10,8,9,9,9,93,57,43,96,153,141,174,77
500,5,5,5,7,4,5,5,7,277,383,203,237,219,299,262,233
501,2,1,2,1,1,1,1,1,24,73,39,92,61,72,65,61
502,1,2,2,2,1,2,3,3,224,259,262,308,332,342,298,246
503,2,2,2,1,1,1,1,2,517,427,452,616,629,517,452,524
504,1,1,1,2,1,1,2,1,83,112,110,66,140,152,86,133
505,1,1,1,1,1,1,1,1,224,231,152,241,256,244,323,338
506,3,3,9,4,1,5,4,4,99,93,56,121,162,170,169,169
507,3,2,3,3,4,4,3,3,169,168,142,159,143,111,102,137
508,1,1,1,1,1,2,1,1,214,119,150,74,113,130,74,90
509,3,3,1,3,3,3,3,3,118,102,129,132,114,102,105,120
510,1,1,2,2,2,3,2,2,134,175,138,157,154,134,128,113
511,9,8,8,8,9,8,9,9,134,203,202,246,208,161,120,178
512,9,10,9,10,8,9,9,8,104,106,122,119,247,160,269,245
513,3,2,4,1,4,3,1,1,60,63,52,90,71,79,89,138
514,6,7,7,6,7,7,2,7,184,216,167,142,163,186,190,179
515,2,1,3,1,2,1,2,3,85,118,129,129,92,101,137,117
516,8,7,8,9,7,9,9,7,238,286,272,265,284,267,256,295
517,4,3,6,1,2,2,2,4,81,122,97,153,149,139,70,116
518,1,1,1,2,2,2,1,1,145,196,229,146,176,178,163,193
519,10,6,10,2,2,3,2,1,27,22,9,139,164,193,137,158
520,1,1,2,2,3,3,3,2,46,99,102,136,96,83,89,106
521,1,1,1,1,1,1,1,1,225,206,194,355,308,349,297,307
522,8,4,4,3,2,3,6,6,96,168,225,257,177,174,151,136
523,5,5,5,9,5,5,5,6,363,384,329,142,364,342,367,336
524,5,4,5,6,4,6,7,9,299,296,284,281,285,288,272,180
525,2,4,3,3,3,3,4,1,101,142,103,143,184,182,162,162
526,1,1,2,3,6,3,1,3,176,200,228,201,269,298,313,213
527,10,4,9,8,10,9,9,10,8,117,277,278,221,271,331,181
528,10,10,10,10,10,10,10,10,48,59,75,62,83,100,71,82
529,1,1,1,2,1,1,1,4,165,193,173,155,200,233,277,253
530,7,5,6,4,8,5,7,3,43,92,79,81,80,124,113,122
531,9,3,2,3,5,2,4,3,31,136,173,29,41,93,91,157
532,2,2,1,2,2,1,2,1,67,58,82,56,68,91,86,127
533,7,9,7,8,8,8,8,7,159,136,197,195,200,215,240,226
534,6,6,4,4,6,7,3,5,47,54,100,107,57,80,105,149
535,1,1,1,1,2,1,1,1,100,81,55,60,87,101,128,87
536,9,10,9,10,10,10,9,10,62,66,64,87,172,101,182,81
537,9,9,9,9,8,9,8,9,144,192,192,198,245,241,290,191
538,4,3,1,1,2,3,2,3,81,107,132,113,113,124,92,116
539,3,2,4,3,4,4,3,3,68,128,98,153,166,133,228,97
540,8,4,8,7,8,9,6,7,115,233,128,144,150,149,216,170
541,7,7,5,5,6,6,4,6,247,238,285,251,241,296,380,205
542,10,6,4,4,8,5,8,8,48,87,117,132,107,111,102,122
543,4,4,6,4,5,4,6,3,112,145,92,136,135,228,86,155
544,1,1,2,2,2,1,3,2,115,150,103,90,113,138,122,140
545,2,3,2,3,4,4,1,1,123,82,72,82,63,56,63,96
546,1,1,2,3,1,1,1,3,78,60,70,54,81,91,87,42
547,1,1,1,1,1,1,1,2,197,233,239,235,168,220,174,133
548,2,5,2,4,1,3,3,2,169,100,203,134,189,174,137,118
549,2,2,4,2,2,3,3,2,128,100,98,140,113,98,80,96
550,9,9,4,4,1,3,1,2,50,72,112,141,131,144,223,184
551,8,6,7,6,5,7,5,6,177,266,220,239,257,307,259,258
552,6,3,4,5,7,6,5,4,99,163,123,88,86,94,122,109
553,4,2,2,1,2,3,5,2,123,107,130,119,127,128,107,172
554,2,1,1,1,1,1,2,1,54,110,85,76,105,105,62,107
555,5,5,7,4,4,4,4,7,127,115,139,183,113,116,209,156
556,5,4,7,5,6,7,8,8,282,263,218,259,242,212,200,134
557,6,5,8,6,6,7,8,8,218,310,191,200,329,257,220,194
558,7,4,10,5,7,4,8,7,84,77,65,83,73,184,101,80
559,1,1,1,1,2,2,3,1,143,168,163,175,162,141,129,260
560,1,1,1,2,1,1,1,1,74,83,73,61,40,89,61,60
561,2,2,2,3,2,1,1,2,134,206,274,152,182,227,201,153
562,1,1,1,1,1,1,1,1,106,151,82,105,77,83,65,56
563,5,5,4,7,4,5,5,4,287,331,288,269,302,349,359,312
564,2,1,2,1,1,3,2,1,179,233,215,204,149,67,96,118
565,1,1,1,2,2,1,2,1,73,97,83,119,90,98,77,80
566,1,1,4,4,3,1,1,1,97,115,89,74,55,107,87,109
567,1,2,2,4,1,3,4,4,112,83,141,142,223,199,232,185
568,10,10,10,10,9,9,9,8,42,80,106,95,146,168,150,158
569,6,3,3,2,4,3,4,4,74,142,157,238,151,91,157,160
570,9,9,8,9,9,9,10,10,158,176,195,133,143,131,87,88
571,1,3,1,2,1,4,2,3,103,137,134,91,84,90,121,114
572,4,6,3,3,1,1,2,3,67,76,118,89,94,128,122,104
573,9,4,2,4,2,2,2,3,13,50,362,341,385,377,266,260
574,2,1,4,3,2,7,3,4,375,304,208,193,214,133,220,140
575,5,4,4,3,2,3,4,3,159,187,155,127,123,138,116,95
576,3,2,1,2,2,1,1,2,127,156,153,123,116,170,120,89
577,2,3,2,3,2,3,1,4,96,78,73,177,139,154,138,117
578,1,1,1,1,1,2,1,2,224,308,229,317,329,292,239,245
579,10,10,10,10,10,10,10,10,53,82,59,57,100,114,40,42
580,6,8,6,5,5,6,7,6,133,97,154,70,161,170,143,158
581,8,9,9,9,9,7,8,10,138,100,126,143,175,194,183,120
582,8,3,8,9,6,9,9,9,78,138,75,66,101,77,86,77
583,9,9,10,9,10,10,10,10,183,175,142,227,166,89,142,115
584,2,3,5,3,3,4,5,7,97,95,104,134,95,135,116,83
585,1,1,1,1,1,1,1,2,59,109,145,118,154,76,218,116
586,1,1,1,2,2,3,1,3,49,108,117,46,81,99,118,67
587,3,1,1,1,2,3,1,1,93,101,107,93,61,111,118,123
588,1,1,1,1,1,2,3,3,510,387,426,381,263,372,347,309
589,2,3,3,5,4,6,4,3,191,145,67,83,70,114,102,104
590,10,10,10,9,9,7,8,5,100,81,161,122,144,234,140,202
591,10,9,9,10,10,10,10,10,218,228,238,184,196,222,217,208
592,7,6,4,5,5,5,5,7,148,108,172,149,161,164,94,117
593,5,2,4,4,7,2,2,1,40,97,51,77,34,94,47,93
594,2,1,1,1,1,1,1,1,35,78,121,83,64,96,40,98
595,4,4,5,7,6,7,3,2,38,41,44,37,55,55,80,112
596,1,2,1,1,1,2,2,5,279,240,281,250,137,125,96,30
597,2,2,2,3,3,4,2,3,144,172,109,135,122,80,132,101
598,9,6,9,9,10,9,7,6,89,121,140,111,153,117,188,217
599,2,4,5,2,4,3,2,2,134,139,108,206,144,203,144,155
600,6,5,3,2,3,4,3,4,180,264,375,275,352,351,371,307
601,3,3,5,4,4,4,3,6,113,100,85,90,81,89,100,90
602,3,3,1,2,2,2,1,1,40,21,53,44,98,112,103,132
603,3,2,1,1,1,5,7,4,115,138,117,126,95,59,97,94
604,5,2,7,4,6,4,8,2,85,162,86,100,65,83,91,125
605,10,9,10,10,10,10,10,10,125,193,184,116,127,147,121,72
606,1,1,3,1,3,6,4,2,95,169,59,132,60,54,69,125
607,6,5,4,5,8,5,4,5,121,180,133,140,154,187,192,132
608,1,1,1,2,4,1,1,2,197,202,215,208,233,220,294,292
609,10,10,10,9,10,9,9,9,89,83,112,121,78,131,125,110
610,9,2,1,1,2,3,6,1,52,81,101,130,188,69,58,66
611,2,1,2,3,3,2,3,1,86,118,127,95,83,118,105,98
612,2,2,2,1,3,9,3,8,130,120,116,210,105,39,41,30
613,1,3,2,1,3,1,2,2,212,193,214,242,228,233,251,183
614,2,1,2,3,3,1,2,2,84,120,84,71,55,111,66,139
615,4,3,4,4,3,3,5,6,49,69,105,108,142,132,93,66
616,9,9,7,8,9,8,9,9,149,182,203,197,185,177,173,165
617,1,2,1,1,1,2,1,1,109,113,118,134,136,132,250,158
618,7,2,2,2,3,5,4,1,73,92,189,240,192,160,140,188
619,6,6,6,5,5,4,9,9,294,342,307,381,299,379,208,173
620,3,1,1,1,1,1,2,1,40,85,68,80,87,120,39,89
621,9,10,9,9,10,10,9,9,115,106,133,154,122,113,153,114
622,2,1,3,4,4,3,3,4,85,152,118,82,82,95,129,75
623,9,9,7,5,6,6,7,9,104,145,219,346,182,218,282,113
624,6,7,8,7,8,8,9,7,229,205,169,219,197,225,182,221
625,8,9,9,6,9,9,9,6,77,97,89,154,109,141,125,180
626,9,8,8,10,9,10,8,7,114,193,233,129,165,141,218,263
627,5,6,3,3,4,3,3,5,78,78,89,138,84,73,79,57
628,2,6,4,4,3,3,5,5,440,381,425,344,412,438,386,350
629,5,5,5,5,4,7,3,5,245,230,201,152,230,194,381,389
630,2,2,2,4,3,5,5,10,149,187,188,115,123,46,78,60
631,2,2,2,1,1,2,2,2,85,94,56,122,105,92,99,74
632,5,6,4,5,8,9,2,5,139,105,176,134,61,82,109,98
633,1,1,1,1,1,1,1,1,158,266,239,257,245,258,307,108
634,2,4,4,3,3,4,3,4,164,90,81,51,83,131,34,73
635,1,1,1,1,2,3,1,1,137,165,91,119,129,91,82,79
636,1,6,7,3,9,8,7,10,81,93,73,79,83,142,128,82
637,2,5,2,2,2,1,2,2,109,113,214,203,131,307,196,242
638,3,2,2,1,2,2,3,2,89,126,125,110,120,103,98,109
639,2,4,2,3,2,2,3,2,300,373,371,376,388,407,296,307
640,1,1,2,2,1,1,1,1,110,153,87,122,75,134,151,86
641,2,1,1,1,1,1,1,1,84,87,99,118,112,128,112,193
642,3,2,2,2,2,2,2,2,137,148,91,165,174,195,158,140
643,2,2,5,4,4,3,3,6,118,100,73,135,112,58,87,103
644,8,5,4,4,4,5,8,9,144,206,284,249,208,215,171,72
645,1,1,1,1,1,1,1,1,128,187,145,205,172,201,190,190
646,5,5,5,4,6,3,6,4,333,409,345,331,349,334,270,230
647,7,9,7,8,7,6,7,8,320,279,345,314,364,474,385,306
648,2,3,2,4,3,3,3,4,52,72,104,69,93,110,95,83
649,5,7,10,9,5,7,5,7,33,50,23,34,91,118,118,88
650,8,10,6,10,10,10,9,10,138,96,152,85,36,104,124,39
651,3,4,5,3,3,4,3,3,38,71,40,50,86,68,84,104
652,2,3,3,4,2,1,1,2,50,76,89,81,91,100,102,104
653,8,9,9,7,8,6,7,6,173,146,153,130,155,197,191,209
654,4,4,2,1,2,2,2,1,131,117,161,244,169,156,176,159
655,8,8,7,9,9,9,9,9,205,245,277,239,250,282,262,185
656,1,2,1,2,3,1,1,1,78,87,97,78,35,94,46,53
657,1,1,2,2,2,2,2,1,94,138,85,88,81,151,86,103
658,3,4,4,4,4,4,5,8,245,196,249,232,357,199,169,34
659,9,9,9,9,10,9,9,9,171,143,147,123,111,192,150,177
660,7,7,7,7,7,8,7,8,316,341,357,322,288,316,393,268
661,3,2,4,3,1,3,4,5,143,121,98,109,150,144,103,102
662,7,7,9,7,8,6,8,6,129,115,114,150,201,240,154,140
663,9,9,10,8,8,9,7,7,123,133,116,170,152,151,208,212
664,1,1,2,1,1,1,1,1,65,84,57,68,75,113,142,84
665,5,3,4,4,4,3,3,3,248,345,331,284,358,275,283,260
666,9,10,9,10,9,6,7,8,181,191,194,183,237,204,194,160
667,1,6,3,1,4,2,3,5,113,105,143,186,104,156,110,56
668,9,5,4,7,6,9,10,10,120,257,312,253,198,181,8,41
669,5,1,1,4,5,4,6,4,47,154,116,98,99,119,94,81
670,1,1,1,1,1,1,1,1,188,276,224,226,235,248,119,89
671,6,5,6,7,8,7,9,8,222,252,262,288,227,265,233,273
672,3,5,2,2,4,5,4,1,62,110,96,95,54,88,84,135
673,2,2,2,2,1,1,2,3,108,145,97,99,88,123,68,89
674,1,1,3,1,1,2,6,1,70,57,66,80,48,77,38,82
675,7,5,6,3,4,4,3,6,148,186,175,240,229,206,268,164
676,1,1,1,1,1,1,1,1,85,120,129,130,74,95,137,84
677,5,5,7,7,4,2,5,6,287,304,239,223,219,225,198,242
678,7,9,9,8,7,8,7,9,191,169,154,196,204,212,212,105
679,5,7,6,5,7,7,7,7,329,302,306,353,279,336,371,235
680,6,4,4,5,5,5,4,6,212,277,269,286,266,264,306,196
681,2,4,6,2,6,6,3,6,92,82,105,113,59,64,72,87
682,6,6,6,8,10,7,8,9,265,319,232,196,157,304,245,155
683,5,5,9,6,7,6,9,4,138,209,132,219,232,244,112,170
684,8,9,10,4,5,7,7,9,26,41,72,89,121,150,122,116
685,6,5,6,7,6,7,5,6,374,417,340,340,395,298,437,364
686,2,2,3,3,8,5,4,2,118,126,121,125,80,127,134,94
687,8,3,7,4,5,2,10,2,77,221,63,84,82,143,68,148
688,10,10,9,9,8,9,9,9,75,68,114,90,134,83,165,100
689,4,3,4,2,1,4,5,3,44,103,63,59,86,71,53,57
690,3,2,2,2,1,1,3,2,94,130,102,118,149,204,147,139
691,3,3,1,3,3,1,3,1,96,80,139,130,107,118,116,99
692,9,6,2,3,5,6,4,6,162,254,224,226,195,227,257,229
693,1,1,1,1,1,1,1,1,162,188,181,235,234,155,169,171
694,1,2,2,1,3,2,1,1,85,123,112,152,123,190,174,127
695,3,2,2,3,3,3,2,4,65,101,116,107,51,75,76,55
696,6,4,3,4,10,10,6,6,54,70,81,116,51,61,73,67
697,4,2,5,4,3,2,3,3,50,53,68,50,54,68,98,49
698,5,2,2,2,1,1,1,2,29,93,75,74,71,92,88,95
699,5,7,7,8,8,10,10,8,304,287,282,221,295,199,244,264
700,8,7,5,8,7,9,8,8,263,398,311,251,269,261,320,210
701,1,2,1,1,1,1,1,1,311,359,357,340,312,382,275,375
702,9,8,10,10,9,8,8,9,148,129,119,96,124,147,146,123
703,4,3,3,3,4,3,3,6,38,93,68,77,70,77,91,59
704,3,3,2,4,2,3,1,3,61,108,90,132,141,135,142,155
705,6,6,8,9,7,7,6,6,274,237,151,191,206,266,210,240
706,9,7,5,8,7,8,7,10,108,116,130,143,122,116,141,102
707,3,2,4,2,2,4,2,2,119,134,159,132,150,104,79,91
708,1,2,2,3,1,1,1,2,138,138,98,138,161,199,190,104
709,2,4,5,2,4,2,4,4,172,260,275,184,234,217,269,279
710,5,6,4,5,6,4,7,5,178,160,191,173,223,212,196,212
711,1,2,2,3,2,2,2,3,80,93,92,60,84,69,92,60
712,2,2,3,3,2,3,1,2,150,118,159,151,196,153,213,232
713,1,2,2,1,1,1,1,1,67,99,86,101,88,103,159,141
714,7,10,9,7,5,9,7,7,97,79,104,75,103,101,111,90
715,1,1,1,1,1,1,1,1,80,131,72,100,89,76,95,118
716,2,4,3,2,3,5,1,1,271,222,333,274,231,256,319,223
717,1,3,3,2,3,2,1,3,73,41,35,71,36,58,126,62
718,5,2,3,3,1,3,4,5,45,81,123,103,86,93,75,67
719,7,8,6,8,6,6,7,5,226,212,335,282,301,276,269,378
720,4,4,5,5,5,4,5,5,269,284,221,207,210,254,224,238
721,9,9,8,9,7,8,8,5,140,124,147,165,176,197,229,301
722,8,7,5,6,4,5,6,7,171,174,169,195,149,216,217,166
723,4,4,6,7,7,7,7,5,149,189,152,140,161,144,130,166
724,10,10,10,8,10,9,9,9,47,33,72,129,101,129,135,113
725,7,8,8,6,6,7,7,5,280,275,241,338,369,271,354,364
726,8,7,7,4,9,2,6,7,67,65,113,89,69,94,78,73
727,1,2,3,1,2,2,2,2,192,179,142,154,169,131,148,197
728,1,3,2,2,1,1,2,1,73,64,53,69,81,124,128,81
729,2,2,3,2,4,3,3,2,200,230,178,130,111,124,132,166
730,1,2,2,2,1,1,3,2,344,350,361,307,320,425,328,315
731,4,7,5,3,6,4,7,7,224,195,248,148,201,174,200,225
732,2,2,1,2,1,2,2,1,124,93,96,38,86,107,119,83
733,3,1,2,2,1,2,3,7,246,334,302,245,253,288,268,170
734,9,10,6,9,9,8,6,8,98,48,148,127,118,204,232,191
735,2,1,1,3,1,2,1,1,109,142,101,81,99,120,109,163
736,3,1,2,4,2,3,2,3,100,125,100,74,112,76,119,98
737,9,10,9,5,4,7,4,6,106,71,152,282,256,233,291,203
738,10,10,9,10,10,4,4,10,75,89,144,89,131,169,109,65
739,9,8,8,8,8,7,6,8,69,82,112,117,82,118,157,80
740,8,6,6,6,7,7,7,5,192,283,277,314,283,263,278,277
741,6,6,6,8,7,6,6,8,222,216,234,169,214,215,229,180
742,2,2,5,8,2,1,2,6,141,204,167,121,143,169,105,64
743,6,5,7,5,9,3,7,6,112,149,181,126,88,217,170,143
744,5,7,5,8,4,6,5,4,217,148,194,168,208,206,207,201
745,5,5,3,4,6,3,2,3,123,159,151,231,142,179,167,127
746,4,3,2,3,2,3,3,1,52,83,118,87,103,87,64,121
747,2,1,1,1,1,1,1,1,156,160,239,172,158,241,238,179
748,2,1,2,1,1,1,1,1,66,95,66,163,120,164,121,131
749,6,7,7,4,4,4,10,10,520,462,466,453,273,411,149,163
750,4,9,7,7,7,7,7,4,104,82,117,110,111,96,93,175
751,9,9,10,10,10,10,10,7,170,182,127,127,156,204,193,142
752,2,3,3,4,3,3,2,2,84,83,68,72,48,63,110,99
753,9,7,7,7,8,8,7,8,128,179,192,226,216,218,232,230
754,2,2,3,1,4,3,6,1,87,100,82,94,48,67,65,76
755,3,3,1,2,2,2,1,2,116,232,261,305,254,398,326,273
756,6,3,4,6,9,3,10,5,252,252,278,156,201,193,176,148
757,2,1,2,3,1,2,1,1,105,119,63,72,99,93,111,159
758,3,1,2,3,1,1,1,1,54,269,114,77,113,194,168,135
759,4,2,5,4,3,3,6,1,341,323,260,214,269,271,182,343
760,9,5,9,7,6,6,8,7,175,185,187,234,243,263,214,261
761,10,8,7,2,6,3,6,10,60,202,211,180,312,290,344,157
762,9,7,6,4,7,8,8,8,290,292,364,339,353,341,290,332
763,5,4,6,2,7,6,4,6,85,115,106,130,95,123,101,85
764,4,3,4,3,4,4,4,5,177,177,177,186,185,205,132,115
765,4,4,3,2,3,1,1,2,51,57,74,65,72,76,100,83
766,7,4,4,2,3,3,4,3,197,271,318,283,352,370,329,365
767,2,5,5,6,6,4,5,5,98,196,196,107,158,165,142,190
768,10,9,8,7,8,6,8,5,86,100,118,119,94,90,91,140
769,2,4,2,3,4,2,5,4,208,186,234,320,246,301,250,238
770,2,1,1,1,3,1,2,1,106,124,105,65,84,112,170,170
771,4,3,3,2,3,3,4,4,139,198,156,106,103,81,112,106
772,2,4,1,1,2,2,3,3,121,90,105,139,111,76,111,161
773,6,7,1,3,5,8,8,4,142,107,147,149,165,120,108,115
774,3,5,3,6,5,7,5,5,164,118,149,137,91,141,192,114
775,4,3,3,4,4,4,2,4,153,164,169,168,159,170,270,193
776,4,4,3,5,4,2,3,6,261,242,328,218,312,356,328,217
777,3,4,6,3,5,5,8,6,138,150,103,105,82,147,122,140
778,4,4,4,5,4,5,4,6,533,491,444,403,391,357,422,281
779,1,1,1,2,2,2,1,1,324,322,285,322,380,417,520,451
780,3,2,1,3,1,1,2,2,174,213,196,203,368,344,312,208
781,1,1,2,1,2,1,4,2,117,181,137,124,109,168,84,131
782,5,8,8,7,7,9,10,6,145,209,125,135,173,177,125,223
783,2,2,2,1,2,2,2,1,56,49,47,85,78,71,65,69
784,1,1,2,4,4,1,2,1,77,117,88,24,52,107,138,189
785,3,2,3,3,2,2,2,3,125,141,116,130,125,90,92,79
786,2,6,3,3,1,5,1,1,78,41,21,46,76,45,123,154
787,5,4,4,5,6,3,4,4,61,123,89,92,97,109,107,84
788,5,3,4,3,3,6,5,2,248,321,364,449,403,176,330,488
789,4,3,1,2,1,2,5,3,54,67,62,96,63,76,48,116
790,9,8,8,8,8,9,10,8,109,180,162,187,139,135,89,137
791,2,2,6,4,2,3,7,3,202,311,227,218,275,291,238,244
792,2,3,1,1,1,1,1,1,61,57,111,43,65,81,58,78
793,6,6,7,6,8,9,10,9,220,265,269,319,225,228,139,182
794,1,1,3,2,1,2,1,4,76,61,85,74,52,70,76,46
795,1,3,2,3,1,3,1,1,173,124,138,166,188,205,198,236
796,2,3,3,3,2,2,2,4,393,385,387,279,284,443,316,263
797,1,2,2,2,1,1,2,2,183,212,188,216,172,285,198,212
798,10,10,10,10,10,10,10,10,170,183,233,216,154,116,119,97
799,8,3,4,7,5,7,2,4,86,164,155,98,133,128,133,92
800,3,2,2,2,2,2,2,2,76,182,166,148,138,146,171,151
801,2,1,2,2,3,2,2,3,93,151,169,132,131,132,158,131
802,5,4,5,5,3,5,5,6,127,182,170,174,135,129,175,153
803,6,8,6,3,9,4,9,5,66,68,66,83,57,47,47,87
804,7,8,8,8,9,9,9,10,176,149,165,165,139,122,150,77
805,10,9,7,10,10,10,10,9,170,165,179,211,225,251,193,192
806,3,3,3,3,4,4,1,2,70,97,89,102,112,62,117,152
807,3,3,3,2,3,3,3,2,132,116,134,138,110,117,106,89
808,2,2,3,2,3,2,2,4,146,170,175,197,198,273,215,189
809,5,3,3,6,4,3,3,4,357,426,440,321,365,336,391,365
810,1,1,1,1,1,1,2,2,87,100,69,70,79,103,85,57
811,1,4,3,3,1,1,3,3,85,87,119,70,123,189,111,100
812,3,4,1,3,2,2,2,2,72,48,112,98,80,109,100,96
813,8,8,6,7,6,8,8,7,289,388,465,437,453,359,373,391
814,2,3,2,1,1,1,1,1,90,130,86,101,82,135,109,90
815,3,3,5,3,7,7,9,10,96,167,87,114,44,77,30,11
816,1,1,1,2,2,1,2,2,208,200,192,211,176,221,237,134
817,2,1,2,1,1,1,1,1,83,99,66,117,107,79,91,89
