Unnamed: 0,구매횟수,구매횟수.1,구매횟수.2,구매횟수.3,구매횟수.4,구매횟수.5,구매횟수.6,구매횟수.7,총구매액,총구매액.1,총구매액.2,총구매액.3,총구매액.4,총구매액.5,총구매액.6,총구매액.7,14_1구매경험,14_2구매경험,14_3구매경험,14_4구매경험,15_1구매경험,15_2구매경험,15_3구매경험,15_4구매경험,매출증감,증감확인
132,219.0,289.0,305.0,389.0,405.0,76.0,74.0,82.0,1460939.0,1323138.0,1688316.0,2018794.0,2548533.0,1538391.0,469840.0,1015888.0,유,유,유,유,유,유,유,유,-51.3,감소
133,162.0,177.0,168.0,118.0,140.0,159.0,183.0,115.0,2010031.0,2256328.0,3657692.0,1832541.0,3593824.0,3268240.0,3776837.0,4258801.0,유,유,유,유,유,유,유,유,30.5,증가
134,63.0,53.0,66.0,144.0,135.0,117.0,112.0,95.0,15194907.0,9310606.0,8401539.0,7314604.0,14713416.0,20857530.0,16314624.0,13688042.0,유,유,유,유,유,유,유,유,3.6,증가
135,79.0,121.0,81.0,105.0,91.0,92.0,85.0,52.0,570114.0,4404751.0,2918250.0,914258.0,899577.0,1379430.0,2079776.0,426460.0,유,유,유,유,유,유,유,유,57.0,증가
136,16.0,125.0,73.0,91.0,36.0,59.0,40.0,99.0,147714.0,3273642.0,5465336.0,3779099.0,704481.0,3612267.0,1391580.0,10902648.0,유,유,유,유,유,유,유,유,80.8,증가
137,125.0,136.0,118.0,139.0,146.0,197.0,166.0,112.0,9884257.0,11073616.0,8488072.0,8573725.0,13503687.0,10438329.0,19320514.0,29012743.0,유,유,유,유,유,유,유,유,32.3,증가
138,114.0,70.0,63.0,94.0,147.0,188.0,157.0,152.0,5367159.0,4954037.0,5626157.0,8656166.0,6162057.0,7613542.0,3386866.0,6071946.0,유,유,유,유,유,유,유,유,-22.6,감소
139,136.0,144.0,140.0,194.0,152.0,162.0,255.0,187.0,4541024.0,7208897.0,10017344.0,10307528.0,2583077.0,3946227.0,6161899.0,4244991.0,유,유,유,유,유,유,유,유,15.1,증가
140,137.0,118.0,147.0,124.0,120.0,102.0,103.0,103.0,47588796.0,20320976.0,41725720.0,31012771.0,21196849.0,25838470.0,55703613.0,12027127.0,유,유,유,유,유,유,유,유,7.9,증가
141,154.0,159.0,129.0,133.0,157.0,217.0,207.0,195.0,616421.0,693784.0,622562.0,513810.0,622902.0,863351.0,1254190.0,660676.0,유,유,유,유,유,유,유,유,34.1,증가
143,160.0,164.0,195.0,196.0,178.0,242.0,233.0,248.0,718611.0,741137.0,950576.0,747088.0,752894.0,1415273.0,1283431.0,846653.0,유,유,유,유,유,유,유,유,28.2,증가
144,1015.0,1050.0,1329.0,1046.0,974.0,183.0,225.0,133.0,9162603.0,14181517.0,17586178.0,9672825.0,9576399.0,2232945.0,9089667.0,912680.0,유,유,유,유,유,유,유,유,-0.4,감소
145,117.0,105.0,96.0,147.0,75.0,122.0,134.0,92.0,5349727.0,8078346.0,23990675.0,36620459.0,7515439.0,13256307.0,27997058.0,16361243.0,유,유,유,유,유,유,유,유,67.9,증가
146,65.0,83.0,58.0,61.0,70.0,63.0,48.0,46.0,15474269.0,13102433.0,9475690.0,12514279.0,19369850.0,12611917.0,6865749.0,10920111.0,유,유,유,유,유,유,유,유,-38.5,감소
147,184.0,235.0,233.0,206.0,194.0,244.0,276.0,229.0,13116074.0,11050751.0,9163398.0,15771272.0,19059666.0,11171874.0,6315327.0,10395474.0,유,유,유,유,유,유,유,유,-35.0,감소
148,163.0,127.0,180.0,218.0,169.0,184.0,195.0,207.0,542189.0,491472.0,889961.0,640437.0,699778.0,976991.0,775765.0,690963.0,유,유,유,유,유,유,유,유,17.7,증가
149,73.0,75.0,117.0,96.0,102.0,154.0,67.0,152.0,2444750.0,2218396.0,5840828.0,3947786.0,2123057.0,5343334.0,1826563.0,3812950.0,유,유,유,유,유,유,유,유,-14.5,감소
150,221.0,228.0,300.0,244.0,223.0,279.0,163.0,50.0,3084636.0,7402237.0,2336427.0,3330832.0,1877710.0,4583161.0,1579481.0,523980.0,유,유,유,유,유,유,유,유,-32.3,감소
151,187.0,223.0,175.0,141.0,159.0,165.0,164.0,176.0,7174852.0,26582011.0,9172923.0,6421020.0,4184200.0,7028086.0,15642162.0,8224108.0,유,유,유,유,유,유,유,유,37.1,증가
152,145.0,167.0,176.0,113.0,95.0,60.0,81.0,77.0,4769801.0,3021414.0,3994087.0,2868067.0,4713667.0,5947097.0,5162105.0,2932745.0,유,유,유,유,유,유,유,유,3.9,증가
153,166.0,122.0,130.0,113.0,136.0,152.0,156.0,101.0,1193945.0,785865.0,988508.0,3573043.0,983199.0,1534931.0,906571.0,724290.0,유,유,유,유,유,유,유,유,-13.7,감소
154,78.0,120.0,86.0,64.0,44.0,97.0,126.0,162.0,25427904.0,9027825.0,2111186.0,1443059.0,1102865.0,1950022.0,23195802.0,8360968.0,유,유,유,유,유,유,유,유,-4.6,감소
155,105.0,108.0,112.0,130.0,145.0,115.0,117.0,139.0,4664621.0,6528730.0,12571344.0,5048077.0,6673165.0,5959209.0,11310157.0,4628126.0,유,유,유,유,유,유,유,유,41.6,증가
156,168.0,206.0,184.0,155.0,166.0,177.0,130.0,110.0,15290752.0,11716827.0,16439820.0,11808511.0,36407568.0,32482651.0,9622801.0,17215260.0,유,유,유,유,유,유,유,유,-22.8,감소
157,115.0,149.0,114.0,118.0,108.0,143.0,130.0,109.0,1526404.0,1283400.0,2217382.0,1423315.0,1367576.0,1552301.0,2419385.0,2293223.0,유,유,유,유,유,유,유,유,22.6,증가
158,82.0,92.0,136.0,239.0,119.0,153.0,154.0,193.0,816254.0,886885.0,1738091.0,1632290.0,1024258.0,2691347.0,1337218.0,1665941.0,유,유,유,유,유,유,유,유,24.2,증가
159,56.0,80.0,59.0,91.0,92.0,88.0,63.0,111.0,8020690.0,15835251.0,8154247.0,17613701.0,30745415.0,22272124.0,7119073.0,29568239.0,유,유,유,유,유,유,유,유,-6.0,감소
160,155.0,175.0,120.0,146.0,253.0,186.0,182.0,131.0,2714543.0,2493610.0,2359298.0,1803066.0,3037715.0,3632618.0,2473726.0,2181864.0,유,유,유,유,유,유,유,유,-4.6,감소
161,170.0,49.0,55.0,127.0,71.0,110.0,56.0,99.0,46020923.0,8141322.0,13352243.0,38321316.0,17697346.0,15976427.0,9304363.0,17582425.0,유,유,유,유,유,유,유,유,-66.4,감소
162,126.0,123.0,152.0,164.0,130.0,133.0,111.0,106.0,3918916.0,10314217.0,6121273.0,13318525.0,13894888.0,9261916.0,6460765.0,6326381.0,유,유,유,유,유,유,유,유,24.5,증가
163,156.0,215.0,235.0,215.0,156.0,187.0,176.0,203.0,1253602.0,1836341.0,1541002.0,1134602.0,1300803.0,1320734.0,2335725.0,974600.0,유,유,유,유,유,유,유,유,30.1,증가
164,41.0,69.0,86.0,85.0,115.0,117.0,264.0,174.0,32525303.0,8393113.0,7114300.0,9557261.0,8364033.0,14697993.0,25134283.0,5878760.0,유,유,유,유,유,유,유,유,-12.8,감소
165,24.0,100.0,76.0,67.0,90.0,49.0,50.0,58.0,1319745.0,6188771.0,6479869.0,7035092.0,7864825.0,1365302.0,1858163.0,7520720.0,유,유,유,유,유,유,유,유,16.9,증가
166,21.0,181.0,125.0,194.0,166.0,112.0,110.0,117.0,2731520.0,5771878.0,3927202.0,5516685.0,3258108.0,3683526.0,4430578.0,4756889.0,유,유,유,유,유,유,유,유,23.7,증가
167,121.0,101.0,81.0,116.0,130.0,98.0,133.0,166.0,4596708.0,3684882.0,2417100.0,13791889.0,3643392.0,4497632.0,7967808.0,2855892.0,유,유,유,유,유,유,유,유,26.8,증가
168,90.0,202.0,135.0,178.0,110.0,154.0,125.0,158.0,7297666.0,12414722.0,9326801.0,10761193.0,6088253.0,18670237.0,7533045.0,12605493.0,유,유,유,유,유,유,유,유,1.6,증가
169,115.0,104.0,115.0,29.0,119.0,141.0,231.0,140.0,1791077.0,840027.0,655132.0,118862.0,815803.0,1098004.0,2312528.0,960701.0,유,유,유,유,유,유,유,유,12.7,증가
170,153.0,261.0,258.0,199.0,193.0,268.0,283.0,306.0,1163266.0,2009137.0,2347028.0,1142877.0,1560763.0,2047829.0,2457557.0,1880970.0,유,유,유,유,유,유,유,유,35.7,증가
171,70.0,80.0,80.0,78.0,87.0,147.0,152.0,97.0,1956060.0,1738647.0,4310402.0,6731537.0,1441585.0,3871122.0,6254184.0,2254395.0,유,유,유,유,유,유,유,유,52.4,증가
172,133.0,216.0,189.0,176.0,198.0,161.0,212.0,158.0,2124681.0,3935552.0,2846584.0,2516699.0,2595491.0,2978470.0,4059847.0,1888168.0,유,유,유,유,유,유,유,유,31.3,증가
173,222.0,234.0,251.0,243.0,257.0,285.0,280.0,305.0,1125575.0,1415912.0,2127325.0,1149142.0,1059288.0,2833627.0,1323323.0,1236277.0,유,유,유,유,유,유,유,유,8.1,증가
175,531.0,557.0,568.0,594.0,669.0,694.0,655.0,551.0,3567796.0,3458531.0,4470414.0,2896835.0,5008032.0,5970121.0,5933391.0,4141761.0,유,유,유,유,유,유,유,유,24.9,증가
176,118.0,159.0,200.0,167.0,177.0,204.0,162.0,152.0,901667.0,936392.0,1711698.0,855403.0,917031.0,1406360.0,894812.0,659553.0,유,유,유,유,유,유,유,유,-0.4,감소
177,95.0,116.0,75.0,69.0,88.0,85.0,67.0,61.0,10634540.0,18733910.0,7308041.0,11881059.0,13794580.0,9427685.0,8114692.0,12821193.0,유,유,유,유,유,유,유,유,-13.4,감소
178,185.0,176.0,169.0,212.0,273.0,330.0,320.0,304.0,2930325.0,1879468.0,1919414.0,3437185.0,2519677.0,2282670.0,2874099.0,2265406.0,유,유,유,유,유,유,유,유,-1.0,감소
179,144.0,206.0,158.0,179.0,206.0,231.0,154.0,175.0,6637681.0,5075018.0,6543888.0,5031890.0,8410493.0,7027932.0,5861982.0,5272066.0,유,유,유,유,유,유,유,유,-6.2,감소
180,97.0,113.0,83.0,71.0,77.0,95.0,85.0,91.0,4235135.0,5863048.0,3317232.0,6154193.0,13983623.0,6859789.0,4626965.0,7592684.0,유,유,유,유,유,유,유,유,4.4,증가
181,80.0,100.0,81.0,122.0,112.0,144.0,161.0,123.0,5769886.0,4006379.0,4261275.0,12247806.0,5472929.0,11444752.0,11051409.0,12086694.0,유,유,유,유,유,유,유,유,31.4,증가
182,123.0,146.0,201.0,245.0,176.0,198.0,238.0,217.0,5840093.0,9477915.0,12722990.0,9829859.0,8576778.0,15055302.0,14314261.0,7945404.0,유,유,유,유,유,유,유,유,42.0,증가
183,246.0,270.0,278.0,320.0,401.0,310.0,254.0,244.0,1774549.0,1564239.0,2015588.0,1753205.0,2176487.0,1721787.0,1300665.0,1208958.0,유,유,유,유,유,유,유,유,-15.4,감소
184,64.0,122.0,81.0,106.0,50.0,61.0,63.0,68.0,5760667.0,14027512.0,3063339.0,5788638.0,1139912.0,3348526.0,962537.0,3300212.0,유,유,유,유,유,유,유,유,-71.4,감소
185,4.0,135.0,254.0,283.0,247.0,261.0,183.0,52.0,20684.0,957804.0,1946171.0,1972559.0,2124502.0,2169361.0,1766614.0,277544.0,유,유,유,유,유,유,유,유,97.7,증가
186,160.0,223.0,141.0,135.0,169.0,272.0,231.0,108.0,21656326.0,12457980.0,7101657.0,6981804.0,10996850.0,9192763.0,6497127.0,3572519.0,유,유,유,유,유,유,유,유,-53.8,감소
187,102.0,70.0,39.0,82.0,63.0,90.0,121.0,64.0,6487082.0,2045463.0,1492197.0,1722993.0,1587899.0,2176531.0,3114736.0,1742489.0,유,유,유,유,유,유,유,유,-35.1,감소
188,351.0,282.0,392.0,317.0,542.0,361.0,523.0,420.0,1784578.0,1474719.0,2529659.0,1345813.0,2146181.0,1744891.0,2492328.0,1988178.0,유,유,유,유,유,유,유,유,16.5,증가
189,122.0,124.0,160.0,181.0,197.0,213.0,199.0,196.0,5821361.0,7642157.0,32408559.0,16319792.0,13232177.0,9268885.0,9160750.0,7467591.0,유,유,유,유,유,유,유,유,22.3,증가
190,106.0,107.0,139.0,151.0,191.0,207.0,108.0,202.0,6973584.0,4475062.0,3908661.0,4333992.0,9598841.0,9149852.0,2798253.0,7622948.0,유,유,유,유,유,유,유,유,-42.7,감소
191,50.0,71.0,73.0,57.0,46.0,63.0,82.0,66.0,12273838.0,10850867.0,8546038.0,11392935.0,7417805.0,6245854.0,19690618.0,11851569.0,유,유,유,유,유,유,유,유,23.2,증가
192,29.0,130.0,161.0,189.0,129.0,170.0,191.0,172.0,875368.0,5420585.0,4688629.0,9550357.0,2060914.0,4279775.0,6989470.0,7383713.0,유,유,유,유,유,유,유,유,77.7,증가
193,153.0,218.0,158.0,174.0,164.0,193.0,196.0,187.0,1027756.0,1487757.0,1438195.0,1117413.0,998607.0,1564284.0,1537357.0,1269505.0,유,유,유,유,유,유,유,유,19.9,증가
194,207.0,230.0,315.0,255.0,250.0,310.0,325.0,174.0,1729045.0,2094739.0,2151790.0,1665669.0,1712874.0,2224308.0,2183244.0,1514146.0,유,유,유,유,유,유,유,유,11.6,증가
195,73.0,72.0,98.0,83.0,104.0,143.0,142.0,114.0,826363.0,538416.0,827395.0,688088.0,742534.0,1201404.0,1571524.0,788450.0,유,유,유,유,유,유,유,유,31.1,증가
196,161.0,170.0,187.0,172.0,182.0,166.0,235.0,210.0,2924353.0,5948281.0,3303711.0,4304321.0,3966453.0,3399674.0,3670430.0,3639550.0,유,유,유,유,유,유,유,유,11.3,증가
197,221.0,106.0,148.0,113.0,158.0,199.0,199.0,133.0,3770201.0,4748696.0,2975510.0,12668052.0,6011603.0,29276519.0,28431468.0,11141117.0,유,유,유,유,유,유,유,유,76.6,증가
198,137.0,199.0,190.0,140.0,165.0,193.0,195.0,153.0,905051.0,2705983.0,1671357.0,1539951.0,1135306.0,2346627.0,2465364.0,1698696.0,유,유,유,유,유,유,유,유,46.3,증가
199,51.0,93.0,113.0,152.0,140.0,184.0,150.0,125.0,874577.0,2786320.0,2376071.0,3140860.0,2796323.0,2621715.0,2319193.0,1823485.0,유,유,유,유,유,유,유,유,45.2,증가
200,215.0,191.0,185.0,156.0,119.0,122.0,87.0,35.0,1641651.0,1776907.0,2165808.0,1909826.0,1341829.0,2173794.0,524845.0,1116320.0,유,유,유,유,유,유,유,유,-51.5,감소
201,138.0,128.0,136.0,157.0,90.0,113.0,91.0,86.0,14678326.0,15857027.0,19830487.0,24265169.0,8819095.0,8783839.0,17185159.0,13073485.0,유,유,유,유,유,유,유,유,7.9,증가
202,167.0,176.0,224.0,316.0,248.0,259.0,217.0,225.0,7302476.0,10444446.0,11834272.0,12697435.0,12112268.0,10243969.0,14752034.0,20906382.0,유,유,유,유,유,유,유,유,33.8,증가
203,140.0,143.0,158.0,160.0,132.0,141.0,155.0,90.0,864935.0,889220.0,1034780.0,770040.0,922045.0,969337.0,983558.0,455602.0,유,유,유,유,유,유,유,유,6.4,증가
204,226.0,245.0,186.0,157.0,200.0,226.0,318.0,240.0,3188698.0,3128120.0,3327651.0,3094472.0,2127674.0,2601972.0,3628020.0,3147518.0,유,유,유,유,유,유,유,유,6.4,증가
205,228.0,196.0,217.0,181.0,149.0,204.0,218.0,186.0,4778498.0,3479279.0,3476161.0,3699775.0,3504687.0,1785847.0,2387951.0,1943450.0,유,유,유,유,유,유,유,유,-33.4,감소
206,258.0,281.0,285.0,238.0,260.0,229.0,255.0,262.0,1835727.0,1435326.0,2773033.0,1756565.0,2460171.0,1526039.0,2322249.0,2380170.0,유,유,유,유,유,유,유,유,11.7,증가
207,125.0,112.0,171.0,207.0,133.0,177.0,193.0,120.0,855955.0,743864.0,1266442.0,1122966.0,878348.0,1284052.0,1204080.0,773261.0,유,유,유,유,유,유,유,유,16.9,증가
208,28.0,98.0,79.0,89.0,89.0,18.0,12.0,31.0,9971895.0,16980975.0,16865833.0,15242973.0,9426859.0,1380572.0,722486.0,120076.0,유,유,유,유,유,유,유,유,-86.5,감소
209,66.0,78.0,101.0,83.0,71.0,107.0,102.0,65.0,3527600.0,1693244.0,2456171.0,2940873.0,820056.0,3921922.0,2046163.0,755999.0,유,유,유,유,유,유,유,유,-26.6,감소
210,78.0,94.0,124.0,150.0,149.0,200.0,153.0,172.0,462477.0,698163.0,870105.0,864013.0,669498.0,965824.0,968402.0,733799.0,유,유,유,유,유,유,유,유,35.4,증가
211,79.0,65.0,79.0,72.0,80.0,105.0,92.0,74.0,1608836.0,859202.0,3094226.0,1113833.0,4275304.0,2299935.0,5174921.0,3435867.0,유,유,유,유,유,유,유,유,52.6,증가
212,197.0,235.0,240.0,253.0,212.0,253.0,214.0,221.0,2543140.0,2536593.0,2667420.0,3154849.0,1616332.0,4605123.0,2309112.0,1346869.0,유,유,유,유,유,유,유,유,-4.8,감소
213,467.0,473.0,477.0,517.0,547.0,644.0,613.0,588.0,4896980.0,4179874.0,3414788.0,5914900.0,4959235.0,8650774.0,9196831.0,6626197.0,유,유,유,유,유,유,유,유,30.5,증가
214,127.0,194.0,193.0,161.0,132.0,111.0,136.0,155.0,2076623.0,3106178.0,2266778.0,1214432.0,1731659.0,4823916.0,2657751.0,3207916.0,유,유,유,유,유,유,유,유,12.3,증가
215,167.0,226.0,250.0,198.0,258.0,208.0,285.0,300.0,1210910.0,1647204.0,1727741.0,1490038.0,1859802.0,2284678.0,2649462.0,1593392.0,유,유,유,유,유,유,유,유,37.3,증가
216,144.0,214.0,171.0,228.0,166.0,191.0,156.0,136.0,1588794.0,1456949.0,1742226.0,1410424.0,1624295.0,1553969.0,1563432.0,884855.0,유,유,유,유,유,유,유,유,-0.8,감소
217,81.0,73.0,75.0,68.0,39.0,118.0,84.0,94.0,1482959.0,1367637.0,1338904.0,1235219.0,819150.0,2867170.0,1575884.0,3401140.0,유,유,유,유,유,유,유,유,3.0,증가
218,34.0,134.0,132.0,139.0,65.0,127.0,116.0,159.0,9125144.0,27779887.0,37568521.0,31235901.0,10618506.0,22455686.0,36325784.0,36717518.0,유,유,유,유,유,유,유,유,59.8,증가
219,79.0,63.0,124.0,291.0,227.0,251.0,92.0,147.0,5922533.0,6502828.0,3465285.0,10184415.0,4630856.0,8409109.0,5611173.0,5415654.0,유,유,유,유,유,유,유,유,-2.7,감소
220,321.0,312.0,252.0,324.0,243.0,323.0,283.0,305.0,2101186.0,2215968.0,2022460.0,2411957.0,1792387.0,3364157.0,3517893.0,2064680.0,유,유,유,유,유,유,유,유,25.2,증가
221,124.0,130.0,187.0,160.0,170.0,159.0,168.0,208.0,1135903.0,1058281.0,1438105.0,1747032.0,1634750.0,1169207.0,1427611.0,1085319.0,유,유,유,유,유,유,유,유,11.4,증가
222,76.0,87.0,195.0,191.0,189.0,220.0,107.0,123.0,9555092.0,6794028.0,9572338.0,7301351.0,14442023.0,6795635.0,18091574.0,5284933.0,유,유,유,유,유,유,유,유,30.9,증가
223,72.0,62.0,80.0,84.0,66.0,113.0,96.0,78.0,4029364.0,5621265.0,3122239.0,24797565.0,11596076.0,54504413.0,27363240.0,8035506.0,유,유,유,유,유,유,유,유,74.3,증가
224,82.0,59.0,56.0,68.0,82.0,56.0,59.0,81.0,29910536.0,10679365.0,35501336.0,12864914.0,27466965.0,16516747.0,12455977.0,30410836.0,유,유,유,유,유,유,유,유,-41.2,감소
225,108.0,145.0,79.0,112.0,123.0,99.0,51.0,132.0,16569786.0,17367417.0,16000869.0,21177909.0,25576395.0,32971394.0,11580709.0,25134449.0,유,유,유,유,유,유,유,유,-17.7,감소
226,131.0,142.0,120.0,119.0,89.0,131.0,101.0,104.0,1257781.0,1819817.0,1071073.0,1301736.0,948063.0,2396652.0,1518608.0,942646.0,유,유,유,유,유,유,유,유,9.4,증가
227,169.0,184.0,205.0,338.0,177.0,173.0,216.0,145.0,626872.0,731003.0,932160.0,1290248.0,679024.0,537807.0,744568.0,411520.0,유,유,유,유,유,유,유,유,8.6,증가
228,162.0,168.0,146.0,144.0,210.0,241.0,373.0,297.0,1422526.0,1005875.0,1428887.0,917805.0,1695993.0,1511816.0,2907191.0,1949360.0,유,유,유,유,유,유,유,유,34.3,증가
229,119.0,146.0,170.0,105.0,143.0,120.0,145.0,71.0,6964476.0,12407472.0,5482899.0,8519045.0,9830019.0,10731883.0,17149563.0,3995289.0,유,유,유,유,유,유,유,유,42.2,증가
230,105.0,71.0,89.0,98.0,119.0,162.0,117.0,107.0,2025892.0,1878867.0,1217274.0,1221839.0,2066575.0,2797251.0,2115281.0,1148253.0,유,유,유,유,유,유,유,유,2.2,증가
231,195.0,219.0,204.0,218.0,224.0,239.0,233.0,212.0,1146662.0,1677908.0,2611386.0,1252272.0,1049261.0,1166039.0,1154508.0,737754.0,유,유,유,유,유,유,유,유,0.3,증가
232,265.0,271.0,368.0,283.0,277.0,185.0,292.0,260.0,714087.0,1798475.0,1566121.0,1194020.0,1232734.0,1143416.0,1608291.0,809254.0,유,유,유,유,유,유,유,유,38.5,증가
233,171.0,171.0,181.0,178.0,158.0,215.0,210.0,175.0,1479924.0,1202680.0,5737521.0,1396120.0,1478200.0,5482556.0,2640282.0,2050805.0,유,유,유,유,유,유,유,유,28.2,증가
234,78.0,118.0,86.0,185.0,183.0,160.0,98.0,144.0,1762189.0,2683139.0,2679721.0,3044369.0,3826672.0,4122051.0,13850543.0,2390319.0,유,유,유,유,유,유,유,유,77.4,증가
235,155.0,183.0,159.0,119.0,123.0,180.0,161.0,76.0,5104591.0,4232025.0,9025669.0,3051840.0,5711516.0,9052016.0,4242667.0,2477681.0,유,유,유,유,유,유,유,유,-9.2,감소
236,288.0,278.0,101.0,167.0,139.0,222.0,288.0,260.0,1158365.0,1277648.0,544956.0,764080.0,667454.0,983887.0,1697003.0,1659392.0,유,유,유,유,유,유,유,유,18.9,증가
237,127.0,138.0,197.0,186.0,190.0,175.0,195.0,157.0,7007435.0,5886939.0,8578480.0,5757641.0,10510742.0,5376716.0,9741847.0,13007519.0,유,유,유,유,유,유,유,유,16.3,증가
238,51.0,117.0,109.0,124.0,109.0,122.0,109.0,78.0,578310.0,2541239.0,2241333.0,4914179.0,1187677.0,2656525.0,1690269.0,757821.0,유,유,유,유,유,유,유,유,49.0,증가
239,66.0,146.0,86.0,82.0,121.0,157.0,113.0,71.0,23413200.0,25997039.0,11759825.0,17243848.0,14163299.0,27964017.0,16827646.0,20322707.0,유,유,유,유,유,유,유,유,-16.4,감소
240,102.0,123.0,125.0,79.0,28.0,68.0,96.0,122.0,2798476.0,7620279.0,2078228.0,1636090.0,463636.0,1139640.0,2522472.0,2460300.0,유,유,유,유,유,유,유,유,-5.2,감소
241,109.0,67.0,104.0,106.0,106.0,176.0,114.0,105.0,6831098.0,2758099.0,8609798.0,10170994.0,12772969.0,13191104.0,7591975.0,8051531.0,유,유,유,유,유,유,유,유,5.3,증가
242,104.0,118.0,118.0,204.0,177.0,208.0,223.0,119.0,631518.0,1006610.0,913173.0,1486804.0,1409920.0,1545492.0,1915800.0,1006156.0,유,유,유,유,유,유,유,유,50.4,증가
243,104.0,130.0,123.0,122.0,131.0,131.0,159.0,163.0,669325.0,757343.0,636064.0,933124.0,906456.0,913502.0,1671888.0,1229434.0,유,유,유,유,유,유,유,유,42.8,증가
245,240.0,261.0,332.0,379.0,351.0,364.0,382.0,332.0,2483883.0,2902619.0,3823484.0,5429635.0,3337963.0,2878133.0,3786931.0,2419916.0,유,유,유,유,유,유,유,유,20.8,증가
246,58.0,49.0,59.0,121.0,122.0,126.0,101.0,89.0,3437277.0,4850079.0,19980075.0,8079893.0,8808243.0,9352707.0,12884442.0,7039314.0,유,유,유,유,유,유,유,유,57.9,증가
247,321.0,274.0,335.0,341.0,265.0,237.0,241.0,212.0,3075459.0,2928426.0,4200204.0,3835756.0,3706521.0,2316882.0,2767964.0,1505726.0,유,유,유,유,유,유,유,유,-5.3,감소
248,140.0,204.0,156.0,267.0,305.0,276.0,268.0,198.0,3229857.0,5407402.0,2715939.0,2190843.0,6160026.0,4028019.0,5192568.0,5693760.0,유,유,유,유,유,유,유,유,23.3,증가
249,54.0,70.0,98.0,73.0,106.0,99.0,110.0,104.0,39877181.0,10881101.0,11490720.0,8419936.0,11316588.0,16553920.0,21095496.0,21985994.0,유,유,유,유,유,유,유,유,-30.8,감소
250,115.0,116.0,110.0,107.0,104.0,161.0,143.0,102.0,11724733.0,19596851.0,19914125.0,13797605.0,10435164.0,19143440.0,25200410.0,7454644.0,유,유,유,유,유,유,유,유,36.5,증가
251,131.0,105.0,50.0,81.0,103.0,92.0,131.0,128.0,8959196.0,6598558.0,5837923.0,4580445.0,9823292.0,4338620.0,8511719.0,5489181.0,유,유,유,유,유,유,유,유,-2.6,감소
252,59.0,99.0,97.0,108.0,78.0,100.0,32.0,98.0,945555.0,1143922.0,1359077.0,1623398.0,1855256.0,1977001.0,327136.0,2233961.0,유,유,유,유,유,유,유,유,-48.6,감소
253,58.0,86.0,84.0,65.0,75.0,55.0,71.0,75.0,18287194.0,9842741.0,8060016.0,7352385.0,5694862.0,4942286.0,14494958.0,8968501.0,유,유,유,유,유,유,유,유,-11.6,감소
254,101.0,124.0,159.0,140.0,123.0,87.0,80.0,107.0,10371006.0,10023541.0,18282360.0,18137713.0,34691867.0,20039948.0,10572911.0,8840840.0,유,유,유,유,유,유,유,유,1.0,증가
255,108.0,181.0,116.0,114.0,131.0,114.0,109.0,120.0,27378154.0,23298595.0,9058589.0,18355178.0,12438504.0,15519332.0,10692622.0,8071291.0,유,유,유,유,유,유,유,유,-43.8,감소
256,71.0,145.0,146.0,152.0,116.0,220.0,238.0,254.0,12674958.0,34036049.0,59202699.0,21476839.0,11119478.0,18171523.0,21019790.0,49838182.0,유,유,유,유,유,유,유,유,24.8,증가
257,392.0,359.0,325.0,381.0,303.0,349.0,335.0,393.0,2351528.0,1757656.0,1878193.0,2326832.0,1872374.0,2089118.0,1769251.0,1986639.0,유,유,유,유,유,유,유,유,-14.1,감소
258,69.0,112.0,100.0,71.0,114.0,134.0,146.0,117.0,19356713.0,41787728.0,19611101.0,22474500.0,41975946.0,66063904.0,73410730.0,99910625.0,유,유,유,유,유,유,유,유,58.3,증가
259,371.0,377.0,466.0,458.0,550.0,384.0,283.0,335.0,3640605.0,10784012.0,3061388.0,5997465.0,3129509.0,5383376.0,1652348.0,2343378.0,유,유,유,유,유,유,유,유,-37.6,감소
